,Bogey_Avoidance_RANK THIS WEEK,Bogey_Avoidance_RANK LAST WEEK,Bogey_Avoidance_PLAYER NAME,Bogey_Avoidance_ROUNDS,Bogey_Avoidance_% MAKES BOGEY,Bogey_Avoidance_BOGEYS,Bogey_Avoidance_HOLES PLAYED
80,81,81,Mathew Goggin,65,16.93,192,1134
81,T82,T82,Tim Clark,60,16.94,183,1080
82,T82,T82,Ryan Palmer,81,16.94,247,1458
83,84,84,Gavin Coles,72,16.98,214,1260
84,T85,T85,Keegan Bradley,90,17.11,271,1584
85,T85,T85,Padraig Harrington,67,17.11,194,1134
86,T87,T87,Bo Van Pelt,84,17.14,256,1494
87,T87,T87,Boo Weekley,74,17.14,216,1260
88,89,89,John Rollins,81,17.17,238,1386
89,90,90,Charl Schwartzel,56,17.18,167,972
90,T91,T91,Chris Couch,61,17.23,183,1062
91,T91,T91,Charles Howell III,98,17.23,304,1764
92,T91,T91,D.A. Points,88,17.23,273,1584
93,94,94,Adam Scott,59,17.24,180,1044
94,95,95,Johnson Wagner,88,17.3,274,1584
95,96,96,Ben Crane,73,17.36,225,1296
96,97,97,Jason Day,57,17.37,172,990
97,98,98,Rod Pampling,88,17.39,263,1512
98,99,99,John Huh,99,17.4,310,1782
99,T100,T100,Harris English,98,17.46,308,1764
100,T100,T100,Danny Lee,74,17.46,220,1260
101,102,102,Jonathan Byrd,69,17.48,214,1224
102,103,103,Gary Christian,91,17.5,274,1566
103,104,104,Steve Wheatcroft,56,17.63,165,936
104,105,105,Chad Campbell,84,17.66,267,1512
105,T106,T106,Blake Adams,107,17.71,341,1926
106,T106,T106,Troy Kelly,68,17.71,204,1152
107,T108,T108,Brandt Jobe,57,17.74,182,1026
108,T108,T108,Josh Teater,97,17.74,297,1674
109,110,110,Jason Kokrak,79,17.78,240,1350
110,111,111,Rickie Fowler,84,17.8,266,1494
111,112,112,J.J. Killeen,101,17.81,311,1746
112,T113,T113,Charlie Beljan,61,17.84,183,1026
113,T113,T113,Greg Owen,90,17.84,289,1620
114,115,115,Tom Gillis,75,17.85,241,1350
115,116,116,Chez Reavie,83,17.87,267,1494
116,T117,T117,David Mathis,83,18.04,263,1458
117,T117,T117,George McNeill,85,18.04,276,1530
118,119,119,Davis Love III,64,18.06,208,1152
119,120,120,Troy Matteson,100,18.08,319,1764
120,121,121,Mark Wilson,84,18.09,254,1404
121,122,122,Scott Dunlap,57,18.13,173,954
122,123,123,Nick Watney,97,18.2,308,1692
123,T124,T124,Spencer Levin,81,18.21,259,1422
124,T124,T124,Graeme McDowell,55,18.21,177,972
125,126,126,Nick O'Hern,78,18.24,243,1332
126,T127,T127,Rory Sabbatini,84,18.32,277,1512
127,T127,T127,Kyle Stanley,86,18.32,277,1512
128,129,129,Jason Bohn,81,18.33,254,1386
129,T130,T130,Michael Bradley,63,18.34,208,1134
130,T130,T130,Martin Laird,77,18.34,241,1314
131,132,132,Charlie Wi,86,18.35,284,1548
132,133,133,Alexandre Rocha,62,18.39,192,1044
133,134,134,J.B. Holmes,90,18.41,285,1548
134,135,135,Arjun Atwal,79,18.52,250,1350
135,136,136,Patrick Sheehan,58,18.55,187,1008
136,T137,T137,Kevin Chappell,91,18.58,291,1566
137,T137,T137,Marc Leishman,84,18.58,281,1512
138,139,139,Lee Westwood,60,18.62,181,972
139,140,140,Bobby Gates,87,18.69,286,1530
140,141,141,James Driscoll,83,18.74,280,1494
141,142,142,Ricky Barnes,92,18.75,297,1584
142,143,143,Kris Blanks,65,18.8,220,1170
143,144,144,K.J. Choi,71,18.81,237,1260
144,145,145,Aaron Baddeley,73,18.83,244,1296
145,146,146,Brendan Steele,77,18.95,249,1314
146,T147,T147,Justin Leonard,79,18.96,256,1350
147,T147,T147,Michael Thompson,80,18.96,273,1440
148,149,149,Freddie Jacobson,61,18.98,205,1080
149,150,150,D.J. Trahan,73,19.0,236,1242
150,151,151,"Ted Potter, Jr.",77,19.05,264,1386
151,152,152,Roland Thatcher,55,19.08,182,954
152,153,153,Stephen Ames,54,19.14,186,972
153,154,154,Ryuji Imada,78,19.15,262,1368
154,155,155,Tom Pernice Jr.,62,19.25,201,1044
155,156,156,Chris DiMarco,83,19.34,282,1458
156,157,157,Derek Lamely,64,19.36,223,1152
157,158,158,Hunter Haas,69,19.4,227,1170
158,159,159,Erik Compton,81,19.41,269,1386
159,160,160,Scott Stallings,78,19.44,273,1404
160,161,161,Garth Mulroy,59,19.49,200,1026
161,162,162,Robert Allenby,76,19.52,267,1368
162,163,163,Trevor Immelman,76,19.59,268,1368
163,T164,T164,Jhonattan Vegas,77,19.62,272,1386
164,T164,T164,Y.E. Yang,64,19.62,219,1116
165,166,166,Marco Dawson,60,19.64,205,1044
166,167,167,Charley Hoffman,88,19.76,313,1584
167,168,168,Colt Knost,79,19.77,274,1386
168,169,169,John Daly,50,19.81,164,828
169,T170,T170,Stewart Cink,71,19.9,240,1206
170,T170,T170,Tommy Gainey,98,19.9,351,1764
171,172,172,Mark Anderson,75,19.94,262,1314
172,173,173,Brendon Todd,78,19.97,266,1332
173,174,174,Ryo Ishikawa,54,19.98,187,936
174,175,175,Ángel Cabrera,54,20.16,196,972
175,176,176,Cameron Beckman,81,20.2,280,1386
176,177,177,Miguel Angel Carballo,73,20.21,251,1242
177,178,178,Billy Hurley III,70,20.26,248,1224
178,179,179,Scott Brown,65,20.28,230,1134
179,180,180,Andres Romero,68,20.31,234,1152
180,181,181,Daniel Chopra,55,20.44,195,954
181,182,182,Gary Woodland,70,20.45,254,1242
182,183,183,Harrison Frazar,56,20.88,203,972
183,184,184,Edward Loar,59,21.35,219,1026
184,185,185,Robert Karlsson,54,21.58,202,936
185,186,186,Sung Kang,75,21.61,284,1314
186,187,187,Kyle Thompson,51,21.66,191,882
187,188,188,Stephen Gangluff,57,21.82,216,990
188,189,189,Matt Bettencourt,80,21.86,299,1368
189,190,190,Sangmoon Bae,81,22.15,307,1386
190,191,191,Tommy Biershenk,74,22.76,295,1296
