,Tenth_Tee_Early_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Scoring_Average_ROUNDS,Tenth_Tee_Early_Scoring_Average_AVG,Tenth_Tee_Early_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Scoring_Average_TOTAL 10TH TEE EARLY RDS.
90,T90,T90,Scott Piercy,95,70.64,989,14
91,92,92,Brendon de Jonge,115,70.7,1414,20
92,T93,T93,Charles Howell III,98,70.73,778,11
93,T93,T93,Bryce Molder,83,70.73,1061,15
94,95,95,Josh Teater,97,70.74,1344,19
95,96,96,Lee Westwood,60,70.75,566,8
96,97,97,Rod Pampling,88,70.76,1203,17
97,T98,T98,Jim Furyk,85,70.8,1062,15
98,T98,T98,J.J. Killeen,101,70.8,1770,25
99,T98,T98,Kevin Streelman,89,70.8,1062,15
100,101,101,Nick O'Hern,78,70.81,1133,16
101,T102,T102,Tommy Gainey,98,70.83,1700,24
102,T102,T102,Bill Lunde,83,70.83,1275,18
103,104,104,Ricky Barnes,92,70.84,1771,25
104,T105,T105,Kevin Chappell,91,70.85,1417,20
105,T105,T105,David Mathis,83,70.85,1417,20
106,107,107,Brian Gay,91,70.88,1205,17
107,T108,T108,Ernie Els,80,70.9,1489,21
108,T108,T108,Justin Rose,69,70.9,709,10
109,110,110,Daniel Chopra,55,70.91,780,11
110,111,111,Chad Campbell,84,70.92,922,13
111,112,112,Jason Bohn,81,70.93,993,14
112,T113,T113,Bill Haas,79,71.0,923,13
113,T113,T113,Padraig Harrington,67,71.0,781,11
114,T113,T113,Derek Lamely,64,71.0,1065,15
115,T113,T113,Billy Mayfair,90,71.0,1562,22
116,T113,T113,D.A. Points,88,71.0,923,13
117,T113,T113,Dicky Pride,62,71.0,568,8
118,119,119,Brendan Steele,77,71.06,1279,18
119,T120,T120,Charlie Beljan,61,71.07,995,14
120,T120,T120,James Driscoll,83,71.07,1066,15
121,T120,T120,Rocco Mediate,70,71.07,1066,15
122,T123,T123,Vaughn Taylor,81,71.11,1351,19
123,T123,T123,Brendon Todd,78,71.11,1280,18
124,125,125,John Rollins,81,71.13,1138,16
125,T126,T126,Marco Dawson,60,71.14,996,14
126,T126,T126,Boo Weekley,74,71.14,996,14
127,128,128,Hunter Haas,69,71.17,854,12
128,T129,T129,Kris Blanks,65,71.18,783,11
129,T129,T129,Will Claxton,99,71.18,1210,17
130,T129,T129,Hunter Mahan,88,71.18,1210,17
131,132,132,Kyle Reifers,86,71.2,1780,25
132,133,133,Chris DiMarco,83,71.21,1353,19
133,134,134,Nick Watney,97,71.22,1282,18
134,135,135,K.J. Choi,71,71.29,998,14
135,136,136,Billy Hurley III,70,71.3,713,10
136,137,137,Kevin Kisner,69,71.31,1141,16
137,138,138,Mark Anderson,75,71.33,856,12
138,139,139,Gary Woodland,70,71.35,1213,17
139,140,140,Matt Jones,53,71.36,785,11
140,141,141,Stewart Cink,71,71.38,928,13
141,142,142,Davis Love III,64,71.45,1429,20
142,143,143,Troy Kelly,68,71.46,929,13
143,T144,T144,Tommy Biershenk,74,71.47,1072,15
144,T144,T144,Kevin Stadler,85,71.47,1358,19
145,T146,T146,Jonathan Byrd,69,71.5,429,6
146,T146,T146,Tim Herron,88,71.5,1287,18
147,T146,T146,Ryo Ishikawa,54,71.5,858,12
148,T146,T146,Adam Scott,59,71.5,572,8
149,T146,T146,Charlie Wi,86,71.5,1001,14
150,151,151,Rory Sabbatini,84,71.54,930,13
151,152,152,Chris Kirk,93,71.55,787,11
152,153,153,Stephen Gangluff,57,71.58,859,12
153,T154,T154,Robert Allenby,76,71.64,788,11
154,T154,T154,Edward Loar,59,71.64,1003,14
155,156,156,Ryuji Imada,78,71.65,1218,17
156,157,157,Danny Lee,74,71.71,1219,17
157,158,158,Rickie Fowler,84,71.72,1291,18
158,T159,T159,Stephen Ames,54,71.73,789,11
159,T159,T159,Scott Stallings,78,71.73,1076,15
160,T159,T159,Daniel Summerhays,81,71.73,789,11
161,162,162,Alexandre Rocha,62,71.78,646,9
162,163,163,Patrick Sheehan,58,71.82,790,11
163,T164,T164,D.J. Trahan,73,71.83,1652,23
164,T164,T164,Bo Van Pelt,84,71.83,431,6
165,166,166,J.B. Holmes,90,71.89,1366,19
166,T167,T167,Robert Karlsson,54,72.0,864,12
167,T167,T167,Graeme McDowell,55,72.0,432,6
168,T167,T167,Michael Thompson,80,72.0,1080,15
169,T170,T170,Colt Knost,79,72.1,1442,20
170,T170,T170,Steve Wheatcroft,56,72.1,721,10
171,172,172,Roland Thatcher,55,72.11,649,9
172,173,173,Matt Bettencourt,80,72.13,1659,23
173,T174,T174,Tom Gillis,75,72.18,794,11
174,T174,T174,Justin Leonard,79,72.18,1227,17
175,176,176,Bobby Gates,87,72.28,1301,18
176,T177,T177,Miguel Angel Carballo,73,72.36,1013,14
177,T177,T177,Kyle Thompson,51,72.36,796,11
178,T179,T179,Erik Compton,81,72.4,1448,20
179,T179,T179,Jhonattan Vegas,77,72.4,1086,15
180,181,181,Spencer Levin,81,72.54,943,13
181,182,182,Scott Brown,65,72.67,872,12
182,183,183,Cameron Beckman,81,72.71,1745,24
183,T184,T184,Sangmoon Bae,81,72.75,1164,16
184,T184,T184,Chez Reavie,83,72.75,873,12
185,T184,T184,Cameron Tringale,88,72.75,1164,16
186,187,187,Charley Hoffman,88,72.92,875,12
187,188,188,Sung Kang,75,73.0,1022,14
188,189,189,Troy Matteson,100,73.15,1463,20
189,190,190,Trevor Immelman,76,73.23,952,13
190,191,191,Harrison Frazar,56,74.0,518,7
