,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
36,37,37,Chris Kirk,70.48,3665,52
37,T38,T38,John Daly,70.5,1974,28
38,T38,T38,John Huh,70.5,3948,56
39,40,40,Tom Gillis,70.52,3244,46
40,T41,T41,Nathan Green,70.53,3033,43
41,T41,T41,Nick Watney,70.53,3597,51
42,43,43,Gary Christian,70.54,3950,56
43,T44,T44,Russell Knox,70.57,3246,46
44,T44,T44,Sean O'Hair,70.57,3317,47
45,T44,T44,Jeff Overton,70.57,4093,58
46,T44,T44,Kevin Streelman,70.57,3811,54
47,T48,T48,Bob Estes,70.58,3388,48
48,T48,T48,Daniel Summerhays,70.58,3741,53
49,50,50,Roberto Castro,70.59,3812,54
50,T51,T51,Graham DeLaet,70.6,3318,47
51,T51,T51,Graeme McDowell,70.6,2118,30
52,T51,T51,Ryan Palmer,70.6,3530,50
53,54,54,Phil Mickelson,70.62,3178,45
54,T55,T55,Louis Oosthuizen,70.64,2543,36
55,T55,T55,Greg Owen,70.64,3885,55
56,T57,T57,David Hearn,70.65,4027,57
57,T57,T57,Charlie Wi,70.65,3674,52
58,59,59,Jeff Maggert,70.66,3957,56
59,T60,T60,Blake Adams,70.67,4664,66
60,T60,T60,Charl Schwartzel,70.67,2120,30
61,62,62,Richard Lee,70.68,3322,47
62,T63,T63,Greg Chalmers,70.69,3464,49
63,T63,T63,Ben Crane,70.69,3181,45
64,65,65,John Merrick,70.7,3535,50
65,T66,T66,Ernie Els,70.71,2970,42
66,T66,T66,Danny Lee,70.71,3465,49
67,T68,T68,Luke Donald,70.72,2263,32
68,T68,T68,Scott Piercy,70.72,4031,57
69,70,70,Brian Harman,70.74,4386,62
70,T71,T71,John Mallinger,70.75,3396,48
71,T71,T71,Kyle Reifers,70.75,3962,56
72,T73,T73,Ian Poulter,70.79,2053,29
73,T73,T73,Lee Westwood,70.79,1982,28
74,T75,T75,Chad Campbell,70.8,3894,55
75,T75,T75,Davis Love III,70.8,2903,41
76,77,77,Gavin Coles,70.82,3187,45
77,78,78,Cameron Tringale,70.83,3825,54
78,79,79,Billy Mayfair,70.84,3896,55
79,80,80,Rod Pampling,70.85,3684,52
80,81,81,J.B. Holmes,70.86,3472,49
81,82,82,Martin Flores,70.87,4323,61
82,83,83,Chris Couch,70.88,2835,40
83,84,84,Brian Gay,70.89,3970,56
84,T85,T85,Bobby Gates,70.9,4112,58
85,T85,T85,William McGirt,70.9,4396,62
86,87,87,Hunter Mahan,70.91,3191,45
87,88,88,Matt Every,70.94,3547,50
88,89,89,Bill Haas,70.96,3193,45
89,T90,T90,Stuart Appleby,70.98,3407,48
90,T90,T90,Kevin Stadler,70.98,3478,49
91,T90,T90,Chris Stroud,70.98,4046,57
92,T93,T93,Brian Davis,71.0,4189,59
93,T93,T93,Heath Slocum,71.0,4047,57
94,T93,T93,Vaughn Taylor,71.0,3692,52
95,96,96,Martin Laird,71.02,3125,44
96,T97,T97,Ricky Barnes,71.05,3979,56
97,T97,T97,Kevin Chappell,71.05,3979,56
98,T99,T99,Mathew Goggin,71.07,3198,45
99,T99,T99,Marc Leishman,71.07,3269,46
100,101,101,David Toms,71.08,2630,37
101,T102,T102,Rickie Fowler,71.11,3200,45
102,T102,T102,Boo Weekley,71.11,3342,47
103,T104,T104,Ben Curtis,71.13,2703,38
104,T104,T104,Kevin Kisner,71.13,3414,48
105,T104,T104,Jason Kokrak,71.13,3841,54
106,T104,T104,Kevin Na,71.13,3343,47
107,108,108,Justin Leonard,71.14,3628,51
108,109,109,Geoff Ogilvy,71.15,2775,39
109,T110,T110,Bill Lunde,71.16,3558,50
110,T110,T110,George McNeill,71.16,3629,51
111,T110,T110,John Rollins,71.16,3629,51
112,T113,T113,Kyle Stanley,71.17,3772,53
113,T113,T113,Josh Teater,71.17,4199,59
114,T115,T115,James Driscoll,71.18,3986,56
115,T115,T115,Tim Herron,71.18,3986,56
116,117,117,Jonathan Byrd,71.2,2848,40
117,118,118,Jerry Kelly,71.21,3774,53
118,119,119,Jason Bohn,71.22,3917,55
119,120,120,Jason Day,71.23,2208,31
120,T121,T121,Charlie Beljan,71.24,2992,42
121,T121,T121,Jhonattan Vegas,71.24,3633,51
122,123,123,J.J. Henry,71.25,3990,56
123,T124,T124,Charley Hoffman,71.27,3991,56
124,T124,T124,Matt Jones,71.27,2637,37
125,126,126,Spencer Levin,71.33,3495,49
126,T127,T127,Erik Compton,71.35,3496,49
127,T127,T127,Garth Mulroy,71.35,2640,37
128,T127,T127,Johnson Wagner,71.35,3924,55
129,130,130,Chris DiMarco,71.38,4140,58
130,T131,T131,Cameron Beckman,71.39,3641,51
131,T131,T131,D.A. Points,71.39,4212,59
132,133,133,Scott Dunlap,71.42,2714,38
133,T134,T134,Hunter Haas,71.43,3286,46
134,T134,T134,Michael Thompson,71.43,3643,51
135,T136,T136,J.J. Killeen,71.44,4715,66
136,T136,T136,Troy Matteson,71.44,4572,64
137,138,138,Y.E. Yang,71.47,2716,38
138,T139,T139,Freddie Jacobson,71.5,2288,32
139,T139,T139,Roland Thatcher,71.5,2860,40
140,T141,T141,Arjun Atwal,71.52,3862,54
141,T141,T141,Nick O'Hern,71.52,3719,52
142,143,143,Troy Kelly,71.54,3291,46
143,T144,T144,Michael Bradley,71.57,3292,46
144,T144,T144,Andres Romero,71.57,3006,42
145,146,146,Tim Clark,71.58,2720,38
146,T147,T147,Alexandre Rocha,71.59,2935,41
147,T147,T147,Steve Wheatcroft,71.59,2935,41
148,T149,T149,Miguel Angel Carballo,71.61,3509,49
149,T149,T149,Bryce Molder,71.61,3509,49
150,T149,T149,Dicky Pride,71.61,2578,36
151,152,152,Ryo Ishikawa,71.62,2435,34
152,T153,T153,Aaron Baddeley,71.63,3080,43
153,T153,T153,Stewart Cink,71.63,2937,41
154,155,155,Gary Woodland,71.64,3009,42
155,T156,T156,Marco Dawson,71.65,3081,43
156,T156,T156,Brandt Jobe,71.65,2651,37
157,T156,T156,"Ted Potter, Jr.",71.65,3726,52
158,159,159,Rory Sabbatini,71.68,4301,60
159,160,160,Tommy Gainey,71.69,4588,64
160,161,161,Patrick Sheehan,71.71,2940,41
161,T162,T162,Mark Anderson,71.73,3515,49
162,T162,T162,K.J. Choi,71.73,2869,40
163,T164,T164,Kris Blanks,71.76,3301,46
164,T164,T164,Trevor Immelman,71.76,3588,50
165,T164,T164,Chez Reavie,71.76,3875,54
166,167,167,Sangmoon Bae,71.81,3447,48
167,168,168,Ryuji Imada,71.82,4022,56
168,T169,T169,Stephen Ames,71.83,2945,41
169,T169,T169,Brendon Todd,71.83,4166,58
170,171,171,D.J. Trahan,71.84,3664,51
171,172,172,David Mathis,71.86,4168,58
172,173,173,Mark Wilson,71.92,3524,49
173,174,174,Harrison Frazar,71.95,2806,39
174,175,175,Robert Karlsson,71.97,2303,32
175,176,176,Scott Stallings,71.98,3887,54
176,177,177,Derek Lamely,72.0,3744,52
177,178,178,Robert Allenby,72.04,3890,54
178,T179,T179,Colt Knost,72.09,4037,56
179,T179,T179,Tom Pernice Jr.,72.09,3316,46
180,T181,T181,Tommy Biershenk,72.15,3896,54
181,T181,T181,Brendan Steele,72.15,3463,48
182,183,183,Edward Loar,72.16,3247,45
183,184,184,Daniel Chopra,72.17,2959,41
184,185,185,Stephen Gangluff,72.22,3250,45
185,186,186,Matt Bettencourt,72.34,4268,59
186,187,187,Scott Brown,72.4,3475,48
187,188,188,Kyle Thompson,72.53,3119,43
188,189,189,Ángel Cabrera,72.71,2763,38
189,190,190,Sung Kang,72.88,4300,59
190,191,191,Billy Hurley III,72.91,3864,53
