,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
59,T58,T58,Nick Watney,97,35.22,3311,94
60,61,61,Justin Rose,69,35.25,2397,68
61,T62,T62,Brian Davis,91,35.26,3209,91
62,T62,T62,Martin Flores,95,35.26,3350,95
63,T62,T62,Rocco Mediate,70,35.26,2398,68
64,T65,T65,John Mallinger,74,35.27,2469,70
65,T65,T65,Pat Perez,81,35.27,2786,79
66,T67,T67,Stuart Appleby,75,35.28,2505,71
67,T67,T67,Graham DeLaet,79,35.28,2787,79
68,T67,T67,Chris Kirk,93,35.28,3140,89
69,T67,T67,Richard Lee,71,35.28,2364,67
70,T67,T67,William McGirt,96,35.28,3387,96
71,T67,T67,Greg Owen,90,35.28,3175,90
72,T73,T73,Ben Curtis,62,35.29,2188,62
73,T73,T73,Hunter Mahan,88,35.29,2894,82
74,T73,T73,David Toms,60,35.29,2047,58
75,76,76,Harris English,98,35.3,3459,98
76,T77,T77,Charlie Beljan,61,35.32,2013,57
77,T77,T77,Freddie Jacobson,61,35.32,2119,60
78,T79,T79,Brian Harman,101,35.33,3568,101
79,T79,T79,David Hearn,95,35.33,3356,95
80,T79,T79,Jimmy Walker,101,35.33,3568,101
81,T79,T79,Charlie Wi,86,35.33,3038,86
82,T83,T83,Sergio Garcia,57,35.34,1979,56
83,T83,T83,Jhonattan Vegas,77,35.34,2721,77
84,T85,T85,Tim Clark,60,35.35,2121,60
85,T85,T85,Graeme McDowell,55,35.35,1909,54
86,T87,T87,Chad Campbell,84,35.36,2970,84
87,T87,T87,Rod Pampling,88,35.36,2970,84
88,T89,T89,Roberto Castro,92,35.37,3183,90
89,T89,T89,Gavin Coles,72,35.37,2476,70
90,T89,T89,Jerry Kelly,84,35.37,2971,84
91,T89,T89,Billy Mayfair,90,35.37,3042,86
92,93,93,Matt Every,80,35.38,2830,80
93,T94,T94,Kevin Chappell,91,35.39,3079,87
94,T94,T94,John Huh,99,35.39,3504,99
95,T94,T94,Bill Lunde,83,35.39,2796,79
96,T97,T97,Rickie Fowler,84,35.4,2938,83
97,T97,T97,Kevin Kisner,69,35.4,2301,65
98,T97,T97,Geoff Ogilvy,73,35.4,2549,72
99,100,100,Dicky Pride,62,35.41,2054,58
100,101,101,Daniel Summerhays,81,35.42,2869,81
101,T102,T102,Ricky Barnes,92,35.43,3118,88
102,T102,T102,Jason Bohn,81,35.43,2728,77
103,T102,T102,Kyle Reifers,86,35.43,3047,86
104,T105,T105,Jonathan Byrd,69,35.44,2410,68
105,T105,T105,Bryce Molder,83,35.44,2800,79
106,T107,T107,Blake Adams,107,35.45,3793,107
107,T107,T107,James Driscoll,83,35.45,2942,83
108,T107,T107,Tom Gillis,75,35.45,2659,75
109,T110,T110,Tommy Gainey,98,35.46,3475,98
110,T110,T110,Nathan Green,73,35.46,2447,69
111,T110,T110,Kevin Stadler,85,35.46,2872,81
112,T110,T110,Scott Stallings,78,35.46,2766,78
113,T114,T114,Hunter Haas,69,35.48,2306,65
114,T114,T114,Derek Lamely,64,35.48,2271,64
115,T116,T116,Bob Estes,78,35.49,2768,78
116,T116,T116,Martin Laird,77,35.49,2591,73
117,T116,T116,Kevin Streelman,89,35.49,3159,89
118,T116,T116,Johnson Wagner,88,35.49,3123,88
119,T120,T120,John Daly,50,35.5,1633,46
120,T120,T120,Troy Kelly,68,35.5,2272,64
121,T120,T120,Davis Love III,64,35.5,2272,64
122,T123,T123,Kris Blanks,65,35.51,2308,65
123,T123,T123,Edward Loar,59,35.51,2024,57
124,T123,T123,Kevin Na,80,35.51,2805,79
125,T123,T123,Cameron Tringale,88,35.51,3125,88
126,T127,T127,Tim Herron,88,35.52,3126,88
127,T127,T127,Kyle Stanley,86,35.52,2984,84
128,T127,T127,Vaughn Taylor,81,35.52,2806,79
129,130,130,K.J. Choi,71,35.53,2487,70
130,T131,T131,Scott Brown,65,35.54,2239,63
131,T131,T131,Mathew Goggin,65,35.54,2239,63
132,T131,T131,Nick O'Hern,78,35.54,2630,74
133,134,134,J.J. Henry,93,35.55,3164,89
134,135,135,Mark Wilson,84,35.56,2774,78
135,T136,T136,Daniel Chopra,55,35.57,1885,53
136,T136,T136,J.J. Killeen,101,35.57,3450,97
137,T136,T136,David Mathis,83,35.57,2881,81
138,T139,T139,Erik Compton,81,35.58,2740,77
139,T139,T139,Scott Dunlap,57,35.58,1886,53
140,T139,T139,Matt Jones,53,35.58,1886,53
141,142,142,Boo Weekley,74,35.59,2491,70
142,143,143,Michael Thompson,80,35.6,2848,80
143,T144,T144,Arjun Atwal,79,35.61,2671,75
144,T144,T144,D.J. Trahan,73,35.61,2457,69
145,T146,T146,Michael Bradley,63,35.62,2244,63
146,T146,T146,Roland Thatcher,55,35.62,1888,53
147,T148,T148,Ryo Ishikawa,54,35.63,1853,52
148,T148,T148,Jason Kokrak,79,35.63,2672,75
149,T148,T148,Sean O'Hair,84,35.63,2993,84
150,T148,T148,Y.E. Yang,64,35.63,2209,62
151,T152,T152,Aaron Baddeley,73,35.64,2566,72
152,T152,T152,Chez Reavie,83,35.64,2958,83
153,T152,T152,Rory Sabbatini,84,35.64,2994,84
154,T152,T152,Brendon Todd,78,35.64,2637,74
155,156,156,Gary Woodland,70,35.65,2460,69
156,157,157,Brendan Steele,77,35.66,2603,73
157,158,158,Alexandre Rocha,62,35.67,2069,58
158,159,159,George McNeill,85,35.68,3033,85
159,160,160,Troy Matteson,100,35.7,3499,98
160,161,161,Justin Leonard,79,35.71,2678,75
161,T162,T162,Stephen Ames,54,35.72,1929,54
162,T162,T162,Ryuji Imada,78,35.72,2715,76
163,T164,T164,Mark Anderson,75,35.74,2609,73
164,T164,T164,J.B. Holmes,90,35.74,3074,86
165,166,166,Brandt Jobe,57,35.75,2038,57
166,T167,T167,Marco Dawson,60,35.76,2074,58
167,T167,T167,Trevor Immelman,76,35.76,2718,76
168,169,169,Chris DiMarco,83,35.78,2898,81
169,170,170,"Ted Potter, Jr.",77,35.79,2756,77
170,T171,T171,Ángel Cabrera,54,35.83,1935,54
171,T171,T171,Charley Hoffman,88,35.83,3153,88
172,T171,T171,Tom Pernice Jr.,62,35.83,2078,58
173,T171,T171,Andres Romero,68,35.83,2293,64
174,175,175,Cameron Beckman,81,35.84,2760,77
175,T176,T176,Stephen Gangluff,57,35.85,1972,55
176,T176,T176,Steve Wheatcroft,56,35.85,1864,52
177,178,178,Patrick Sheehan,58,35.86,2008,56
178,T179,T179,Robert Allenby,76,35.87,2726,76
179,T179,T179,Miguel Angel Carballo,73,35.87,2475,69
180,181,181,Kyle Thompson,51,35.88,1758,49
181,182,182,Sangmoon Bae,81,35.91,2765,77
182,183,183,Robert Karlsson,54,35.96,1870,52
183,184,184,Billy Hurley III,70,35.97,2446,68
184,185,185,Marc Leishman,84,35.98,3022,84
185,186,186,Matt Bettencourt,80,35.99,2735,76
186,187,187,Stewart Cink,71,36.04,2415,67
187,188,188,Tommy Biershenk,74,36.07,2597,72
188,189,189,Harrison Frazar,56,36.15,1952,54
189,190,190,Colt Knost,79,36.17,2785,77
190,191,191,Sung Kang,75,36.23,2645,73
