,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
68,T69,T69,Kevin Na,80,3.53,279,79
69,T69,T69,Seung-Yul Noh,105,3.53,357,101
70,T69,T69,Kevin Stadler,85,3.53,286,81
71,T72,T72,Luke Donald,63,3.52,218,62
72,T72,T72,Rickie Fowler,84,3.52,292,83
73,T72,T72,Tommy Gainey,98,3.52,345,98
74,T72,T72,Rory Sabbatini,84,3.52,296,84
75,T72,T72,Kyle Stanley,86,3.52,296,84
76,T77,T77,Aaron Baddeley,73,3.51,253,72
77,T77,T77,Martin Flores,95,3.51,333,95
78,T77,T77,Padraig Harrington,67,3.51,221,63
79,T77,T77,Billy Horschel,63,3.51,207,59
80,T77,T77,Cameron Tringale,88,3.51,309,88
81,T77,T77,Jhonattan Vegas,77,3.51,270,77
82,T83,T83,Ricky Barnes,92,3.49,307,88
83,T83,T83,Scott Brown,65,3.49,220,63
84,T83,T83,Geoff Ogilvy,73,3.49,251,72
85,T83,T83,Roland Thatcher,55,3.49,185,53
86,T87,T87,Brian Davis,91,3.48,317,91
87,T87,T87,Michael Thompson,80,3.48,278,80
88,89,89,Roberto Castro,92,3.46,311,90
89,T90,T90,Bill Haas,79,3.44,268,78
90,T90,T90,Hunter Mahan,88,3.44,282,82
91,T90,T90,Daniel Summerhays,81,3.44,279,81
92,T93,T93,Cameron Beckman,81,3.43,264,77
93,T93,T93,Gary Christian,91,3.43,298,87
94,T93,T93,James Driscoll,83,3.43,285,83
95,T93,T93,David Hearn,95,3.43,326,95
96,T93,T93,Dicky Pride,62,3.43,199,58
97,T93,T93,Charlie Wi,86,3.43,295,86
98,T99,T99,Tommy Biershenk,74,3.42,246,72
99,T99,T99,Graham DeLaet,79,3.42,270,79
100,T99,T99,Brian Harman,101,3.42,345,101
101,T99,T99,Bill Lunde,83,3.42,270,79
102,T103,T103,Ian Poulter,57,3.41,191,56
103,T103,T103,Johnson Wagner,88,3.41,300,88
104,T105,T105,Jonathan Byrd,69,3.4,231,68
105,T105,T105,Erik Compton,81,3.4,262,77
106,T105,T105,Kevin Streelman,89,3.4,303,89
107,108,108,Jerry Kelly,84,3.39,285,84
108,T109,T109,William McGirt,96,3.38,324,96
109,T109,T109,Scott Stallings,78,3.38,264,78
110,T109,T109,David Toms,60,3.38,196,58
111,T112,T112,Greg Chalmers,88,3.36,292,87
112,T112,T112,Brian Gay,91,3.36,292,87
113,T112,T112,John Mallinger,74,3.36,235,70
114,T112,T112,Andres Romero,68,3.36,215,64
115,T116,T116,Chad Campbell,84,3.35,281,84
116,T116,T116,Miguel Angel Carballo,73,3.35,231,69
117,T116,T116,Mathew Goggin,65,3.35,211,63
118,T119,T119,Matt Bettencourt,80,3.34,254,76
119,T119,T119,Daniel Chopra,55,3.34,177,53
120,T119,T119,Gavin Coles,72,3.34,234,70
121,T119,T119,Spencer Levin,81,3.34,264,79
122,T123,T123,Kevin Chappell,91,3.33,290,87
123,T123,T123,Marc Leishman,84,3.33,280,84
124,125,125,George McNeill,85,3.32,282,85
125,T126,T126,Marco Dawson,60,3.31,192,58
126,T126,T126,Russell Knox,72,3.31,225,68
127,T126,T126,Jason Kokrak,79,3.31,248,75
128,T126,T126,Jeff Maggert,83,3.31,275,83
129,T130,T130,K.J. Choi,71,3.3,231,70
130,T130,T130,Charles Howell III,98,3.3,323,98
131,T130,T130,Troy Matteson,100,3.3,323,98
132,T130,T130,Bryce Molder,83,3.3,261,79
133,134,134,D.J. Trahan,73,3.29,227,69
134,T135,T135,Brandt Jobe,57,3.28,187,57
135,T135,T135,Chris Stroud,86,3.28,282,86
136,T137,T137,Chris DiMarco,83,3.27,265,81
137,T137,T137,Y.E. Yang,64,3.27,203,62
138,T139,T139,Jason Bohn,81,3.26,251,77
139,T139,T139,Harrison Frazar,56,3.26,176,54
140,T139,T139,Hunter Haas,69,3.26,212,65
141,T142,T142,Jim Furyk,85,3.25,273,84
142,T142,T142,Gary Woodland,70,3.25,224,69
143,T144,T144,Bob Estes,78,3.24,253,78
144,T144,T144,Bobby Gates,87,3.24,275,85
145,T144,T144,Ryuji Imada,78,3.24,246,76
146,T144,T144,Boo Weekley,74,3.24,227,70
147,T148,T148,Stuart Appleby,75,3.23,229,71
148,T148,T148,Kevin Kisner,69,3.23,210,65
149,T148,T148,"Ted Potter, Jr.",77,3.23,249,77
150,T151,T151,Robert Allenby,76,3.22,245,76
151,T151,T151,Kris Blanks,65,3.22,209,65
152,T151,T151,Ernie Els,80,3.22,251,78
153,T154,T154,Edward Loar,59,3.21,183,57
154,T154,T154,Rocco Mediate,70,3.21,218,68
155,T154,T154,Rod Pampling,88,3.21,270,84
156,T157,T157,Tim Herron,88,3.2,282,88
157,T157,T157,Derek Lamely,64,3.2,205,64
158,159,159,Matt Jones,53,3.19,169,53
159,160,160,Freddie Jacobson,61,3.18,191,60
160,T161,T161,Michael Bradley,63,3.17,200,63
161,T161,T161,Heath Slocum,93,3.17,282,89
162,163,163,Billy Mayfair,90,3.16,272,86
163,164,164,Brendon Todd,78,3.15,233,74
164,165,165,David Mathis,83,3.14,254,81
165,T166,T166,Ángel Cabrera,54,3.13,169,54
166,T166,T166,Trevor Immelman,76,3.13,238,76
167,T166,T166,Chez Reavie,83,3.13,260,83
168,T169,T169,J.J. Henry,93,3.12,278,89
169,T169,T169,Colt Knost,79,3.12,240,77
170,T169,T169,Kyle Reifers,86,3.12,268,86
171,T172,T172,Scott Dunlap,57,3.11,165,53
172,T172,T172,Justin Leonard,79,3.11,233,75
173,T174,T174,Troy Kelly,68,3.08,197,64
174,T174,T174,Kyle Thompson,51,3.08,151,49
175,176,176,Stewart Cink,71,3.07,206,67
176,177,177,Steve Wheatcroft,56,3.06,159,52
177,T178,T178,J.J. Killeen,101,3.05,296,97
178,T178,T178,Nick O'Hern,78,3.05,226,74
179,180,180,Mark Wilson,84,3.04,237,78
180,T181,T181,Tim Clark,60,3.03,182,60
181,T181,T181,Brendan Steele,77,3.03,221,73
182,T183,T183,Tom Pernice Jr.,62,3.02,175,58
183,T183,T183,Patrick Sheehan,58,3.02,169,56
184,185,185,Arjun Atwal,79,3.01,226,75
185,186,186,Alexandre Rocha,62,3.0,174,58
186,187,187,Stephen Ames,54,2.98,161,54
187,T188,T188,Stephen Gangluff,57,2.96,163,55
188,T188,T188,Ryo Ishikawa,54,2.96,154,52
189,190,190,Billy Hurley III,70,2.85,194,68
190,191,191,Sung Kang,75,2.84,207,73
