,Bounce_Back_RANK THIS WEEK,Bounce_Back_RANK LAST WEEK,Bounce_Back_PLAYER NAME,Bounce_Back_ROUNDS,Bounce_Back_%
156,157,157,Esteban Toledo,106,17.53
157,158,158,Greg Kraft,86,17.52
158,159,159,Brenden Pappas,62,17.49
159,160,160,Franklin Langham,72,17.45
160,161,161,Jeff Brehaut,87,17.36
161,T162,T162,José Coceres,51,17.33
162,T162,T162,Dicky Pride,51,17.33
163,164,164,Scott Simpson,61,17.24
164,165,165,Lee Janzen,101,17.22
165,166,166,Bradley Hughes,60,17.19
166,167,167,Jess Daley,76,16.59
167,T168,T168,Jeff Sluman,118,16.54
168,T168,T168,Garrett Willis,80,16.54
169,170,170,Hal Sutton,74,16.52
170,171,171,Hidemichi Tanaka,104,16.42
171,172,172,"David Berganio, Jr.",80,16.34
172,173,173,David Frost,90,16.33
173,T174,T174,Michael Allen,76,16.25
174,T174,T174,Neal Lancaster,101,16.25
175,T174,T174,Mike Sposa,111,16.25
176,177,177,Paul Azinger,69,16.22
177,178,178,Fulton Allem,64,16.2
178,179,179,Eduardo Herrera,59,16.19
179,180,180,Joe Durant,87,16.06
180,181,181,Jason Hill,59,16.02
181,182,182,Jesper Parnevik,85,15.98
182,183,183,Notah Begay III,76,15.96
183,T184,T184,Tommy Armour III,82,15.95
184,T184,T184,Michael Muehr,73,15.95
185,186,186,Carlos Franco,107,15.89
186,187,187,Richard Zokol,53,15.88
187,188,188,J.J. Henry,112,15.83
188,189,189,Nick Price,69,15.82
189,190,190,Scott Dunlap,74,15.56
190,191,191,Bob Estes,93,15.53
191,192,192,Jim Furyk,88,15.52
192,193,193,Kevin Sutherland,96,15.13
193,194,194,Gary Nicklaus,66,14.93
194,195,195,Steve Jones,71,14.71
195,196,196,Mark O'Meara,68,14.36
196,197,197,Brad Faxon,93,13.78
197,198,198,Mike Hulbert,55,13.69
198,199,199,Craig Barlow,62,12.08
199,200,200,Joel Edwards,101,11.93
200,201,201,Brian Watts,58,11.9
201,202,202,Spike McRoy,69,10.99
