,Tenth_Tee_Late_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Scoring_Average_ROUNDS,Tenth_Tee_Late_Scoring_Average_AVG,Tenth_Tee_Late_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Scoring_Average_TOTAL 10TH TEE LATE RNDS.
63,64,64,Mark O'Meara,68,70.29,492,7
64,65,65,Charles Howell III,118,70.31,914,13
65,66,66,Len Mattiace,106,70.32,1336,19
66,T67,T67,John Cook,85,70.33,633,9
67,T67,T67,Bradley Hughes,60,70.33,1055,15
68,T67,T67,Jeff Maggert,83,70.33,1055,15
69,70,70,Jim Carter,98,70.36,985,14
70,71,71,Shigeki Maruyama,87,70.38,563,8
71,T72,T72,"David Berganio, Jr.",80,70.42,1338,19
72,T72,T72,Brandel Chamblee,85,70.42,1338,19
73,74,74,Scott McCarron,106,70.46,916,13
74,75,75,Luke Donald,106,70.47,1198,17
75,T76,T76,Robert Allenby,96,70.5,564,8
76,T76,T76,Paul Gow,99,70.5,846,12
77,T76,T76,Jonathan Kaye,83,70.5,564,8
78,T76,T76,Craig Perks,91,70.5,987,14
79,80,80,Brent Geiberger,95,70.52,1622,23
80,T81,T81,Per-Ulrik Johansson,87,70.53,1199,17
81,T81,T81,Bob May,91,70.53,1199,17
82,83,83,Tim Herron,102,70.55,776,11
83,84,84,J.L. Lewis,98,70.56,1129,16
84,85,85,Jay Don Blake,107,70.59,1200,17
85,86,86,Stewart Cink,92,70.6,1059,15
86,87,87,Spike McRoy,69,70.62,918,13
87,88,88,Craig Stadler,72,70.64,777,11
88,89,89,Jerry Kelly,99,70.67,636,9
89,T90,T90,J.P. Hayes,78,70.73,1061,15
90,T90,T90,Nick Price,69,70.73,778,11
91,T90,T90,Kirk Triplett,84,70.73,778,11
92,93,93,Skip Kendall,103,70.75,1132,16
93,94,94,Stephen Gangluff,75,70.82,779,11
94,95,95,Olin Browne,107,70.83,1629,23
95,96,96,Robert Gamez,69,70.87,1063,15
96,97,97,Notah Begay III,76,70.88,1205,17
97,98,98,Paul Azinger,69,70.9,709,10
98,T99,T99,Blaine McCallister,75,70.91,1560,22
99,T99,T99,Jeff Sluman,118,70.91,780,11
100,101,101,Kevin Sutherland,96,70.94,1135,16
101,102,102,Greg Chalmers,94,70.95,1561,22
102,T103,T103,Jeff Brehaut,87,71.0,1065,15
103,T103,T103,Jonathan Byrd,96,71.0,1207,17
104,T103,T103,Peter Jacobsen,67,71.0,923,13
105,T103,T103,Craig Parry,69,71.0,426,6
106,T103,T103,Chris Smith,103,71.0,994,14
107,T108,T108,K.J. Choi,93,71.06,1279,18
108,T108,T108,Brett Quigley,93,71.06,1208,17
109,110,110,Carl Paulson,84,71.11,640,9
110,111,111,Tim Clark,76,71.13,569,8
111,112,112,Grant Waite,98,71.14,1494,21
112,113,113,Neal Lancaster,101,71.15,1423,20
113,114,114,Rod Pampling,98,71.2,1068,15
114,T115,T115,Steve Elkington,82,71.21,1353,19
115,T115,T115,Jeff Gove,89,71.21,2065,29
116,T115,T115,Eduardo Herrera,59,71.21,997,14
117,T115,T115,Steve Jones,71,71.21,997,14
118,T115,T115,Michael Muehr,73,71.21,997,14
119,T115,T115,Esteban Toledo,106,71.21,1353,19
120,T121,T121,Jesper Parnevik,85,71.22,1282,18
121,T121,T121,Tim Petrovic,92,71.22,1638,23
122,123,123,Harrison Frazar,88,71.23,926,13
123,124,124,Frank Nobilo,94,71.24,1496,21
124,125,125,Rich Beem,99,71.25,855,12
125,126,126,Lee Porter,91,71.26,1354,19
126,T127,T127,Steve Pate,64,71.27,1069,15
127,T127,T127,Dicky Pride,51,71.27,784,11
128,129,129,Brian Bateman,94,71.28,1283,18
129,130,130,Tommy Armour III,82,71.3,1426,20
130,T131,T131,Michael Allen,76,71.31,1141,16
131,T131,T131,Tom Byrum,77,71.31,927,13
132,T131,T131,Jay Haas,83,71.31,1141,16
133,T134,T134,Mark Brooks,97,71.33,856,12
134,T134,T134,Russ Cochran,68,71.33,856,12
135,T136,T136,Woody Austin,102,71.35,1213,17
136,T136,T136,Jay Williamson,91,71.35,1213,17
137,T138,T138,Brian Henninger,66,71.36,999,14
138,T138,T138,Matt Peterson,80,71.36,1570,22
139,140,140,Brad Elder,76,71.37,1356,19
140,141,141,Ben Crane,91,71.38,1499,21
141,T142,T142,Jess Daley,76,71.43,1500,21
142,T142,T142,Robin Freeman,79,71.43,1000,14
143,T144,T144,Tripp Isenhour,68,71.45,786,11
144,T144,T144,Bryce Molder,65,71.45,786,11
145,146,146,Billy Mayfair,99,71.47,1072,15
146,147,147,Brett Wetterich,89,71.48,1501,21
147,148,148,Craig Barlow,62,71.5,572,8
148,149,149,John Rollins,124,71.52,1502,21
149,T150,T150,Andrew Magee,91,71.56,1145,16
150,T150,T150,Joe Ogilvie,50,71.56,644,9
151,152,152,Geoff Ogilvy,90,71.57,1002,14
152,153,153,J.J. Henry,112,71.6,1074,15
153,T154,T154,Paul Goydos,66,71.67,645,9
154,T154,T154,Tom Scherrer,98,71.67,860,12
155,156,156,Mark Calcavecchia,84,71.7,717,10
156,157,157,Heath Slocum,96,71.72,1291,18
157,T158,T158,John Daly,62,71.75,861,12
158,T158,T158,Mike Hulbert,55,71.75,861,12
159,T158,T158,Bernhard Langer,55,71.75,287,4
160,161,161,Kent Jones,105,71.76,1220,17
161,162,162,Jerry Smith,91,71.78,1651,23
162,163,163,Steve Allan,93,71.8,718,10
163,T164,T164,Paul Claxton,83,71.82,790,11
164,T164,T164,Paul Stankowski,100,71.82,1221,17
165,166,166,Mike Sposa,111,71.84,1796,25
166,167,167,Robert Damron,85,71.86,1006,14
167,168,168,Edward Fryatt,94,71.87,1078,15
168,169,169,Kaname Yokoo,74,71.88,1222,17
169,170,170,Kenneth Staton,104,71.89,1366,19
170,171,171,Bo Van Pelt,78,71.91,1654,23
171,172,172,Garrett Willis,80,71.94,1151,16
172,T173,T173,Dudley Hart,88,72.0,864,12
173,T173,T173,Miguel Angel Jiménez,60,72.0,1008,14
174,175,175,Brian Watts,58,72.09,793,11
175,176,176,David Frost,90,72.12,1226,17
176,T177,T177,Matt Gogel,79,72.14,1010,14
177,T177,T177,Franklin Langham,72,72.14,1010,14
178,T177,T177,Gary Nicklaus,66,72.14,1010,14
179,T177,T177,Brenden Pappas,62,72.14,1010,14
180,181,181,Frank Lickliter II,94,72.17,866,12
181,182,182,Michael Long,71,72.26,1373,19
182,T183,T183,Mathew Goggin,64,72.31,940,13
183,T183,T183,Greg Kraft,86,72.31,1157,16
184,185,185,Boo Weekley,57,72.33,1085,15
185,T186,T186,Michael Clark II,97,72.38,1158,16
186,T186,T186,David Morland IV,58,72.38,941,13
187,188,188,Dennis Paulson,89,72.53,1088,15
188,189,189,Scott Dunlap,74,72.56,1161,16
189,190,190,Deane Pappas,90,72.58,871,12
190,191,191,Tommy Tolles,64,72.6,726,10
191,192,192,Tom Pernice Jr.,101,72.64,1017,14
192,193,193,Rory Sabbatini,69,72.67,872,12
193,194,194,Pete Jordan,78,72.74,1382,19
194,195,195,Bob Heintz,68,72.86,1020,14
195,196,196,Hal Sutton,74,72.9,729,10
196,197,197,Fulton Allem,64,73.0,803,11
197,198,198,Scott Simpson,61,73.06,1169,16
198,199,199,Corey Pavin,78,73.2,732,10
199,200,200,Jason Hill,59,73.31,953,13
200,201,201,Brad Lardon,59,73.33,880,12
201,202,202,Richard Zokol,53,74.3,743,10
