,First_Tee_Late_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Scoring_Average_PLAYER NAME,First_Tee_Late_Scoring_Average_ROUNDS,First_Tee_Late_Scoring_Average_AVG,First_Tee_Late_Scoring_Average_TOTAL STROKES,First_Tee_Late_Scoring_Average_TOTAL 1ST TEE LATE ROUNDS
180,181,181,Edward Fryatt,94,72.11,1947,27
181,182,182,Tom Scherrer,98,72.12,1803,25
182,183,183,Jess Daley,76,72.21,1011,14
183,184,184,Franklin Langham,72,72.22,1300,18
184,185,185,David Morland IV,58,72.25,1156,16
185,186,186,Pete Jordan,78,72.29,1229,17
186,187,187,Bob Heintz,68,72.5,1595,22
187,188,188,Robin Freeman,79,72.56,1161,16
188,T189,T189,Tommy Armour III,82,72.58,1379,19
189,T189,T189,Scott Dunlap,74,72.58,1379,19
190,191,191,Michael Muehr,73,72.59,1234,17
191,192,192,Lee Porter,91,72.65,1453,20
192,T193,T193,Eduardo Herrera,59,72.88,1166,16
193,T193,T193,Garrett Willis,80,72.88,1239,17
194,195,195,Joe Ogilvie,50,73.0,876,12
195,196,196,Michael Allen,76,73.11,1389,19
196,197,197,Brett Wetterich,89,73.14,1609,22
197,198,198,Bo Van Pelt,78,73.47,1249,17
198,199,199,Boo Weekley,57,73.56,1177,16
199,200,200,Gary Nicklaus,66,73.76,1254,17
200,201,201,Brenden Pappas,62,74.14,1038,14
201,202,202,Bradley Hughes,60,74.5,894,12
