,Scoring_Average_Actual_RANK THIS WEEK,Scoring_Average_Actual_RANK LAST WEEK,Scoring_Average_Actual_PLAYER NAME,Scoring_Average_Actual_ROUNDS,Scoring_Average_Actual_AVG,Scoring_Average_Actual_TOTAL STROKES,Scoring_Average_Actual_TOTAL ROUNDS
107,T107,T107,Pat Perez,89,71.06,6182,87
108,T109,T109,Jim Carter,98,71.07,6965,98
109,T109,T109,Kent Jones,105,71.07,7320,103
110,T109,T109,Mike Sposa,111,71.07,7747,109
111,T109,T109,Jay Williamson,91,71.07,6467,91
112,T113,T113,Notah Begay III,76,71.08,5260,74
113,T113,T113,Frank Lickliter II,94,71.08,6326,89
114,T113,T113,Steve Pate,64,71.08,4265,60
115,116,116,Craig Stadler,72,71.09,4834,68
116,117,117,Neal Lancaster,101,71.1,7181,101
117,118,118,Andrew Magee,91,71.11,6258,88
118,T119,T119,José María Olazábal,71,71.13,4552,64
119,T119,T119,Steve Stricker,68,71.13,4481,63
120,T121,T121,Mathew Goggin,64,71.14,4553,64
121,T121,T121,Bryce Molder,65,71.14,4482,63
122,T121,T121,Matt Peterson,80,71.14,5691,80
123,124,124,Frank Nobilo,94,71.15,6688,94
124,125,125,Dennis Paulson,89,71.16,6191,87
125,126,126,Corey Pavin,78,71.17,5409,76
126,127,127,Kevin Sutherland,96,71.18,6406,90
127,128,128,Steve Elkington,82,71.19,5624,79
128,T129,T129,Jeff Brehaut,87,71.2,6194,87
129,T129,T129,Brandel Chamblee,85,71.2,5981,84
130,T129,T129,Harrison Frazar,88,71.2,6266,88
131,132,132,Paul Stankowski,100,71.23,6981,98
132,T133,T133,Greg Chalmers,94,71.24,6483,91
133,T133,T133,Tom Pernice Jr.,101,71.24,7053,99
134,135,135,Jeff Gove,89,71.25,6341,89
135,136,136,Michael Clark II,97,71.26,6770,95
136,137,137,Dicky Pride,51,71.27,3635,51
137,138,138,Stephen Gangluff,75,71.28,5346,75
138,T139,T139,Brad Elder,76,71.31,5277,74
139,T139,T139,David Frost,90,71.31,6418,90
140,141,141,Mark Calcavecchia,84,71.37,5638,79
141,142,142,Paul Goydos,66,71.38,4711,66
142,143,143,Tommy Tolles,64,71.39,4569,64
143,144,144,Brian Bateman,94,71.4,6497,91
144,145,145,Jesper Parnevik,85,71.42,5999,84
145,146,146,Matt Gogel,79,71.43,5429,76
146,147,147,Mark O'Meara,68,71.44,4715,66
147,T148,T148,Russ Cochran,68,71.45,4787,67
148,T148,T148,Kenneth Staton,104,71.45,7288,102
149,150,150,Tom Scherrer,98,71.46,6789,95
150,151,151,Bernhard Langer,55,71.48,3860,54
151,152,152,Jess Daley,76,71.49,5433,76
152,153,153,David Morland IV,58,71.5,4147,58
153,T154,T154,Greg Kraft,86,71.51,6007,84
154,T154,T154,Jeff Maggert,83,71.51,5935,83
155,T154,T154,Heath Slocum,96,71.51,6579,92
156,157,157,Paul Claxton,83,71.54,5938,83
157,158,158,Brett Quigley,93,71.55,6583,92
158,T159,T159,Mark Brooks,97,71.56,6655,93
159,T159,T159,Blaine McCallister,75,71.56,5367,75
160,T161,T161,Steve Jones,71,71.57,4867,68
161,T161,T161,Carl Paulson,84,71.57,5869,82
162,T163,T163,Michael Long,71,71.58,5082,71
163,T163,T163,Spike McRoy,69,71.58,4796,67
164,165,165,Paul Gow,99,71.59,6873,96
165,166,166,Tommy Armour III,82,71.6,5800,81
166,T167,T167,Paul Azinger,69,71.63,4513,63
167,T167,T167,Robin Freeman,79,71.63,5372,75
168,169,169,Woody Austin,102,71.67,7095,99
169,T170,T170,Miguel Angel Jiménez,60,71.69,4158,58
170,T170,T170,Kaname Yokoo,74,71.69,5162,72
171,T172,T172,Craig Perks,91,71.72,6240,87
172,T172,T172,Lee Porter,91,71.72,6311,88
173,174,174,Robert Damron,85,71.76,5884,82
174,175,175,Edward Fryatt,94,71.83,6608,92
175,176,176,Franklin Langham,72,71.87,4959,69
176,177,177,John Daly,62,71.95,4389,61
177,178,178,José Coceres,51,71.96,3670,51
178,179,179,Brett Wetterich,89,72.06,6269,87
179,180,180,Deane Pappas,90,72.07,6342,88
180,T181,T181,Mike Hulbert,55,72.08,3820,53
181,T181,T181,Bo Van Pelt,78,72.08,5622,78
182,183,183,Bradley Hughes,60,72.13,4328,60
183,184,184,Michael Allen,76,72.14,5338,74
184,185,185,Michael Muehr,73,72.15,5123,71
185,T186,T186,Hal Sutton,74,72.16,5268,73
186,T186,T186,Boo Weekley,57,72.16,4113,57
187,188,188,Bob Heintz,68,72.18,4908,68
188,189,189,Jerry Smith,91,72.21,6282,87
189,190,190,Brian Watts,58,72.24,3901,54
190,191,191,Scott Simpson,61,72.25,4407,61
191,192,192,Pete Jordan,78,72.28,5638,78
192,T193,T193,Joe Ogilvie,50,72.36,3618,50
193,T193,T193,Garrett Willis,80,72.36,5644,78
194,195,195,Jason Hill,59,72.42,4273,59
195,196,196,Richard Zokol,53,72.49,3697,51
196,197,197,Scott Dunlap,74,72.54,5223,72
197,T198,T198,Gary Nicklaus,66,72.58,4790,66
198,T198,T198,Brenden Pappas,62,72.58,4500,62
199,200,200,Fulton Allem,64,72.59,4646,64
200,201,201,Eduardo Herrera,59,72.64,4286,59
201,202,202,Brad Lardon,59,72.78,4294,59
