,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
134,T133,T133,Steve Stricker,68,1.17,250,213
135,T136,T136,Michael Clark II,97,1.16,330,285
136,T136,T136,Steve Elkington,82,1.16,265,229
137,T136,T136,J.J. Henry,112,1.16,350,302
138,T136,T136,Paul Stankowski,100,1.16,383,330
139,140,140,Mark O'Meara,68,1.15,218,190
140,T141,T141,Brian Bateman,94,1.14,324,285
141,T141,T141,David Frost,90,1.14,304,266
142,T141,T141,Bernhard Langer,55,1.14,178,156
143,T141,T141,David Morland IV,58,1.14,211,185
144,T145,T145,Paul Goydos,66,1.13,229,202
145,T145,T145,Michael Long,71,1.13,242,214
146,T145,T145,Jeff Maggert,83,1.13,289,256
147,T145,T145,Jesper Parnevik,85,1.13,295,260
148,T145,T145,Tom Scherrer,98,1.13,322,284
149,T145,T145,Heath Slocum,96,1.13,314,279
150,T145,T145,Tommy Tolles,64,1.13,253,223
151,T152,T152,Paul Azinger,69,1.12,223,199
152,T152,T152,Robert Damron,85,1.12,303,270
153,T154,T154,Brett Quigley,93,1.11,334,302
154,T154,T154,Kenneth Staton,104,1.11,358,323
155,T156,T156,Russ Cochran,68,1.1,225,205
156,T156,T156,Carl Paulson,84,1.1,298,272
157,T158,T158,Mark Brooks,97,1.08,310,286
158,T158,T158,Paul Claxton,83,1.08,277,257
159,T158,T158,Dicky Pride,51,1.08,171,158
160,T161,T161,Jess Daley,76,1.07,244,229
161,T161,T161,Robin Freeman,79,1.07,274,257
162,T161,T161,Spike McRoy,69,1.07,214,200
163,T161,T161,Corey Pavin,78,1.07,256,239
164,T165,T165,Brad Elder,76,1.05,255,242
165,T165,T165,Blaine McCallister,75,1.05,243,231
166,T165,T165,Craig Perks,91,1.05,316,302
167,T168,T168,John Daly,62,1.03,240,232
168,T168,T168,Paul Gow,99,1.03,321,312
169,T168,T168,Miguel Angel Jiménez,60,1.03,193,188
170,T171,T171,Woody Austin,102,1.02,334,326
171,T171,T171,Bob Heintz,68,1.02,273,268
172,T171,T171,Steve Jones,71,1.02,224,220
173,T171,T171,Boo Weekley,57,1.02,204,200
174,T175,T175,Tommy Armour III,82,1.01,274,271
175,T175,T175,Edward Fryatt,94,1.01,318,314
176,T175,T175,Lee Porter,91,1.01,283,280
177,178,178,Brett Wetterich,89,0.99,328,332
178,179,179,Kaname Yokoo,74,0.98,250,255
179,180,180,Bradley Hughes,60,0.96,197,206
180,T181,T181,Deane Pappas,90,0.95,297,311
181,T181,T181,Brian Watts,58,0.95,169,177
182,T181,T181,Garrett Willis,80,0.95,276,290
183,T184,T184,José Coceres,51,0.94,155,165
184,T184,T184,Franklin Langham,72,0.94,215,228
185,T184,T184,Bo Van Pelt,78,0.94,285,302
186,187,187,Michael Allen,76,0.93,236,253
187,188,188,Michael Muehr,73,0.92,227,247
188,189,189,Jerry Smith,91,0.91,270,296
189,T190,T190,Mike Hulbert,55,0.89,161,181
190,T190,T190,Hal Sutton,74,0.89,217,243
191,192,192,Pete Jordan,78,0.87,237,272
192,193,193,Scott Simpson,61,0.86,184,213
193,194,194,Joe Ogilvie,50,0.85,155,183
194,T195,T195,Brenden Pappas,62,0.84,199,237
195,T195,T195,Richard Zokol,53,0.84,149,178
196,197,197,Jason Hill,59,0.83,187,224
197,T198,T198,Fulton Allem,64,0.8,181,225
198,T198,T198,Scott Dunlap,74,0.8,216,270
199,T198,T198,Gary Nicklaus,66,0.8,192,240
200,201,201,Eduardo Herrera,59,0.78,172,221
201,202,202,Brad Lardon,59,0.75,174,231
