,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
38,39,39,Stewart Cink,92,25.51,25,98
39,40,40,Dan Forsman,83,25.47,27,106
40,41,41,Hal Sutton,74,25.35,18,71
41,42,42,John Cook,85,25.32,20,79
42,43,43,Robert Gamez,69,25.3,21,83
43,44,44,Greg Chalmers,94,25.23,28,111
44,45,45,Kent Jones,105,25.22,29,115
45,46,46,Rich Beem,99,25.21,30,119
46,T47,T47,Steve Allan,93,25.0,26,104
47,T47,T47,Jonathan Byrd,96,25.0,28,112
48,T47,T47,Corey Pavin,78,25.0,24,96
49,50,50,Chris Riley,104,24.79,30,121
50,51,51,Cameron Beckman,87,24.73,23,93
51,52,52,Hidemichi Tanaka,104,24.58,29,118
52,53,53,Kenny Perry,98,24.55,27,110
53,54,54,Scott Verplank,93,24.32,27,111
54,55,55,Andrew Magee,91,24.3,26,107
55,T56,T56,Luke Donald,106,24.22,31,128
56,T56,T56,Jeff Gove,89,24.22,31,128
57,58,58,Pat Perez,89,24.18,22,91
58,59,59,Stephen Ames,89,24.14,21,87
59,60,60,John Senden,96,24.05,19,79
60,61,61,Brandt Jobe,94,24.04,25,104
61,62,62,Michael Long,71,24.0,24,100
62,T63,T63,Pete Jordan,78,23.85,26,109
63,T63,T63,David Peoples,105,23.85,31,130
64,65,65,Retief Goosen,56,23.81,15,63
65,66,66,Tom Byrum,77,23.71,23,97
66,67,67,Craig Barlow,62,23.6,21,89
67,68,68,Bob Burns,99,23.58,29,123
68,69,69,Jerry Kelly,99,23.53,24,102
69,70,70,Harrison Frazar,88,23.47,23,98
70,71,71,Justin Leonard,97,23.42,26,111
71,72,72,Tommy Tolles,64,23.3,24,103
72,73,73,Paul Goydos,66,23.08,21,91
73,74,74,Notah Begay III,76,23.01,26,113
74,75,75,Shigeki Maruyama,87,23.0,23,100
75,T76,T76,Jim Carter,98,22.86,24,105
76,T76,T76,Mark O'Meara,68,22.86,16,70
77,T76,T76,Craig Perks,91,22.86,24,105
78,79,79,Olin Browne,107,22.82,34,149
79,80,80,Edward Fryatt,94,22.73,25,110
80,81,81,Shaun Micheel,100,22.69,27,119
81,82,82,Garrett Willis,80,22.64,24,106
82,83,83,Bob May,91,22.61,26,115
83,84,84,Steve Pate,64,22.58,14,62
84,85,85,Dennis Paulson,89,22.56,30,133
85,86,86,Tom Scherrer,98,22.48,29,129
86,87,87,Per-Ulrik Johansson,87,22.47,20,89
87,88,88,Brett Quigley,93,22.4,28,125
88,89,89,Heath Slocum,96,22.39,30,134
89,T90,T90,Stuart Appleby,97,22.22,28,126
90,T90,T90,Tripp Isenhour,68,22.22,22,99
91,92,92,J.J. Henry,112,22.05,28,127
92,93,93,Steve Jones,71,22.03,13,59
93,94,94,Joe Durant,87,22.0,22,100
94,95,95,Mark Brooks,97,21.95,27,123
95,T96,T96,Frank Lickliter II,94,21.93,25,114
96,T96,T96,Tom Pernice Jr.,101,21.93,25,114
97,98,98,Jay Williamson,91,21.88,28,128
98,99,99,Glen Hnatiuk,95,21.8,29,133
99,100,100,Fulton Allem,64,21.79,17,78
100,101,101,Carlos Franco,107,21.68,31,143
101,102,102,Mike Sposa,111,21.54,28,130
102,T103,T103,Jeff Brehaut,87,21.43,27,126
103,T103,T103,Brian Watts,58,21.43,15,70
104,105,105,Grant Waite,98,21.26,27,127
105,106,106,Robin Freeman,79,21.21,21,99
106,107,107,Robert Damron,85,21.19,25,118
107,108,108,Robert Allenby,96,21.1,23,109
108,T109,T109,Paul Azinger,69,21.05,12,57
109,T109,T109,Jerry Smith,91,21.05,24,114
110,111,111,Jeff Maggert,83,21.0,21,100
111,112,112,Kevin Sutherland,96,20.99,17,81
112,113,113,Paul Gow,99,20.93,27,129
113,114,114,Bob Heintz,68,20.88,19,91
114,T115,T115,Mark Calcavecchia,84,20.83,15,72
115,T115,T115,Brian Henninger,66,20.83,20,96
116,T117,T117,Brian Bateman,94,20.75,22,106
117,T117,T117,Bryce Molder,65,20.75,22,106
118,119,119,Tommy Armour III,82,20.72,23,111
119,120,120,David Gossett,95,20.69,24,116
120,121,121,Steve Lowery,98,20.62,20,97
121,122,122,Esteban Toledo,106,20.54,23,112
122,123,123,Glen Day,107,20.48,34,166
123,T124,T124,Lee Janzen,101,20.41,20,98
124,T124,T124,Michael Muehr,73,20.41,20,98
125,126,126,Briny Baird,110,20.28,29,143
126,127,127,Jonathan Kaye,83,20.19,21,104
127,128,128,Geoff Ogilvy,90,20.18,23,114
128,T129,T129,Brad Faxon,93,20.0,20,100
129,T129,T129,Tom Lehman,78,20.0,12,60
130,T129,T129,Billy Mayfair,99,20.0,18,90
131,T129,T129,Kaname Yokoo,74,20.0,16,80
132,133,133,Phil Mickelson,97,19.82,22,111
133,134,134,Tim Petrovic,92,19.79,19,96
134,T135,T135,"David Berganio, Jr.",80,19.77,17,86
135,T135,T135,Peter Jacobsen,67,19.77,17,86
136,137,137,Rory Sabbatini,69,19.72,14,71
137,138,138,Miguel Angel Jiménez,60,19.7,13,66
138,139,139,Ernie Els,68,19.67,12,61
139,140,140,Ben Crane,91,19.61,20,102
140,141,141,Paul Stankowski,100,19.57,18,92
141,142,142,Nick Price,69,19.4,13,67
142,143,143,Carl Paulson,84,19.39,19,98
143,144,144,Richard Zokol,53,19.35,12,62
144,145,145,Woody Austin,102,19.33,23,119
145,T146,T146,Ian Leggatt,97,19.27,21,109
146,T146,T146,Len Mattiace,106,19.27,21,109
147,148,148,David Duval,78,19.23,15,78
148,149,149,Matt Gogel,79,19.19,19,99
149,150,150,Jeff Sluman,118,19.11,30,157
150,T151,T151,Paul Claxton,83,19.05,20,105
151,T151,T151,Jess Daley,76,19.05,20,105
152,T151,T151,Craig Stadler,72,19.05,12,63
153,154,154,Steve Flesch,110,18.81,19,101
154,T155,T155,Tim Herron,102,18.75,24,128
155,T155,T155,Kirk Triplett,84,18.75,15,80
156,157,157,Jay Don Blake,107,18.71,26,139
157,158,158,Dicky Pride,51,18.67,14,75
158,159,159,Chris Smith,103,18.64,22,118
159,160,160,Bernhard Langer,55,18.6,8,43
160,161,161,Donnie Hammond,60,18.52,15,81
161,162,162,Scott Hoch,71,18.39,16,87
162,163,163,Matt Peterson,80,18.35,20,109
163,164,164,Neal Lancaster,101,18.33,22,120
164,165,165,Brett Wetterich,89,18.26,21,115
165,166,166,Kenneth Staton,104,18.18,22,121
166,T167,T167,Blaine McCallister,75,18.1,19,105
167,T167,T167,Bob Tway,103,18.1,21,116
168,169,169,José Coceres,51,18.03,11,61
169,170,170,Scott Dunlap,74,17.98,16,89
170,171,171,Lee Porter,91,17.86,20,112
171,172,172,Scott Simpson,61,17.44,15,86
172,173,173,Scott McCarron,106,17.27,19,110
173,174,174,Bart Bryant,69,17.17,17,99
174,175,175,Jason Hill,59,16.67,12,72
175,176,176,Brent Geiberger,95,16.5,17,103
176,177,177,Fred Couples,64,16.36,9,55
177,178,178,Bradley Hughes,60,16.18,11,68
178,179,179,Michael Allen,76,16.0,12,75
179,180,180,Joe Ogilvie,50,15.71,11,70
180,181,181,Eduardo Herrera,59,15.66,13,83
181,182,182,Deane Pappas,90,15.53,16,103
182,183,183,Stephen Gangluff,75,15.32,19,124
183,T184,T184,Russ Cochran,68,15.22,14,92
184,T184,T184,Steve Elkington,82,15.22,14,92
185,186,186,Frank Nobilo,94,15.05,14,93
186,187,187,Brenden Pappas,62,15.0,12,80
187,188,188,Dudley Hart,88,14.77,13,88
188,189,189,Mathew Goggin,64,14.46,12,83
189,T190,T190,Michael Clark II,97,13.21,14,106
190,T190,T190,John Daly,62,13.21,7,53
191,T192,T192,Sergio Garcia,79,13.04,9,69
192,T192,T192,Tiger Woods,69,13.04,6,46
193,194,194,Bo Van Pelt,78,12.87,13,101
194,195,195,Brad Lardon,59,12.86,9,70
195,T196,T196,Jesper Parnevik,85,12.5,7,56
196,T196,T196,Mike Weir,94,12.5,11,88
197,198,198,Gary Nicklaus,66,12.2,10,82
198,199,199,Boo Weekley,57,11.9,10,84
199,200,200,Franklin Langham,72,11.4,13,114
200,201,201,Brad Elder,76,11.11,7,63
201,202,202,Mike Hulbert,55,9.09,5,55
