,Back_9_Scoring_Average_RANK THIS WEEK,Back_9_Scoring_Average_RANK LAST WEEK,Back_9_Scoring_Average_PLAYER NAME,Back_9_Scoring_Average_ROUNDS,Back_9_Scoring_Average_AVG,Back_9_Scoring_Average_TOTAL STROKES,Back_9_Scoring_Average_TOTAL HOLES
37,T34,T34,John Senden,96,35.2,3274,93
38,39,39,Grant Waite,98,35.21,3380,96
39,T40,T40,John Cook,85,35.22,2888,82
40,T40,T40,Brian Gay,117,35.22,4050,115
41,T40,T40,Rory Sabbatini,69,35.22,2254,64
42,T43,T43,Chris DiMarco,111,35.23,3734,106
43,T43,T43,Tom Lehman,78,35.23,2466,70
44,T43,T43,Shaun Micheel,100,35.23,3417,97
45,T43,T43,Jeff Sluman,118,35.23,4122,117
46,T47,T47,Stewart Cink,92,35.25,3102,88
47,T47,T47,Jay Haas,83,35.25,2785,79
48,T49,T49,Billy Andrade,100,35.26,3385,96
49,T49,T49,Luke Donald,106,35.26,3667,104
50,51,51,Donnie Hammond,60,35.27,2116,60
51,T52,T52,Briny Baird,110,35.3,3812,108
52,T52,T52,J.J. Henry,112,35.3,3812,108
53,54,54,Ian Leggatt,97,35.31,3284,93
54,T55,T55,Per-Ulrik Johansson,87,35.32,3073,87
55,T55,T55,Kirk Triplett,84,35.32,2790,79
56,T57,T57,Steve Allan,93,35.33,3215,91
57,T57,T57,Jonathan Byrd,96,35.33,3321,94
58,T57,T57,Bob May,91,35.33,3144,89
59,T57,T57,John Rollins,124,35.33,4239,120
60,T61,T61,Mike Sposa,111,35.34,3852,109
61,T61,T61,Hidemichi Tanaka,104,35.34,3605,102
62,T61,T61,Scott Verplank,93,35.34,3216,91
63,T64,T64,Brad Faxon,93,35.35,3005,85
64,T64,T64,Carlos Franco,107,35.35,3712,105
65,T64,T64,Tim Herron,102,35.35,3500,99
66,T64,T64,Lee Janzen,101,35.35,3394,96
67,68,68,Pat Bates,94,35.36,3218,91
68,T69,T69,Fred Couples,64,35.37,2122,60
69,T69,T69,David Gossett,95,35.37,3289,93
70,T71,T71,Sergio Garcia,79,35.38,2547,72
71,T71,T71,José María Olazábal,71,35.38,2264,64
72,T73,T73,Cameron Beckman,87,35.39,3008,85
73,T73,T73,Tom Byrum,77,35.39,2725,77
74,T73,T73,Pat Perez,89,35.39,3079,87
75,76,76,Scott McCarron,106,35.4,3469,98
76,77,77,Billy Mayfair,99,35.41,3329,94
77,78,78,Shigeki Maruyama,87,35.43,3082,87
78,T79,T79,Bart Bryant,69,35.44,2339,66
79,T79,T79,Kent Jones,105,35.44,3650,103
80,T79,T79,Chris Smith,103,35.44,3544,100
81,T82,T82,Jeff Brehaut,87,35.45,3084,87
82,T82,T82,K.J. Choi,93,35.45,3155,89
83,T84,T84,Rich Beem,99,35.46,3369,95
84,T84,T84,Jim Carter,98,35.46,3475,98
85,T84,T84,David Frost,90,35.46,3191,90
86,T84,T84,Peter Jacobsen,67,35.46,2376,67
87,T84,T84,Jonathan Kaye,83,35.46,2872,81
88,T84,T84,Dennis Paulson,89,35.46,3085,87
89,T90,T90,Nick Price,69,35.47,2341,66
90,T90,T90,John Riegger,88,35.47,3050,86
91,T92,T92,Brandt Jobe,94,35.48,3335,94
92,T92,T92,Tom Scherrer,98,35.48,3371,95
93,T94,T94,Jay Don Blake,107,35.49,3726,105
94,T94,T94,Ben Crane,91,35.49,3159,89
95,T96,T96,Glen Day,107,35.5,3656,103
96,T96,T96,Joe Durant,87,35.5,3053,86
97,98,98,David Duval,78,35.51,2663,75
98,T99,T99,Skip Kendall,103,35.52,3588,101
99,T99,T99,Paul Stankowski,100,35.52,3481,98
100,T99,T99,Jay Williamson,91,35.52,3232,91
101,T102,T102,Bob Burns,99,35.53,3411,96
102,T102,T102,Steve Flesch,110,35.53,3731,105
103,T102,T102,Harrison Frazar,88,35.53,3127,88
104,T102,T102,Len Mattiace,106,35.53,3766,106
105,T102,T102,Joey Sindelar,104,35.53,3624,102
106,T102,T102,Bob Tway,103,35.53,3517,99
107,T108,T108,J.P. Hayes,78,35.54,2701,76
108,T108,T108,Steve Stricker,68,35.54,2239,63
109,T110,T110,Brian Henninger,66,35.55,2346,66
110,T110,T110,Andrew Magee,91,35.55,3128,88
111,T112,T112,Tripp Isenhour,68,35.56,2418,68
112,T112,T112,Geoff Ogilvy,90,35.56,3058,86
113,T112,T112,Craig Stadler,72,35.56,2418,68
114,T112,T112,Esteban Toledo,106,35.56,3627,102
115,116,116,Brent Geiberger,95,35.57,3272,92
116,T117,T117,Michael Clark II,97,35.58,3380,95
117,T117,T117,Steve Lowery,98,35.58,3273,92
118,T119,T119,Tommy Armour III,82,35.59,2883,81
119,T119,T119,"David Berganio, Jr.",80,35.59,2812,79
120,T121,T121,Paul Azinger,69,35.6,2243,63
121,T121,T121,Olin Browne,107,35.6,3702,104
122,123,123,Matt Kuchar,82,35.62,2921,82
123,124,124,Frank Lickliter II,94,35.63,3171,89
124,T125,T125,Jeff Maggert,83,35.64,2958,83
125,T125,T125,Mark O'Meara,68,35.64,2352,66
126,127,127,Brad Elder,76,35.65,2638,74
127,T128,T128,José Coceres,51,35.67,1819,51
128,T128,T128,Greg Kraft,86,35.67,2996,84
129,T128,T128,Jesper Parnevik,85,35.67,2996,84
130,T128,T128,Tommy Tolles,64,35.67,2283,64
131,T132,T132,Paul Goydos,66,35.68,2355,66
132,T132,T132,Franklin Langham,72,35.68,2462,69
133,T132,T132,Kevin Sutherland,96,35.68,3211,90
134,T135,T135,Jeff Gove,89,35.69,3176,89
135,T135,T135,Matt Peterson,80,35.69,2855,80
136,T135,T135,Dicky Pride,51,35.69,1820,51
137,T138,T138,Carl Paulson,84,35.7,2927,82
138,T138,T138,Corey Pavin,78,35.7,2713,76
139,T138,T138,Mike Weir,94,35.7,3284,92
140,T141,T141,Brian Bateman,94,35.71,3250,91
141,T141,T141,Neal Lancaster,101,35.71,3607,101
142,T143,T143,Mark Calcavecchia,84,35.72,2822,79
143,T143,T143,Russ Cochran,68,35.72,2393,67
144,T143,T143,Michael Long,71,35.72,2536,71
145,T146,T146,Greg Chalmers,94,35.74,3252,91
146,T146,T146,Robert Damron,85,35.74,2931,82
147,T148,T148,Matt Gogel,79,35.75,2717,76
148,T148,T148,Mathew Goggin,64,35.75,2288,64
149,150,150,Stephen Gangluff,75,35.76,2682,75
150,T151,T151,Brandel Chamblee,85,35.77,3005,84
151,T151,T151,Blaine McCallister,75,35.77,2683,75
152,153,153,David Morland IV,58,35.78,2075,58
153,154,154,Frank Nobilo,94,35.79,3364,94
154,155,155,Notah Begay III,76,35.8,2649,74
155,T156,T156,Paul Claxton,83,35.81,2972,83
156,T156,T156,Steve Elkington,82,35.81,2829,79
157,T156,T156,Steve Jones,71,35.81,2435,68
158,T156,T156,Bryce Molder,65,35.81,2256,63
159,160,160,Jess Daley,76,35.82,2722,76
160,161,161,Mark Brooks,97,35.83,3332,93
161,T162,T162,Woody Austin,102,35.85,3549,99
162,T162,T162,Heath Slocum,96,35.85,3298,92
163,164,164,Edward Fryatt,94,35.86,3299,92
164,T165,T165,Robin Freeman,79,35.87,2690,75
165,T165,T165,Kenneth Staton,104,35.87,3659,102
166,T167,T167,Michael Allen,76,35.89,2656,74
167,T167,T167,Dudley Hart,88,35.89,3015,84
168,169,169,Brett Quigley,93,35.9,3303,92
169,170,170,Tom Pernice Jr.,101,35.91,3555,99
170,T171,T171,Spike McRoy,69,35.93,2407,67
171,T171,T171,Hal Sutton,74,35.93,2623,73
172,173,173,Steve Pate,64,35.97,2158,60
173,174,174,Paul Gow,99,35.99,3455,96
174,175,175,Craig Perks,91,36.01,3133,87
175,176,176,Pete Jordan,78,36.03,2810,78
176,T177,T177,Bob Heintz,68,36.07,2453,68
177,T177,T177,Miguel Angel Jiménez,60,36.07,2092,58
178,T177,T177,Boo Weekley,57,36.07,2056,57
179,T177,T177,Brett Wetterich,89,36.07,3138,87
180,181,181,John Daly,62,36.08,2201,61
181,182,182,Gary Nicklaus,66,36.09,2382,66
182,183,183,Deane Pappas,90,36.11,3178,88
183,T184,T184,Bernhard Langer,55,36.13,1951,54
184,T184,T184,Lee Porter,91,36.13,3179,88
185,T186,T186,Brad Lardon,59,36.15,2133,59
186,T186,T186,Scott Simpson,61,36.15,2205,61
187,T186,T186,Brian Watts,58,36.15,1952,54
188,T186,T186,Kaname Yokoo,74,36.15,2603,72
189,T190,T190,Scott Dunlap,74,36.17,2604,72
190,T190,T190,Jerry Smith,91,36.17,3147,87
191,192,192,Michael Muehr,73,36.2,2570,71
192,193,193,Bo Van Pelt,78,36.24,2827,78
193,194,194,Garrett Willis,80,36.26,2828,78
194,195,195,Richard Zokol,53,36.27,1850,51
195,196,196,Bradley Hughes,60,36.28,2177,60
196,197,197,Brenden Pappas,62,36.31,2251,62
197,198,198,Mike Hulbert,55,36.32,1925,53
198,199,199,Fulton Allem,64,36.33,2325,64
199,200,200,Jason Hill,59,36.37,2146,59
200,201,201,Joe Ogilvie,50,36.5,1825,50
201,202,202,Eduardo Herrera,59,36.59,2159,59
