,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
112,T108,T108,Bart Bryant,20,50.0
113,T108,T108,Michael Clark II,33,50.0
114,T108,T108,Tim Clark,23,50.0
115,T108,T108,Jeff Gove,30,50.0
116,T108,T108,Bob Heintz,28,50.0
117,T108,T108,Tim Herron,30,50.0
118,T108,T108,Jerry Kelly,29,50.0
119,T108,T108,Franklin Langham,25,50.0
120,T108,T108,Frank Lickliter II,30,50.0
121,T108,T108,Steve Lowery,28,50.0
122,T108,T108,Andrew Magee,28,50.0
123,T108,T108,Jeff Maggert,27,50.0
124,T108,T108,Billy Mayfair,31,50.0
125,T108,T108,Rocco Mediate,23,50.0
126,T108,T108,David Morland IV,21,50.0
127,T108,T108,Steve Pate,21,50.0
128,T108,T108,Carl Paulson,28,50.0
129,T108,T108,Kenny Perry,27,50.0
130,T108,T108,John Riegger,29,50.0
131,T108,T108,Rory Sabbatini,23,50.0
132,T108,T108,Hal Sutton,26,50.0
133,T108,T108,Bo Van Pelt,28,50.0
134,T108,T108,Scott Verplank,26,50.0
135,T108,T108,Duffy Waldorf,27,50.0
136,137,137,Esteban Toledo,32,47.62
137,T138,T138,Jim Carter,29,47.37
138,T138,T138,Kent Jones,33,47.37
139,T140,T140,J.L. Lewis,31,47.06
140,T140,T140,Grant Waite,31,47.06
141,T142,T142,Brian Bateman,31,46.67
142,T142,T142,Joe Durant,28,46.67
143,T142,T142,Scott Hoch,21,46.67
144,T145,T145,Brandel Chamblee,30,46.15
145,T145,T145,Robin Freeman,27,46.15
146,T145,T145,Craig Parry,21,46.15
147,T145,T145,Craig Stadler,22,46.15
148,T149,T149,Brad Elder,26,45.45
149,T149,T149,Scott McCarron,28,45.45
150,T151,T151,Skip Kendall,31,45.0
151,T151,T151,Neal Lancaster,31,45.0
152,T151,T151,Chris Smith,30,45.0
153,154,154,José Coceres,16,44.44
154,T155,T155,Steve Allan,30,43.75
155,T155,T155,Tom Lehman,22,43.75
156,T155,T155,Jesper Parnevik,26,43.75
157,T155,T155,Jay Williamson,30,43.75
158,159,159,Scott Dunlap,30,42.86
159,160,160,Jeff Sluman,32,42.31
160,T161,T161,Mathew Goggin,20,41.67
161,T161,T161,Donnie Hammond,17,41.67
162,T161,T161,Lee Porter,32,41.67
163,T161,T161,Tommy Tolles,20,41.67
164,165,165,Kevin Sutherland,28,41.18
165,166,166,Joe Ogilvie,20,40.0
166,167,167,David Gossett,29,38.89
167,T168,T168,Fred Couples,18,38.46
168,T168,T168,Paul Gow,35,38.46
169,T168,T168,Matt Peterson,27,38.46
170,T171,T171,Bradley Hughes,22,37.5
171,T171,T171,Kaname Yokoo,28,37.5
172,T173,T173,Steve Jones,24,36.36
173,T173,T173,Bob Tway,28,36.36
174,175,175,David Duval,24,35.71
175,T176,T176,Ian Leggatt,29,35.0
176,T176,T176,Hidemichi Tanaka,31,35.0
177,T178,T178,Jason Hill,24,33.33
178,T178,T178,Brandt Jobe,28,33.33
179,T178,T178,Greg Kraft,31,33.33
180,T178,T178,Spike McRoy,25,33.33
181,T178,T178,Gary Nicklaus,26,33.33
182,T178,T178,Brenden Pappas,25,33.33
183,T178,T178,Scott Simpson,25,33.33
184,T178,T178,Paul Stankowski,31,33.33
185,T186,T186,Per-Ulrik Johansson,27,31.25
186,T186,T186,Kirk Triplett,25,31.25
187,T188,T188,Woody Austin,36,30.77
188,T188,T188,Garrett Willis,29,30.77
189,190,190,Bryce Molder,22,30.0
190,T191,T191,Eduardo Herrera,23,28.57
191,T191,T191,Tripp Isenhour,21,28.57
192,193,193,Cameron Beckman,26,27.78
193,194,194,Peter Jacobsen,21,27.27
194,195,195,Brett Quigley,32,26.67
195,196,196,Brad Lardon,23,25.0
196,T197,T197,Pete Jordan,30,22.22
197,T197,T197,Michael Muehr,27,22.22
198,199,199,Miguel Angel Jiménez,19,20.0
199,T200,T200,Mike Hulbert,20,16.67
200,T200,T200,Brett Wetterich,32,16.67
201,202,202,Russ Cochran,24,8.33
