,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
105,T104,T104,Dennis Paulson,89,3.6,313,87
106,107,107,Jay Don Blake,107,3.59,377,105
107,T108,T108,Jay Haas,83,3.58,283,79
108,T108,T108,Glen Hnatiuk,95,3.58,333,93
109,T110,T110,Robin Freeman,79,3.57,268,75
110,T110,T110,Len Mattiace,106,3.57,378,106
111,T110,T110,David Morland IV,58,3.57,207,58
112,T113,T113,Craig Barlow,62,3.55,206,58
113,T113,T113,Tom Pernice Jr.,101,3.55,351,99
114,T115,T115,Per-Ulrik Johansson,87,3.54,308,87
115,T115,T115,Brett Quigley,93,3.54,326,92
116,T115,T115,Bo Van Pelt,78,3.54,276,78
117,T118,T118,Jim Furyk,88,3.53,300,85
118,T118,T118,Steve Pate,64,3.53,212,60
119,T120,T120,Paul Azinger,69,3.52,222,63
120,T120,T120,Craig Perks,91,3.52,306,87
121,T122,T122,Matt Kuchar,82,3.51,288,82
122,T122,T122,Frank Nobilo,94,3.51,330,94
123,T122,T122,Carl Paulson,84,3.51,288,82
124,125,125,Tim Petrovic,92,3.49,311,89
125,T126,T126,Jeff Brehaut,87,3.48,303,87
126,T126,T126,Brandel Chamblee,85,3.48,292,84
127,T128,T128,José María Olazábal,71,3.47,222,64
128,T128,T128,Boo Weekley,57,3.47,198,57
129,T130,T130,Brian Bateman,94,3.46,315,91
130,T130,T130,Jonathan Kaye,83,3.46,280,81
131,T130,T130,Jeff Maggert,83,3.46,287,83
132,T130,T130,Esteban Toledo,106,3.46,353,102
133,T130,T130,Bob Tway,103,3.46,343,99
134,T130,T130,Garrett Willis,80,3.46,270,78
135,T136,T136,Paul Goydos,66,3.44,227,66
136,T136,T136,Neal Lancaster,101,3.44,347,101
137,T136,T136,Bob May,91,3.44,306,89
138,T139,T139,Michael Clark II,97,3.42,325,95
139,T139,T139,Matt Gogel,79,3.42,260,76
140,T141,T141,Kenneth Staton,104,3.41,348,102
141,T141,T141,Grant Waite,98,3.41,327,96
142,143,143,Jay Williamson,91,3.4,309,91
143,144,144,"David Berganio, Jr.",80,3.39,268,79
144,T145,T145,Greg Kraft,86,3.38,284,84
145,T145,T145,Jesper Parnevik,85,3.38,284,84
146,T147,T147,Peter Jacobsen,67,3.37,226,67
147,T147,T147,Michael Long,71,3.37,239,71
148,T147,T147,Heath Slocum,96,3.37,310,92
149,150,150,Kaname Yokoo,74,3.36,242,72
150,151,151,Edward Fryatt,94,3.35,308,92
151,T152,T152,David Frost,90,3.34,301,90
152,T152,T152,Tom Scherrer,98,3.34,317,95
153,T154,T154,Woody Austin,102,3.33,330,99
154,T154,T154,Jeff Gove,89,3.33,296,89
155,T154,T154,Deane Pappas,90,3.33,290,87
156,T154,T154,Corey Pavin,78,3.33,253,76
157,T154,T154,Dicky Pride,51,3.33,170,51
158,T159,T159,Tommy Armour III,82,3.32,269,81
159,T159,T159,Jim Carter,98,3.32,325,98
160,T161,T161,Paul Claxton,83,3.31,275,83
161,T161,T161,Russ Cochran,68,3.31,222,67
162,T163,T163,Tom Byrum,77,3.3,254,77
163,T163,T163,Joe Durant,87,3.3,284,86
164,165,165,Kevin Sutherland,96,3.29,296,90
165,166,166,Mark Brooks,97,3.28,305,93
166,167,167,Brad Elder,76,3.27,242,74
167,168,168,Mike Sposa,111,3.26,355,109
168,T169,T169,Steve Elkington,82,3.24,256,79
169,T169,T169,Paul Gow,99,3.24,311,96
170,T169,T169,Miguel Angel Jiménez,60,3.24,188,58
171,T169,T169,Bernhard Langer,55,3.24,175,54
172,T169,T169,Billy Mayfair,99,3.24,305,94
173,T174,T174,Bradley Hughes,60,3.23,194,60
174,T174,T174,Blaine McCallister,75,3.23,242,75
175,176,176,Mark O'Meara,68,3.21,212,66
176,177,177,Tom Lehman,78,3.19,223,70
177,T178,T178,Steve Jones,71,3.18,216,68
178,T178,T178,Lee Porter,91,3.18,280,88
179,180,180,Spike McRoy,69,3.16,212,67
180,T181,T181,Michael Muehr,73,3.15,224,71
181,T181,T181,Matt Peterson,80,3.15,252,80
182,183,183,Jess Daley,76,3.14,239,76
183,184,184,Brenden Pappas,62,3.1,192,62
184,T185,T185,Michael Allen,76,3.09,229,74
185,T185,T185,Jerry Smith,91,3.09,269,87
186,T187,T187,J.J. Henry,112,3.08,333,108
187,T187,T187,Jason Hill,59,3.08,182,59
188,189,189,Brian Watts,58,3.07,166,54
189,190,190,Franklin Langham,72,3.06,211,69
190,191,191,Pete Jordan,78,3.03,236,78
191,192,192,Scott Simpson,61,3.0,183,61
192,193,193,Joe Ogilvie,50,2.98,149,50
193,T194,T194,José Coceres,51,2.96,151,51
194,T194,T194,Mike Hulbert,55,2.96,157,53
195,196,196,Scott Dunlap,74,2.94,212,72
196,197,197,Hal Sutton,74,2.93,214,73
197,T198,T198,Brad Lardon,59,2.88,170,59
198,T198,T198,Gary Nicklaus,66,2.88,190,66
199,200,200,Fulton Allem,64,2.87,181,63
200,201,201,Richard Zokol,53,2.86,146,51
201,202,202,Eduardo Herrera,59,2.81,166,59
