,Birdie_or_Better_Percentage_-_200_yards_RANK THIS WEEK,Birdie_or_Better_Percentage_-_200_yards_RANK LAST WEEK,Birdie_or_Better_Percentage_-_200_yards_PLAYER NAME,Birdie_or_Better_Percentage_-_200_yards_ROUNDS,Birdie_or_Better_Percentage_-_200_yards_%,Birdie_or_Better_Percentage_-_200_yards_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_200_yards_TOTAL HOLES
46,47,47,Carl Paulson,84,50.65,39,77
47,48,48,Bo Van Pelt,78,50.62,41,81
48,49,49,Phil Mickelson,97,50.56,45,89
49,T50,T50,Steve Allan,93,50.0,36,72
50,T50,T50,Paul Azinger,69,50.0,23,46
51,T50,T50,"David Berganio, Jr.",80,50.0,34,68
52,T50,T50,Fred Couples,64,50.0,22,44
53,T50,T50,Harrison Frazar,88,50.0,31,62
54,T50,T50,Craig Perks,91,50.0,23,46
55,T50,T50,Rory Sabbatini,69,50.0,23,46
56,T50,T50,John Senden,96,50.0,36,72
57,T50,T50,Phil Tataurangi,88,50.0,24,48
58,T59,T59,Brian Bateman,94,49.33,37,75
59,T59,T59,Ben Crane,91,49.33,37,75
60,61,61,Shaun Micheel,100,49.32,36,73
61,62,62,Billy Mayfair,99,49.28,34,69
62,T63,T63,Luke Donald,106,49.25,33,67
63,T63,T63,Rod Pampling,98,49.25,33,67
64,T65,T65,Jim Furyk,88,49.15,29,59
65,T65,T65,Sergio Garcia,79,49.15,29,59
66,67,67,Brad Elder,76,49.06,26,53
67,68,68,Chris DiMarco,111,48.78,40,82
68,T69,T69,Peter Lonard,93,48.75,39,80
69,T69,T69,Steve Lowery,98,48.75,39,80
70,71,71,David Gossett,95,48.72,38,78
71,72,72,Brent Geiberger,95,48.57,34,70
72,73,73,K.J. Choi,93,48.53,33,68
73,74,74,Briny Baird,110,48.1,38,79
74,T75,T75,Joel Edwards,101,47.83,33,69
75,T75,T75,Boo Weekley,57,47.83,22,46
76,77,77,Kenneth Staton,104,47.78,43,90
77,T78,T78,Mark Calcavecchia,84,47.62,30,63
78,T78,T78,Jay Williamson,91,47.62,30,63
79,80,80,Kent Jones,105,47.56,39,82
80,81,81,Stewart Cink,92,47.54,29,61
81,82,82,Cameron Beckman,87,47.37,27,57
82,83,83,Andrew Magee,91,47.27,26,55
83,84,84,Brenden Pappas,62,47.17,25,53
84,85,85,Pat Bates,94,46.97,31,66
85,T86,T86,John Huston,99,46.91,38,81
86,T86,T86,J.L. Lewis,98,46.91,38,81
87,88,88,Tim Clark,76,46.77,29,62
88,89,89,Dennis Paulson,89,46.67,28,60
89,90,90,Jeff Sluman,118,46.51,40,86
90,T91,T91,Bart Bryant,69,46.43,26,56
91,T91,T91,Grant Waite,98,46.43,39,84
92,93,93,Craig Parry,69,46.03,29,63
93,94,94,Scott Hoch,71,46.0,23,50
94,95,95,Rich Beem,99,45.95,34,74
95,96,96,Michael Allen,76,45.61,26,57
96,97,97,Mathew Goggin,64,45.59,31,68
97,98,98,Jason Hill,59,45.45,20,44
98,T99,T99,Neal Lancaster,101,45.31,29,64
99,T99,T99,Scott Verplank,93,45.31,29,64
100,T101,T101,Jim Carter,98,45.16,28,62
101,T101,T101,Ernie Els,68,45.16,28,62
102,103,103,Joe Durant,87,44.9,22,49
103,T104,T104,Paul Claxton,83,44.44,32,72
104,T104,T104,Blaine McCallister,75,44.44,20,45
105,T104,T104,Tommy Tolles,64,44.44,20,45
106,107,107,Carlos Franco,107,44.33,43,97
107,108,108,Stephen Ames,89,44.23,23,52
108,109,109,Jay Don Blake,107,44.16,34,77
109,110,110,Jerry Kelly,99,43.9,36,82
110,111,111,Jesper Parnevik,85,43.75,21,48
111,T112,T112,Stephen Gangluff,75,43.4,23,53
112,T112,T112,Brian Henninger,66,43.4,23,53
113,114,114,Kaname Yokoo,74,43.33,26,60
114,115,115,Shigeki Maruyama,87,43.28,29,67
115,116,116,Gary Nicklaus,66,43.14,22,51
116,117,117,John Cook,85,42.86,24,56
117,118,118,Tom Pernice Jr.,101,42.65,29,68
118,119,119,Matt Kuchar,82,42.62,26,61
119,120,120,Chris Smith,103,42.5,34,80
120,121,121,Brandt Jobe,94,42.35,36,85
121,122,122,Bradley Hughes,60,42.31,22,52
122,123,123,Skip Kendall,103,42.19,27,64
123,124,124,Bob Burns,99,42.11,24,57
124,125,125,Michael Long,71,42.03,29,69
125,T126,T126,Brad Faxon,93,41.67,25,60
126,T126,T126,Per-Ulrik Johansson,87,41.67,25,60
127,128,128,J.J. Henry,112,41.57,37,89
128,129,129,Dan Forsman,83,41.54,27,65
129,T130,T130,Jonathan Kaye,83,41.46,34,82
130,T130,T130,Joe Ogilvie,50,41.46,17,41
131,132,132,Tom Scherrer,98,41.18,21,51
132,133,133,Hidemichi Tanaka,104,40.96,34,83
133,134,134,Mike Sposa,111,40.85,29,71
134,135,135,Brian Gay,117,40.79,31,76
135,136,136,Jess Daley,76,40.68,24,59
136,137,137,Justin Leonard,97,40.32,25,62
137,T138,T138,Edward Fryatt,94,40.0,30,75
138,T138,T138,Brad Lardon,59,40.0,18,45
139,T138,T138,Joey Sindelar,104,40.0,36,90
140,141,141,Len Mattiace,106,39.77,35,88
141,142,142,Tripp Isenhour,68,39.66,23,58
142,143,143,David Morland IV,58,39.62,21,53
143,144,144,Frank Nobilo,94,39.56,36,91
144,145,145,Bob May,91,39.51,32,81
145,146,146,José Coceres,51,39.39,13,33
146,147,147,Glen Day,107,39.13,36,92
147,148,148,Steve Stricker,68,38.89,14,36
148,T149,T149,Scott Dunlap,74,38.18,21,55
149,T149,T149,Matt Peterson,80,38.18,21,55
150,151,151,Tommy Armour III,82,38.0,19,50
151,152,152,Robin Freeman,79,37.88,25,66
152,153,153,Paul Gow,99,37.78,34,90
153,154,154,Steve Elkington,82,37.74,20,53
154,155,155,Fred Funk,106,37.66,29,77
155,T156,T156,José María Olazábal,71,37.5,18,48
156,T156,T156,Hal Sutton,74,37.5,15,40
157,T156,T156,Kirk Triplett,84,37.5,21,56
158,159,159,Michael Clark II,97,37.35,31,83
159,160,160,Tom Byrum,77,37.25,19,51
160,161,161,Glen Hnatiuk,95,37.21,32,86
161,162,162,Jerry Smith,91,36.92,24,65
162,T163,T163,Tom Lehman,78,36.84,14,38
163,T163,T163,Kevin Sutherland,96,36.84,21,57
164,165,165,Mike Hulbert,55,36.36,12,33
165,166,166,Fulton Allem,64,36.21,21,58
166,167,167,Paul Goydos,66,35.85,19,53
167,168,168,Deane Pappas,90,35.48,22,62
168,169,169,Peter Jacobsen,67,35.42,17,48
169,170,170,Mark Brooks,97,35.09,20,57
170,171,171,Heath Slocum,96,35.0,14,40
171,172,172,Loren Roberts,93,34.67,26,75
172,173,173,Richard Zokol,53,34.21,13,38
173,174,174,Russ Cochran,68,34.15,14,41
174,175,175,Brandel Chamblee,85,33.85,22,65
175,T176,T176,Bob Estes,93,33.33,18,54
176,T176,T176,Robert Gamez,69,33.33,20,60
177,T176,T176,Miguel Angel Jiménez,60,33.33,17,51
178,T176,T176,Spike McRoy,69,33.33,14,42
179,T176,T176,Lee Porter,91,33.33,21,63
180,181,181,Chris Riley,104,32.91,26,79
181,182,182,Dudley Hart,88,32.81,21,64
182,183,183,Olin Browne,107,32.05,25,78
183,184,184,Jeff Gove,89,31.88,22,69
184,185,185,J.P. Hayes,78,31.82,14,44
185,186,186,David Frost,90,31.75,20,63
186,187,187,Steve Pate,64,31.48,17,54
187,188,188,Bob Tway,103,31.34,21,67
188,189,189,Franklin Langham,72,31.11,14,45
189,190,190,Nick Price,69,30.91,17,55
190,191,191,Michael Muehr,73,30.77,12,39
191,192,192,Scott Simpson,61,30.0,12,40
192,193,193,Dicky Pride,51,29.79,14,47
193,194,194,Brian Watts,58,29.55,13,44
194,195,195,Jeff Maggert,83,29.41,15,51
195,196,196,Eduardo Herrera,59,28.57,14,49
196,T197,T197,Jay Haas,83,28.0,14,50
197,T197,T197,Steve Jones,71,28.0,14,50
198,199,199,Greg Kraft,86,27.94,19,68
199,200,200,Esteban Toledo,106,22.5,18,80
200,201,201,Corey Pavin,78,20.34,12,59
201,202,202,Pete Jordan,78,19.05,12,63
