,Scoring_Average_RANK THIS WEEK,Scoring_Average_RANK LAST WEEK,Scoring_Average_PLAYER NAME,Scoring_Average_ROUNDS,Scoring_Average_AVG,Scoring_Average_TOTAL STROKES,Scoring_Average_TOTAL ADJUSTMENT,Scoring_Average_TOTAL ROUNDS
135,T135,T135,Mark Brooks,97,71.543,6655,- 1.519,93
136,137,137,Matt Gogel,79,71.55,5429,8.793,76
137,138,138,Craig Perks,91,71.562,6240,- 14.064,87
138,139,139,Mike Sposa,111,71.574,7747,54.555,109
139,140,140,Matt Peterson,80,71.584,5691,35.682,80
140,141,141,Andrew Magee,91,71.587,6258,41.663,88
141,142,142,Dicky Pride,51,71.598,3635,16.490,51
142,143,143,Brandel Chamblee,85,71.60600000000001,5981,33.866,84
143,144,144,Stephen Gangluff,75,71.628,5346,26.105,75
144,145,145,Carl Paulson,84,71.64399999999999,5869,5.810,82
145,146,146,Jeff Brehaut,87,71.667,6194,41.044,87
146,147,147,Dennis Paulson,89,71.668,6191,44.147,87
147,148,148,Brian Bateman,94,71.7,6497,27.699,91
148,149,149,Michael Clark II,97,71.707,6770,42.145,95
149,150,150,Brett Quigley,93,71.71600000000001,6583,14.902,92
150,151,151,Tommy Tolles,64,71.723,4569,21.283,64
151,152,152,José Coceres,51,71.734,3670,- 11.558,51
152,153,153,Steve Jones,71,71.74,4867,11.292,68
153,154,154,Tommy Armour III,82,71.757,5800,12.295,81
154,155,155,Miguel Angel Jiménez,60,71.78,4158,5.212,58
155,156,156,Franklin Langham,72,71.781,4959,- 6.134,69
156,157,157,Blaine McCallister,75,71.783,5367,16.755,75
157,158,158,Paul Claxton,83,71.78699999999999,5938,20.351,83
158,159,159,Notah Begay III,76,71.793,5260,52.659,74
159,160,160,Spike McRoy,69,71.814,4796,15.527,67
160,161,161,Brad Elder,76,71.84100000000001,5277,39.202,74
161,162,162,Tom Scherrer,98,71.846,6789,36.337,95
162,163,163,Heath Slocum,96,71.851,6579,31.299,92
163,164,164,Jeff Gove,89,71.862,6341,54.715,89
164,165,165,John Daly,62,71.865,4389,- 5.257,61
165,166,166,Paul Gow,99,71.887,6873,28.190,96
166,167,167,Woody Austin,102,71.93,7095,26.112,99
167,168,168,David Morland IV,58,71.939,4147,25.445,58
168,169,169,Hal Sutton,74,71.954,5268,- 15.362,73
169,170,170,Russ Cochran,68,71.982,4787,35.786,67
170,171,171,Jess Daley,76,71.987,5433,38.048,76
171,172,172,Kenneth Staton,104,72.009,7288,56.875,102
172,173,173,Robin Freeman,79,72.014,5372,29.069,75
173,174,174,Kaname Yokoo,74,72.032,5162,24.322,72
174,175,175,Michael Long,71,72.116,5082,38.210,71
175,176,176,Lee Porter,91,72.118,6311,35.413,88
176,177,177,Greg Kraft,86,72.12,6007,51.104,84
177,178,178,Michael Allen,76,72.233,5338,7.232,74
178,179,179,Michael Muehr,73,72.27600000000001,5123,8.608,71
179,180,180,Edward Fryatt,94,72.279,6608,41.697,92
180,181,181,Brian Watts,58,72.312,3901,3.870,54
181,182,182,Brett Wetterich,89,72.334,6269,24.064,87
182,183,183,Robert Damron,85,72.393,5884,52.221,82
183,184,184,Deane Pappas,90,72.40100000000001,6342,29.301,88
184,185,185,Mike Hulbert,55,72.403,3820,17.355,53
185,186,186,Scott Dunlap,74,72.421,5223,- 8.672,72
186,187,187,Bo Van Pelt,78,72.426,5622,27.264,78
187,188,188,Jerry Smith,91,72.442,6282,20.431,87
188,189,189,Bradley Hughes,60,72.454,4328,19.263,60
189,190,190,Scott Simpson,61,72.459,4407,12.970,61
190,191,191,Boo Weekley,57,72.475,4113,18.067,57
191,192,192,Bob Heintz,68,72.476,4908,20.397,68
192,193,193,Joe Ogilvie,50,72.546,3618,9.287,50
193,194,194,Richard Zokol,53,72.587,3697,4.924,51
194,195,195,Fulton Allem,64,72.671,4646,4.930,64
195,196,196,Jason Hill,59,72.676,4273,14.878,59
196,197,197,Pete Jordan,78,72.69,5638,31.829,78
197,198,198,Brad Lardon,59,72.699,4294,- 4.785,59
198,199,199,Brenden Pappas,62,72.8,4500,13.624,62
199,200,200,Gary Nicklaus,66,72.81,4790,15.466,66
200,201,201,Garrett Willis,80,72.83,5644,36.745,78
201,202,202,Eduardo Herrera,59,72.932,4286,16.987,59
