,Scoring_Average_Before_Cut_RANK THIS WEEK,Scoring_Average_Before_Cut_RANK LAST WEEK,Scoring_Average_Before_Cut_PLAYER NAME,Scoring_Average_Before_Cut_AVG,Scoring_Average_Before_Cut_TOTAL STROKES,Scoring_Average_Before_Cut_TOTAL ROUNDS
180,181,181,John Daly,72.05,2882,40
181,182,182,Michael Muehr,72.06,3819,53
182,183,183,Hal Sutton,72.08,3820,53
183,184,184,Edward Fryatt,72.1,5047,70
184,185,185,Kaname Yokoo,72.11,4038,56
185,186,186,Scott Simpson,72.12,3606,50
186,187,187,Michael Allen,72.18,4042,56
187,188,188,Bradley Hughes,72.27,3252,45
188,189,189,Pete Jordan,72.31,4483,62
189,T190,T190,Eduardo Herrera,72.33,3327,46
190,T190,T190,Bo Van Pelt,72.33,4195,58
191,192,192,Bob Heintz,72.35,4124,57
192,193,193,Garrett Willis,72.42,3838,53
193,194,194,Boo Weekley,72.45,3405,47
194,195,195,Joe Ogilvie,72.48,2899,40
195,196,196,Gary Nicklaus,72.51,3988,55
196,197,197,Richard Zokol,72.54,2829,39
197,198,198,Brad Lardon,72.55,3192,44
198,199,199,Jason Hill,72.56,3483,48
199,200,200,Brenden Pappas,72.64,3632,50
200,201,201,Fulton Allem,72.67,3779,52
201,202,202,Scott Dunlap,72.83,4224,58
