,Birdie_or_Better_Percentage_-_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Rough_%,Birdie_or_Better_Percentage_-_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Rough_TOTAL HOLES
185,T185,T185,Boo Weekley,57,6.78,4,59
186,T187,T187,John Daly,62,6.67,3,45
187,T187,T187,Dicky Pride,51,6.67,5,75
188,T187,T187,Scott Verplank,93,6.67,3,45
189,190,190,Scott Dunlap,74,6.49,5,77
190,191,191,Michael Muehr,73,6.45,4,62
191,192,192,Tim Clark,76,6.38,3,47
192,193,193,Brian Bateman,94,6.33,5,79
193,194,194,Retief Goosen,56,6.25,3,48
194,195,195,Brad Lardon,59,6.0,3,50
195,196,196,Matt Gogel,79,5.88,4,68
196,T197,T197,Blaine McCallister,75,5.56,3,54
197,T197,T197,Rocco Mediate,79,5.56,3,54
198,199,199,Steve Pate,64,4.26,2,47
199,200,200,Joe Ogilvie,50,4.17,2,48
200,201,201,Jay Haas,83,3.51,2,57
201,202,202,Eduardo Herrera,59,2.53,2,79
