,Current_Streak_without_a_3-Putt_RANK THIS WEEK,Current_Streak_without_a_3-Putt_RANK LAST WEEK,Current_Streak_without_a_3-Putt_PLAYER NAME,Current_Streak_without_a_3-Putt_EVENTS,Current_Streak_without_a_3-Putt_VALUE
158,T157,T157,Chez Reavie,27,2
159,T157,T157,Darron Stiles,20,2
160,T161,T161,Michael Allen,22,1
161,T161,T161,Tim Clark,23,1
162,T161,T161,Bob Estes,23,1
163,T161,T161,Derek Fathauer,25,1
164,T161,T161,Nathan Green,30,1
165,T161,T161,Billy Mayfair,28,1
166,T161,T161,Brett Quigley,28,1
167,T161,T161,Vijay Singh,21,1
168,T161,T161,Steve Stricker,22,1
169,T161,T161,Jimmy Walker,24,1
