,Birdie_or_Better_Percentage_-__125_yard_RANK THIS WEEK,Birdie_or_Better_Percentage_-__125_yard_RANK LAST WEEK,Birdie_or_Better_Percentage_-__125_yard_PLAYER NAME,Birdie_or_Better_Percentage_-__125_yard_ROUNDS,Birdie_or_Better_Percentage_-__125_yard_%,Birdie_or_Better_Percentage_-__125_yard_TOTAL BIRDIES,Birdie_or_Better_Percentage_-__125_yard_TOTAL HOLES
70,71,71,Jason Dufner,90,23.37,61,261
71,T72,T72,Briny Baird,89,23.32,59,253
72,T72,T72,Marc Turnesa,77,23.32,59,253
73,74,74,Adam Scott,53,23.31,38,163
74,75,75,Hunter Mahan,94,23.28,61,262
75,76,76,Padraig Harrington,66,23.26,40,172
76,T77,T77,Fred Couples,54,23.2,42,181
77,T77,T77,Phil Mickelson,66,23.2,45,194
78,79,79,Chris DiMarco,97,23.15,78,337
79,80,80,Stewart Cink,79,23.14,56,242
80,81,81,Charles Howell III,99,23.1,73,316
81,82,82,J.B. Holmes,74,23.02,61,265
82,83,83,Parker McLachlin,71,22.99,60,261
83,84,84,Rod Pampling,72,22.92,55,240
84,85,85,Jerry Kelly,90,22.91,63,275
85,86,86,Nicholas Thompson,96,22.87,78,341
86,87,87,Boo Weekley,79,22.86,56,245
87,88,88,Richard Johnson,85,22.83,63,276
88,89,89,Greg Owen,97,22.76,66,290
89,90,90,Colt Knost,71,22.75,53,233
90,91,91,Jeff Quinney,78,22.71,67,295
91,92,92,Ted Purdy,101,22.7,79,348
92,93,93,Matt Kuchar,82,22.69,59,260
93,94,94,Ángel Cabrera,55,22.66,29,128
94,95,95,Tommy Armour III,58,22.6,47,208
95,96,96,Dustin Johnson,85,22.59,68,301
96,97,97,Brendon Todd,53,22.58,42,186
97,98,98,Jason Bohn,88,22.57,72,319
98,99,99,Bubba Watson,73,22.46,53,236
99,100,100,Peter Lonard,86,22.42,74,330
100,101,101,Spencer Levin,75,22.31,56,251
101,102,102,Chez Reavie,81,22.26,63,283
102,103,103,Cliff Kresge,78,22.22,58,261
103,104,104,Tim Herron,87,22.19,69,311
104,105,105,Kris Blanks,60,22.16,43,194
105,106,106,Bo Van Pelt,100,22.15,64,289
106,107,107,Pat Perez,74,22.07,49,222
107,108,108,Mark Brooks,55,22.02,37,168
108,109,109,Jeff Overton,92,21.99,64,291
109,110,110,Tag Ridings,50,21.95,36,164
110,T111,T111,Jeff Klauk,97,21.94,68,310
111,T111,T111,James Nitties,86,21.94,61,278
112,T113,T113,Troy Matteson,95,21.88,79,361
113,T113,T113,Scott Piercy,85,21.88,63,288
114,115,115,Jonathan Byrd,89,21.86,61,279
115,116,116,George McNeill,82,21.74,60,276
116,117,117,Rory Sabbatini,81,21.72,53,244
117,118,118,Carl Pettersson,86,21.58,60,278
118,119,119,Kirk Triplett,60,21.52,51,237
119,120,120,Matt Jones,56,21.39,40,187
120,121,121,Aaron Baddeley,66,21.3,46,216
121,122,122,Tom Pernice Jr.,82,21.29,56,263
122,123,123,Steve Lowery,83,21.23,62,292
123,124,124,Nick Watney,86,21.22,52,245
124,125,125,Mark Wilson,99,21.17,65,307
125,T126,T126,John Rollins,92,21.16,73,345
126,T126,T126,Justin Rose,71,21.16,40,189
127,128,128,Brett Quigley,92,21.13,60,284
128,129,129,Bart Bryant,58,21.11,38,180
129,130,130,Rich Beem,77,21.08,47,223
130,131,131,D.J. Trahan,96,20.96,57,272
131,132,132,Kevin Na,91,20.87,53,254
132,133,133,Michael Allen,73,20.83,45,216
133,134,134,Steve Flesch,77,20.82,51,245
134,135,135,John Merrick,91,20.8,52,250
135,136,136,Camilo Villegas,76,20.79,42,202
136,137,137,Marc Leishman,91,20.71,64,309
137,138,138,Jason Gore,74,20.7,53,256
138,139,139,Jeff Maggert,79,20.67,62,300
139,140,140,Mathew Goggin,76,20.56,37,180
140,141,141,Sean O'Hair,80,20.54,46,224
141,142,142,Scott Sterling,51,20.51,32,156
142,143,143,Rocco Mediate,79,20.46,53,259
143,144,144,Matt Bettencourt,98,20.4,71,348
144,145,145,Ricky Barnes,67,20.22,37,183
145,146,146,Lucas Glover,93,20.21,58,287
146,147,147,David Duval,56,20.12,33,164
147,148,148,Ryan Palmer,78,20.08,53,264
148,149,149,Harrison Frazar,93,20.06,68,339
149,150,150,Todd Hamilton,83,20.0,51,255
150,151,151,Vijay Singh,71,19.91,45,226
151,152,152,Derek Fathauer,63,19.9,39,196
152,153,153,Gary Woodland,53,19.87,30,151
153,154,154,Ernie Els,70,19.8,39,197
154,155,155,Brian Bateman,55,19.78,36,182
155,156,156,Eric Axley,71,19.75,47,238
156,157,157,Greg Kraft,51,19.58,37,189
157,158,158,Brendon de Jonge,90,19.55,52,266
158,159,159,Robert Allenby,71,19.53,33,169
159,160,160,Jay Williamson,69,19.49,46,236
160,161,161,Will MacKenzie,69,19.33,46,238
161,162,162,Charles Warren,63,19.32,40,207
162,163,163,Brad Adamonis,70,19.07,45,236
163,164,164,Cameron Beckman,87,19.03,55,289
164,165,165,Kevin Stadler,65,19.01,46,242
165,166,166,Nathan Green,104,18.91,59,312
166,167,167,Michael Letzig,96,18.79,59,314
167,168,168,Billy Mayfair,83,18.4,46,250
168,169,169,Casey Wittenberg,71,18.39,41,223
169,170,170,Leif Olson,51,18.23,33,181
170,171,171,Bill Lunde,83,18.15,49,270
171,172,172,Johnson Wagner,81,17.96,44,245
172,173,173,Andres Romero,58,17.78,32,180
173,174,174,Stuart Appleby,79,17.74,44,248
174,175,175,Robert Garrigus,83,17.7,43,243
175,176,176,J.J. Henry,97,17.63,49,278
176,177,177,Scott McCarron,91,17.51,45,257
177,178,178,Davis Love III,89,17.47,47,269
178,179,179,Rick Price,54,17.33,26,150
179,180,180,Brad Faxon,59,17.0,34,200
180,181,181,Tom Lehman,55,16.79,22,131
181,182,182,Peter Tomasulo,61,16.56,27,163
182,183,183,Brian Vranesh,51,15.92,25,157
183,184,184,Jarrod Lyle,65,15.69,32,204
