,Proximity_to_Hole_RANK THIS WEEK,Proximity_to_Hole_RANK LAST WEEK,Proximity_to_Hole_PLAYER NAME,Proximity_to_Hole_ROUNDS,Proximity_to_Hole_AVG,Proximity_to_Hole_TOTAL DISTANCE (FEET),Proximity_to_Hole_# OF ATTEMPTS,Proximity_to_Hole_GIR RANK
40,T41,T41,Jason Dufner,90,"34' 3""",47761.167,1395,49
41,T41,T41,Chris Stroud,88,"34' 3""",46662.25,1363,12
42,T43,T43,Jeff Quinney,78,"34' 4""",43630.25,1270,146
43,T43,T43,Scott Verplank,88,"34' 4""",48699.417,1417,47
44,T45,T45,Cameron Beckman,87,"34' 5""",46196.333,1342,98
45,T45,T45,Ben Crane,93,"34' 5""",49271.833,1433,113
46,T45,T45,Kevin Na,91,"34' 5""",48072.167,1397,131
47,T45,T45,Greg Owen,97,"34' 5""",50487.0,1466,6
48,T49,T49,Ernie Els,70,"34' 6""",33434.833,970,79
49,T49,T49,Robert Garrigus,83,"34' 6""",44178.917,1281,4
50,T49,T49,Lucas Glover,93,"34' 6""",48628.333,1410,88
51,T49,T49,Rocco Mediate,79,"34' 6""",40801.0,1182,90
52,T49,T49,John Senden,100,"34' 6""",56879.167,1647,1
53,T49,T49,D.J. Trahan,96,"34' 6""",49162.083,1426,7
54,T55,T55,Hunter Mahan,94,"34' 7""",46604.75,1346,19
55,T55,T55,Sean O'Hair,80,"34' 7""",35891.083,1039,27
56,T55,T55,Vijay Singh,71,"34' 7""",31611.917,913,75
57,T55,T55,Kirk Triplett,60,"34' 7""",34120.583,987,29
58,T55,T55,Tiger Woods,64,"34' 7""",29730.667,859,16
59,T55,T55,Y.E. Yang,83,"34' 7""",43278.417,1251,76
60,T61,T61,Woody Austin,84,"34' 8""",47214.083,1361,106
61,T61,T61,Bob Estes,78,"34' 8""",42793.75,1235,129
62,T61,T61,Harrison Frazar,93,"34' 8""",52114.083,1503,87
63,T61,T61,Paul Goydos,79,"34' 8""",40408.333,1165,145
64,T61,T61,Boo Weekley,79,"34' 8""",40373.75,1166,52
65,T66,T66,Ken Duke,87,"34' 9""",44137.167,1269,153
66,T66,T66,Jerry Kelly,90,"34' 9""",47903.667,1378,124
67,T66,T66,Jeff Maggert,79,"34' 9""",45384.0,1307,22
68,T66,T66,Corey Pavin,73,"34' 9""",33702.917,971,158
69,T70,T70,Ángel Cabrera,55,"34' 10""",23771.333,682,169
70,T70,T70,Steve Flesch,77,"34' 10""",39323.75,1129,57
71,T70,T70,Retief Goosen,74,"34' 10""",34921.667,1003,170
72,T73,T73,Colt Knost,71,"34' 11""",34966.167,1001,73
73,T73,T73,Steve Marino,98,"34' 11""",52567.5,1504,21
74,T73,T73,Rod Pampling,72,"34' 11""",40001.25,1146,85
75,T73,T73,Vaughn Taylor,88,"34' 11""",49144.333,1409,110
76,T77,T77,Stephen Ames,77,"35' 0""",35720.917,1020,30
77,T77,T77,Steve Elkington,70,"35' 0""",38893.25,1110,33
78,T77,T77,Todd Hamilton,83,"35' 0""",40131.083,1146,143
79,T77,T77,John Mallinger,90,"35' 0""",44157.333,1263,115
80,T77,T77,John Merrick,91,"35' 0""",42372.75,1212,111
81,T77,T77,Bo Van Pelt,100,"35' 0""",51409.667,1469,54
82,T83,T83,Dustin Johnson,85,"35' 1""",40024.5,1141,80
83,T83,T83,Cliff Kresge,78,"35' 1""",42287.833,1204,141
84,T83,T83,Ted Purdy,101,"35' 1""",55770.417,1589,71
85,T83,T83,Webb Simpson,94,"35' 1""",54577.167,1554,166
86,T87,T87,Rich Beem,77,"35' 2""",36499.333,1037,17
87,T87,T87,Mark Brooks,55,"35' 2""",25212.5,717,137
88,T87,T87,K.J. Choi,65,"35' 2""",31508.0,897,81
89,T87,T87,Troy Matteson,95,"35' 2""",55226.0,1570,18
90,T87,T87,Billy Mayfair,83,"35' 2""",43543.417,1238,68
91,T92,T92,Ricky Barnes,67,"35' 3""",32021.0,909,23
92,T92,T92,Will MacKenzie,69,"35' 3""",38216.833,1085,26
93,T92,T92,D.A. Points,99,"35' 3""",54273.75,1541,71
94,T92,T92,Ian Poulter,59,"35' 3""",26632.167,755,178
95,T92,T92,Chris Riley,77,"35' 3""",42116.0,1194,115
96,T92,T92,Justin Rose,71,"35' 3""",35874.75,1017,83
97,T92,T92,Mark Wilson,99,"35' 3""",55612.0,1579,64
98,99,99,Marc Leishman,91,"35' 4""",53226.167,1506,39
99,T100,T100,Stewart Cink,79,"35' 5""",37373.833,1055,144
100,T100,T100,Davis Love III,89,"35' 5""",48960.417,1384,50
101,T102,T102,Kent Jones,73,"35' 6""",38818.583,1094,96
102,T102,T102,Greg Kraft,51,"35' 6""",26042.75,733,165
103,T104,T104,J.J. Henry,97,"35' 7""",53527.0,1505,24
104,T104,T104,Brett Quigley,92,"35' 7""",47906.833,1347,82
105,T104,T104,Camilo Villegas,76,"35' 7""",35604.083,1001,57
106,T104,T104,Charlie Wi,92,"35' 7""",50212.583,1412,120
107,T108,T108,Brian Davis,103,"35' 8""",57981.0,1626,121
108,T108,T108,Michael Letzig,96,"35' 8""",54912.667,1538,126
109,T108,T108,Kevin Streelman,97,"35' 8""",55552.083,1556,61
110,T108,T108,Charles Warren,63,"35' 8""",33886.0,949,14
111,T112,T112,Mark Calcavecchia,72,"35' 9""",39441.833,1103,100
112,T112,T112,Richard Johnson,85,"35' 9""",47537.417,1330,103
113,T112,T112,Pat Perez,74,"35' 9""",39756.167,1111,151
114,T115,T115,Stuart Appleby,79,"35' 10""",41731.083,1164,150
115,T115,T115,Jason Gore,74,"35' 10""",39784.5,1111,93
116,T115,T115,Charley Hoffman,97,"35' 10""",55582.667,1551,53
117,T115,T115,Freddie Jacobson,83,"35' 10""",46783.333,1305,148
118,T115,T115,Bill Lunde,83,"35' 10""",48127.667,1343,46
119,T115,T115,Jarrod Lyle,65,"35' 10""",32060.083,894,108
120,T115,T115,Rick Price,54,"35' 10""",26318.25,734,69
121,T115,T115,Adam Scott,53,"35' 10""",26982.5,753,162
122,T115,T115,Jimmy Walker,74,"35' 10""",40960.0,1143,149
123,T124,T124,Spencer Levin,75,"35' 11""",43049.083,1199,34
124,T124,T124,Leif Olson,51,"35' 11""",27518.583,767,177
125,T124,T124,Tom Pernice Jr.,82,"35' 11""",48218.333,1342,118
126,T124,T124,Aron Price,89,"35' 11""",49535.917,1380,86
127,T124,T124,Casey Wittenberg,71,"35' 11""",34702.25,967,31
128,T129,T129,Padraig Harrington,66,"36' 0""",30829.5,857,175
129,T129,T129,Peter Lonard,86,"36' 0""",49639.5,1380,114
130,T129,T129,George McNeill,82,"36' 0""",49022.917,1362,142
131,T129,T129,Rory Sabbatini,81,"36' 0""",43235.583,1201,96
132,T129,T129,Kevin Sutherland,96,"36' 0""",47197.75,1312,54
133,T134,T134,Brad Adamonis,70,"36' 1""",39446.583,1093,158
134,T134,T134,Jeff Klauk,97,"36' 1""",57054.333,1580,66
135,T134,T134,Nicholas Thompson,96,"36' 1""",56158.75,1557,42
136,T134,T134,Nick Watney,86,"36' 1""",43931.25,1217,78
137,T138,T138,Charles Howell III,99,"36' 2""",53487.5,1480,41
138,T138,T138,Bubba Watson,73,"36' 2""",37039.667,1023,132
139,T140,T140,Greg Chalmers,85,"36' 3""",45951.417,1267,100
140,T140,T140,Bill Haas,91,"36' 3""",53202.583,1468,34
141,T140,T140,Geoff Ogilvy,78,"36' 3""",37641.417,1039,128
142,T143,T143,Mathew Goggin,76,"36' 4""",38960.333,1073,93
143,T143,T143,Joe Ogilvie,85,"36' 4""",50139.25,1380,171
144,T143,T143,Tag Ridings,50,"36' 4""",26597.75,732,65
145,T146,T146,Steve Lowery,83,"36' 5""",50198.0,1377,135
146,T146,T146,Tim Petrovic,97,"36' 5""",55999.083,1539,102
147,T146,T146,Peter Tomasulo,61,"36' 5""",29794.167,819,121
148,149,149,Gary Woodland,53,"36' 6""",24168.5,662,107
149,T150,T150,Jason Day,61,"36' 7""",32736.583,894,117
150,T150,T150,Tim Herron,87,"36' 7""",53112.833,1451,138
151,T150,T150,Ryan Moore,89,"36' 7""",49214.25,1344,77
152,T150,T150,Carl Pettersson,86,"36' 7""",48039.5,1314,167
153,T154,T154,Anthony Kim,76,"36' 8""",39384.583,1074,164
154,T154,T154,Ryan Palmer,78,"36' 8""",45781.417,1249,104
155,T154,T154,Johnson Wagner,81,"36' 8""",48651.75,1328,89
156,T157,T157,Daniel Chopra,89,"36' 9""",54499.917,1482,152
157,T157,T157,David Mathis,82,"36' 9""",45386.833,1235,154
158,159,159,Brendon de Jonge,90,"36' 10""",51984.083,1410,57
159,160,160,Jonathan Byrd,89,"36' 11""",52138.75,1413,2
160,T161,T161,David Duval,56,"37' 1""",29008.917,783,179
161,T161,T161,Matt Jones,56,"37' 1""",29902.083,807,38
162,T161,T161,Brendon Todd,53,"37' 1""",31019.25,836,172
163,164,164,Scott Piercy,85,"37' 2""",50529.583,1360,74
164,165,165,Phil Mickelson,66,"37' 3""",31992.0,858,127
165,166,166,Scott McCarron,91,"37' 4""",53787.25,1440,104
166,T167,T167,Aaron Baddeley,66,"37' 5""",38534.667,1031,181
167,T167,T167,Brian Bateman,55,"37' 5""",32206.583,860,119
168,T167,T167,Jeff Overton,92,"37' 5""",50919.917,1360,174
169,T170,T170,James Nitties,86,"37' 6""",50809.0,1356,147
170,T170,T170,Brian Vranesh,51,"37' 6""",28976.583,772,140
171,T172,T172,Nathan Green,104,"38' 0""",62833.833,1652,161
172,T172,T172,J.B. Holmes,74,"38' 0""",41496.167,1092,176
173,T172,T172,Ryuji Imada,85,"38' 0""",46956.583,1237,172
174,T175,T175,Derek Fathauer,63,"38' 1""",34671.25,910,180
175,T175,T175,Marc Turnesa,77,"38' 1""",48510.917,1273,158
176,177,177,Matt Bettencourt,98,"38' 3""",59543.5,1558,155
177,178,178,Ben Curtis,63,"38' 4""",32307.25,843,129
178,179,179,Martin Laird,72,"38' 7""",42635.583,1106,67
179,180,180,John Rollins,92,"38' 10""",54725.833,1410,134
180,181,181,Andres Romero,58,"39' 2""",29971.75,765,112
181,T182,T182,Eric Axley,71,"39' 7""",41535.417,1049,183
182,T182,T182,Parker McLachlin,71,"39' 7""",47387.583,1196,182
183,184,184,Brad Faxon,59,"40' 3""",37368.333,928,184
