,Going_for_the_Green_-_Hit_Green_Pct._RANK THIS WEEK,Going_for_the_Green_-_Hit_Green_Pct._RANK LAST WEEK,Going_for_the_Green_-_Hit_Green_Pct._PLAYER NAME,Going_for_the_Green_-_Hit_Green_Pct._ROUNDS,Going_for_the_Green_-_Hit_Green_Pct._%,Going_for_the_Green_-_Hit_Green_Pct._SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._ATTEMPTS,Going_for_the_Green_-_Hit_Green_Pct._RTP-SUCCESSES,Going_for_the_Green_-_Hit_Green_Pct._RTP-NOT GOING FOR THE GRN
76,77,77,David Duval,56,22.47,20,89,-21,21 Under
77,T78,T78,Jason Day,61,22.43,24,107,-27,27 Under
78,T78,T78,Aron Price,89,22.43,24,107,-26,26 Under
79,80,80,Rod Pampling,72,22.4,28,125,-31,31 Under
80,81,81,Jeff Maggert,79,22.39,30,134,-28,28 Under
81,82,82,Brad Adamonis,70,22.33,23,103,-24,24 Under
82,83,83,Bryce Molder,69,22.22,14,63,-16,16 Under
83,84,84,Brian Davis,103,22.08,34,154,-34,34 Under
84,85,85,Bill Lunde,83,22.0,33,150,-34,34 Under
85,86,86,Daniel Chopra,89,21.99,42,191,-43,43 Under
86,87,87,Greg Chalmers,85,21.88,28,128,-26,26 Under
87,88,88,Brandt Snedeker,81,21.84,19,87,-21,21 Under
88,89,89,Michael Letzig,96,21.81,41,188,-47,47 Under
89,90,90,Rich Beem,77,21.78,22,101,-25,25 Under
90,91,91,Mark Calcavecchia,72,21.67,26,120,-23,23 Under
91,92,92,Jason Dufner,90,21.64,29,134,-30,30 Under
92,93,93,Justin Rose,71,21.57,22,102,-21,21 Under
93,94,94,Woody Austin,84,21.54,28,130,-28,28 Under
94,T95,T95,Jeff Quinney,78,21.43,21,98,-20,20 Under
95,T95,T95,David Toms,98,21.43,27,126,-27,27 Under
96,97,97,Tom Pernice Jr.,82,21.37,25,117,-21,21 Under
97,98,98,Brian Vranesh,51,21.25,17,80,-17,17 Under
98,99,99,Matt Bettencourt,98,21.13,41,194,-43,43 Under
99,100,100,Jason Gore,74,21.09,27,128,-26,26 Under
100,101,101,Matt Kuchar,82,21.01,25,119,-24,24 Under
101,102,102,Rocco Mediate,79,20.95,22,105,-24,24 Under
102,103,103,Kevin Na,91,20.9,28,134,-34,34 Under
103,104,104,James Nitties,86,20.81,31,149,-30,30 Under
104,105,105,Hunter Mahan,94,20.79,37,178,-39,39 Under
105,106,106,Jeff Overton,92,20.78,32,154,-33,33 Under
106,T107,T107,Ángel Cabrera,55,20.69,18,87,-18,18 Under
107,T107,T107,Chris DiMarco,97,20.69,24,116,-22,22 Under
108,109,109,Bill Haas,91,20.67,37,179,-40,40 Under
109,110,110,Ernie Els,70,20.66,25,121,-28,28 Under
110,T111,T111,Carl Pettersson,86,20.57,29,141,-31,31 Under
111,T111,T111,Andres Romero,58,20.57,29,141,-31,31 Under
112,113,113,Brian Gay,96,20.55,15,73,-14,14 Under
113,114,114,Justin Leonard,95,20.37,22,108,-23,23 Under
114,T115,T115,Jonathan Byrd,89,20.29,42,207,-46,46 Under
115,T115,T115,Colt Knost,71,20.29,14,69,-13,13 Under
116,117,117,Tommy Armour III,58,20.25,16,79,-16,16 Under
117,118,118,Nicholas Thompson,96,20.2,41,203,-42,42 Under
118,119,119,Charlie Wi,92,20.16,25,124,-27,27 Under
119,120,120,Harrison Frazar,93,20.0,37,185,-40,40 Under
120,121,121,John Rollins,92,19.89,37,186,-41,41 Under
121,T122,T122,Brendon de Jonge,90,19.88,33,166,-30,30 Under
122,T122,T122,Tim Petrovic,97,19.88,33,166,-33,33 Under
123,124,124,Troy Matteson,95,19.67,36,183,-40,40 Under
124,125,125,Steve Marino,98,19.53,33,169,-32,32 Under
125,126,126,Stuart Appleby,79,19.49,23,118,-19,19 Under
126,127,127,Stewart Cink,79,19.42,20,103,-23,23 Under
127,128,128,Michael Allen,73,19.39,19,98,-22,22 Under
128,129,129,K.J. Choi,65,19.32,17,88,-15,15 Under
129,130,130,Bo Van Pelt,100,19.23,35,182,-37,37 Under
130,131,131,Steve Lowery,83,19.19,33,172,-31,31 Under
131,132,132,Parker McLachlin,71,19.13,22,115,-24,24 Under
132,133,133,Corey Pavin,73,19.05,8,42,-6,6 Under
133,134,134,D.A. Points,99,18.95,29,153,-28,28 Under
134,135,135,Derek Fathauer,63,18.92,14,74,-13,13 Under
135,136,136,Scott McCarron,91,18.87,30,159,-33,33 Under
136,137,137,Brett Quigley,92,18.8,25,133,-27,27 Under
137,T138,T138,Richard Johnson,85,18.75,15,80,-12,12 Under
138,T138,T138,Heath Slocum,95,18.75,24,128,-25,25 Under
139,140,140,Padraig Harrington,66,18.68,17,91,-18,18 Under
140,141,141,Joe Ogilvie,85,18.66,25,134,-27,27 Under
141,142,142,Rory Sabbatini,81,18.56,31,167,-33,33 Under
142,143,143,Chad Campbell,90,18.52,25,135,-28,28 Under
143,144,144,Freddie Jacobson,83,18.38,25,136,-24,24 Under
144,145,145,Scott Sterling,51,18.37,9,49,-10,10 Under
145,146,146,Tim Herron,87,18.0,27,150,-29,29 Under
146,147,147,Chez Reavie,81,17.89,17,95,-20,20 Under
147,148,148,Brian Bateman,55,17.81,13,73,-14,14 Under
148,149,149,Mark Wilson,99,17.65,24,136,-25,25 Under
149,150,150,Ricky Barnes,67,17.53,17,97,-20,20 Under
150,151,151,Scott Verplank,88,17.46,22,126,-24,24 Under
151,152,152,John Mallinger,90,17.31,18,104,-22,22 Under
152,T153,T153,Kent Jones,73,17.28,14,81,-14,14 Under
153,T153,T153,Dean Wilson,81,17.28,14,81,-15,15 Under
154,155,155,Steve Flesch,77,17.2,16,93,-16,16 Under
155,156,156,Alex Cejka,82,17.09,20,117,-20,20 Under
156,157,157,Webb Simpson,94,16.92,22,130,-26,26 Under
157,158,158,Glen Day,79,16.88,13,77,-13,13 Under
158,T159,T159,Mark Brooks,55,16.67,7,42,-8,8 Under
159,T159,T159,Chris Riley,77,16.67,15,90,-18,18 Under
160,161,161,Luke Donald,79,16.46,13,79,-12,12 Under
161,T162,T162,Ben Crane,93,16.41,21,128,-23,23 Under
162,T162,T162,Jeff Klauk,97,16.41,21,128,-21,21 Under
163,164,164,Charles Howell III,99,16.36,27,165,-28,28 Under
164,165,165,Casey Wittenberg,71,16.13,15,93,-17,17 Under
165,166,166,Rick Price,54,15.94,11,69,-9,9 Under
166,167,167,Eric Axley,71,15.48,13,84,-15,15 Under
167,168,168,Ian Poulter,59,15.38,12,78,-12,12 Under
168,169,169,Ryan Palmer,78,15.24,25,164,-28,28 Under
169,170,170,Cliff Kresge,78,14.94,13,87,-13,13 Under
170,171,171,Patrick Sheehan,51,14.81,8,54,-8,8 Under
171,172,172,Marc Turnesa,77,14.77,13,88,-13,13 Under
172,173,173,Paul Goydos,79,14.74,14,95,-15,15 Under
173,174,174,Jarrod Lyle,65,14.63,12,82,-15,15 Under
174,T175,T175,Bob Heintz,59,14.29,9,63,-9,9 Under
175,T175,T175,David Mathis,82,14.29,14,98,-13,13 Under
176,177,177,Kirk Triplett,60,13.54,13,96,-17,17 Under
177,178,178,Brad Faxon,59,12.9,8,62,-10,10 Under
178,179,179,Peter Lonard,86,12.77,12,94,-11,11 Under
179,180,180,Spencer Levin,75,12.38,13,105,-13,13 Under
180,181,181,Darron Stiles,52,12.28,7,57,-7,7 Under
181,182,182,Ben Curtis,63,11.25,9,80,-8,8 Under
182,183,183,Greg Kraft,51,10.64,5,47,-3,3 Under
183,184,184,Ryuji Imada,85,10.17,12,118,-12,12 Under
