,GIR_Percentage_from_Other_than_Fairway_RANK THIS WEEK,GIR_Percentage_from_Other_than_Fairway_RANK LAST WEEK,GIR_Percentage_from_Other_than_Fairway_PLAYER NAME,GIR_Percentage_from_Other_than_Fairway_ROUNDS,GIR_Percentage_from_Other_than_Fairway_%,GIR_Percentage_from_Other_than_Fairway_GREENS HIT,GIR_Percentage_from_Other_than_Fairway_# OF HOLES
71,T71,T71,Geoff Ogilvy,78,51.54,217,421
72,73,73,Brian Vranesh,51,51.46,123,239
73,74,74,Kris Blanks,60,51.39,129,251
74,75,75,Will MacKenzie,69,51.38,168,327
75,76,76,Boo Weekley,79,51.32,175,341
76,77,77,Ben Curtis,63,51.31,157,306
77,78,78,D.A. Points,99,51.22,210,410
78,79,79,Tom Lehman,55,51.2,107,209
79,80,80,Mark Calcavecchia,72,51.15,200,391
80,81,81,Joe Ogilvie,85,51.12,250,489
81,82,82,Kevin Sutherland,96,51.11,253,495
82,83,83,Ryan Moore,89,51.1,209,409
83,84,84,Rocco Mediate,79,51.07,191,374
84,85,85,Jimmy Walker,74,51.03,224,439
85,86,86,Ángel Cabrera,55,50.95,187,367
86,87,87,George McNeill,82,50.91,224,440
87,88,88,Scott Verplank,88,50.89,171,336
88,T89,T89,Harrison Frazar,93,50.88,288,566
89,T89,T89,David Mathis,82,50.88,202,397
90,T91,T91,Jason Bohn,88,50.83,184,362
91,T91,T91,Anthony Kim,76,50.83,245,482
92,93,93,Cameron Beckman,87,50.8,222,437
93,94,94,Joe Durant,62,50.78,98,193
94,T95,T95,Brendon de Jonge,90,50.77,231,455
95,T95,T95,Jason Gore,74,50.77,165,325
96,97,97,Rick Price,54,50.69,110,217
97,98,98,J.B. Holmes,74,50.65,273,539
98,99,99,Chez Reavie,81,50.62,163,322
99,T100,T100,Jerry Kelly,90,50.5,203,402
100,T100,T100,Johnson Wagner,81,50.5,203,402
101,102,102,Kenny Perry,92,50.48,212,420
102,103,103,Charlie Wi,92,50.47,214,424
103,104,104,Stephen Ames,77,50.41,183,363
104,105,105,Michael Letzig,96,50.4,254,504
105,106,106,Bill Lunde,83,50.37,204,405
106,107,107,Peter Tomasulo,61,50.36,139,276
107,108,108,Tim Petrovic,97,50.34,221,439
108,109,109,Ernie Els,70,50.31,164,326
109,110,110,John Mallinger,90,50.27,187,372
110,111,111,Ian Poulter,59,50.18,137,273
111,112,112,Matt Bettencourt,98,50.09,283,565
112,T113,T113,Mark Brooks,55,50.0,95,190
113,T113,T113,Patrick Sheehan,51,50.0,88,176
114,115,115,Freddie Jacobson,83,49.89,233,467
115,116,116,Webb Simpson,94,49.81,264,530
116,117,117,Rory Sabbatini,81,49.79,234,470
117,118,118,Marc Turnesa,77,49.73,181,364
118,T119,T119,Nathan Green,104,49.64,272,548
119,T119,T119,Phil Mickelson,66,49.64,209,421
120,121,121,Mark Wilson,99,49.51,202,408
121,122,122,Kevin Stadler,65,49.5,148,299
122,123,123,Nick O'Hern,90,49.46,183,370
123,124,124,J.J. Henry,97,49.4,248,502
124,125,125,Brian Davis,103,49.34,225,456
125,126,126,Tim Herron,87,49.21,248,504
126,127,127,Gary Woodland,53,49.19,151,307
127,128,128,Leif Olson,51,49.14,143,291
128,129,129,Carl Pettersson,86,49.02,251,512
129,130,130,Lee Janzen,74,49.01,174,355
130,131,131,Jeff Klauk,97,48.95,186,380
131,132,132,Steve Elkington,70,48.85,149,305
132,133,133,Vaughn Taylor,88,48.59,190,391
133,134,134,Tim Clark,81,48.58,137,282
134,135,135,Stuart Appleby,79,48.54,216,445
135,136,136,Bob Heintz,59,48.46,126,260
136,137,137,Billy Mayfair,83,48.41,168,347
137,138,138,Matt Kuchar,82,48.2,187,388
138,139,139,Chris DiMarco,97,48.14,207,430
139,140,140,Zach Johnson,94,48.1,177,368
140,141,141,Pat Perez,74,47.99,179,373
141,142,142,Scott McCarron,91,47.93,162,338
142,T143,T143,Peter Lonard,86,47.91,183,382
143,T143,T143,Aron Price,89,47.91,195,407
144,145,145,Adam Scott,53,47.84,144,301
145,T146,T146,Justin Leonard,95,47.74,190,398
146,T146,T146,Heath Slocum,95,47.74,169,354
147,148,148,Brandt Snedeker,81,47.68,154,323
148,149,149,Parker McLachlin,71,47.46,215,453
149,T150,T150,Retief Goosen,74,47.45,195,411
150,T150,T150,Paul Goydos,79,47.45,158,333
151,152,152,Greg Kraft,51,47.08,113,240
152,153,153,Ryan Palmer,78,47.04,199,423
153,154,154,Richard Johnson,85,47.01,173,368
154,155,155,David Duval,56,47.0,180,383
155,156,156,Mathew Goggin,76,46.99,164,349
156,T157,T157,Steve Lowery,83,46.98,187,398
157,T157,T157,John Merrick,91,46.98,210,447
158,159,159,Colt Knost,71,46.97,124,264
159,160,160,Darron Stiles,52,46.88,90,192
160,161,161,Jeff Overton,92,46.82,265,566
161,162,162,Aaron Baddeley,66,46.72,185,396
162,163,163,Mike Weir,85,46.4,200,431
163,164,164,Matt Weibring,65,46.37,134,289
164,165,165,James Nitties,86,46.26,198,428
165,166,166,Ken Duke,87,46.04,209,454
166,167,167,Bob Estes,78,45.98,160,348
167,168,168,Cliff Kresge,78,45.82,159,347
168,169,169,Todd Hamilton,83,45.75,183,400
169,170,170,Derek Fathauer,63,45.64,157,344
170,171,171,Padraig Harrington,66,45.34,185,408
171,172,172,Luke Donald,79,45.11,180,399
172,173,173,Ryuji Imada,85,44.96,205,456
173,174,174,K.J. Choi,65,44.83,130,290
174,175,175,Jim Furyk,86,44.16,155,351
175,176,176,Bryce Molder,69,44.14,128,290
176,177,177,Dean Wilson,81,43.46,166,382
177,178,178,Corey Pavin,73,42.75,112,262
178,179,179,Brendon Todd,53,41.85,113,270
179,180,180,Jeff Quinney,78,41.03,144,351
180,181,181,Eric Axley,71,40.79,186,456
181,182,182,Bart Bryant,58,40.28,85,211
182,183,183,Brian Gay,96,40.06,143,357
183,184,184,Brad Faxon,59,36.01,121,336
