,Average_Approach_Distance_-_Birdie_or_Better_RANK THIS WEEK,Average_Approach_Distance_-_Birdie_or_Better_RANK LAST WEEK,Average_Approach_Distance_-_Birdie_or_Better_PLAYER NAME,Average_Approach_Distance_-_Birdie_or_Better_ROUNDS,Average_Approach_Distance_-_Birdie_or_Better_AVG (YARDS),Average_Approach_Distance_-_Birdie_or_Better_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Birdie_or_Better_NUMBER OF APPROACH SHOTS
128,T128,T128,Padraig Harrington,66,177.2,1116285.0,175
129,130,130,Bo Van Pelt,100,177.5,2108306.0,330
130,T131,T131,Tim Petrovic,97,177.6,2026870.0,317
131,T131,T131,Vijay Singh,71,177.6,1176096.0,184
132,T133,T133,Bill Haas,91,177.7,1938241.0,303
133,T133,T133,John Senden,100,177.7,2168566.0,339
134,135,135,Nicholas Thompson,96,177.8,2060480.0,322
135,136,136,Robert Allenby,71,178.3,1232427.0,192
136,137,137,Billy Mayfair,83,178.6,1388530.0,216
137,138,138,Harrison Frazar,93,178.8,2150348.0,334
138,139,139,Rod Pampling,72,178.9,1649098.0,256
139,T140,T140,Lucas Glover,93,179.0,1939615.0,301
140,T140,T140,Justin Rose,71,179.0,1410977.0,219
141,T142,T142,Brendon de Jonge,90,179.2,1877558.0,291
142,T142,T142,Michael Letzig,96,179.2,2064639.0,320
143,T142,T142,John Rollins,92,179.2,1819295.0,282
144,145,145,Robert Garrigus,83,179.7,1630051.0,252
145,146,146,James Nitties,86,179.9,1761455.0,272
146,T147,T147,Ángel Cabrera,55,180.2,940760.0,145
147,T147,T147,Greg Owen,97,180.2,1932998.0,298
148,149,149,George McNeill,82,180.4,1850540.0,285
149,150,150,Jimmy Walker,74,180.5,1436115.0,221
150,151,151,Charley Hoffman,97,180.9,2240485.0,344
151,T152,T152,Matt Bettencourt,98,181.3,2134499.0,327
152,T152,T152,Hunter Mahan,94,181.3,2069282.0,317
153,154,154,Ted Purdy,101,181.4,2272786.0,348
154,T155,T155,Will MacKenzie,69,181.9,1355151.0,207
155,T155,T155,Kevin Na,91,181.9,1945400.0,297
156,157,157,Ernie Els,70,182.0,1303660.0,199
157,158,158,Y.E. Yang,83,182.4,1713559.0,261
158,T159,T159,Nathan Green,104,182.5,2029753.0,309
159,T159,T159,Camilo Villegas,76,182.5,1399683.0,213
160,161,161,Adam Scott,53,182.9,987595.0,150
161,162,162,David Duval,56,183.0,902785.0,137
162,163,163,Johnson Wagner,81,183.3,1675652.0,254
163,164,164,Tag Ridings,50,183.5,1043486.0,158
164,165,165,Rory Sabbatini,81,183.7,1798800.0,272
165,166,166,Martin Laird,72,184.4,1666366.0,251
166,167,167,Ryan Moore,89,184.5,1939028.0,292
167,168,168,Phil Mickelson,66,184.8,1263991.0,190
168,169,169,Ryan Palmer,78,184.9,1643762.0,247
169,170,170,Gary Woodland,53,185.6,895257.0,134
170,171,171,Davis Love III,89,185.7,1852107.0,277
171,T172,T172,Sean O'Hair,80,186.0,1600271.0,239
172,T172,T172,D.J. Trahan,96,186.0,2075961.0,310
173,174,174,Scott Piercy,85,186.4,1979273.0,295
174,175,175,Brian Vranesh,51,186.5,960286.0,143
175,176,176,Matt Jones,56,186.7,1176084.0,175
176,177,177,Nick Watney,86,187.0,1830676.0,272
177,T178,T178,Jonathan Byrd,89,188.7,2227659.0,328
178,T178,T178,Mathew Goggin,76,188.7,1392601.0,205
179,180,180,Tiger Woods,64,189.4,1472658.0,216
180,181,181,Scott McCarron,91,189.7,1980651.0,290
181,182,182,Andres Romero,58,190.3,1185384.0,173
182,183,183,Peter Tomasulo,61,190.4,1048941.0,153
183,184,184,Charles Warren,63,191.3,1363533.0,198
