,Birdie_or_Better_Percentage_-_Left_Rough_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Left_Rough_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Left_Rough_PLAYER NAME,Birdie_or_Better_Percentage_-_Left_Rough_ROUNDS,Birdie_or_Better_Percentage_-_Left_Rough_%,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Left_Rough_TOTAL HOLES
53,54,54,Joe Ogilvie,85,16.37,28,171
54,55,55,Mike Weir,85,16.3,15,92
55,56,56,Webb Simpson,94,16.28,28,172
56,57,57,Michael Letzig,96,16.05,26,162
57,58,58,Richard Johnson,85,16.03,21,131
58,T59,T59,Jason Day,61,15.91,14,88
59,T59,T59,Vaughn Taylor,88,15.91,21,132
60,61,61,Nathan Green,104,15.82,28,177
61,62,62,Harrison Frazar,93,15.69,24,153
62,T63,T63,Charley Hoffman,97,15.63,25,160
63,T63,T63,Nicholas Thompson,96,15.63,25,160
64,65,65,Retief Goosen,74,15.53,16,103
65,T66,T66,Lucas Glover,93,15.45,19,123
66,T66,T66,Rod Pampling,72,15.45,17,110
67,68,68,Heath Slocum,95,15.38,14,91
68,69,69,Greg Owen,97,15.32,17,111
69,70,70,Y.E. Yang,83,15.15,20,132
70,71,71,J.B. Holmes,74,15.12,26,172
71,72,72,Greg Chalmers,85,15.05,14,93
72,73,73,Ángel Cabrera,55,14.94,13,87
73,74,74,Brian Davis,103,14.89,21,141
74,75,75,Ryan Moore,89,14.88,18,121
75,76,76,Carl Pettersson,86,14.86,22,148
76,77,77,Chad Campbell,90,14.85,15,101
77,78,78,Brendon de Jonge,90,14.78,17,115
78,79,79,Chris Stroud,88,14.75,18,122
79,80,80,Hunter Mahan,94,14.71,15,102
80,81,81,Justin Rose,71,14.63,12,82
81,82,82,Joe Durant,62,14.58,7,48
82,83,83,Woody Austin,84,14.41,16,111
83,T84,T84,Ted Purdy,101,14.39,20,139
84,T84,T84,Johnson Wagner,81,14.39,19,132
85,T86,T86,Jason Bohn,88,14.29,15,105
86,T86,T86,Peter Tomasulo,61,14.29,13,91
87,88,88,Cliff Kresge,78,14.17,17,120
88,89,89,Matt Bettencourt,98,14.12,24,170
89,90,90,Tim Clark,81,14.1,11,78
90,91,91,Jay Williamson,69,14.08,10,71
91,92,92,Glen Day,79,14.04,16,114
92,93,93,Ken Duke,87,13.89,15,108
93,94,94,Martin Laird,72,13.83,13,94
94,95,95,Jerry Kelly,90,13.79,20,145
95,T96,T96,John Mallinger,90,13.76,15,109
96,T96,T96,Phil Mickelson,66,13.76,15,109
97,98,98,David Mathis,82,13.71,17,124
98,99,99,Freddie Jacobson,83,13.64,18,132
99,100,100,Brandt Snedeker,81,13.58,11,81
100,101,101,Spencer Levin,75,13.49,17,126
101,102,102,Tag Ridings,50,13.41,11,82
102,103,103,Aron Price,89,13.39,15,112
103,T104,T104,K.J. Choi,65,13.33,12,90
104,T104,T104,Justin Leonard,95,13.33,14,105
105,T104,T104,D.J. Trahan,96,13.33,16,120
106,107,107,Michael Allen,73,13.19,12,91
107,108,108,Bryce Molder,69,12.96,7,54
108,109,109,Nick O'Hern,90,12.8,16,125
109,110,110,Alex Cejka,82,12.77,12,94
110,111,111,D.A. Points,99,12.71,15,118
111,112,112,Scott McCarron,91,12.64,11,87
112,113,113,Padraig Harrington,66,12.63,12,95
113,T114,T114,Chris DiMarco,97,12.61,15,119
114,T114,T114,Kevin Sutherland,96,12.61,15,119
115,T116,T116,Jim Furyk,86,12.5,11,88
116,T116,T116,Jason Gore,74,12.5,14,112
117,T116,T116,Jeff Klauk,97,12.5,15,120
118,T116,T116,Boo Weekley,79,12.5,12,96
119,120,120,Jason Dufner,90,12.39,14,113
120,121,121,Stephen Ames,77,12.35,10,81
121,122,122,J.J. Henry,97,12.31,16,130
122,123,123,Ryuji Imada,85,12.1,15,124
123,124,124,Casey Wittenberg,71,12.09,11,91
124,125,125,Scott Sterling,51,12.07,7,58
125,126,126,Bob Estes,78,12.05,10,83
126,127,127,Daniel Chopra,89,12.02,22,183
127,128,128,Derek Fathauer,63,11.96,11,92
128,129,129,Kevin Na,91,11.92,18,151
129,130,130,Darron Stiles,52,11.9,5,42
130,131,131,Rich Beem,77,11.7,11,94
131,132,132,Greg Kraft,51,11.63,10,86
132,133,133,Paul Goydos,79,11.59,8,69
133,134,134,John Senden,100,11.56,20,173
134,T135,T135,Stuart Appleby,79,11.48,14,122
135,T135,T135,Tim Petrovic,97,11.48,14,122
136,137,137,Peter Lonard,86,11.4,13,114
137,138,138,Mathew Goggin,76,11.34,11,97
138,139,139,Jarrod Lyle,65,11.25,9,80
139,140,140,Steve Lowery,83,11.21,13,116
140,141,141,Rick Price,54,11.11,7,63
141,142,142,Tim Herron,87,10.97,17,155
142,143,143,Bart Bryant,58,10.94,7,64
143,144,144,Patrick Sheehan,51,10.91,6,55
144,145,145,Billy Mayfair,83,10.81,8,74
145,146,146,John Rollins,92,10.77,14,130
146,147,147,David Toms,98,10.75,10,93
147,148,148,Marc Leishman,91,10.62,12,113
148,149,149,Eric Axley,71,10.37,14,135
149,150,150,George McNeill,82,10.32,13,126
150,T151,T151,Ricky Barnes,67,10.31,10,97
151,T151,T151,Matt Weibring,65,10.31,10,97
152,153,153,Gary Woodland,53,10.13,8,79
153,154,154,Stewart Cink,79,10.09,11,109
154,T155,T155,Brian Gay,96,10.0,9,90
155,T155,T155,Will MacKenzie,69,10.0,9,90
156,T155,T155,James Nitties,86,10.0,11,110
157,T155,T155,Ryan Palmer,78,10.0,12,120
158,159,159,Brad Adamonis,70,9.91,11,111
159,160,160,Brian Bateman,55,9.88,8,81
160,161,161,Steve Flesch,77,9.85,13,132
161,162,162,Mark Wilson,99,9.8,10,102
162,163,163,John Merrick,91,9.78,9,92
163,164,164,Scott Verplank,88,9.76,8,82
164,T165,T165,Briny Baird,89,9.68,12,124
165,T165,T165,Pat Perez,74,9.68,9,93
166,T165,T165,Ian Poulter,59,9.68,6,62
167,T165,T165,Camilo Villegas,76,9.68,9,93
168,169,169,Marc Turnesa,77,9.56,13,136
169,170,170,Dean Wilson,81,9.52,12,126
170,171,171,Tommy Armour III,58,9.09,8,88
171,172,172,David Duval,56,8.85,10,113
172,173,173,Bill Lunde,83,8.82,9,102
173,174,174,Mark Brooks,55,8.7,4,46
174,175,175,Tom Lehman,55,8.51,4,47
175,176,176,Kent Jones,73,8.06,5,62
176,177,177,Steve Elkington,70,7.77,8,103
177,178,178,Brendon Todd,53,7.41,6,81
178,179,179,Brad Faxon,59,7.08,8,113
179,180,180,Todd Hamilton,83,6.98,6,86
180,181,181,Colt Knost,71,6.94,5,72
181,182,182,Chez Reavie,81,6.67,7,105
182,183,183,Lee Janzen,74,5.43,5,92
183,184,184,Jeff Maggert,79,4.76,5,105
