,Going_for_the_Green_-_Birdie_or_Better_RANK THIS WEEK,Going_for_the_Green_-_Birdie_or_Better_RANK LAST WEEK,Going_for_the_Green_-_Birdie_or_Better_PLAYER NAME,Going_for_the_Green_-_Birdie_or_Better_ROUNDS,Going_for_the_Green_-_Birdie_or_Better_%,Going_for_the_Green_-_Birdie_or_Better_# OF BIRDIE OR BETTER,Going_for_the_Green_-_Birdie_or_Better_ATTEMPTS,Going_for_the_Green_-_Birdie_or_Better_RTP-SUCCESSES,Going_for_the_Green_-_Birdie_or_Better_RTP-NOT GOING FOR THE GRN
59,60,60,Ted Purdy,101,59.47,113,190,-119,-9.00
60,61,61,Jonathan Byrd,89,59.42,123,207,-131,-10.00
61,62,62,Ben Crane,93,59.38,76,128,-83,-16.00
62,63,63,Bo Van Pelt,100,59.34,108,182,-115,-13.00
63,64,64,Anthony Kim,76,59.26,96,162,-102,-8.00
64,65,65,Jeff Quinney,78,59.18,58,98,-60,-20.00
65,T66,T66,Martin Laird,72,59.09,104,176,-112,+3.00
66,T66,T66,Greg Owen,97,59.09,104,176,-110,-9.00
67,68,68,Rocco Mediate,79,59.05,62,105,-68,-8.00
68,69,69,Alex Cejka,82,58.97,69,117,-72,-23.00
69,70,70,Joe Ogilvie,85,58.96,79,134,-85,-7.00
70,71,71,D.J. Trahan,96,58.91,119,202,-129,-17.00
71,T72,T72,Jason Day,61,58.88,63,107,-68,-8.00
72,T72,T72,Tag Ridings,50,58.88,63,107,-69,-1.00
73,74,74,Freddie Jacobson,83,58.82,80,136,-80,-23.00
74,75,75,Boo Weekley,79,58.62,85,145,-88,-3.00
75,76,76,Nathan Green,104,58.58,99,169,-102,-13.00
76,77,77,Camilo Villegas,76,58.45,83,142,-89,-2.00
77,78,78,Jeff Overton,92,58.44,90,154,-96,-1.00
78,79,79,Mathew Goggin,76,58.39,80,137,-84,+4.00
79,80,80,Matt Bettencourt,98,58.25,113,194,-120,+5.00
80,T81,T81,Tommy Armour III,58,58.23,46,79,-47,-9.00
81,T81,T81,Lucas Glover,93,58.23,92,158,-94,-5.00
82,83,83,Derek Fathauer,63,58.11,43,74,-44,+5.00
83,84,84,Aron Price,89,57.94,62,107,-67,-20.00
84,85,85,Darron Stiles,52,57.89,33,57,-36,-8.00
85,86,86,Aaron Baddeley,66,57.76,67,116,-76,+2.00
86,T87,T87,Ian Poulter,59,57.69,45,78,-46,-9.00
87,T87,T87,Peter Tomasulo,61,57.69,60,104,-65,+6.00
88,89,89,Ben Curtis,63,57.5,46,80,-48,-15.00
89,90,90,Rory Sabbatini,81,57.49,96,167,-101,-3.00
90,T91,T91,Ángel Cabrera,55,57.47,50,87,-52,+2.00
91,T91,T91,Cliff Kresge,78,57.47,50,87,-50,-26.00
92,93,93,Kevin Stadler,65,57.45,54,94,-63,-5.00
93,94,94,Hunter Mahan,94,57.3,102,178,-106,-1.00
94,95,95,Charlie Wi,92,57.26,71,124,-75,-22.00
95,96,96,Todd Hamilton,83,57.14,52,91,-56,-2.00
96,97,97,Bill Haas,91,56.98,102,179,-111,-17.00
97,98,98,Chez Reavie,81,56.84,54,95,-59,-22.00
98,T99,T99,K.J. Choi,65,56.82,50,88,-51,-13.00
99,T99,T99,Ryan Moore,89,56.82,100,176,-103,E
100,101,101,Billy Mayfair,83,56.69,72,127,-77,-3.00
101,102,102,Cameron Beckman,87,56.67,68,120,-77,-11.00
102,103,103,Tim Petrovic,97,56.63,94,166,-97,-31.00
103,104,104,Charley Hoffman,97,56.62,124,219,-135,-1.00
104,T105,T105,Chris DiMarco,97,56.03,65,116,-69,-26.00
105,T105,T105,Carl Pettersson,86,56.03,79,141,-85,-15.00
106,107,107,Dustin Johnson,85,55.95,94,168,-100,+8.00
107,108,108,Michael Letzig,96,55.85,105,188,-115,+11.00
108,109,109,Mark Calcavecchia,72,55.83,67,120,-68,+10.00
109,110,110,Lee Janzen,74,55.81,48,86,-50,-14.00
110,111,111,Nick O'Hern,90,55.77,58,104,-64,-18.00
111,112,112,Steve Marino,98,55.62,94,169,-97,-26.00
112,T113,T113,David Toms,98,55.56,70,126,-76,-31.00
113,T113,T113,Scott Verplank,88,55.56,70,126,-76,-18.00
114,115,115,Heath Slocum,95,55.47,71,128,-76,-12.00
115,116,116,Vijay Singh,71,55.45,61,110,-62,-4.00
116,117,117,Ernie Els,70,55.37,67,121,-72,E
117,118,118,Marc Leishman,91,55.36,93,168,-100,+8.00
118,119,119,Vaughn Taylor,88,55.15,75,136,-79,-21.00
119,120,120,Scott Sterling,51,55.1,27,49,-28,-11.00
120,121,121,Colt Knost,71,55.07,38,69,-39,-6.00
121,122,122,Jay Williamson,69,55.06,49,89,-52,-15.00
122,T123,T123,Daniel Chopra,89,54.97,105,191,-112,-7.00
123,T123,T123,J.B. Holmes,74,54.97,83,151,-86,+17.00
124,125,125,Will MacKenzie,69,54.89,73,133,-74,-1.00
125,126,126,Ryan Palmer,78,54.88,90,164,-95,+8.00
126,127,127,Brad Faxon,59,54.84,34,62,-36,+1.00
127,128,128,Bart Bryant,58,54.72,29,53,-30,-11.00
128,129,129,J.J. Henry,97,54.55,84,154,-93,+5.00
129,130,130,Kevin Streelman,97,54.44,98,180,-105,-19.00
130,131,131,Robert Allenby,71,54.37,56,103,-63,+5.00
131,132,132,Kent Jones,73,54.32,44,81,-46,-16.00
132,133,133,Jason Bohn,88,54.31,63,116,-67,-22.00
133,134,134,Brendon de Jonge,90,54.22,90,166,-92,-9.00
134,135,135,Michael Allen,73,54.08,53,98,-57,-3.00
135,136,136,Pat Perez,74,53.91,69,128,-81,-13.00
136,137,137,Steve Elkington,70,53.7,58,108,-63,-18.00
137,138,138,Nicholas Thompson,96,53.69,109,203,-117,-9.00
138,139,139,Chad Campbell,90,53.33,72,135,-78,-21.00
139,140,140,Jeff Klauk,97,53.13,68,128,-70,-18.00
140,141,141,Woody Austin,84,53.08,69,130,-72,-33.00
141,142,142,Parker McLachlin,71,53.04,61,115,-64,-8.00
142,143,143,James Nitties,86,53.02,79,149,-84,+2.00
143,144,144,Johnson Wagner,81,52.94,81,153,-90,-8.00
144,145,145,Gary Woodland,53,52.69,49,93,-49,+9.00
145,146,146,John Merrick,91,52.63,70,133,-76,-2.00
146,147,147,Sergio Garcia,59,52.58,51,97,-58,E
147,148,148,Stuart Appleby,79,52.54,62,118,-64,-12.00
148,149,149,Ken Duke,87,52.25,58,111,-64,-22.00
149,150,150,Rick Price,54,52.17,36,69,-38,-2.00
150,151,151,John Rollins,92,52.15,97,186,-106,-4.00
151,152,152,Kirk Triplett,60,52.08,50,96,-55,-15.00
152,T153,T153,Joe Durant,62,52.0,39,75,-39,-11.00
153,T153,T153,Tim Herron,87,52.0,78,150,-83,-12.00
154,T155,T155,David Duval,56,51.69,46,89,-50,-2.00
155,T155,T155,Ryuji Imada,85,51.69,61,118,-62,-23.00
156,157,157,Steve Flesch,77,51.61,48,93,-53,-8.00
157,158,158,David Mathis,82,51.02,50,98,-52,-15.00
158,159,159,Troy Matteson,95,50.82,93,183,-101,-10.00
159,160,160,Bubba Watson,73,50.63,80,158,-90,-10.00
160,161,161,Casey Wittenberg,71,50.54,47,93,-51,-8.00
161,162,162,Andres Romero,58,49.65,70,141,-74,-4.00
162,163,163,Paul Goydos,79,49.47,47,95,-51,-25.00
163,164,164,Steve Lowery,83,49.42,85,172,-89,E
164,165,165,Brian Bateman,55,49.32,36,73,-37,-7.00
165,166,166,Jeff Maggert,79,49.25,66,134,-69,-9.00
166,167,167,Peter Lonard,86,48.94,46,94,-47,-27.00
167,168,168,Tom Lehman,55,48.57,17,35,-17,-9.00
168,169,169,Stewart Cink,79,48.54,50,103,-57,-16.00
169,170,170,Ricky Barnes,67,48.45,47,97,-51,+4.00
170,171,171,D.A. Points,99,48.37,74,153,-79,-27.00
171,172,172,Glen Day,79,48.05,37,77,-40,-25.00
172,173,173,Jason Gore,74,47.66,61,128,-65,-16.00
173,T174,T174,Spencer Levin,75,47.62,50,105,-52,-14.00
174,T174,T174,Corey Pavin,73,47.62,20,42,-22,-25.00
175,176,176,Robert Garrigus,83,47.4,91,192,-101,+9.00
176,177,177,Bill Lunde,83,46.67,70,150,-77,+2.00
177,178,178,Marc Turnesa,77,46.59,41,88,-43,-4.00
178,179,179,Eric Axley,71,46.43,39,84,-42,+18.00
179,180,180,Jarrod Lyle,65,46.34,38,82,-42,-10.00
180,181,181,Brendon Todd,53,45.24,19,42,-21,-4.00
181,182,182,Greg Kraft,51,44.68,21,47,-21,-12.00
182,183,183,Richard Johnson,85,43.75,35,80,-35,-21.00
183,184,184,Mark Brooks,55,42.86,18,42,-20,-11.00
