,Birdie_or_Better_Percentage_-_Fairway_RANK THIS WEEK,Birdie_or_Better_Percentage_-_Fairway_RANK LAST WEEK,Birdie_or_Better_Percentage_-_Fairway_PLAYER NAME,Birdie_or_Better_Percentage_-_Fairway_ROUNDS,Birdie_or_Better_Percentage_-_Fairway_%,Birdie_or_Better_Percentage_-_Fairway_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_Fairway_TOTAL HOLES
108,109,109,Brett Quigley,92,21.32,210,985
109,110,110,John Rollins,92,21.31,225,1056
110,111,111,Jason Dufner,90,21.3,229,1075
111,112,112,Sergio Garcia,59,21.28,120,564
112,113,113,Woody Austin,84,21.2,219,1033
113,114,114,Greg Owen,97,21.19,239,1128
114,115,115,Jeff Maggert,79,21.17,214,1011
115,116,116,Charles Howell III,99,21.16,222,1049
116,117,117,Leif Olson,51,21.15,114,539
117,118,118,Ben Crane,93,21.14,237,1121
118,119,119,Scott McCarron,91,20.88,238,1140
119,T120,T120,Aaron Baddeley,66,20.83,151,725
120,T120,T120,Jason Gore,74,20.83,175,840
121,122,122,Steve Elkington,70,20.7,178,860
122,123,123,John Merrick,91,20.69,181,875
123,124,124,Charles Warren,63,20.67,148,716
124,T125,T125,Bill Lunde,83,20.65,210,1017
125,T125,T125,Troy Matteson,95,20.65,235,1138
126,127,127,Kevin Stadler,65,20.64,148,717
127,128,128,Parker McLachlin,71,20.63,170,824
128,129,129,Corey Pavin,73,20.57,159,773
129,130,130,Ken Duke,87,20.47,191,933
130,131,131,J.J. Henry,97,20.42,232,1136
131,132,132,Bill Haas,91,20.33,222,1092
132,133,133,Adam Scott,53,20.3,108,532
133,134,134,Will MacKenzie,69,20.29,166,818
134,135,135,Aron Price,89,20.23,210,1038
135,136,136,Cliff Kresge,78,20.22,188,930
136,137,137,Rich Beem,77,20.21,155,767
137,138,138,Spencer Levin,75,20.2,182,901
138,139,139,Mathew Goggin,76,20.15,165,819
139,140,140,Nick O'Hern,90,20.13,245,1217
140,141,141,David Mathis,82,20.04,183,913
141,142,142,Robert Garrigus,83,20.02,175,874
142,T143,T143,Robert Allenby,71,19.9,154,774
143,T143,T143,Kirk Triplett,60,19.9,159,799
144,145,145,Derek Fathauer,63,19.87,123,619
145,146,146,Carl Pettersson,86,19.85,185,932
146,T147,T147,Kent Jones,73,19.82,172,868
147,T147,T147,Jimmy Walker,74,19.82,151,762
148,149,149,Colt Knost,71,19.77,157,794
149,150,150,Chez Reavie,81,19.66,198,1007
150,151,151,Heath Slocum,95,19.6,244,1245
151,152,152,Cameron Beckman,87,19.56,196,1002
152,T153,T153,Brian Bateman,55,19.5,118,605
153,T153,T153,Ben Curtis,63,19.5,125,641
154,T155,T155,Steve Flesch,77,19.41,165,850
155,T155,T155,Peter Tomasulo,61,19.41,119,613
156,157,157,Chris DiMarco,97,19.39,230,1186
157,158,158,Bart Bryant,58,19.37,148,764
158,159,159,Brendon Todd,53,19.28,123,638
159,160,160,Todd Hamilton,83,19.26,167,867
160,161,161,K.J. Choi,65,19.15,131,684
161,T162,T162,Eric Axley,71,19.13,137,716
162,T162,T162,David Duval,56,19.13,101,528
163,164,164,Ricky Barnes,67,19.08,124,650
164,T165,T165,Brad Adamonis,70,19.06,150,787
165,T165,T165,Brian Vranesh,51,19.06,109,572
166,T167,T167,Rocco Mediate,79,19.01,166,873
167,T167,T167,Casey Wittenberg,71,19.01,134,705
168,169,169,Mark Brooks,55,19.0,110,579
169,170,170,Jeff Klauk,97,18.99,241,1269
170,171,171,Tom Pernice Jr.,82,18.92,190,1004
171,172,172,Billy Mayfair,83,18.88,186,985
172,173,173,Nathan Green,104,18.86,226,1198
173,174,174,Tom Lehman,55,18.63,95,510
174,175,175,Jay Williamson,69,18.54,150,809
175,176,176,Peter Lonard,86,18.52,200,1080
176,177,177,Glen Day,79,18.49,164,887
177,178,178,Richard Johnson,85,18.46,194,1051
178,179,179,Stuart Appleby,79,18.29,156,853
179,180,180,Rick Price,54,18.15,102,562
180,181,181,Jarrod Lyle,65,17.4,114,655
181,182,182,Marc Turnesa,77,17.39,168,966
182,183,183,Greg Kraft,51,16.79,92,548
183,184,184,Brad Faxon,59,16.77,111,662
