,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
59,60,60,Troy Matteson,95,47.3,70,148,-0.13
60,61,61,Michael Letzig,96,47.24,77,163,-0.08
61,T62,T62,Briny Baird,89,47.13,82,174,-0.06
62,T62,T62,George McNeill,82,47.13,82,174,-0.21
63,T62,T62,Rocco Mediate,79,47.13,74,157,-0.04
64,65,65,Steve Stricker,81,47.06,80,170,-0.15
65,66,66,Cameron Beckman,87,46.94,92,196,-0.12
66,67,67,Kevin Streelman,97,46.89,83,177,-0.06
67,68,68,Boo Weekley,79,46.84,74,158,+0.08
68,69,69,Daniel Chopra,89,46.63,76,163,-0.16
69,70,70,Vijay Singh,71,46.61,55,118,-0.09
70,T71,T71,Ryan Moore,89,46.51,80,172,-0.11
71,T71,T71,Geoff Ogilvy,78,46.51,60,129,-0.08
72,73,73,Stephen Ames,77,46.27,62,134,-0.08
73,74,74,Y.E. Yang,83,46.24,80,173,-0.05
74,75,75,Adam Scott,53,46.23,49,106,+0.04
75,76,76,Richard Johnson,85,46.12,107,232,-0.06
76,77,77,Marc Leishman,91,46.11,83,180,-0.11
77,78,78,Charley Hoffman,97,46.01,75,163,-0.08
78,79,79,Ernie Els,70,45.99,63,137,-0.11
79,80,80,Steve Elkington,70,45.93,62,135,-0.06
80,81,81,Hunter Mahan,94,45.86,83,181,-0.11
81,82,82,Jim Furyk,86,45.83,88,192,-0.10
82,83,83,Aron Price,89,45.74,86,188,-0.07
83,84,84,Brian Davis,103,45.73,107,234,-0.12
84,85,85,Matt Weibring,65,45.63,47,103,-0.06
85,86,86,Colt Knost,71,45.45,60,132,-0.12
86,87,87,John Rollins,92,45.4,74,163,-0.08
87,88,88,Johnson Wagner,81,45.35,78,172,-0.06
88,89,89,Harrison Frazar,93,45.24,76,168,-0.08
89,90,90,Brett Quigley,92,45.11,83,184,-0.01
90,91,91,Rich Beem,77,45.04,59,131,+0.03
91,92,92,Will MacKenzie,69,44.96,58,129,-0.07
92,93,93,Ricky Barnes,67,44.95,49,109,+0.08
93,94,94,David Toms,98,44.93,93,207,-0.13
94,95,95,Bart Bryant,58,44.85,74,165,-0.04
95,96,96,Cliff Kresge,78,44.83,78,174,-0.08
96,97,97,Chris DiMarco,97,44.77,107,239,+0.05
97,98,98,Ted Purdy,101,44.62,83,186,-0.13
98,99,99,Matt Bettencourt,98,44.51,73,164,+0.07
99,100,100,Kris Blanks,60,43.9,36,82,-0.08
100,101,101,Darron Stiles,52,43.82,39,89,+0.08
101,102,102,Jerry Kelly,90,43.78,95,217,-0.15
102,103,103,Martin Laird,72,43.69,45,103,-0.07
103,104,104,Todd Hamilton,83,43.59,68,156,-0.13
104,105,105,Fred Couples,54,43.48,40,92,+0.05
105,106,106,Casey Wittenberg,71,43.24,48,111,-0.02
106,107,107,Kevin Sutherland,96,43.2,73,169,-0.04
107,108,108,Matt Kuchar,82,43.11,72,167,-0.18
108,109,109,Alex Cejka,82,43.1,75,174,-0.04
109,110,110,Ángel Cabrera,55,43.01,40,93,-0.10
110,111,111,Mark Wilson,99,43.0,86,200,-0.09
111,112,112,Jason Day,61,42.86,42,98,-0.02
112,113,113,Mark Calcavecchia,72,42.75,59,138,+0.03
113,114,114,J.J. Henry,97,42.7,76,178,-0.01
114,T115,T115,James Nitties,86,42.68,70,164,-0.01
115,T115,T115,Pat Perez,74,42.68,67,157,-0.06
116,117,117,D.A. Points,99,42.67,96,225,-0.19
117,118,118,Woody Austin,84,42.63,81,190,-0.05
118,T119,T119,Lee Janzen,74,42.34,58,137,-0.07
119,T119,T119,Rory Sabbatini,81,42.34,58,137,-0.07
120,121,121,Ryuji Imada,85,42.31,88,208,-0.09
121,122,122,Lucas Glover,93,42.13,75,178,-0.15
122,T123,T123,Tim Herron,87,42.11,64,152,-0.09
123,T123,T123,Anthony Kim,76,42.11,56,133,-0.07
124,125,125,Chris Stroud,88,42.05,74,176,-0.05
125,126,126,Brendon de Jonge,90,41.77,66,158,-0.11
126,127,127,Webb Simpson,94,41.59,89,214,-0.02
127,128,128,Spencer Levin,75,41.57,69,166,-0.12
128,129,129,Justin Leonard,95,41.49,78,188,-0.08
129,130,130,Jason Gore,74,40.98,50,122,+0.04
130,131,131,Michael Allen,73,40.94,52,127,-0.23
131,132,132,Greg Chalmers,85,40.88,65,159,-0.15
132,133,133,Kevin Na,91,40.78,84,206,-0.07
133,134,134,Bob Heintz,59,40.74,44,108,-0.20
134,T135,T135,Ben Crane,93,40.66,74,182,-0.04
135,T135,T135,Chris Riley,77,40.66,74,182,-0.12
136,137,137,John Mallinger,90,40.63,78,192,-0.06
137,138,138,Jeff Klauk,97,40.54,90,222,-0.07
138,139,139,Phil Mickelson,66,40.52,47,116,-0.17
139,140,140,Paul Goydos,79,40.49,83,205,-0.02
140,141,141,Gary Woodland,53,40.26,31,77,E
141,142,142,Vaughn Taylor,88,40.1,77,192,-0.03
142,143,143,David Mathis,82,40.0,66,165,-0.11
143,T144,T144,Luke Donald,79,39.89,75,188,-0.16
144,T144,T144,Corey Pavin,73,39.89,73,183,-0.14
145,146,146,Nick O'Hern,90,39.52,98,248,-0.07
146,147,147,Charlie Wi,92,39.46,73,185,-0.16
147,148,148,Tim Petrovic,97,39.42,82,208,-0.28
148,149,149,Charles Howell III,99,39.25,73,186,-0.10
149,150,150,Steve Flesch,77,39.24,62,158,-0.08
150,151,151,J.B. Holmes,74,39.22,60,153,-0.12
151,152,152,Brendon Todd,53,39.1,52,133,-0.04
152,153,153,Scott Piercy,85,39.04,57,146,-0.09
153,154,154,John Merrick,91,38.85,54,139,-0.09
154,T155,T155,Freddie Jacobson,83,38.64,68,176,-0.13
155,T155,T155,Kent Jones,73,38.64,51,132,-0.10
156,157,157,Dean Wilson,81,38.62,73,189,-0.14
157,158,158,Joe Ogilvie,85,38.37,66,172,-0.05
158,159,159,Jeff Quinney,78,37.63,73,194,-0.11
159,T160,T160,Jarrod Lyle,65,37.61,41,109,+0.05
160,T160,T160,Ian Poulter,59,37.61,44,117,-0.02
161,162,162,Jimmy Walker,74,37.59,53,141,-0.11
162,T163,T163,Stuart Appleby,79,37.5,60,160,-0.13
163,T163,T163,Tag Ridings,50,37.5,24,64,-0.08
164,165,165,Brad Adamonis,70,37.4,46,123,-0.07
165,166,166,Padraig Harrington,66,37.16,55,148,-0.04
166,167,167,Marc Turnesa,77,36.89,76,206,-0.07
167,168,168,Nathan Green,104,36.65,92,251,-0.12
168,169,169,Aaron Baddeley,66,36.57,49,134,-0.14
169,170,170,Leif Olson,51,36.47,31,85,-0.06
170,171,171,Greg Kraft,51,36.11,39,108,+0.08
171,172,172,Carl Pettersson,86,35.96,64,178,-0.05
172,173,173,Brian Gay,96,35.81,106,296,-0.11
173,174,174,Jeff Overton,92,35.36,64,181,-0.08
174,175,175,Bob Estes,78,34.94,58,166,-0.03
175,176,176,Ben Curtis,63,34.56,47,136,-0.04
176,T177,T177,David Duval,56,33.33,33,99,-0.12
177,T177,T177,Parker McLachlin,71,33.33,62,186,E
178,179,179,Ken Duke,87,32.92,53,161,-0.09
179,180,180,Derek Fathauer,63,32.35,33,102,-0.03
180,181,181,Eric Axley,71,31.1,51,164,-0.02
181,182,182,Brad Faxon,59,29.41,50,170,-0.08
182,183,183,Mark Brooks,55,29.21,26,89,-0.04
183,184,184,Mike Weir,85,29.02,56,193,-0.09
