,Longest_Hole_Outs_in_yards_RANK THIS WEEK,Longest_Hole_Outs_in_yards_RANK LAST WEEK,Longest_Hole_Outs_in_yards_PLAYER NAME,Longest_Hole_Outs_in_yards_ROUNDS,Longest_Hole_Outs_in_yards_DISTANCE,Longest_Hole_Outs_in_yards_TOURNAMENT,Longest_Hole_Outs_in_yards_ROUND- COURSE,Longest_Hole_Outs_in_yards_HOLE
39,T39,40,Dean Wilson,81,161,Crowne Plaza Invitational at Colonial,1,13
40,41,5,Jonathan Kaye,49,160,U.S. Bank Championship in Milwaukee,2,8
41,42,42,Craig Barlow,13,159,RBC Canadian Open,1,3
42,T43,43,Heath Slocum,95,158,The Barclays,4,5
43,T43,44,J.B. Holmes,74,158,BMW Championship,3,4
44,T43,45,Jeff Klauk,97,158,RBC Canadian Open,2,11
45,46,46,Derek Fathauer,63,156,Travelers Championship,2,1
46,T47,47,Sal Spallone,2,155,The Honda Classic,2,8
47,T47,48,Charley Hoffman,97,155,The 50th Bob Hope Classic hosted by Arnold Palmer,5,8
48,49,49,Tag Ridings,50,154,Travelers Championship,1,11
49,50,50,Brian Bateman,55,153,FBR Open,2,1
50,T51,51,Steve Lowery,83,150,Frys.com Open,2,14
51,T51,52,Dustin Johnson,85,150,AT&T Pebble Beach National Pro-Am,1,1
52,T53,53,Michael Sim,12,149,Turning Stone Resort Championship,4,10
53,T53,54,Nathan Green,104,149,John Deere Classic,1,5
54,T55,55,Joe Durant,62,148,RBC Canadian Open,1,7
55,T55,56,Jason Bohn,88,148,THE PLAYERS Championship,3,15
56,57,57,Bart Bryant,58,147,Arnold Palmer Invitational presented by MasterCard,3,3
57,58,58,Billy Mayfair,83,145,Travelers Championship,1,3
58,T59,59,Marc Leishman,91,144,Legends Reno-Tahoe Open,3,6
59,T59,33,Bubba Watson,73,144,RBC Canadian Open,2,14
60,T61,59,Marc Leishman,91,143,AT&T National,3,3
61,T61,62,Michael Allen,73,143,AT&T National,4,9
62,63,63,Adam Scott,53,142,Sony Open in Hawaii,1,3
63,64,64,Scott Verplank,88,141,THE PLAYERS Championship,1,15
64,65,28,Paul Goydos,79,140,Children's Miracle Network Classic,2,9
65,T66,66,Rory Sabbatini,81,139,World Golf Championships-CA Championship,4,11
66,T66,67,Michael Letzig,96,139,THE PLAYERS Championship,4,15
67,T66,13,Chad Campbell,90,139,Justin Timberlake Shriners Hospitals for Children Open,3,12
68,69,69,Ernie Els,70,137,World Golf Championships-Bridgestone Invitational,1,1
69,T70,70,Troy Matteson,95,135,Buick Open,1,2
70,T70,71,Kevin Sutherland,96,135,RBC Canadian Open,4,7
71,T72,72,Steve Marino,98,134,Shell Houston Open,4,13
72,T72,38,Ben Crane,93,134,Turning Stone Resort Championship,3,1
73,T72,74,Charles Warren,63,134,Children's Miracle Network Classic,1,17
74,T75,75,Phil Schmitt,2,133,Zurich Classic of New Orleans,1,13
75,T75,37,Briny Baird,89,133,RBC Canadian Open,2,15
76,T75,77,Arjun Atwal,31,133,RBC Canadian Open,2,15
77,T75,10,Casey Wittenberg,71,133,RBC Canadian Open,2,15
78,T75,79,Leif Olson,51,133,RBC Canadian Open,2,15
79,T80,80,Brandt Snedeker,81,132,The Barclays,2,6
80,T80,81,Grégory Havret,4,132,World Golf Championships-Bridgestone Invitational,2,1
81,82,82,Tiger Woods,64,131,Deutsche Bank Championship,4,6
82,T83,18,Matthew Borchert,48,129,Sony Open in Hawaii,2,3
83,T83,84,John Merrick,91,129,RBC Canadian Open,2,1
84,T83,85,Bo Van Pelt,100,129,Travelers Championship,1,1
85,T86,4,Webb Simpson,94,128,Frys.com Open,3,14
86,T86,1,Nicholas Thompson,96,128,the Memorial Tournament,2,3
87,T88,8,Peter Lonard,86,127,Verizon Heritage,3,16
88,T88,56,Jason Bohn,88,127,Travelers Championship,2,9
89,T88,90,Tom Pernice Jr.,82,127,Children's Miracle Network Classic,1,11
90,T91,91,Mark Brooks,55,126,Legends Reno-Tahoe Open,1,1
91,T91,92,Patrick Sheehan,51,126,Wyndham Championship,1,13
92,93,84,John Merrick,91,125,RBC Canadian Open,3,11
93,94,94,John Rollins,92,124,Buick Invitational,2,5
94,T95,95,Aaron Watkins,48,123,St. Jude Classic presented by FedEx,1,15
95,T95,96,Charlie Wi,92,123,Valero Texas Open,3,9
96,T95,97,Mathias Grönberg,37,123,Valero Texas Open,2,12
97,T98,4,Webb Simpson,94,122,FBR Open,1,10
98,T98,99,Jimmy Walker,74,122,John Deere Classic,2,4
99,100,100,Vance Veazey,4,121,St. Jude Classic presented by FedEx,1,9
100,T101,101,Kevin Stadler,65,120,AT&T National,1,9
101,T101,103,Ian Poulter,59,120,The Barclays,1,5
102,T101,99,Jimmy Walker,74,120,Buick Open,2,6
103,T104,101,Kevin Stadler,65,117,Turning Stone Resort Championship,1,8
104,T104,105,Greg Owen,97,117,Frys.com Open,2,15
105,T106,106,Mark Hensby,14,114,U.S. Bank Championship in Milwaukee,4,16
106,T106,107,J.J. Henry,97,114,Travelers Championship,1,1
107,T106,108,Ken Duke,87,114,The Honda Classic,2,4
108,109,35,Chris Riley,77,113,John Deere Classic,2,17
109,110,110,J.L. Lewis,10,112,John Deere Classic,1,6
110,111,111,D.A. Points,99,110,Turning Stone Resort Championship,1,8
111,112,112,Ryan Moore,89,109,Shell Houston Open,2,13
112,T113,113,Chez Reavie,81,108,Legends Reno-Tahoe Open,1,17
113,T113,114,Vijay Singh,71,108,HP Byron Nelson Championship,2,18
114,115,115,Justin Leonard,95,107,BMW Championship,2,15
115,T116,116,Jeev Milkha Singh,49,105,Turning Stone Resort Championship,4,4
116,T116,117,Jason Dufner,90,105,John Deere Classic,1,6
117,T118,29,Tim Herron,87,104,AT&T Pebble Beach National Pro-Am,3,2
118,T118,119,Mark Wilson,99,104,Turning Stone Resort Championship,2,18
119,T118,120,Woody Austin,84,104,St. Jude Classic presented by FedEx,2,3
120,T121,121,Kenny Perry,92,103,Northern Trust Open,1,17
121,T121,122,Tim Clark,81,103,Northern Trust Open,4,17
122,123,123,Trevor Immelman,41,101,Arnold Palmer Invitational presented by MasterCard,4,6
123,T124,21,Daniel Chopra,89,100,THE PLAYERS Championship,2,11
124,T124,125,Mark Calcavecchia,72,100,HP Byron Nelson Championship,4,3
125,126,31,Steve Elkington,70,99,Justin Timberlake Shriners Hospitals for Children Open,4,1
126,T127,127,Steve Stricker,81,98,John Deere Classic,4,6
127,T127,16,Matt Weibring,65,98,Travelers Championship,1,6
128,T127,129,Bill Lunde,83,98,Wyndham Championship,1,17
129,T130,119,Mark Wilson,99,97,Deutsche Bank Championship,3,1
130,T130,131,Nick O'Hern,90,97,Turning Stone Resort Championship,4,8
131,132,132,Stephen Ames,77,96,RBC Canadian Open,1,18
132,133,43,Heath Slocum,95,95,Crowne Plaza Invitational at Colonial,1,2
133,T134,134,Tommy Gainey,46,93,John Deere Classic,2,1
134,T134,135,Scott Piercy,85,93,Sony Open in Hawaii,4,10
135,T134,127,Steve Stricker,81,93,John Deere Classic,2,17
136,T137,13,Chad Campbell,90,92,BMW Championship,1,11
137,T137,138,John Daly,16,92,Wyndham Championship,2,6
138,T137,139,Rodney Butcher,6,92,St. Jude Classic presented by FedEx,1,11
139,T137,140,Jim Furyk,86,92,Justin Timberlake Shriners Hospitals for Children Open,1,7
140,141,90,Tom Pernice Jr.,82,91,Sony Open in Hawaii,2,18
141,T142,5,Jonathan Kaye,49,88,Buick Invitational,4,18
142,T142,143,Paul Stankowski,24,88,John Deere Classic,1,2
143,144,144,Fred Couples,54,87,FBR Open,1,6
144,145,145,Bob Estes,78,86,Shell Houston Open,1,12
145,146,14,Ted Purdy,101,85,Zurich Classic of New Orleans,3,4
146,147,147,Zach Johnson,94,84,Valero Texas Open,3,7
147,T148,148,Chris DiMarco,97,82,Legends Reno-Tahoe Open,1,11
148,T148,149,Tyler Aldridge,40,82,Valero Texas Open,2,1
149,T148,150,Jonathan Byrd,89,82,the Memorial Tournament,4,7
150,151,151,Stewart Cink,79,81,Mercedes-Benz Championship,2,14
151,152,25,Scott Gutschewski,47,80,The Honda Classic,2,1
152,T153,9,Corey Pavin,73,77,RBC Canadian Open,1,18
153,T153,154,Martin Laird,72,77,Legends Reno-Tahoe Open,3,18
154,T155,155,Kent Jones,73,70,Quail Hollow Championship,2,5
155,T155,17,Vaughn Taylor,88,70,Turning Stone Resort Championship,4,12
156,157,157,Jeff Quinney,78,68,THE PLAYERS Championship,1,9
157,158,46,Derek Fathauer,63,67,Legends Reno-Tahoe Open,2,11
158,159,159,Neal Lancaster,15,64,Buick Open,4,1
159,T160,84,John Merrick,91,62,Travelers Championship,4,2
160,T160,154,Martin Laird,72,62,Northern Trust Open,1,9
161,T162,114,Vijay Singh,71,61,the Memorial Tournament,1,10
162,T162,70,Troy Matteson,95,61,AT&T Pebble Beach National Pro-Am,1,2
163,164,164,Tim Petrovic,97,60,Turning Stone Resort Championship,4,9
164,165,165,Carl Pettersson,86,59,Frys.com Open,4,6
165,166,28,Paul Goydos,79,57,Buick Invitational,3,6
166,167,167,Jason Gore,74,56,Legends Reno-Tahoe Open,4,13
167,168,145,Bob Estes,78,55,Buick Open,4,12
168,T169,169,Roland Thatcher,44,54,Turning Stone Resort Championship,1,12
169,T169,170,Eric Axley,71,54,John Deere Classic,2,17
170,171,16,Matt Weibring,65,53,Justin Timberlake Shriners Hospitals for Children Open,3,13
171,T172,172,Ryuji Imada,85,52,Buick Invitational,4,18
172,T172,157,Jeff Quinney,78,52,Sony Open in Hawaii,3,5
173,T172,157,Jeff Quinney,78,52,Frys.com Open,1,4
174,T172,64,Scott Verplank,88,52,THE TOUR Championship presented by Coca-Cola,4,10
175,T176,176,Charles Howell III,99,49,Turning Stone Resort Championship,1,5
176,T176,15,Retief Goosen,74,49,THE PLAYERS Championship,3,14
177,T176,31,Steve Elkington,70,49,Verizon Heritage,1,8
178,T176,179,Brad Adamonis,70,49,Verizon Heritage,4,15
179,180,79,Leif Olson,51,47,Buick Open,1,16
180,T181,64,Scott Verplank,88,46,John Deere Classic,1,7
181,T181,182,Jay Williamson,69,46,Buick Invitational,2,6
182,183,183,Cliff Kresge,78,45,Legends Reno-Tahoe Open,2,4
183,T184,131,Nick O'Hern,90,44,Children's Miracle Network Classic,2,6
184,T184,185,Marc Turnesa,77,44,Buick Open,1,1
185,T186,186,Cameron Beckman,87,42,Verizon Heritage,2,5
186,T186,80,Brandt Snedeker,81,42,Justin Timberlake Shriners Hospitals for Children Open,1,13
187,T186,131,Nick O'Hern,90,42,Frys.com Open,2,11
188,T189,189,Sean O'Hair,80,41,World Golf Championships-CA Championship,1,2
189,T189,3,John Senden,100,41,RBC Canadian Open,2,2
190,T189,5,Jonathan Kaye,49,41,Quail Hollow Championship,1,14
191,T192,192,Rocco Mediate,79,39,Arnold Palmer Invitational presented by MasterCard,1,4
192,T192,193,Brian Davis,103,39,The 50th Bob Hope Classic hosted by Arnold Palmer,4,16
193,T192,194,James Nitties,86,39,AT&T National,4,14
194,T195,176,Charles Howell III,99,38,Verizon Heritage,4,7
195,T195,165,Carl Pettersson,86,38,The Honda Classic,1,8
196,T195,35,Chris Riley,77,38,Travelers Championship,1,13
197,T195,34,Harrison Frazar,93,38,U.S. Bank Championship in Milwaukee,1,6
198,T195,40,Dean Wilson,81,38,AT&T Pebble Beach National Pro-Am,2,6
199,200,64,Scott Verplank,88,37,RBC Canadian Open,4,18
