,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
70,T71,T71,Davis Love III,89,62.52,684,1094,-0.17
71,T71,T71,Tag Ridings,50,62.52,352,563,-0.16
72,73,73,D.A. Points,99,62.38,791,1268,-0.19
73,74,74,Kenny Perry,92,62.37,643,1031,-0.2
74,75,75,Bo Van Pelt,100,62.35,737,1182,-0.2
75,76,76,Kevin Sutherland,96,62.32,660,1059,-0.17
76,77,77,Brendon de Jonge,90,62.27,708,1137,-0.19
77,78,78,Justin Rose,71,62.24,516,829,-0.19
78,79,79,Will MacKenzie,69,62.15,537,864,-0.12
79,80,80,Ernie Els,70,62.13,479,771,-0.17
80,81,81,Matt Weibring,65,62.08,501,807,-0.19
81,T82,T82,Cameron Beckman,87,62.03,683,1101,-0.16
82,T82,T82,Ben Crane,93,62.03,735,1185,-0.19
83,84,84,Boo Weekley,79,62.01,568,916,-0.16
84,85,85,Aron Price,89,61.98,706,1139,-0.16
85,T86,T86,Rick Price,54,61.97,365,589,-0.1
86,T86,T86,Andres Romero,58,61.97,334,539,-0.19
87,T88,T88,Dustin Johnson,85,61.89,531,858,-0.19
88,T88,T88,Kirk Triplett,60,61.89,479,774,-0.11
89,90,90,Harrison Frazar,93,61.79,731,1183,-0.21
90,91,91,John Merrick,91,61.76,609,986,-0.19
91,92,92,Martin Laird,72,61.74,518,839,-0.16
92,93,93,Dean Wilson,81,61.72,645,1045,-0.2
93,T94,T94,Charley Hoffman,97,61.62,745,1209,-0.2
94,T94,T94,Peter Lonard,86,61.62,724,1175,-0.16
95,96,96,Mark Calcavecchia,72,61.5,551,896,-0.17
96,97,97,Chez Reavie,81,61.49,634,1031,-0.17
97,98,98,Steve Stricker,81,61.45,550,895,-0.21
98,99,99,Johnson Wagner,81,61.42,667,1086,-0.17
99,100,100,Ryan Palmer,78,61.27,598,976,-0.16
100,101,101,Rory Sabbatini,81,61.22,570,931,-0.22
101,102,102,Mathew Goggin,76,61.17,534,873,-0.15
102,103,103,Nick Watney,86,61.11,575,941,-0.18
103,104,104,Darron Stiles,52,61.09,369,604,-0.17
104,105,105,Bill Haas,91,61.03,714,1170,-0.14
105,106,106,Brandt Snedeker,81,60.9,595,977,-0.24
106,107,107,Geoff Ogilvy,78,60.89,492,808,-0.21
107,108,108,Tim Petrovic,97,60.87,759,1247,-0.19
108,109,109,Vijay Singh,71,60.86,423,695,-0.16
109,110,110,Woody Austin,84,60.82,680,1118,-0.19
110,111,111,Stuart Appleby,79,60.75,565,930,-0.13
111,112,112,Lucas Glover,93,60.73,702,1156,-0.2
112,113,113,Gary Woodland,53,60.72,303,499,-0.13
113,T114,T114,Cliff Kresge,78,60.59,612,1010,-0.18
114,T114,T114,Vaughn Taylor,88,60.59,698,1152,-0.22
115,T116,T116,Bob Heintz,59,60.58,458,756,-0.23
116,T116,T116,Peter Tomasulo,61,60.58,395,652,-0.13
117,118,118,Jerry Kelly,90,60.54,692,1143,-0.21
118,119,119,Scott Piercy,85,60.46,630,1042,-0.14
119,120,120,Chris DiMarco,97,60.44,776,1284,-0.16
120,121,121,Matt Kuchar,82,60.4,630,1043,-0.22
121,122,122,George McNeill,82,60.32,669,1109,-0.2
122,T123,T123,John Mallinger,90,60.29,630,1045,-0.18
123,T123,T123,Charlie Wi,92,60.29,706,1171,-0.25
124,125,125,Greg Chalmers,85,60.17,627,1042,-0.22
125,126,126,Tom Pernice Jr.,82,60.15,658,1094,-0.15
126,127,127,Chris Riley,77,60.08,602,1002,-0.2
127,128,128,Jarrod Lyle,65,60.05,439,731,-0.15
128,129,129,James Nitties,86,60.04,655,1091,-0.21
129,130,130,Paul Goydos,79,59.9,572,955,-0.2
130,131,131,Jimmy Walker,74,59.81,561,938,-0.16
131,132,132,Bart Bryant,58,59.77,474,793,-0.18
132,133,133,Brian Vranesh,51,59.74,371,621,-0.13
133,134,134,Marc Turnesa,77,59.72,642,1075,-0.14
134,135,135,Lee Janzen,74,59.69,542,908,-0.21
135,136,136,Todd Hamilton,83,59.67,571,957,-0.18
136,137,137,Adam Scott,53,59.66,352,590,-0.13
137,138,138,Brian Davis,103,59.62,784,1315,-0.2
138,139,139,Michael Letzig,96,59.61,732,1228,-0.17
139,140,140,Brian Bateman,55,59.54,418,702,-0.17
140,141,141,Bob Estes,78,59.52,622,1045,-0.19
141,142,142,Bubba Watson,73,59.43,460,774,-0.19
142,143,143,Mike Weir,85,59.42,596,1003,-0.22
143,144,144,Kevin Na,91,59.36,691,1164,-0.21
144,145,145,Steve Lowery,83,59.35,654,1102,-0.17
145,T146,T146,Matt Bettencourt,98,59.27,719,1213,-0.16
146,T146,T146,Greg Kraft,51,59.27,355,599,-0.15
147,148,148,Stewart Cink,79,59.23,507,856,-0.19
148,149,149,Tim Herron,87,59.2,698,1179,-0.18
149,150,150,Freddie Jacobson,83,59.13,628,1062,-0.19
150,151,151,Phil Mickelson,66,59.06,388,657,-0.19
151,152,152,Jason Day,61,59.04,418,708,-0.19
152,153,153,John Rollins,92,59.03,634,1074,-0.16
153,154,154,Ángel Cabrera,55,59.02,324,549,-0.18
154,155,155,Pat Perez,74,59.01,527,893,-0.19
155,156,156,Luke Donald,79,58.85,542,921,-0.24
156,157,157,Corey Pavin,73,58.83,493,838,-0.24
157,158,158,Ken Duke,87,58.82,610,1037,-0.15
158,159,159,Mark Brooks,55,58.77,355,604,-0.18
159,160,160,Ben Curtis,63,58.75,403,686,-0.15
160,161,161,Brad Adamonis,70,58.65,529,902,-0.14
161,162,162,Anthony Kim,76,58.58,454,775,-0.22
162,163,163,Nathan Green,104,58.46,788,1348,-0.17
163,164,164,Carl Pettersson,86,58.43,631,1080,-0.18
164,165,165,Webb Simpson,94,58.35,755,1294,-0.18
165,166,166,Brendon Todd,53,58.33,413,708,-0.16
166,167,167,David Mathis,82,58.19,590,1014,-0.17
167,168,168,Joe Ogilvie,85,58.02,633,1091,-0.21
168,169,169,Brian Gay,96,57.95,718,1239,-0.22
169,170,170,Jeff Quinney,78,57.93,606,1046,-0.2
170,171,171,Daniel Chopra,89,57.82,658,1138,-0.22
171,172,172,Leif Olson,51,57.57,350,608,-0.15
172,173,173,Ryuji Imada,85,57.47,569,990,-0.19
173,174,174,David Duval,56,57.35,355,619,-0.15
174,175,175,Ian Poulter,59,57.07,347,608,-0.2
175,176,176,Retief Goosen,74,56.47,471,834,-0.2
176,177,177,Padraig Harrington,66,56.46,389,689,-0.19
177,178,178,Jeff Overton,92,56.36,607,1077,-0.19
178,179,179,Derek Fathauer,63,56.26,418,743,-0.16
179,180,180,Aaron Baddeley,66,55.64,464,834,-0.21
180,181,181,J.B. Holmes,74,54.35,450,828,-0.14
181,182,182,Parker McLachlin,71,53.86,516,958,-0.19
182,183,183,Eric Axley,71,52.24,443,848,-0.18
183,184,184,Brad Faxon,59,48.47,380,784,-0.19
