,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
30,T31,T31,Stuart Appleby,79,"15' 4""",1407.0,92,-0.10
31,T31,T31,Ernie Els,70,"15' 4""",982.1669999999999,64,E
32,T31,T31,Brandt Snedeker,81,"15' 4""",1379.8329999999999,90,-0.10
33,T31,T31,Johnson Wagner,81,"15' 4""",1012.25,66,+0.03
34,T35,T35,Charley Hoffman,97,"15' 5""",1278.0,83,-0.23
35,T35,T35,Chris Riley,77,"15' 5""",1493.8329999999999,97,-0.21
36,T37,T37,John Mallinger,90,"15' 6""",1549.75,100,-0.31
37,T37,T37,Bo Van Pelt,100,"15' 6""",1381.4170000000001,89,-0.16
38,39,39,Matt Weibring,65,"15' 7""",1090.25,70,-0.13
39,T40,T40,Stewart Cink,79,"15' 8""",1206.75,77,-0.10
40,T40,T40,Joe Durant,62,"15' 8""",1287.417,82,-0.16
41,T40,T40,Bryce Molder,69,"15' 8""",1456.25,93,-0.13
42,T40,T40,John Rollins,92,"15' 8""",1632.4170000000001,104,-0.25
43,T44,T44,Alex Cejka,82,"15' 9""",1687.0,107,-0.13
44,T44,T44,Tim Clark,81,"15' 9""",1825.0,116,-0.15
45,T44,T44,Ken Duke,87,"15' 9""",1495.0829999999999,95,-0.18
46,T44,T44,Aron Price,89,"15' 9""",1766.0,112,-0.06
47,48,48,Kevin Sutherland,96,"15' 10""",1517.0829999999999,96,-0.08
48,T49,T49,Aaron Baddeley,66,"16' 0""",1039.75,65,-0.02
49,T49,T49,Jeff Maggert,79,"16' 0""",1647.5,103,-0.17
50,T49,T49,Sean O'Hair,80,"16' 0""",1247.333,78,-0.19
51,T52,T52,Brad Adamonis,70,"16' 1""",1156.333,72,E
52,T52,T52,Brendon de Jonge,90,"16' 1""",1368.5829999999999,85,-0.02
53,T52,T52,Derek Fathauer,63,"16' 1""",1011.0830000000001,63,-0.17
54,T52,T52,Brett Quigley,92,"16' 1""",1353.8329999999999,84,-0.11
55,T56,T56,Jason Day,61,"16' 2""",1032.5,64,-0.13
56,T56,T56,Jim Furyk,86,"16' 2""",1583.0,98,-0.07
57,T56,T56,Nathan Green,104,"16' 2""",1725.5,107,+0.04
58,T56,T56,John Senden,100,"16' 2""",1588.25,98,-0.22
59,T56,T56,Scott Verplank,88,"16' 2""",1876.0,116,-0.19
60,61,61,Chris DiMarco,97,"16' 3""",2177.167,134,-0.12
61,T62,T62,Robert Garrigus,83,"16' 4""",718.6669999999999,44,+0.02
62,T62,T62,Tim Herron,87,"16' 4""",1603.1670000000001,98,-0.08
63,T62,T62,Anthony Kim,76,"16' 4""",1636.6670000000001,100,-0.13
64,T62,T62,Charlie Wi,92,"16' 4""",1583.8329999999999,97,-0.15
65,T66,T66,Jason Gore,74,"16' 5""",1413.4170000000001,86,-0.05
66,T66,T66,Tim Petrovic,97,"16' 5""",1920.75,117,-0.18
67,T68,T68,Jason Dufner,90,"16' 6""",1402.75,85,-0.12
68,T68,T68,Ryuji Imada,85,"16' 6""",1481.25,90,-0.02
69,T68,T68,Justin Rose,71,"16' 6""",1185.0,72,-0.10
70,T68,T68,Kirk Triplett,60,"16' 6""",1734.3329999999999,105,-0.12
71,T72,T72,Bart Bryant,58,"16' 7""",1373.0,83,+0.01
72,T72,T72,Steve Flesch,77,"16' 7""",1192.417,72,-0.10
73,T72,T72,Lee Janzen,74,"16' 7""",1461.1670000000001,88,+0.03
74,T72,T72,Jeff Overton,92,"16' 7""",1276.75,77,-0.09
75,T72,T72,Brendon Todd,53,"16' 7""",1261.833,76,-0.11
76,T77,T77,Stephen Ames,77,"16' 8""",1303.083,78,-0.09
77,T77,T77,Hunter Mahan,94,"16' 8""",1201.917,72,-0.08
78,T77,T77,Kevin Na,91,"16' 8""",1333.75,80,-0.24
79,T77,T77,Marc Turnesa,77,"16' 8""",1469.0,88,-0.16
80,81,81,Jason Bohn,88,"16' 9""",2073.75,124,-0.09
81,T82,T82,Fred Couples,54,"16' 10""",1062.167,63,-0.03
82,T82,T82,David Duval,56,"16' 10""",1027.667,61,-0.03
83,T82,T82,Davis Love III,89,"16' 10""",1431.5,85,E
84,T82,T82,Kevin Stadler,65,"16' 10""",1196.083,71,-0.10
85,T82,T82,Chris Stroud,88,"16' 10""",1664.6670000000001,99,-0.14
86,T82,T82,Vaughn Taylor,88,"16' 10""",1784.75,106,-0.08
87,T88,T88,Zach Johnson,94,"16' 11""",1793.3329999999999,106,-0.08
88,T88,T88,Spencer Levin,75,"16' 11""",1218.333,72,-0.10
89,T88,T88,Pat Perez,74,"16' 11""",1353.75,80,-0.04
90,T91,T91,Cameron Beckman,87,"17' 0""",1836.5829999999999,108,-0.04
91,T91,T91,Matt Kuchar,82,"17' 0""",1783.75,105,-0.07
92,T91,T91,Parker McLachlin,71,"17' 0""",1580.5,93,+0.03
93,T91,T91,Nicholas Thompson,96,"17' 0""",1905.5829999999999,112,-0.15
94,T95,T95,Ricky Barnes,67,"17' 1""",975.4169999999999,57,-0.09
95,T95,T95,Y.E. Yang,83,"17' 1""",1061.417,62,-0.03
96,T97,T97,Bob Heintz,59,"17' 2""",1354.3329999999999,79,-0.20
97,T97,T97,Tom Pernice Jr.,82,"17' 2""",1665.3329999999999,97,-0.11
98,T97,T97,Jay Williamson,69,"17' 2""",1492.1670000000001,87,-0.03
99,100,100,Michael Letzig,96,"17' 3""",1605.4170000000001,93,-0.08
100,T101,T101,Ben Crane,93,"17' 4""",1769.6670000000001,102,-0.04
101,T101,T101,Will MacKenzie,69,"17' 4""",1282.167,74,-0.07
102,T101,T101,David Mathis,82,"17' 4""",1645.8329999999999,95,-0.14
103,T101,T101,Phil Mickelson,66,"17' 4""",848.9169999999999,49,-0.02
104,T105,T105,Rocco Mediate,79,"17' 5""",1702.9170000000001,98,-0.06
105,T105,T105,Kenny Perry,92,"17' 5""",2144.333,123,-0.11
106,107,107,Kris Blanks,60,"17' 6""",1257.417,72,-0.07
107,T108,T108,Harrison Frazar,93,"17' 7""",1778.25,101,+0.08
108,T108,T108,Ryan Palmer,78,"17' 7""",1391.3329999999999,79,-0.03
109,T108,T108,D.J. Trahan,96,"17' 7""",1564.3329999999999,89,-0.15
110,111,111,Darron Stiles,52,"17' 8""",1522.4170000000001,86,-0.02
111,T112,T112,Richard Johnson,85,"17' 9""",1845.6670000000001,104,-0.08
112,T112,T112,Steve Marino,98,"17' 9""",1896.5,107,-0.10
113,T112,T112,Corey Pavin,73,"17' 9""",1310.667,74,-0.23
114,T115,T115,J.J. Henry,97,"17' 10""",1318.25,74,+0.05
115,T115,T115,Patrick Sheehan,51,"17' 10""",1034.417,58,-0.16
116,T117,T117,Jonathan Byrd,89,"17' 11""",1594.8329999999999,89,+0.03
117,T117,T117,Lucas Glover,93,"17' 11""",1573.4170000000001,88,-0.05
118,T117,T117,Joe Ogilvie,85,"17' 11""",1864.5,104,-0.14
119,T120,T120,J.B. Holmes,74,"18' 0""",1315.1670000000001,73,E
120,T120,T120,Carl Pettersson,86,"18' 0""",1513.9170000000001,84,-0.15
121,T120,T120,Adam Scott,53,"18' 0""",810.0830000000001,45,-0.09
122,T123,T123,Michael Allen,73,"18' 1""",1372.3329999999999,76,-0.08
123,T123,T123,Ben Curtis,63,"18' 1""",1283.417,71,-0.21
124,T123,T123,Matt Jones,56,"18' 1""",1191.083,66,-0.02
125,126,126,Mark Wilson,99,"18' 2""",2266.75,125,-0.10
126,T127,T127,Freddie Jacobson,83,"18' 3""",1477.5829999999999,81,-0.12
127,T127,T127,Andres Romero,58,"18' 3""",932.4169999999999,51,-0.12
128,T129,T129,Chad Campbell,90,"18' 4""",1927.0,105,-0.11
129,T129,T129,Vijay Singh,71,"18' 4""",1446.6670000000001,79,-0.11
130,T131,T131,Jerry Kelly,90,"18' 5""",2058.417,112,-0.13
131,T131,T131,Cliff Kresge,78,"18' 5""",1677.0,91,-0.11
132,T133,T133,Eric Axley,71,"18' 6""",1606.8329999999999,87,-0.13
133,T133,T133,Brian Bateman,55,"18' 6""",1260.083,68,-0.04
134,T133,T133,Mark Calcavecchia,72,"18' 6""",1109.0,60,-0.13
135,T133,T133,Retief Goosen,74,"18' 6""",1370.0829999999999,74,-0.03
136,T133,T133,Kent Jones,73,"18' 6""",1482.3329999999999,80,-0.06
137,T133,T133,Steve Lowery,83,"18' 6""",1458.4170000000001,79,E
138,T133,T133,Scott Piercy,85,"18' 6""",1551.3329999999999,84,-0.23
139,T140,T140,Bill Lunde,83,"18' 8""",1604.0829999999999,86,E
140,T140,T140,Jeff Quinney,78,"18' 8""",2201.667,118,-0.03
141,T140,T140,Gary Woodland,53,"18' 8""",727.0,39,-0.05
142,T143,T143,Peter Lonard,86,"18' 9""",1797.75,96,E
143,T143,T143,Leif Olson,51,"18' 9""",1103.917,59,-0.05
144,T143,T143,Scott Sterling,51,"18' 9""",1105.167,59,E
145,T146,T146,Tommy Armour III,58,"18' 10""",1656.6670000000001,88,-0.11
146,T146,T146,Rich Beem,77,"18' 10""",1336.75,71,-0.11
147,T146,T146,George McNeill,82,"18' 10""",1507.4170000000001,80,-0.06
148,T146,T146,Geoff Ogilvy,78,"18' 10""",1452.4170000000001,77,-0.21
149,T150,T150,K.J. Choi,65,"18' 11""",1760.0,93,-0.01
150,T150,T150,Steve Elkington,70,"18' 11""",1435.8329999999999,76,-0.24
151,T150,T150,Marc Leishman,91,"18' 11""",1796.8329999999999,95,-0.05
152,T150,T150,Boo Weekley,79,"18' 11""",1799.25,95,-0.04
153,154,154,D.A. Points,99,"19' 0""",2088.083,110,-0.11
154,T155,T155,James Nitties,86,"19' 1""",1853.5,97,+0.03
155,T155,T155,Rick Price,54,"19' 1""",1237.75,65,-0.08
156,157,157,Ted Purdy,101,"19' 3""",2254.667,117,-0.05
157,T158,T158,Todd Hamilton,83,"19' 4""",1645.3329999999999,85,+0.08
158,T158,T158,Rod Pampling,72,"19' 4""",1236.583,64,-0.03
159,T160,T160,Jeff Klauk,97,"19' 6""",2418.917,124,-0.05
160,T160,T160,Colt Knost,71,"19' 6""",1678.0,86,+0.05
161,T162,T162,Charles Warren,63,"19' 7""",1392.8329999999999,71,+0.03
162,T162,T162,Bubba Watson,73,"19' 7""",1253.333,64,+0.11
163,164,164,Mark Brooks,55,"19' 9""",1321.0829999999999,67,-0.09
164,T165,T165,Dustin Johnson,85,"20' 0""",1718.0829999999999,86,-0.01
165,T165,T165,Billy Mayfair,83,"20' 0""",1878.0829999999999,94,-0.03
166,167,167,Tag Ridings,50,"20' 1""",782.1669999999999,39,-0.10
167,T168,T168,Matt Bettencourt,98,"20' 4""",1912.3329999999999,94,-0.04
168,T168,T168,Tom Lehman,55,"20' 4""",997.25,49,+0.04
169,170,170,Scott McCarron,91,"20' 5""",1921.8329999999999,94,-0.15
170,T171,T171,Greg Kraft,51,"20' 6""",1556.8329999999999,76,+0.04
171,T171,T171,Troy Matteson,95,"20' 6""",2218.0,108,-0.11
172,173,173,Robert Allenby,71,"20' 7""",866.0,42,-0.02
173,174,174,Kevin Streelman,97,"20' 10""",2082.167,100,E
174,T175,T175,Brad Faxon,59,"21' 1""",1410.6670000000001,67,+0.15
175,T175,T175,Casey Wittenberg,71,"21' 1""",1683.5829999999999,80,-0.05
176,T177,T177,Ian Poulter,59,"21' 3""",1252.0,59,+0.02
177,T177,T177,Peter Tomasulo,61,"21' 3""",1060.5,50,-0.02
178,179,179,Martin Laird,72,"21' 5""",1307.667,61,-0.10
179,180,180,Ryan Moore,89,"21' 6""",1525.8329999999999,71,-0.08
180,181,181,Mathew Goggin,76,"21' 8""",1083.083,50,+0.02
181,182,182,Nick Watney,86,"21' 11""",1646.5,75,-0.08
182,183,183,Brian Vranesh,51,"22' 4""",1117.417,50,+0.08
183,184,184,Ángel Cabrera,55,"23' 9""",854.0,36,E
