,Average_Approach_Distance_-_Par_RANK THIS WEEK,Average_Approach_Distance_-_Par_RANK LAST WEEK,Average_Approach_Distance_-_Par_PLAYER NAME,Average_Approach_Distance_-_Par_ROUNDS,Average_Approach_Distance_-_Par_AVG (YARDS),Average_Approach_Distance_-_Par_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Par_NUMBER OF APPROACH SHOTS
82,T82,T82,Casey Wittenberg,71,162.9,3810744.0,650
83,T84,T84,K.J. Choi,65,163.0,3463173.0,590
84,T84,T84,Bo Van Pelt,100,163.0,5353149.0,912
85,T86,T86,Eric Axley,71,163.1,3751002.0,639
86,T86,T86,Brad Faxon,59,163.1,3428863.0,584
87,T86,T86,Rod Pampling,72,163.1,4163217.0,709
88,T89,T89,Steve Stricker,81,163.2,4182445.0,712
89,T89,T89,Chris Stroud,88,163.2,4952829.0,843
90,T91,T91,Ricky Barnes,67,163.3,3403585.0,579
91,T91,T91,Michael Letzig,96,163.3,5691265.0,968
92,T93,T93,Greg Chalmers,85,163.4,4752820.0,808
93,T93,T93,Phil Mickelson,66,163.4,3111104.0,529
94,T93,T93,Brendon Todd,53,163.4,3065062.0,521
95,T96,T96,Bill Haas,91,163.5,5472655.0,930
96,T96,T96,John Rollins,92,163.5,5198520.0,883
97,T96,T96,Dean Wilson,81,163.5,4462624.0,758
98,T99,T99,Adam Scott,53,163.6,2692165.0,457
99,T99,T99,Boo Weekley,79,163.6,4247579.0,721
100,T101,T101,Zach Johnson,94,163.7,5356953.0,909
101,T101,T101,David Mathis,82,163.7,4690770.0,796
102,T101,T101,James Nitties,86,163.7,4979208.0,845
103,T101,T101,Greg Owen,97,163.7,5563997.0,944
104,T101,T101,Carl Pettersson,86,163.7,4892080.0,830
105,T101,T101,Marc Turnesa,77,163.7,4779463.0,811
106,T107,T107,Aaron Baddeley,66,163.8,3756592.0,637
107,T107,T107,Brendon de Jonge,90,163.8,5125099.0,869
108,T107,T107,Chris Riley,77,163.8,4534536.0,769
109,T110,T110,Jason Day,61,163.9,3280085.0,556
110,T110,T110,Will MacKenzie,69,163.9,4012660.0,680
111,T110,T110,Billy Mayfair,83,163.9,4680116.0,793
112,T110,T110,Bryce Molder,69,163.9,3686889.0,625
113,T110,T110,Jeff Overton,92,163.9,4974181.0,843
114,T110,T110,Brett Quigley,92,163.9,5055306.0,857
115,T110,T110,Camilo Villegas,76,163.9,3716810.0,630
116,T117,T117,Brian Gay,96,164.0,5796060.0,982
117,T117,T117,Justin Rose,71,164.0,3689978.0,625
118,T119,T119,Alex Cejka,82,164.1,4708419.0,797
119,T119,T119,Ben Crane,93,164.1,5477836.0,927
120,T119,T119,Jerry Kelly,90,164.1,5161944.0,874
121,T119,T119,Parker McLachlin,71,164.1,4311587.0,730
122,T119,T119,George McNeill,82,164.1,5099198.0,863
123,T119,T119,Nicholas Thompson,96,164.1,5658675.0,958
124,T125,T125,Briny Baird,89,164.2,4941445.0,836
125,T125,T125,Brian Davis,103,164.2,5905653.0,999
126,T125,T125,Marc Leishman,91,164.2,5575378.0,943
127,T128,T128,J.B. Holmes,74,164.3,3826035.0,647
128,T128,T128,Jeff Klauk,97,164.3,6240382.0,1055
129,T128,T128,John Senden,100,164.3,6362946.0,1076
130,T128,T128,Charlie Wi,92,164.3,5204832.0,880
131,132,132,Vaughn Taylor,88,164.4,5177096.0,875
132,T133,T133,Bart Bryant,58,164.5,3524526.0,595
133,T133,T133,Chad Campbell,90,164.5,4909526.0,829
134,T133,T133,Richard Johnson,85,164.5,5205150.0,879
135,T133,T133,Hunter Mahan,94,164.5,4844401.0,818
136,T133,T133,John Mallinger,90,164.5,4767732.0,805
137,T133,T133,Tim Petrovic,97,164.5,5991274.0,1012
138,T139,T139,Charley Hoffman,97,164.6,5754558.0,971
139,T139,T139,Kevin Sutherland,96,164.6,5007576.0,845
140,T141,T141,Luke Donald,79,164.7,4168714.0,703
141,T141,T141,Anthony Kim,76,164.7,3747876.0,632
142,T141,T141,Nick O'Hern,90,164.7,5887623.0,993
143,T144,T144,Robert Garrigus,83,164.8,4965035.0,837
144,T144,T144,Retief Goosen,74,164.8,3738755.0,630
145,T144,T144,Spencer Levin,75,164.8,4792303.0,808
146,T144,T144,Kevin Na,91,164.8,5326369.0,898
147,T148,T148,David Duval,56,165.0,2856338.0,481
148,T148,T148,Scott McCarron,91,165.0,5649755.0,951
149,T148,T148,Y.E. Yang,83,165.0,4644349.0,782
150,151,151,Brandt Snedeker,81,165.1,4426854.0,745
151,152,152,Nathan Green,104,165.3,6377442.0,1072
152,T153,T153,Padraig Harrington,66,165.4,3328191.0,559
153,T153,T153,Rory Sabbatini,81,165.4,4425247.0,743
154,T153,T153,D.J. Trahan,96,165.4,5365904.0,901
155,T156,T156,Jonathan Byrd,89,165.5,5093366.0,855
156,T156,T156,Martin Laird,72,165.5,3884564.0,652
157,T156,T156,Ryan Palmer,78,165.5,4713035.0,791
158,T156,T156,Andres Romero,58,165.5,2741004.0,460
159,T160,T160,Ben Curtis,63,165.7,3268593.0,548
160,T160,T160,Freddie Jacobson,83,165.7,4967956.0,833
161,T160,T160,Steve Lowery,83,165.7,5158489.0,865
162,163,163,Mathew Goggin,76,165.9,4066292.0,681
163,T164,T164,Ángel Cabrera,55,166.1,2487004.0,416
164,T164,T164,J.J. Henry,97,166.1,5983820.0,1001
165,T166,T166,Jim Furyk,86,166.2,4500395.0,752
166,T166,T166,Bill Lunde,83,166.2,5277228.0,882
167,T168,T168,Ryan Moore,89,166.3,5054237.0,844
168,T168,T168,Jimmy Walker,74,166.3,4466823.0,746
169,T170,T170,Woody Austin,84,166.4,5217118.0,871
170,T170,T170,Johnson Wagner,81,166.4,5099255.0,851
171,172,172,Sergio Garcia,59,166.6,3022708.0,504
172,173,173,Paul Goydos,79,166.7,4391955.0,732
173,174,174,Mark Calcavecchia,72,166.8,4023765.0,670
174,T175,T175,Robert Allenby,71,166.9,3928662.0,654
175,T175,T175,Scott Verplank,88,166.9,5461262.0,909
176,T177,T177,Ernie Els,70,167.0,3762729.0,626
177,T177,T177,Ian Poulter,59,167.0,2915239.0,485
178,179,179,Ryuji Imada,85,167.1,4789537.0,796
179,180,180,Pat Perez,74,167.3,4186738.0,695
180,181,181,Bubba Watson,73,167.5,3677418.0,610
181,182,182,Corey Pavin,73,167.6,3717234.0,616
182,183,183,D.A. Points,99,169.0,5870909.0,965
183,184,184,Tiger Woods,64,169.5,3399091.0,557
