,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
81,T81,T81,Bill Haas,91,161.3,1364620.0,235
82,T81,T81,Phil Mickelson,66,161.3,807385.0,139
83,T81,T81,Sean O'Hair,80,161.3,940516.0,162
84,85,85,Kevin Streelman,97,161.4,1557576.0,268
85,86,86,Brian Vranesh,51,161.5,825336.0,142
86,T87,T87,Woody Austin,84,161.6,1250477.0,215
87,T87,T87,Steve Flesch,77,161.6,1081768.0,186
88,T87,T87,Robert Garrigus,83,161.6,1116853.0,192
89,T87,T87,Matt Kuchar,82,161.6,994916.0,171
90,T87,T87,D.J. Trahan,96,161.6,1251008.0,215
91,T87,T87,Y.E. Yang,83,161.6,1210383.0,208
92,T93,T93,Briny Baird,89,161.8,1118626.0,192
93,T93,T93,Kent Jones,73,161.8,1141318.0,196
94,T93,T93,Peter Tomasulo,61,161.8,943401.0,162
95,T96,T96,Ángel Cabrera,55,161.9,705446.0,121
96,T96,T96,Charley Hoffman,97,161.9,1375562.0,236
97,T96,T96,James Nitties,86,161.9,1393066.0,239
98,T96,T96,Chris Stroud,88,161.9,1375677.0,236
99,T100,T100,Sergio Garcia,59,162.0,711352.0,122
100,T100,T100,Peter Lonard,86,162.0,1534212.0,263
101,T102,T102,Mark Calcavecchia,72,162.1,1155694.0,198
102,T102,T102,Tim Herron,87,162.1,1447074.0,248
103,T102,T102,Scott Verplank,88,162.1,1207842.0,207
104,T105,T105,David Mathis,82,162.2,1237619.0,212
105,T105,T105,John Rollins,92,162.2,1430511.0,245
106,107,107,Rory Sabbatini,81,162.3,1087036.0,186
107,T108,T108,Jason Bohn,88,162.4,1344327.0,230
108,T108,T108,George McNeill,82,162.4,1250778.0,214
109,T110,T110,Cameron Beckman,87,162.5,1246193.0,213
110,T110,T110,Cliff Kresge,78,162.5,1275416.0,218
111,T110,T110,Billy Mayfair,83,162.5,1340047.0,229
112,T113,T113,Spencer Levin,75,162.6,971467.0,166
113,T113,T113,Joe Ogilvie,85,162.6,1369848.0,234
114,T113,T113,Jeff Overton,92,162.6,1439704.0,246
115,T116,T116,Martin Laird,72,162.8,1189513.0,203
116,T116,T116,D.A. Points,99,162.8,1500418.0,256
117,T116,T116,Nicholas Thompson,96,162.8,1623724.0,277
118,T116,T116,Dean Wilson,81,162.8,1266086.0,216
119,T120,T120,Greg Chalmers,85,162.9,1061570.0,181
120,T120,T120,Ken Duke,87,162.9,1260989.0,215
121,T122,T122,Tommy Armour III,58,163.0,886033.0,151
122,T122,T122,Kevin Na,91,163.0,1185351.0,202
123,T122,T122,Kenny Perry,92,163.0,1068145.0,182
124,T125,T125,Chad Campbell,90,163.1,1045257.0,178
125,T125,T125,Justin Leonard,95,163.1,1062536.0,181
126,T127,T127,Zach Johnson,94,163.2,1086830.0,185
127,T127,T127,John Mallinger,90,163.2,1180758.0,201
128,129,129,Jarrod Lyle,65,163.3,799561.0,136
129,T130,T130,Brad Faxon,59,163.4,1187942.0,202
130,T130,T130,Greg Owen,97,163.4,1317674.0,224
131,T130,T130,Vaughn Taylor,88,163.4,1411502.0,240
132,133,133,Jonathan Byrd,89,163.5,1353581.0,230
133,T134,T134,Vijay Singh,71,163.6,930537.0,158
134,T134,T134,David Toms,98,163.6,1160586.0,197
135,136,136,Scott McCarron,91,163.7,1172879.0,199
136,T137,T137,Lucas Glover,93,163.8,1320629.0,224
137,T137,T137,Tim Petrovic,97,163.8,1238620.0,210
138,T137,T137,Heath Slocum,95,163.8,1433185.0,243
139,140,140,Ted Purdy,101,163.9,1663510.0,282
140,T141,T141,Ryan Moore,89,164.1,1228843.0,208
141,T141,T141,Mark Wilson,99,164.1,1370483.0,232
142,T143,T143,Scott Piercy,85,164.2,1365177.0,231
143,T143,T143,Tag Ridings,50,164.2,673780.0,114
144,T143,T143,Kirk Triplett,60,164.2,981283.0,166
145,T146,T146,Rich Beem,77,164.3,1005652.0,170
146,T146,T146,Jeff Klauk,97,164.3,1390266.0,235
147,148,148,Jeff Maggert,79,164.4,1284673.0,217
148,149,149,Greg Kraft,51,164.6,841382.0,142
149,T150,T150,Stephen Ames,77,164.8,949515.0,160
150,T150,T150,Nick O'Hern,90,164.8,1381947.0,233
151,152,152,Davis Love III,89,164.9,1347820.0,227
152,153,153,Nathan Green,104,165.2,1611682.0,271
153,154,154,Brian Gay,96,165.4,1143210.0,192
154,T155,T155,Charles Howell III,99,165.5,1328375.0,223
155,T155,T155,John Senden,100,165.5,1382413.0,232
156,T155,T155,Johnson Wagner,81,165.5,1328496.0,223
157,158,158,Ricky Barnes,67,165.6,1013321.0,170
158,159,159,Brendon de Jonge,90,165.7,1491403.0,250
159,T160,T160,Padraig Harrington,66,165.8,734217.0,123
160,T160,T160,Boo Weekley,79,165.8,1181937.0,198
161,T160,T160,Charlie Wi,92,165.8,1337334.0,224
162,T163,T163,Jason Dufner,90,166.0,1296546.0,217
163,T163,T163,Paul Goydos,79,166.0,1141652.0,191
164,T163,T163,Richard Johnson,85,166.0,1308577.0,219
165,T166,T166,Bob Estes,78,166.2,1088684.0,182
166,T166,T166,Nick Watney,86,166.2,1106716.0,185
167,168,168,Bart Bryant,58,166.4,1048382.0,175
168,169,169,Ben Curtis,63,166.5,821069.0,137
169,170,170,Robert Allenby,71,166.6,953544.0,159
170,171,171,Bo Van Pelt,100,166.7,1362611.0,227
171,172,172,Chris Riley,77,166.8,1014731.0,169
172,173,173,Tiger Woods,64,167.0,517040.0,86
173,174,174,Hunter Mahan,94,167.1,1269041.0,211
174,175,175,Derek Fathauer,63,167.3,1156079.0,192
175,T176,T176,Stuart Appleby,79,168.0,1245767.0,206
176,T176,T176,Mathew Goggin,76,168.0,1130745.0,187
177,178,178,Corey Pavin,73,168.3,1005834.0,166
178,179,179,Tom Pernice Jr.,82,169.0,1241334.0,204
179,180,180,Marc Turnesa,77,169.6,1550825.0,254
180,181,181,Jerry Kelly,90,170.1,1285927.0,210
181,182,182,Steve Elkington,70,170.2,1010752.0,165
182,183,183,Steve Stricker,81,170.6,829200.0,135
183,184,184,Tom Lehman,55,171.6,574460.0,93
