,Left_Rough_Tendency_RANK THIS WEEK,Left_Rough_Tendency_RANK LAST WEEK,Left_Rough_Tendency_PLAYER NAME,Left_Rough_Tendency_ROUNDS,Left_Rough_Tendency_%,Left_Rough_Tendency_TOTAL LEFT ROUGH,Left_Rough_Tendency_POSSIBLE FWYS,Left_Rough_Tendency_RELATIVE TO PAR
29,30,30,Ben Curtis,80,10.59,93,878,+0.18
30,31,31,John Rollins,94,10.67,117,1097,+0.06
31,32,32,Rich Beem,90,10.95,120,1096,+0.06
32,33,33,Paul Goydos,78,11.03,103,934,+0.27
33,34,34,Woody Austin,109,11.09,136,1226,+0.02
34,35,35,J.P. Hayes,67,11.16,97,869,+0.09
35,36,36,Rory Sabbatini,77,11.19,98,876,+0.08
36,37,37,Michael Allen,91,11.21,121,1079,+0.18
37,38,38,Jeff Quinney,87,11.22,113,1007,+0.15
38,39,39,Ben Crane,86,11.29,117,1036,+0.09
39,40,40,Steve Allan,58,11.31,74,654,+0.14
40,41,41,Bob Estes,90,11.37,135,1187,+0.04
41,42,42,D.J. Trahan,94,11.38,122,1072,+0.11
42,43,43,Jason Day,81,11.45,120,1048,+0.19
43,44,44,Charlie Wi,97,11.48,140,1219,+0.10
44,45,45,John Mallinger,95,11.53,134,1162,+0.16
45,46,46,Jonathan Byrd,88,11.55,123,1065,+0.19
46,47,47,Jason Gore,94,11.56,136,1176,+0.09
47,48,48,David Toms,70,11.6,90,776,+0.08
48,49,49,Nick Watney,96,11.62,135,1162,+0.21
49,T50,T50,Craig Kanada,65,11.68,89,762,+0.24
50,T50,T50,Mike Weir,88,11.68,108,925,+0.10
51,52,52,Kevin Na,97,11.8,149,1263,+0.09
52,53,53,Chris Riley,51,11.82,65,550,+0.14
53,54,54,Marc Turnesa,87,11.84,124,1047,+0.13
54,55,55,Martin Laird,98,11.86,138,1164,+0.20
55,T56,T56,Briny Baird,113,11.88,157,1322,+0.08
56,T56,T56,Patrick Sheehan,124,11.88,171,1440,+0.18
57,58,58,Frank Lickliter II,107,11.94,165,1382,+0.08
58,59,59,Robert Allenby,108,11.96,142,1187,+0.06
59,60,60,Scott Sterling,89,11.97,122,1019,+0.10
60,61,61,Steve Elkington,84,12.04,122,1013,-0.02
61,62,62,Nick O'Hern,82,12.07,119,986,+0.16
62,T63,T63,Nicholas Thompson,113,12.11,161,1330,+0.19
63,T63,T63,Y.E. Yang,89,12.11,133,1098,+0.18
64,T65,T65,John Huston,56,12.15,82,675,+0.21
65,T65,T65,John Riegger,73,12.15,108,889,+0.15
66,67,67,David Lutterus,59,12.16,84,691,+0.25
67,68,68,Shane Bertsch,96,12.18,152,1248,+0.20
68,69,69,Jin Park,85,12.19,117,960,+0.12
69,70,70,Troy Matteson,94,12.23,149,1218,+0.12
70,71,71,Tim Petrovic,97,12.32,138,1120,+0.16
71,T72,T72,Cameron Beckman,87,12.35,126,1020,+0.21
72,T72,T72,Brian Gay,102,12.35,148,1198,+0.18
73,74,74,Ian Poulter,51,12.38,62,501,+0.11
74,75,75,Boo Weekley,86,12.39,110,888,+0.23
75,76,76,Scott McCarron,63,12.4,93,750,+0.14
76,77,77,John Senden,93,12.44,140,1125,+0.25
77,78,78,Justin Bolli,87,12.45,126,1012,+0.17
78,79,79,Chad Campbell,94,12.47,146,1171,+0.15
79,80,80,Brandt Jobe,52,12.52,81,647,+0.05
80,81,81,Tom Pernice Jr.,104,12.56,170,1353,+0.20
81,T82,T82,Ken Duke,116,12.6,183,1452,+0.06
82,T82,T82,Pat Perez,93,12.6,138,1095,+0.12
83,84,84,Kenneth Ferrie,72,12.61,104,825,+0.20
84,T85,T85,Freddie Jacobson,78,12.67,112,884,+0.10
85,T85,T85,Ryan Moore,72,12.67,110,868,+0.10
86,87,87,Hunter Mahan,87,12.75,127,996,+0.08
87,T88,T88,Mark Calcavecchia,67,12.77,96,752,+0.04
88,T88,T88,Trevor Immelman,70,12.77,95,744,+0.26
89,90,90,Tommy Armour III,77,12.79,116,907,+0.14
90,91,91,Charley Hoffman,94,12.86,153,1190,+0.12
91,92,92,Kevin Stadler,90,12.89,129,1001,+0.09
92,93,93,Gavin Coles,54,12.95,79,610,+0.06
93,T94,T94,Harrison Frazar,73,13.0,110,846,-0.05
94,T94,T94,Stephen Leaney,53,13.0,81,623,+0.28
95,96,96,Fred Couples,60,13.07,91,696,+0.04
96,97,97,Tim Herron,97,13.09,156,1192,+0.13
97,98,98,Geoff Ogilvy,65,13.11,88,671,+0.18
98,99,99,Tom Scherrer,56,13.12,79,602,+0.11
99,T100,T100,Kevin Streelman,114,13.14,176,1339,+0.05
100,T100,T100,Tim Wilkinson,95,13.14,146,1111,+0.14
101,102,102,Jesper Parnevik,88,13.19,134,1016,+0.08
102,103,103,Chris DiMarco,87,13.23,139,1051,+0.10
103,104,104,Nick Flanagan,89,13.35,147,1101,+0.16
104,T105,T105,Brett Quigley,80,13.37,134,1002,+0.09
105,T105,T105,Bo Van Pelt,101,13.37,173,1294,+0.12
106,107,107,Tommy Gainey,60,13.38,84,628,+0.27
107,108,108,Ernie Els,51,13.39,66,493,+0.18
108,T109,T109,Mathew Goggin,91,13.43,152,1132,+0.09
109,T109,T109,Sean O'Hair,81,13.43,126,938,+0.07
110,T109,T109,Rod Pampling,83,13.43,126,938,+0.13
111,T109,T109,Bob Tway,70,13.43,106,789,+0.08
112,113,113,Will MacKenzie,62,13.46,105,780,+0.22
113,114,114,Michael Letzig,88,13.49,138,1023,+0.08
114,115,115,Tim Clark,90,13.51,137,1014,+0.05
115,116,116,Glen Day,64,13.53,105,776,+0.16
116,117,117,Brett Rumford,72,13.54,111,820,+0.12
117,118,118,Alex Cejka,75,13.56,112,826,+0.18
118,119,119,Kevin Sutherland,98,13.57,165,1216,+0.11
119,120,120,Stewart Cink,87,13.59,117,861,+0.06
120,121,121,Brad Adamonis,87,13.65,142,1040,+0.06
121,122,122,Steve Lowery,74,13.68,126,921,+0.06
122,123,123,Jeff Maggert,86,13.76,150,1090,+0.15
123,124,124,Kyle Thompson,70,13.78,108,784,+0.25
124,125,125,Jerry Kelly,89,13.79,142,1030,+0.16
125,126,126,Ted Purdy,68,13.87,113,815,+0.17
126,127,127,Chad Collins,72,13.89,120,864,+0.25
127,128,128,George McNeill,97,13.9,172,1237,+0.16
128,129,129,Travis Perkins,53,13.92,76,546,+0.08
129,130,130,Billy Andrade,71,13.95,118,846,+0.19
130,131,131,Stuart Appleby,87,13.98,129,923,+0.04
131,132,132,Charles Howell III,101,13.99,167,1194,+0.04
132,133,133,Vaughn Taylor,103,14.05,182,1295,+0.19
133,T134,T134,Stephen Ames,83,14.07,129,917,+0.11
134,T134,T134,Brad Elder,67,14.07,103,732,+0.18
135,T136,T136,Ryuji Imada,80,14.18,133,938,+0.08
136,T136,T136,Doug LaBelle II,65,14.18,100,705,+0.16
137,138,138,Joe Ogilvie,100,14.19,171,1205,+0.05
138,T139,T139,Cody Freeman,66,14.21,106,746,+0.10
139,T139,T139,Peter Lonard,92,14.21,157,1105,+0.10
140,141,141,Vijay Singh,82,14.25,125,877,-0.08
141,142,142,Bill Haas,99,14.29,177,1239,+0.02
142,143,143,Marco Dawson,64,14.38,105,730,+0.11
143,144,144,Anthony Kim,81,14.41,130,902,E
144,145,145,Alejandro Cañizares,52,14.46,82,567,+0.15
145,T146,T146,Matt Kuchar,88,14.48,141,974,+0.05
146,T146,T146,Brenden Pappas,66,14.48,109,753,-0.05
147,148,148,Ryan Palmer,69,14.51,120,827,+0.07
148,149,149,Mathias Grönberg,87,14.55,158,1086,+0.12
149,150,150,Jim McGovern,75,14.57,126,865,+0.11
150,151,151,Matt Jones,95,14.6,166,1137,+0.08
151,152,152,Justin Leonard,101,14.66,150,1023,+0.09
152,153,153,Brandt Snedeker,85,14.73,137,930,+0.18
153,154,154,Tag Ridings,88,14.78,163,1103,+0.13
154,155,155,Steve Marino,119,14.8,212,1432,+0.13
155,T156,T156,Paul Casey,55,14.84,73,492,+0.25
156,T156,T156,Robert Garrigus,90,14.84,173,1166,+0.03
157,158,158,Camilo Villegas,79,14.86,130,875,+0.17
158,159,159,Johnson Wagner,83,14.94,140,937,+0.16
159,160,160,Todd Demsey,80,14.96,146,976,+0.07
160,161,161,Lucas Glover,91,14.97,172,1149,+0.15
161,162,162,Jeff Overton,103,15.05,188,1249,+0.10
162,163,163,Jon Mills,95,15.1,161,1066,+0.19
163,164,164,Richard Johnson,60,15.17,103,679,+0.07
164,165,165,Padraig Harrington,52,15.24,66,433,-0.02
165,166,166,Bubba Watson,97,15.38,169,1099,-0.01
166,167,167,Charles Warren,79,15.46,158,1022,+0.16
167,168,168,J.J. Henry,108,15.53,212,1365,+0.18
168,169,169,Nathan Green,95,15.6,195,1250,+0.15
169,170,170,Dean Wilson,109,15.61,199,1275,+0.10
170,171,171,Sergio Garcia,72,15.63,121,774,+0.03
171,172,172,Eric Axley,113,15.83,209,1320,+0.18
172,173,173,Davis Love III,78,15.85,142,896,+0.08
173,174,174,Dudley Hart,74,15.87,147,926,+0.15
174,175,175,Jason Allred,63,15.88,107,674,+0.21
175,176,176,K.J. Choi,74,15.97,127,795,+0.18
176,177,177,Dustin Johnson,92,16.53,181,1095,+0.04
177,178,178,Retief Goosen,59,16.55,96,580,+0.24
178,179,179,Mark Hensby,71,16.61,146,879,+0.05
179,180,180,Daniel Chopra,84,16.83,158,939,+0.09
180,181,181,Cliff Kresge,84,16.98,171,1007,+0.22
181,182,182,Andres Romero,69,17.04,115,675,+0.15
182,183,183,Ángel Cabrera,55,17.2,92,535,+0.09
183,184,184,James Driscoll,85,17.24,179,1038,+0.09
184,185,185,Steve Flesch,95,17.25,192,1113,+0.04
185,186,186,Richard Johnson,77,17.51,162,925,+0.10
186,187,187,Carl Pettersson,110,17.55,234,1333,+0.06
187,188,188,Steve Stricker,75,17.65,140,793,+0.01
188,189,189,Jimmy Walker,73,17.71,147,830,+0.12
189,190,190,Adam Scott,51,17.88,86,481,-0.02
190,191,191,Kenny Perry,97,17.98,228,1268,+0.11
191,192,192,Carlos Franco,73,18.03,154,854,+0.04
192,193,193,Shigeki Maruyama,50,18.18,104,572,+0.12
193,194,194,Lee Janzen,89,18.89,194,1027,+0.20
194,195,195,Phil Mickelson,80,19.02,155,815,+0.01
195,196,196,J.B. Holmes,86,20.58,192,933,+0.12
196,197,197,David Duval,51,22.43,120,535,+0.09
