,Rough_Tendency_RANK THIS WEEK,Rough_Tendency_RANK LAST WEEK,Rough_Tendency_PLAYER NAME,Rough_Tendency_ROUNDS,Rough_Tendency_%,Rough_Tendency_TOTAL ROUGH,Rough_Tendency_POSSIBLE FWYS,Rough_Tendency_RELATIVE TO PAR
43,44,44,Bob Tway,70,24.59,194,789,0.62
44,45,45,Cameron Beckman,87,24.71,252,1020,1.71
45,T46,T46,Stephen Leaney,53,24.72,154,623,2.4
46,T46,T46,Patrick Sheehan,124,24.72,356,1440,1.12
47,48,48,Corey Pavin,69,24.81,192,774,2.45
48,49,49,Justin Leonard,101,24.93,255,1023,1.1
49,50,50,Rocco Mediate,87,25.05,240,958,1.63
50,51,51,Jerry Kelly,89,25.15,259,1030,1.16
51,T52,T52,Rod Pampling,83,25.27,237,938,1.65
52,T52,T52,Chris Riley,51,25.27,139,550,1.15
53,54,54,Tom Lehman,51,25.43,134,527,1.49
54,55,55,John Rollins,94,25.52,280,1097,1.07
55,56,56,Tim Petrovic,97,25.63,287,1120,1.71
56,57,57,Briny Baird,113,25.72,340,1322,0.82
57,58,58,Tim Wilkinson,95,25.74,286,1111,1.54
58,59,59,Nicholas Thompson,113,25.79,343,1330,1.4
59,60,60,Charlie Wi,97,25.84,315,1219,0.89
60,61,61,Robert Allenby,108,25.86,307,1187,1.14
61,62,62,Y.E. Yang,89,25.87,284,1098,1.87
62,63,63,John Riegger,73,26.1,232,889,1.38
63,64,64,Matt Kuchar,88,26.18,255,974,0.75
64,65,65,Frank Lickliter II,107,26.19,362,1382,1.38
65,T66,T66,Bob Estes,90,26.2,311,1187,0.32
66,T66,T66,Scott Sterling,89,26.2,267,1019,0.94
67,68,68,J.J. Henry,108,26.23,358,1365,1.37
68,69,69,Glen Day,64,26.29,204,776,1.57
69,T70,T70,Mark Calcavecchia,67,26.33,198,752,0.4
70,T70,T70,Peter Lonard,92,26.33,291,1105,0.69
71,T70,T70,Jeff Maggert,86,26.33,287,1090,1.92
72,73,73,John Merrick,98,26.39,280,1061,1.25
73,74,74,David Toms,70,26.42,205,776,0.59
74,75,75,Chad Campbell,94,26.47,310,1171,1.29
75,76,76,Ryan Palmer,69,26.48,219,827,0.78
76,77,77,Ryan Moore,72,26.5,230,868,1.91
77,78,78,Todd Demsey,80,26.54,259,976,1.16
78,79,79,Justin Bolli,87,26.58,269,1012,1.75
79,80,80,Charles Warren,79,26.71,273,1022,1.14
80,T81,T81,John Huston,56,26.81,181,675,1.27
81,T81,T81,Hunter Mahan,87,26.81,267,996,1.27
82,83,83,Tim Clark,90,26.82,272,1014,0.85
83,84,84,Mathew Goggin,91,26.86,304,1132,0.56
84,85,85,Kevin Stadler,90,26.97,270,1001,0.85
85,86,86,Tom Scherrer,56,27.08,163,602,1.9
86,T87,T87,Alex Cejka,75,27.12,224,826,1.65
87,T87,T87,Pat Perez,93,27.12,297,1095,0.84
88,89,89,Marc Turnesa,87,27.32,286,1047,1.15
89,90,90,D.J. Trahan,94,27.33,293,1072,1.88
90,91,91,Jason Day,81,27.39,287,1048,1.57
91,92,92,Joe Ogilvie,100,27.47,331,1205,0.88
92,93,93,Troy Matteson,94,27.59,336,1218,1.01
93,94,94,Jeff Quinney,87,27.61,278,1007,1.87
94,95,95,Tommy Armour III,77,27.78,252,907,1.31
95,T96,T96,Kevin Sutherland,98,27.88,339,1216,0.97
96,T96,T96,Vaughn Taylor,103,27.88,361,1295,1.44
97,98,98,Mathias Grönberg,87,27.9,303,1086,1.49
98,99,99,Kyle Thompson,70,27.93,219,784,1.83
99,100,100,Michael Letzig,88,27.96,286,1023,1.01
100,101,101,Steve Marino,119,28.0,401,1432,1.27
101,102,102,Stephen Ames,83,28.03,257,917,0.93
102,103,103,Nick Flanagan,89,28.07,309,1101,1.39
103,104,104,Jim McGovern,75,28.09,243,865,1.44
104,105,105,Mike Weir,88,28.11,260,925,0.31
105,106,106,David Lutterus,59,28.36,196,691,2.45
106,107,107,Tom Pernice Jr.,104,28.53,386,1353,1.45
107,108,108,J.P. Hayes,67,28.54,248,869,1.69
108,109,109,Boo Weekley,86,28.6,254,888,1.46
109,110,110,Bob Sowards,61,28.61,204,713,1.81
110,111,111,Brett Quigley,80,28.64,287,1002,0.7
111,112,112,Rory Sabbatini,77,28.65,251,876,1.2
112,113,113,Dudley Hart,74,28.73,266,926,1.54
113,114,114,Freddie Jacobson,78,28.85,255,884,1.29
114,115,115,Marco Dawson,64,28.9,211,730,1.99
115,116,116,Martin Laird,98,28.95,337,1164,1.39
116,117,117,Brad Elder,67,28.96,212,732,1.37
117,118,118,Will MacKenzie,62,28.97,226,780,2.04
118,119,119,Aaron Baddeley,76,28.98,242,835,0.74
119,120,120,Jesper Parnevik,88,29.04,295,1016,1.53
120,121,121,Paul Casey,55,29.07,143,492,2.17
121,122,122,Ted Purdy,68,29.08,237,815,1.6
122,123,123,Cliff Kresge,84,29.1,293,1007,2.01
123,124,124,Tim Herron,97,29.28,349,1192,1.03
124,T125,T125,K.J. Choi,74,29.31,233,795,0.64
125,T125,T125,Lee Janzen,89,29.31,301,1027,1.73
126,127,127,Sean O'Hair,81,29.32,275,938,0.98
127,128,128,Charley Hoffman,94,29.33,349,1190,0.92
128,129,129,Chris DiMarco,87,29.4,309,1051,1.04
129,130,130,Steve Lowery,74,29.42,271,921,1.18
130,131,131,Steve Flesch,95,29.65,330,1113,0.7
131,132,132,Kevin Streelman,114,29.72,398,1339,1.03
132,133,133,Lucas Glover,91,29.85,343,1149,1.46
133,134,134,Carl Pettersson,110,29.93,399,1333,0.85
134,135,135,Johnson Wagner,83,29.99,281,937,1.53
135,136,136,Ken Duke,116,30.03,436,1452,0.99
136,137,137,Camilo Villegas,79,30.17,264,875,0.8
137,138,138,Geoff Ogilvy,65,30.25,203,671,1.28
138,139,139,Nick Watney,96,30.29,352,1162,0.97
139,T140,T140,Alejandro Cañizares,52,30.34,172,567,1.28
140,T140,T140,Richard Johnson,60,30.34,206,679,1.36
141,142,142,Parker McLachlin,88,30.35,329,1084,0.36
142,T143,T143,Billy Andrade,71,30.38,257,846,1.4
143,T143,T143,Harrison Frazar,73,30.38,257,846,0.19
144,145,145,Nathan Green,95,30.48,381,1250,0.84
145,146,146,George McNeill,97,30.56,378,1237,1.3
146,147,147,Dean Wilson,109,30.67,391,1275,1.33
147,148,148,Mark Hensby,71,30.72,270,879,0.89
148,149,149,Bo Van Pelt,101,30.83,399,1294,0.95
149,150,150,Padraig Harrington,52,30.95,134,433,-0.37
150,T151,T151,Ernie Els,51,31.03,153,493,2.22
151,T151,T151,Davis Love III,78,31.03,278,896,0.5
152,153,153,Trevor Immelman,70,31.05,231,744,2.08
153,154,154,Ian Poulter,51,31.14,156,501,1.09
154,155,155,Bill Haas,99,31.15,386,1239,0.39
155,156,156,Steve Allan,58,31.19,204,654,0.49
156,157,157,Retief Goosen,59,31.21,181,580,1.88
157,158,158,Kenny Perry,97,31.23,396,1268,1.04
158,T159,T159,Carlos Franco,73,31.26,267,854,0.75
159,T159,T159,Anthony Kim,81,31.26,282,902,-0.14
160,161,161,Jon Mills,95,31.33,334,1066,1.83
161,162,162,Tommy Gainey,60,31.53,198,628,1.77
162,163,163,Brandt Snedeker,85,31.61,294,930,1.22
163,164,164,Brenden Pappas,66,31.74,239,753,-0.17
164,165,165,Ryuji Imada,80,31.77,298,938,1.01
165,T166,T166,Brad Adamonis,87,31.83,331,1040,1.24
166,T166,T166,Chad Collins,72,31.83,275,864,1.49
167,168,168,Steve Stricker,75,32.03,254,793,0.87
168,169,169,Robert Garrigus,90,32.16,375,1166,0.53
169,170,170,Shigeki Maruyama,50,32.17,184,572,1.47
170,171,171,Tag Ridings,88,32.28,356,1103,1.29
171,172,172,Stuart Appleby,87,32.29,298,923,0.54
172,173,173,Cody Freeman,66,32.31,241,746,1.2
173,174,174,Brett Rumford,72,32.32,265,820,0.79
174,175,175,Sergio Garcia,72,32.43,251,774,0.52
175,176,176,Jason Allred,63,32.49,219,674,1.87
176,T177,T177,Eric Axley,113,32.5,429,1320,1.82
177,T177,T177,Charles Howell III,101,32.5,388,1194,0.39
178,T179,T179,Brandt Jobe,52,32.61,211,647,0.81
179,T179,T179,Vijay Singh,82,32.61,286,877,-0.24
180,181,181,David Duval,51,32.9,176,535,1.25
181,182,182,Matt Jones,95,33.42,380,1137,1.34
182,183,183,Stewart Cink,87,33.68,290,861,0.48
183,184,184,Fred Couples,60,33.91,236,696,0.68
184,185,185,Bubba Watson,97,33.94,373,1099,0.21
185,186,186,Dustin Johnson,92,34.25,375,1095,0.85
186,187,187,Jeff Overton,103,34.35,429,1249,0.93
187,188,188,Richard Johnson,77,34.38,318,925,0.72
188,189,189,James Driscoll,85,34.78,361,1038,1.33
189,190,190,Travis Perkins,53,34.98,191,546,0.89
190,191,191,Phil Mickelson,80,35.34,288,815,0.59
191,192,192,Jimmy Walker,73,36.63,304,830,1.12
192,193,193,Daniel Chopra,84,36.95,347,939,0.49
193,194,194,J.B. Holmes,86,37.19,347,933,0.84
194,195,195,Adam Scott,51,37.42,180,481,0.56
195,196,196,Andres Romero,69,38.07,257,675,1.28
196,197,197,Ángel Cabrera,55,39.07,209,535,1.48
