,Club_Head_Speed_RANK THIS WEEK,Club_Head_Speed_RANK LAST WEEK,Club_Head_Speed_PLAYER NAME,Club_Head_Speed_ROUNDS,Club_Head_Speed_AVG.,Club_Head_Speed_TOTAL CLUB HEAD SPEED,Club_Head_Speed_TOTAL ATTEMPTS,Club_Head_Speed_FASTEST SPEED,Club_Head_Speed_SLOWEST SPEED
81,82,82,Mathias Grönberg,87,113.41,7484.87,66,118.31,106.83
82,83,83,Lee Janzen,89,113.38,7709.54,68,116.17,110.96
83,84,84,Bob Sowards,61,113.34,4873.77,43,116.83,110.64
84,85,85,Stuart Appleby,87,113.28,7023.25,62,116.58,107.21
85,T86,T86,Todd Hamilton,92,113.21,5207.68,46,117.6,108.32
86,T86,T86,Kevin Stadler,90,113.21,6679.47,59,116.94,109.53
87,T88,T88,Brett Rumford,72,113.17,6337.3,56,115.93,101.65
88,T88,T88,Johnson Wagner,83,113.17,7355.78,65,116.91,109.3
89,90,90,Stephen Ames,83,113.05,8252.73,73,118.96,109.31
90,91,91,Kevin Sutherland,98,112.92,9711.51,86,116.36,107.72
91,92,92,Ryan Moore,72,112.9,6322.14,56,116.67,106.35
92,93,93,Brett Quigley,80,112.88,6998.75,62,116.76,107.94
93,94,94,Steve Stricker,75,112.87,6095.01,54,115.26,110.31
94,95,95,Marc Turnesa,87,112.73,7890.77,70,116.17,109.27
95,96,96,John Rollins,94,112.7,8339.84,74,115.89,109.1
96,97,97,Billy Andrade,71,112.6,5629.79,50,114.82,109.11
97,98,98,Chris Stroud,81,112.58,7092.69,63,118.53,107.55
98,99,99,John Riegger,73,112.55,6302.75,56,116.29,108.93
99,100,100,Marco Dawson,64,112.49,5174.48,46,116.78,105.02
100,101,101,Hunter Mahan,87,112.42,8093.94,72,115.4,99.14
101,102,102,Chad Campbell,94,112.41,10229.08,91,117.24,108.2
102,103,103,Steve Marino,119,112.27,9880.13,88,115.37,109.19
103,104,104,Ken Duke,116,112.24,10887.73,97,116.34,104.43
104,105,105,Carl Pettersson,110,112.2,10771.45,96,116.71,107.31
105,106,106,Rich Beem,90,112.19,8190.17,73,114.83,108.62
106,107,107,Brad Elder,67,112.16,5607.89,50,115.86,108.96
107,108,108,Parker McLachlin,88,112.15,7626.44,68,116.88,109.05
108,109,109,Tim Petrovic,97,112.07,8405.23,75,117.33,108.74
109,110,110,Tim Herron,97,112.04,8738.93,78,115.3,108.49
110,111,111,Rod Pampling,83,111.97,6942.03,62,115.0,108.8
111,112,112,Charlie Wi,97,111.9,9847.32,88,117.31,108.37
112,113,113,Jesper Parnevik,88,111.85,8053.36,72,115.96,108.47
113,114,114,Mike Weir,88,111.84,7605.22,68,116.25,107.55
114,115,115,Cody Freeman,66,111.82,5590.85,50,115.02,106.61
115,116,116,Bob Estes,90,111.73,7932.85,71,118.29,107.89
116,117,117,Tom Scherrer,56,111.7,4244.72,38,115.1,106.67
117,118,118,Briny Baird,113,111.46,9474.03,85,115.47,107.13
118,119,119,David Lutterus,59,111.4,5012.93,45,114.04,107.97
119,120,120,Frank Lickliter II,107,111.31,10240.18,92,113.91,108.38
120,121,121,Mark Hensby,71,111.3,6455.11,58,115.1,103.61
121,122,122,Jim Furyk,95,111.28,9347.56,84,115.15,105.74
122,123,123,Steve Flesch,95,111.18,9005.18,81,113.91,105.05
123,124,124,Eric Axley,113,111.13,9668.67,87,114.92,106.64
124,125,125,K.J. Choi,74,111.11,6999.75,63,114.51,107.23
125,126,126,Ryuji Imada,80,110.97,7435.25,67,113.92,107.12
126,127,127,Ben Curtis,80,110.93,7542.98,68,113.93,105.48
127,128,128,Scott Sterling,89,110.87,7317.27,66,114.15,106.07
128,129,129,Ryan Armour,87,110.85,7426.64,67,114.28,106.96
129,130,130,Kyle Thompson,70,110.8,6204.78,56,113.89,105.24
130,131,131,Chad Collins,72,110.76,6756.23,61,113.23,106.78
131,132,132,Tom Lehman,51,110.73,4207.76,38,113.06,108.33
132,133,133,Ian Poulter,51,110.67,4094.65,37,113.7,107.32
133,134,134,Joe Ogilvie,100,110.66,8963.23,81,113.54,106.12
134,135,135,Freddie Jacobson,78,110.53,6963.39,63,113.98,105.1
135,136,136,Alex Cejka,75,110.4,5741.03,52,113.52,106.7
136,137,137,Rocco Mediate,87,110.28,7609.32,69,113.88,105.81
137,138,138,Alejandro Cañizares,52,110.24,4519.9,41,114.35,107.79
138,139,139,Justin Leonard,101,110.18,8593.91,78,113.35,106.73
139,140,140,Kevin Na,97,109.99,8909.46,81,113.82,106.5
140,141,141,Patrick Sheehan,124,109.95,10445.25,95,112.36,106.85
141,142,142,Jay Williamson,96,109.87,7471.32,68,114.31,106.5
142,143,143,Justin Bolli,87,109.8,7576.25,69,113.01,105.19
143,T144,T144,Chris DiMarco,87,109.68,7896.6,72,113.7,104.47
144,T144,T144,Kenneth Ferrie,72,109.68,6032.65,55,112.16,106.06
145,T146,T146,Tommy Armour III,77,109.66,7127.61,65,113.89,103.11
146,T146,T146,Bart Bryant,81,109.66,7785.73,71,113.4,106.69
147,148,148,Dudley Hart,74,109.63,7016.51,64,115.69,105.98
148,149,149,Bob Tway,70,109.44,5362.47,49,113.44,103.4
149,150,150,Chris Riley,51,109.41,3501.18,32,113.11,105.4
150,151,151,Ben Crane,86,109.35,8201.56,75,112.23,106.06
151,152,152,Vaughn Taylor,103,109.33,9511.66,87,113.0,105.44
152,153,153,Richard Johnson,60,109.27,5244.98,48,113.41,105.9
153,154,154,Jeff Gove,50,109.24,4260.55,39,112.92,106.42
154,155,155,Kent Jones,68,109.22,5351.63,49,112.92,105.34
155,156,156,Steve Elkington,84,109.16,6767.92,62,111.88,105.93
156,157,157,Peter Lonard,92,109.11,8728.58,80,113.19,105.31
157,158,158,Dean Wilson,109,108.93,9368.08,86,113.45,105.0
158,159,159,Brandt Snedeker,85,108.91,7732.29,71,111.91,103.3
159,160,160,Cliff Kresge,84,108.9,7623.31,70,112.94,102.09
160,161,161,Mark Wilson,107,108.87,11649.6,107,111.37,105.84
161,162,162,Cameron Beckman,87,108.8,6636.95,61,114.0,105.81
162,163,163,Jeff Maggert,86,108.69,8478.01,78,113.59,105.09
163,164,164,Billy Mayfair,103,108.64,9777.27,90,111.78,104.52
164,165,165,J.P. Hayes,67,108.54,6621.24,61,114.5,105.12
165,166,166,David Toms,70,108.52,5860.18,54,111.14,105.31
166,167,167,Jim McGovern,75,108.3,6497.79,60,111.67,105.02
167,168,168,Tim Clark,90,108.23,7576.15,70,111.77,105.28
168,169,169,Ron Whittaker,54,108.22,4220.77,39,118.4,104.94
169,170,170,Tim Wilkinson,95,108.14,8110.5,75,111.93,104.94
170,171,171,Jeff Quinney,87,107.81,6684.04,62,111.28,102.23
171,172,172,Tom Pernice Jr.,104,107.78,10455.03,97,110.82,102.56
172,173,173,John Mallinger,95,107.73,8403.11,78,110.35,104.13
173,174,174,Doug LaBelle II,65,107.38,4831.91,45,109.7,104.44
174,175,175,Zach Johnson,85,107.26,8151.73,76,110.4,104.32
175,176,176,Robert Gamez,79,107.24,6863.08,64,110.22,103.47
176,177,177,Jerry Kelly,89,107.12,8141.16,76,111.16,103.54
177,178,178,Stephen Leaney,53,107.1,4283.88,40,110.36,99.85
178,179,179,Brian Davis,108,107.07,10707.22,100,113.26,103.16
179,180,180,Chez Reavie,102,107.05,9955.62,93,110.01,103.07
180,181,181,Omar Uresti,74,107.0,5885.2,55,109.76,104.18
181,182,182,Paul Claxton,63,106.98,4920.86,46,111.37,103.46
182,183,183,Matt Kuchar,88,106.95,6844.83,64,109.81,102.71
183,184,184,Heath Slocum,104,106.86,9617.63,90,110.93,103.38
184,185,185,Jin Park,85,106.79,6941.25,65,110.54,103.37
185,186,186,Scott Verplank,82,106.63,7677.43,72,110.22,102.36
186,187,187,Shane Bertsch,96,106.0,9433.79,89,108.74,102.41
187,188,188,Shigeki Maruyama,50,105.81,4549.72,43,109.59,103.5
188,189,189,Olin Browne,77,105.76,6979.95,66,107.97,103.01
189,190,190,Nick O'Hern,82,105.63,6548.95,62,109.24,100.15
190,191,191,Paul Goydos,78,105.12,6832.92,65,108.02,100.73
191,192,192,Glen Day,64,104.9,5035.07,48,108.35,101.91
192,193,193,Greg Kraft,63,104.69,4711.12,45,106.77,101.5
193,194,194,Brian Gay,102,104.55,9095.52,87,108.29,101.61
194,195,195,Craig Kanada,65,104.21,5106.53,49,107.14,101.68
195,196,196,Gavin Coles,54,103.51,3829.9,37,106.2,100.08
196,197,197,Corey Pavin,69,101.82,5090.97,50,105.24,99.39
