,Driving_Distance_RANK THIS WEEK,Driving_Distance_RANK LAST WEEK,Driving_Distance_PLAYER NAME,Driving_Distance_ROUNDS,Driving_Distance_AVG.,Driving_Distance_TOTAL DISTANCE,Driving_Distance_TOTAL DRIVES
40,T40,T40,George McNeill,97,295.0,57227,194
41,42,42,Brenden Pappas,66,294.9,35392,120
42,43,43,Sergio Garcia,72,294.6,41247,140
43,T44,T44,Daniel Chopra,84,294.2,48837,166
44,T44,T44,Ryan Palmer,69,294.2,37069,126
45,T44,T44,Pat Perez,93,294.2,54139,184
46,47,47,Matt Jones,95,293.9,53485,182
47,48,48,Charles Howell III,101,293.6,58142,198
48,49,49,Steve Marino,119,293.5,67508,230
49,50,50,Camilo Villegas,79,293.3,45747,156
50,51,51,Jon Mills,95,293.2,51025,174
51,52,52,Tim Herron,97,293.0,54490,186
52,53,53,Todd Demsey,80,292.9,45686,156
53,T54,T54,Ted Purdy,68,292.8,36307,124
54,T54,T54,Kevin Streelman,114,292.8,63254,216
55,56,56,Ryan Moore,72,292.7,42154,144
56,57,57,Geoff Ogilvy,65,292.1,37386,128
57,T58,T58,Rory Sabbatini,77,292.0,44379,152
58,T58,T58,Bo Van Pelt,101,292.0,56649,194
59,60,60,Nick Flanagan,89,291.8,49605,170
60,T61,T61,Robert Allenby,108,291.7,62418,214
61,T61,T61,J.J. Henry,108,291.7,63014,216
62,T61,T61,Boo Weekley,86,291.7,48425,166
63,64,64,Ernie Els,51,291.6,29159,100
64,65,65,John Huston,56,291.5,30313,104
65,T66,T66,Trevor Immelman,70,291.3,39620,136
66,T66,T66,D.J. Trahan,94,291.3,54771,188
67,68,68,Kevin Stadler,90,291.2,47756,164
68,T69,T69,Michael Letzig,88,291.1,48897,168
69,T69,T69,Sean O'Hair,81,291.1,47156,162
70,71,71,Kevin Sutherland,98,291.0,57031,196
71,72,72,Stuart Appleby,87,290.9,48872,168
72,73,73,Aaron Baddeley,76,290.3,42381,146
73,74,74,John Riegger,73,290.1,38876,134
74,T75,T75,Brad Adamonis,87,289.9,48129,166
75,T75,T75,Chad Campbell,94,289.9,54498,188
76,T75,T75,Hunter Mahan,87,289.9,49287,170
77,78,78,Brad Elder,67,289.8,35357,122
78,79,79,Mark Hensby,71,289.4,41094,142
79,80,80,John Rollins,94,288.9,54320,188
80,81,81,John Senden,93,288.8,53140,184
81,T82,T82,Rod Pampling,83,288.0,46074,160
82,T82,T82,Vaughn Taylor,103,288.0,59330,206
83,T84,T84,David Lutterus,59,287.9,30519,106
84,T84,T84,Bob Sowards,61,287.9,31671,110
85,T86,T86,Ben Crane,86,287.8,49494,172
86,T86,T86,Cody Freeman,66,287.8,35689,124
87,T88,T88,Tommy Armour III,77,287.7,42001,146
88,T88,T88,Eric Axley,113,287.7,62708,218
89,T88,T88,Rich Beem,90,287.7,51779,180
90,T88,T88,Joe Ogilvie,100,287.7,55230,192
91,T88,T88,Tom Scherrer,56,287.7,28768,100
92,93,93,Jesper Parnevik,88,287.6,48316,168
93,94,94,Brett Quigley,80,287.5,44855,156
94,T95,T95,Chris Stroud,81,287.4,43104,150
95,T95,T95,Charlie Wi,97,287.4,55760,194
96,T97,T97,Alejandro Cañizares,52,287.1,25269,88
97,T97,T97,Retief Goosen,59,287.1,33302,116
98,99,99,Steve Lowery,74,287.0,42472,148
99,100,100,Y.E. Yang,89,286.9,49929,174
100,101,101,Michael Allen,91,286.8,52206,182
101,102,102,Joe Durant,92,286.5,48126,168
102,T103,T103,Ryan Armour,87,286.4,47543,166
103,T103,T103,Jeff Gove,50,286.4,26349,92
104,105,105,Parker McLachlin,88,286.2,48081,168
105,T106,T106,K.J. Choi,74,286.1,40056,140
106,T106,T106,Marco Dawson,64,286.1,32042,112
107,T108,T108,Will MacKenzie,62,286.0,35466,124
108,T108,T108,Carl Pettersson,110,286.0,62924,220
109,110,110,Jeff Maggert,86,285.9,49181,172
110,111,111,Kyle Thompson,70,285.7,36566,128
111,112,112,Carlos Franco,73,285.6,38271,134
112,113,113,David Duval,51,285.5,29119,102
113,T114,T114,Woody Austin,109,285.3,59906,210
114,T114,T114,Jonathan Byrd,88,285.3,48504,170
115,116,116,Briny Baird,113,285.2,59896,210
116,117,117,Marc Turnesa,87,285.1,47334,166
117,118,118,Ken Duke,116,284.9,66095,232
118,T119,T119,Kenneth Ferrie,72,284.8,36456,128
119,T119,T119,Mike Weir,88,284.8,49555,174
120,121,121,Ben Curtis,80,284.7,43267,152
121,122,122,Mark Wilson,107,284.6,60894,214
122,123,123,Jay Williamson,96,284.4,50056,176
123,124,124,J.P. Hayes,67,284.2,38078,134
124,T125,T125,Justin Bolli,87,284.1,45453,160
125,T125,T125,Frank Lickliter II,107,284.1,60808,214
126,T125,T125,Patrick Sheehan,124,284.1,65908,232
127,T125,T125,Scott Sterling,89,284.1,47166,166
128,T129,T129,Todd Hamilton,92,284.0,52253,184
129,T129,T129,Billy Mayfair,103,284.0,58499,206
130,T129,T129,Tim Petrovic,97,284.0,50544,178
131,132,132,Lee Janzen,89,283.9,47129,166
132,133,133,Stephen Ames,83,283.8,46543,164
133,134,134,Nathan Green,95,283.7,53898,190
134,T135,T135,Ian Poulter,51,283.6,27793,98
135,T135,T135,Steve Stricker,75,283.6,40842,144
136,137,137,Billy Andrade,71,283.3,37968,134
137,138,138,Johnson Wagner,83,283.2,45305,160
138,T139,T139,Mark Calcavecchia,67,283.1,37363,132
139,T139,T139,Scott McCarron,63,283.1,35669,126
140,141,141,Kent Jones,68,282.9,35078,124
141,T142,T142,Alex Cejka,75,282.7,39016,138
142,T142,T142,Freddie Jacobson,78,282.7,44102,156
143,T142,T142,Brett Rumford,72,282.7,38453,136
144,145,145,Bob Estes,90,282.6,49737,176
145,T146,T146,Richard Johnson,60,282.2,30476,108
146,T146,T146,David Toms,70,282.2,38383,136
147,T148,T148,Steve Elkington,84,282.0,47370,168
148,T148,T148,Tom Lehman,51,282.0,27635,98
149,T150,T150,Cameron Beckman,87,281.9,44533,158
150,T150,T150,Steve Flesch,95,281.9,53568,190
151,152,152,Chez Reavie,102,281.8,55242,196
152,T153,T153,Robert Gamez,79,281.6,43372,154
153,T153,T153,Doug LaBelle II,65,281.6,32671,116
154,T153,T153,Peter Lonard,92,281.6,49570,176
155,156,156,Justin Leonard,101,281.4,53467,190
156,157,157,Tim Clark,90,281.1,50035,178
157,T158,T158,Cliff Kresge,84,280.9,44943,160
158,T158,T158,Kevin Na,97,280.9,54486,194
159,160,160,Brandt Snedeker,85,280.8,47169,168
160,161,161,Tom Pernice Jr.,104,280.6,58361,208
161,162,162,Jim Furyk,95,280.4,52721,188
162,163,163,Jim McGovern,75,280.0,38636,138
163,164,164,Heath Slocum,104,279.9,58218,208
164,165,165,Tim Wilkinson,95,279.8,48688,174
165,166,166,Bart Bryant,81,279.5,45280,162
166,167,167,Bob Tway,70,279.2,35736,128
167,168,168,Chris Riley,51,279.1,24000,86
168,169,169,John Mallinger,95,279.0,53001,190
169,T170,T170,Ryuji Imada,80,278.6,44576,160
170,T170,T170,Rocco Mediate,87,278.6,48475,174
171,T170,T170,Scott Verplank,82,278.6,45140,162
172,173,173,Brian Davis,108,277.7,59983,216
173,174,174,Chad Collins,72,277.5,36632,132
174,175,175,Chris DiMarco,87,277.4,48275,174
175,176,176,Jerry Kelly,89,277.0,46541,168
176,177,177,Ron Whittaker,54,276.7,26560,96
177,178,178,Dean Wilson,109,276.2,58002,210
178,179,179,Dudley Hart,74,275.5,38569,140
179,180,180,Paul Claxton,63,275.4,31394,114
180,181,181,Zach Johnson,85,275.1,46216,168
181,182,182,Matt Kuchar,88,275.0,45108,164
182,T183,T183,Glen Day,64,274.9,31894,116
183,T183,T183,Nick O'Hern,82,274.9,43990,160
184,T183,T183,Omar Uresti,74,274.9,38479,140
185,186,186,Jin Park,85,274.4,42256,154
186,187,187,Shane Bertsch,96,274.3,52667,192
187,188,188,Shigeki Maruyama,50,274.0,24660,90
188,189,189,Greg Kraft,63,273.6,30095,110
189,190,190,Paul Goydos,78,273.2,42624,156
190,191,191,Stephen Leaney,53,272.7,26721,98
191,192,192,Craig Kanada,65,272.6,32163,118
192,193,193,Jeff Quinney,87,272.5,47422,174
193,194,194,Olin Browne,77,272.1,40816,150
194,195,195,Gavin Coles,54,271.5,24976,92
195,196,196,Brian Gay,102,270.5,50850,188
196,197,197,Corey Pavin,69,261.4,33979,130
