,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
106,T104,T104,Nathan Green,95,381,Legends Reno-Tahoe Open,1,9,660
107,T104,T104,Nathan Green,95,381,Valero Texas Open,4,11,625
108,T104,T104,Zach Johnson,85,381,Mercedes-Benz Championship,4,12,656
109,T104,T19,Sean O'Hair,81,381,Northern Trust Open,1,3,500
110,T104,T32,Bubba Watson,97,381,THE TOUR Championship presented by Coca-Cola,2,9,688
111,T104,T104,Paul Waring,4,381,The Open Championship,3,2,541
112,T113,T113,Steve Flesch,95,380,Mercedes-Benz Championship,4,18,656
113,T113,T26,Daniel Chopra,84,380,Mercedes-Benz Championship,4,1,656
114,T113,T19,Steve Allan,58,380,Valero Texas Open,4,1,625
115,T113,T11,Robert Garrigus,90,380,Legends Reno-Tahoe Open,4,17,660
116,T113,T113,Paul Casey,55,380,The Open Championship,3,2,541
117,T113,T113,Travis Perkins,53,380,Valero Texas Open,2,11,625
118,T119,T119,Bob Estes,90,379,Legends Reno-Tahoe Open,1,10,660
119,T119,T119,Robert Gamez,79,379,Valero Texas Open,4,11,625
120,T119,T119,Vijay Singh,82,379,Northern Trust Open,1,3,500
121,T119,T71,Chad Campbell,94,379,Valero Texas Open,4,1,625
122,T119,T119,Cameron Beckman,87,379,Valero Texas Open,2,11,625
123,T119,T119,Carlos Franco,73,379,Legends Reno-Tahoe Open,2,9,660
124,T119,T119,Brett Wetterich,36,379,Bob Hope Chrysler Classic,4,2,741
125,T119,T11,Robert Garrigus,90,379,Legends Reno-Tahoe Open,4,9,660
126,T119,T50,Boo Weekley,86,379,Mercedes-Benz Championship,4,18,656
127,T119,T19,Nick Watney,96,379,Valero Texas Open,1,1,625
128,T129,T129,Tommy Armour III,77,378,Valero Texas Open,1,1,625
129,T129,T129,Tom Scherrer,56,378,Legends Reno-Tahoe Open,3,17,660
130,T129,T129,Brad Elder,67,378,Valero Texas Open,2,14,625
131,T129,T80,Jason Allred,63,378,Legends Reno-Tahoe Open,2,17,660
132,T129,T80,Jason Allred,63,378,Valero Texas Open,3,11,625
133,T129,T129,Rich Beem,90,378,Valero Texas Open,2,11,625
134,T135,T135,Lee Janzen,89,377,Legends Reno-Tahoe Open,2,9,660
135,T135,T71,Stephen Ames,83,377,Mercedes-Benz Championship,1,12,656
136,T135,T113,Steve Flesch,95,377,Mercedes-Benz Championship,3,12,656
137,T135,T135,Jim Furyk,95,377,Mercedes-Benz Championship,4,18,656
138,T135,T135,Robert Allenby,108,377,PGA Championship,3,2,743
139,T135,T37,Ángel Cabrera,55,377,Mercedes-Benz Championship,4,12,656
140,T135,T24,Eric Axley,113,377,Legends Reno-Tahoe Open,3,10,660
141,T135,T13,Tag Ridings,88,377,Legends Reno-Tahoe Open,4,9,660
142,T135,T19,Sean O'Hair,81,377,Valero Texas Open,4,1,625
143,T135,T13,Kevin Stadler,90,377,Legends Reno-Tahoe Open,3,9,660
144,T135,T26,Jhonattan Vegas,4,377,Valero Texas Open,3,11,625
145,T135,T19,Nick Watney,96,377,Mercedes-Benz Championship,2,1,656
146,T135,T135,Anthony Kim,81,377,THE TOUR Championship presented by Coca-Cola,2,5,688
147,T135,T37,Tommy Gainey,60,377,Legends Reno-Tahoe Open,2,17,660
148,T149,T96,Phil Mickelson,80,376,Crowne Plaza Invitational at Colonial,1,7,21
149,T149,T149,John Riegger,73,376,Valero Texas Open,4,1,625
150,T149,T104,Steve Stricker,75,376,Mercedes-Benz Championship,2,17,656
151,T149,T80,Brian Bateman,48,376,Mercedes-Benz Championship,4,12,656
152,T149,T113,Steve Flesch,95,376,Mercedes-Benz Championship,1,12,656
153,T149,T149,Henrik Stenson,36,376,Mercedes-Benz Championship,3,18,656
154,T149,T34,Harrison Frazar,73,376,Legends Reno-Tahoe Open,2,17,660
155,T149,T50,John Rollins,94,376,Ginn sur Mer Classic,3,9,751
156,T149,T13,Tag Ridings,88,376,Legends Reno-Tahoe Open,2,9,660
157,T149,T13,Tag Ridings,88,376,Valero Texas Open,4,1,625
158,T149,T149,Andrew Buckle,46,376,Legends Reno-Tahoe Open,3,9,660
159,T149,T149,Chez Reavie,102,376,Valero Texas Open,4,11,625
160,T149,T13,Kevin Stadler,90,376,Legends Reno-Tahoe Open,3,10,660
161,T149,T19,Nick Watney,96,376,Buick Open,2,6,35
162,T149,7,Dustin Johnson,92,376,John Deere Classic,2,10,669
163,T164,T129,Tommy Armour III,77,375,Shell Houston Open,2,13,729
164,T164,T164,John Huston,56,375,AT&T Classic,1,7,638
165,T164,T13,Davis Love III,78,375,Northern Trust Open,1,3,500
166,T164,T119,Vijay Singh,82,375,Mercedes-Benz Championship,1,7,656
167,T164,T164,Omar Uresti,74,375,Legends Reno-Tahoe Open,2,10,660
168,T164,T164,Jason Gore,94,375,Legends Reno-Tahoe Open,3,9,660
169,T164,T71,Vaughn Taylor,103,375,Valero Texas Open,3,11,625
170,T164,10,Charles Warren,79,375,Legends Reno-Tahoe Open,3,17,660
171,T164,T80,Jason Allred,63,375,Legends Reno-Tahoe Open,2,9,660
172,T164,T11,Robert Garrigus,90,375,Valero Texas Open,1,14,625
173,T164,T164,Carl Pettersson,110,375,Sony Open in Hawaii,2,1,6
174,T164,T19,Nick Watney,96,375,Mercedes-Benz Championship,3,18,656
175,T164,T164,John Merrick,98,375,Legends Reno-Tahoe Open,3,9,660
176,T164,T37,Tommy Gainey,60,375,EDS Byron Nelson Championship,2,4,19
177,T178,T13,Davis Love III,78,374,Valero Texas Open,1,1,625
178,T178,T80,Kenny Perry,97,374,John Deere Classic,4,4,669
179,T178,T119,Vijay Singh,82,374,Mercedes-Benz Championship,1,17,656
180,T178,T119,Vijay Singh,82,374,Mercedes-Benz Championship,3,18,656
181,T178,T178,Mike Weir,88,374,Mercedes-Benz Championship,4,12,656
182,T178,T71,Chad Campbell,94,374,Mercedes-Benz Championship,1,12,656
183,T178,T37,Charles Howell III,101,374,Mercedes-Benz Championship,2,12,656
184,T178,T178,Kyle Thompson,70,374,Valero Texas Open,4,1,625
185,T178,T178,Ryan Palmer,69,374,Legends Reno-Tahoe Open,1,9,660
186,T178,T43,Justin Bolli,87,374,Ginn sur Mer Classic,3,9,751
187,T178,T149,Andrew Buckle,46,374,Legends Reno-Tahoe Open,2,9,660
188,T178,T149,Andrew Buckle,46,374,Legends Reno-Tahoe Open,3,17,660
189,T178,T178,Andres Romero,69,374,PGA Championship,3,2,743
190,T178,T178,Lucas Glover,91,374,The Open Championship,3,2,541
191,T178,T50,Boo Weekley,86,374,Mercedes-Benz Championship,3,7,656
192,T178,T19,Nick Watney,96,374,Mercedes-Benz Championship,4,17,656
193,T178,T19,Nick Watney,96,374,Valero Texas Open,4,11,625
194,T178,T43,J.B. Holmes,86,374,Travelers Championship,2,7,503
195,T178,6,Jason Day,81,374,Crowne Plaza Invitational at Colonial,2,7,21
196,T197,T197,Olin Browne,77,373,Valero Texas Open,2,1,625
197,T197,T135,Lee Janzen,89,373,the Memorial Tournament presented by Morgan Stanley,2,13,23
198,T197,T149,John Riegger,73,373,Valero Texas Open,4,11,625
199,T197,T197,Scott Sterling,89,373,Valero Texas Open,4,1,625
