,Apex_Height_RANK THIS WEEK,Apex_Height_RANK LAST WEEK,Apex_Height_PLAYER NAME,Apex_Height_ROUNDS,Apex_Height_AVG.,Apex_Height_TOTAL APEX HEIGHT,Apex_Height_TOTAL ATTEMPTS,Apex_Height_HIGHEST APEX POINT,Apex_Height_LOWEST APEX POINT
32,33,33,Rocco Mediate,87,"100' 10""","6556' 7""",65,"133' 6""","67' 4"""
33,T34,T34,Robert Allenby,108,"100' 6""","7638' 9""",76,"124' 6""","61' 5"""
34,T34,T34,Martin Laird,98,"100' 6""","7338' 9""",73,"139' 1""","77' 7"""
35,36,36,Steve Marino,119,"100' 4""","8630' 3""",86,"138' 4""","70' 5"""
36,37,37,Bo Van Pelt,101,"99' 5""",7556',76,"122' 5""","72' 6"""
37,38,38,Lucas Glover,91,"99' 4""","7646' 0""",77,"134' 8""","53' 11"""
38,39,39,George McNeill,97,"98' 11""","8404' 8""",85,"134' 6""","52' 1"""
39,40,40,Jason Day,81,"98' 8""","7005' 7""",71,"133' 7""","61' 2"""
40,41,41,Richard Johnson,77,"98' 7""","5814' 1""",59,"126' 8""","19' 5"""
41,T42,T42,Bill Haas,99,"98' 3""","8446' 2""",86,"136' 2""","58' 1"""
42,T42,T42,Kenny Perry,97,"98' 3""","8157' 2""",83,"119' 0""","69' 7"""
43,44,44,Woody Austin,109,"98' 2""","8538' 7""",87,"125' 11""","68' 7"""
44,45,45,Tommy Gainey,60,"98' 0""","3823' 7""",39,"132' 5""","72' 8"""
45,T46,T46,Jonathan Byrd,88,"97' 8""","7519' 1""",77,"126' 10""","54' 6"""
46,T46,T46,Frank Lickliter II,107,"97' 8""","8689' 0""",89,"124' 2""","73' 4"""
47,T46,T46,Steve Stricker,75,"97' 8""",5174',53,"126' 4""","75' 6"""
48,49,49,Brett Quigley,80,"97' 7""",5855',60,"131' 4""","29' 2"""
49,50,50,Brad Elder,67,"97' 4""","4574' 9""",47,"143' 5""","66' 5"""
50,51,51,Billy Mayfair,103,"97' 1""","8541' 2""",88,"121' 8""","74' 0"""
51,52,52,Carl Pettersson,110,"97' 0""","8824' 4""",91,"130' 0""","67' 5"""
52,53,53,John Senden,93,"96' 11""","6687' 5""",69,"161' 1""","66' 1"""
53,54,54,Ted Purdy,68,"96' 9""","4159' 3""",43,"129' 2""","63' 6"""
54,55,55,Joe Ogilvie,100,"96' 6""","7723' 0""",80,"139' 8""","59' 10"""
55,T56,T56,Tim Herron,97,"96' 5""","7228' 6""",75,"124' 7""","64' 5"""
56,T56,T56,Kent Jones,68,"96' 5""","4722' 5""",49,"127' 6""","61' 8"""
57,58,58,Brandt Snedeker,85,"96' 1""","6627' 9""",69,"129' 7""","65' 1"""
58,T59,T59,Sergio Garcia,72,"95' 11""",4603',48,"139' 7""","47' 7"""
59,T59,T59,Chez Reavie,102,"95' 11""","8632' 3""",90,"122' 2""","64' 10"""
60,61,61,Hunter Mahan,87,"95' 7""","6597' 6""",69,"123' 2""","74' 8"""
61,62,62,Billy Andrade,71,"95' 5""","4674' 3""",49,"123' 6""","68' 10"""
62,63,63,Jeff Gove,50,"95' 2""","3617' 0""",38,"117' 0""","68' 5"""
63,64,64,Jeff Maggert,86,"94' 9""","7298' 3""",77,"122' 10""","73' 2"""
64,65,65,K.J. Choi,74,"94' 7""",5767',61,"130' 5""","58' 1"""
65,66,66,Johnson Wagner,83,"94' 6""","6048' 7""",64,"140' 11""","64' 4"""
66,T67,T67,Ben Crane,86,"94' 5""","6800' 4""",72,"118' 8""","65' 11"""
67,T67,T67,Stephen Leaney,53,"94' 5""","3682' 7""",39,"116' 11""","61' 10"""
68,69,69,Matt Jones,95,"94' 4""",6600',70,"127' 5""","55' 0"""
69,70,70,Tommy Armour III,77,"94' 3""","5370' 3""",57,"115' 2""","70' 2"""
70,71,71,Nick Flanagan,89,"94' 2""","6782' 0""",72,"128' 2""","60' 1"""
71,72,72,Mathias Grönberg,87,"94' 1""","5834' 0""",62,"119' 6""","64' 8"""
72,73,73,Daniel Chopra,84,"93' 8""","5899' 3""",63,"136' 8""","54' 10"""
73,74,74,Ryan Armour,87,"93' 7""",6084',65,"121' 6""","64' 4"""
74,75,75,Jesper Parnevik,88,"93' 3""","6619' 9""",71,"152' 10""","68' 8"""
75,76,76,Brian Davis,108,"93' 2""","8947' 5""",96,"126' 8""","61' 4"""
76,77,77,Adam Scott,51,"93' 1""","3164' 1""",34,"123' 2""","64' 4"""
77,78,78,Kyle Thompson,70,"93' 0""",5114',55,"129' 1""","45' 10"""
78,79,79,Rich Beem,90,"92' 10""","6681' 2""",72,"133' 11""","60' 11"""
79,80,80,Cliff Kresge,84,"92' 9""","6305' 6""",68,"121' 2""","68' 6"""
80,81,81,Sean O'Hair,81,"92' 8""","5650' 9""",61,"123' 7""","48' 11"""
81,82,82,Ernie Els,51,"92' 6""","3515' 2""",38,"115' 7""","74' 5"""
82,T83,T83,Steve Allan,58,"92' 4""","3785' 7""",41,"145' 10""","28' 1"""
83,T83,T83,Tom Pernice Jr.,104,"92' 4""","8862' 3""",96,"124' 11""","55' 11"""
84,T83,T83,Bubba Watson,97,"92' 4""",5723',62,"156' 1""","34' 2"""
85,86,86,Heath Slocum,104,"91' 10""","8081' 9""",88,"116' 0""","7' 11"""
86,87,87,Tag Ridings,88,"91' 9""","6145' 9""",67,"129' 7""","54' 7"""
87,88,88,Tim Clark,90,"91' 6""","6039' 7""",66,"128' 7""","61' 8"""
88,89,89,David Lutterus,59,"91' 4""","3925' 9""",43,"125' 10""","52' 10"""
89,90,90,Retief Goosen,59,"91' 3""","3376' 1""",37,"122' 10""","52' 5"""
90,91,91,Todd Hamilton,92,"91' 1""","4007' 3""",44,"128' 8""","54' 5"""
91,92,92,Mathew Goggin,91,"90' 10""","5997' 3""",66,"118' 7""","59' 8"""
92,93,93,Vaughn Taylor,103,"90' 7""","7696' 7""",85,"121' 2""","69' 8"""
93,94,94,Nick Watney,96,"90' 5""","6509' 4""",72,"123' 1""","56' 7"""
94,T95,T95,Chris DiMarco,87,"90' 3""","6498' 9""",72,"120' 4""","55' 6"""
95,T95,T95,Jim Furyk,95,"90' 3""","7400' 7""",82,"113' 1""","67' 1"""
96,T97,T97,John Merrick,98,"90' 2""","6221' 2""",69,"122' 2""","68' 6"""
97,T97,T97,David Toms,70,"90' 2""","4778' 8""",53,"110' 0""","41' 11"""
98,T99,T99,Ben Curtis,80,"89' 10""","5839' 7""",65,"114' 10""","63' 1"""
99,T99,T99,Michael Letzig,88,"89' 10""","6017' 6""",67,"123' 8""","64' 5"""
100,101,101,Dean Wilson,109,"89' 7""","7527' 6""",84,"137' 6""","48' 5"""
101,102,102,Cameron Beckman,87,"89' 5""","5367' 4""",60,"123' 0""","61' 4"""
102,T103,T103,Greg Kraft,63,"89' 4""","3930' 2""",44,"117' 7""","65' 8"""
103,T103,T103,Doug LaBelle II,65,"89' 4""","3661' 7""",41,"126' 11""","64' 5"""
104,105,105,Marc Turnesa,87,"89' 3""","5977' 2""",67,"111' 11""","63' 11"""
105,106,106,Stuart Appleby,87,"89' 2""","5527' 2""",62,"121' 2""","55' 8"""
106,107,107,Dudley Hart,74,"89' 1""","5611' 3""",63,"123' 8""","50' 2"""
107,108,108,Lee Janzen,89,"89' 0""","5961' 7""",67,"114' 5""","57' 2"""
108,109,109,Omar Uresti,74,"88' 3""","4763' 9""",54,"122' 11""","58' 10"""
109,T110,T110,D.J. Trahan,94,"88' 2""","6259' 7""",71,"112' 7""","61' 2"""
110,T110,T110,Jay Williamson,96,"88' 2""",5905',67,"116' 11""","57' 11"""
111,T112,T112,James Driscoll,85,"88' 0""","5634' 2""",64,"125' 7""","40' 7"""
112,T112,T112,Kevin Streelman,114,"88' 0""","7564' 7""",86,"114' 4""","46' 10"""
113,T114,T114,Cody Freeman,66,"87' 11""","4131' 7""",47,"130' 2""","43' 6"""
114,T114,T114,Jeff Overton,103,"87' 11""","6418' 4""",73,"128' 11""","32' 11"""
115,116,116,Camilo Villegas,79,"87' 7""","4994' 2""",57,"123' 6""","29' 8"""
116,117,117,Brandt Jobe,52,"87' 6""","3325' 5""",38,"122' 1""","59' 5"""
117,T118,T118,Steve Lowery,74,"87' 4""","5412' 8""",62,"120' 4""","59' 1"""
118,T118,T118,Ron Whittaker,54,"87' 4""",3229',37,"108' 11""","66' 6"""
119,T120,T120,Mark Hensby,71,"87' 3""",4712',54,"122' 10""","67' 8"""
120,T120,T120,Matt Kuchar,88,"87' 3""","5583' 3""",64,"134' 8""","46' 6"""
121,T122,T122,Brad Adamonis,87,"87' 2""","5926' 3""",68,"132' 1""","56' 5"""
122,T122,T122,Brett Rumford,72,"87' 2""","4796' 0""",55,"139' 0""","59' 4"""
123,124,124,Eric Axley,113,"86' 10""","7292' 0""",84,"115' 11""","51' 2"""
124,125,125,Mark Calcavecchia,67,"86' 9""","3990' 0""",46,"125' 1""","49' 5"""
125,126,126,Chris Stroud,81,"86' 8""","5458' 3""",63,"112' 4""","58' 7"""
126,T127,T127,Ryuji Imada,80,"86' 7""","5456' 7""",63,"128' 8""","55' 10"""
127,T127,T127,Scott McCarron,63,"86' 7""","4330' 2""",50,"109' 0""","69' 4"""
128,T129,T129,Will MacKenzie,62,"86' 3""","4745' 8""",55,"117' 5""","46' 1"""
129,T129,T129,Bob Sowards,61,"86' 3""","3622' 1""",42,"121' 11""","51' 6"""
130,131,131,Briny Baird,113,"86' 1""","7318' 6""",85,"115' 5""","60' 11"""
131,132,132,Phil Mickelson,80,"86' 0""","4300' 3""",50,"128' 1""","47' 4"""
132,T133,T133,Chad Campbell,94,"85' 11""","7560' 4""",88,"125' 4""","58' 5"""
133,T133,T133,Peter Lonard,92,"85' 11""","6613' 0""",77,"108' 7""","49' 7"""
134,135,135,Robert Gamez,79,"85' 7""","5478' 3""",64,"118' 1""","57' 2"""
135,136,136,Jerry Kelly,89,"85' 6""","6242' 9""",73,"113' 10""","57' 6"""
136,137,137,J.P. Hayes,67,"85' 2""","5110' 9""",60,"106' 4""","43' 7"""
137,138,138,Glen Day,64,"84' 7""","3973' 6""",47,"101' 7""","59' 1"""
138,139,139,Zach Johnson,85,"84' 6""","6168' 1""",73,"105' 10""","46' 11"""
139,T140,T140,Paul Claxton,63,"84' 3""","3792' 8""",45,"103' 10""","61' 6"""
140,T140,T140,Patrick Sheehan,124,"84' 3""","7837' 8""",93,"107' 7""","58' 7"""
141,T142,T142,Tom Lehman,51,"84' 1""","3110' 8""",37,"112' 4""","61' 10"""
142,T142,T142,Ryan Moore,72,"84' 1""","4539' 8""",54,"118' 7""","51' 6"""
143,144,144,Brian Gay,102,"84' 0""","7053' 2""",84,"109' 1""","54' 1"""
144,T145,T145,Alejandro Cañizares,52,"83' 11""","3357' 1""",40,"106' 11""","42' 2"""
145,T145,T145,John Riegger,73,"83' 11""","4531' 6""",54,"100' 1""","64' 5"""
146,147,147,Marco Dawson,64,"83' 10""","3687' 0""",44,"106' 1""","58' 6"""
147,148,148,Joe Durant,92,"83' 9""","6200' 7""",74,"121' 1""","43' 2"""
148,149,149,Jon Mills,95,"83' 8""","4519' 0""",54,"114' 5""","49' 7"""
149,T150,T150,Justin Leonard,101,"83' 6""","6429' 7""",77,"116' 2""","45' 1"""
150,T150,T150,Rory Sabbatini,77,"83' 6""",5091',61,"134' 6""","36' 8"""
151,T150,T150,Scott Verplank,82,"83' 6""","5846' 1""",70,"105' 2""","57' 1"""
152,T153,T153,Jin Park,85,"83' 5""",5339',64,"130' 7""","38' 2"""
153,T153,T153,Tom Scherrer,56,"83' 5""","3086' 5""",37,"125' 4""","37' 2"""
154,155,155,John Mallinger,95,"83' 3""","6326' 1""",76,"114' 7""","65' 1"""
155,156,156,Todd Demsey,80,"83' 2""",5239',63,"121' 6""","56' 0"""
156,T157,T157,Kenneth Ferrie,72,"83' 0""","4565' 7""",55,"109' 4""","58' 11"""
157,T157,T157,Freddie Jacobson,78,"83' 0""","5145' 7""",62,"116' 11""","58' 7"""
158,T159,T159,David Duval,51,"82' 11""","2405' 0""",29,"119' 6""","37' 0"""
159,T159,T159,Paul Goydos,78,"82' 11""","5309' 1""",64,"112' 1""","44' 11"""
160,161,161,Carlos Franco,73,"82' 9""","3640' 1""",44,"153' 6""","27' 10"""
161,162,162,Nick O'Hern,82,"82' 7""",4952',60,"127' 10""","39' 7"""
162,163,163,J.J. Henry,108,"82' 6""","7098' 2""",86,"118' 8""","36' 1"""
163,164,164,Tim Wilkinson,95,"82' 2""","6001' 2""",73,"104' 5""","59' 8"""
164,165,165,Nathan Green,95,"81' 8""","5469' 2""",67,"120' 1""","46' 10"""
165,166,166,Boo Weekley,86,"81' 7""","5223' 0""",64,"114' 6""","48' 10"""
166,167,167,Ian Poulter,51,"81' 3""","3006' 1""",37,"106' 1""","65' 8"""
167,168,168,Rod Pampling,83,"81' 0""","4942' 7""",61,"105' 6""","45' 8"""
168,T169,T169,Jim McGovern,75,"80' 6""","4667' 3""",58,"105' 11""","52' 4"""
169,T169,T169,Y.E. Yang,89,"80' 6""","5633' 4""",70,"120' 8""","45' 5"""
170,171,171,Olin Browne,77,"80' 5""","4987' 1""",62,"109' 2""","6' 4"""
171,172,172,Charlie Wi,97,"80' 3""","6663' 0""",83,"116' 4""","48' 6"""
172,173,173,Richard Johnson,60,"80' 2""","3766' 8""",47,"108' 7""","36' 6"""
173,174,174,Stephen Ames,83,"79' 10""","5830' 9""",73,"115' 8""","40' 7"""
174,T175,T175,Aaron Baddeley,76,"79' 7""","4060' 3""",51,"99' 10""","53' 1"""
175,T175,T175,Craig Kanada,65,"79' 7""","3820' 1""",48,"109' 8""","55' 6"""
176,177,177,Charles Howell III,101,"79' 1""","6328' 3""",80,"110' 11""","32' 0"""
177,178,178,Tim Petrovic,97,"78' 9""","5593' 6""",71,"115' 0""","49' 0"""
178,179,179,Shigeki Maruyama,50,"78' 4""","3368' 8""",43,"108' 2""","55' 10"""
179,T180,T180,Trevor Immelman,70,"77' 8""","3806' 6""",49,"103' 8""","40' 6"""
180,T180,T180,Jeff Quinney,87,"77' 8""","4737' 4""",61,"107' 1""","41' 7"""
181,182,182,Parker McLachlin,88,"77' 5""","5184' 4""",67,"116' 6""","41' 2"""
182,183,183,Steve Elkington,84,"77' 0""","4698' 2""",61,"113' 5""","49' 8"""
183,184,184,Steve Flesch,95,"76' 9""",5832',76,"105' 2""","53' 8"""
184,185,185,Gavin Coles,54,"76' 0""","2811' 5""",37,"188' 1""","39' 8"""
185,186,186,Kevin Na,97,"75' 11""","6072' 8""",80,"112' 4""","38' 6"""
186,187,187,Bob Tway,70,"75' 5""",3621',48,"104' 11""","44' 0"""
187,188,188,Scott Sterling,89,"74' 5""","4688' 0""",63,"103' 0""","27' 10"""
188,189,189,Chris Riley,51,"73' 6""","2278' 1""",31,"99' 4""","42' 2"""
189,190,190,Chad Collins,72,"73' 3""","4322' 1""",59,"133' 7""","32' 4"""
190,191,191,Mike Weir,88,"72' 5""","4708' 6""",65,"112' 4""","33' 6"""
191,192,192,Ken Duke,116,"69' 4""","6311' 7""",91,"93' 4""","31' 6"""
192,193,193,Bart Bryant,81,"67' 3""","4439' 7""",66,"94' 0""","40' 4"""
193,194,194,Bob Estes,90,"66' 10""","4745' 2""",71,"97' 5""","37' 4"""
194,195,195,Michael Allen,91,"66' 8""","4600' 2""",69,"93' 11""","16' 0"""
195,196,196,Corey Pavin,69,"66' 5""","3255' 9""",49,"107' 5""","28' 10"""
196,197,197,Shane Bertsch,96,"65' 3""","5610' 4""",86,"96' 11""","36' 8"""
