,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
108,T105,T105,Ben Curtis,80,1.472,100.072,68,1.4869999999999999,1.449
109,T105,T105,Brian Davis,108,1.472,147.175,100,1.506,1.4409999999999998
110,T105,T105,Brad Elder,67,1.472,73.60600000000001,50,1.489,1.449
111,T105,T105,Tommy Gainey,60,1.472,58.879,40,1.5019999999999998,1.4369999999999998
112,T105,T105,Robert Gamez,79,1.472,94.212,64,1.493,1.395
113,T105,T105,Tim Herron,97,1.472,114.834,78,1.495,1.4369999999999998
114,T105,T105,Tom Pernice Jr.,104,1.472,142.797,97,1.4909999999999999,1.431
115,T105,T105,Chez Reavie,102,1.472,136.921,93,1.489,1.445
116,T105,T105,Andres Romero,69,1.472,66.23100000000001,45,1.4809999999999999,1.433
117,T105,T105,Adam Scott,51,1.472,50.04600000000001,34,1.485,1.463
118,T105,T105,Mark Wilson,107,1.472,157.455,107,1.493,1.4369999999999998
119,T120,T120,Tommy Armour III,77,1.4709999999999999,95.639,65,1.4969999999999999,1.4269999999999998
120,T120,T120,Chad Campbell,94,1.4709999999999999,133.85,91,1.4909999999999999,1.4409999999999998
121,T120,T120,Paul Casey,55,1.4709999999999999,45.597,31,1.483,1.4469999999999998
122,T120,T120,Tim Clark,90,1.4709999999999999,102.99799999999999,70,1.495,1.4409999999999998
123,T120,T120,Chris DiMarco,87,1.4709999999999999,105.929,72,1.5019999999999998,1.4169999999999998
124,T120,T120,Jim Furyk,95,1.4709999999999999,123.572,84,1.4869999999999999,1.425
125,T120,T120,Jeff Gove,50,1.4709999999999999,57.357,39,1.495,1.4409999999999998
126,T120,T120,Nathan Green,95,1.4709999999999999,105.885,72,1.493,1.411
127,T120,T120,Dustin Johnson,92,1.4709999999999999,100.016,68,1.489,1.429
128,T120,T120,Jerry Kelly,89,1.4709999999999999,111.824,76,1.495,1.423
129,T120,T120,Steve Lowery,74,1.4709999999999999,92.67299999999999,63,1.495,1.4409999999999998
130,T120,T120,John Merrick,98,1.4709999999999999,102.95700000000001,70,1.5,1.4469999999999998
131,T120,T120,Jin Park,85,1.4709999999999999,95.59299999999999,65,1.4969999999999999,1.439
132,T120,T120,Tim Petrovic,97,1.4709999999999999,110.302,75,1.489,1.391
133,T120,T120,Jeff Quinney,87,1.4709999999999999,91.22399999999999,62,1.485,1.395
134,T120,T120,Dean Wilson,109,1.4709999999999999,126.50399999999999,86,1.4969999999999999,1.423
135,T136,T136,Marco Dawson,64,1.47,67.613,46,1.524,1.395
136,T136,T136,Joe Durant,92,1.47,113.21600000000001,77,1.499,1.3659999999999999
137,T136,T136,Frank Lickliter II,107,1.47,135.243,92,1.51,1.429
138,T136,T136,Kevin Na,97,1.47,119.094,81,1.506,1.439
139,T136,T136,Kenny Perry,97,1.47,126.45700000000001,86,1.4869999999999999,1.3969999999999998
140,T141,T141,Aaron Baddeley,76,1.469,82.291,56,1.4909999999999999,1.439
141,T141,T141,Jason Gore,94,1.469,86.66799999999999,59,1.5,1.385
142,T141,T141,Freddie Jacobson,78,1.469,92.54700000000001,63,1.489,1.399
143,T141,T141,Zach Johnson,85,1.469,111.646,76,1.489,1.4409999999999998
144,T141,T141,Richard Johnson,60,1.469,70.528,48,1.485,1.443
145,T141,T141,Sean O'Hair,81,1.469,94.022,64,1.4869999999999999,1.423
146,T141,T141,Jesper Parnevik,88,1.469,105.8,72,1.4869999999999999,1.421
147,T141,T141,Brett Quigley,80,1.469,91.101,62,1.4909999999999999,1.308
148,T141,T141,Johnson Wagner,83,1.469,95.486,65,1.4969999999999999,1.433
149,T150,T150,Nick Flanagan,89,1.4680000000000002,110.083,75,1.4869999999999999,1.389
150,T150,T150,Charley Hoffman,94,1.4680000000000002,127.74700000000001,87,1.4869999999999999,1.4069999999999998
151,T150,T150,Troy Matteson,94,1.4680000000000002,126.24799999999999,86,1.4909999999999999,1.433
152,T150,T150,Rod Pampling,83,1.4680000000000002,91.001,62,1.5,1.429
153,T150,T150,Ted Purdy,68,1.4680000000000002,66.066,45,1.493,1.403
154,T150,T150,Nicholas Thompson,113,1.4680000000000002,129.141,88,1.5,1.3869999999999998
155,T150,T150,Charles Warren,79,1.4680000000000002,96.88,66,1.485,1.439
156,T150,T150,Boo Weekley,86,1.4680000000000002,101.27,69,1.493,1.4269999999999998
157,T158,T158,Woody Austin,109,1.4669999999999999,134.982,92,1.4969999999999999,1.405
158,T158,T158,Jason Day,81,1.4669999999999999,108.589,74,1.5,1.3869999999999998
159,T158,T158,Lucas Glover,91,1.4669999999999999,117.39399999999999,80,1.483,1.421
160,T158,T158,Ryuji Imada,80,1.4669999999999999,98.273,67,1.483,1.3519999999999999
161,T158,T158,Shigeki Maruyama,50,1.4669999999999999,63.081,43,1.4869999999999999,1.423
162,T158,T158,John Riegger,73,1.4669999999999999,82.13,56,1.4909999999999999,1.409
163,T158,T158,Brandt Snedeker,85,1.4669999999999999,104.15100000000001,71,1.485,1.4369999999999998
164,T158,T158,Mike Weir,88,1.4669999999999999,99.762,68,1.4969999999999999,1.435
165,166,166,J.J. Henry,108,1.466,137.779,94,1.489,1.3459999999999999
166,T167,T167,Stephen Ames,83,1.465,106.977,73,1.5019999999999998,1.358
167,T167,T167,Billy Andrade,71,1.465,73.274,50,1.4869999999999999,1.435
168,T167,T167,Chad Collins,72,1.465,89.37299999999999,61,1.495,1.4269999999999998
169,T167,T167,Charles Howell III,101,1.465,121.581,83,1.4869999999999999,1.409
170,T167,T167,Kevin Stadler,90,1.465,86.449,59,1.4909999999999999,1.421
171,T172,T172,Bill Haas,99,1.464,127.34700000000001,87,1.493,1.413
172,T172,T172,Bob Tway,70,1.464,71.717,49,1.495,1.413
173,T172,T172,Charlie Wi,97,1.464,128.871,88,1.504,1.4169999999999998
174,T175,T175,Jonathan Byrd,88,1.463,114.12799999999999,78,1.506,1.401
175,T175,T175,Daniel Chopra,84,1.463,96.538,66,1.4909999999999999,1.413
176,T177,T177,Brandt Jobe,52,1.462,58.478,40,1.483,1.431
177,T177,T177,Marc Turnesa,87,1.462,102.365,70,1.485,1.419
178,179,179,Pat Perez,93,1.4609999999999999,105.186,72,1.485,1.423
179,T180,T180,Paul Claxton,63,1.46,67.16199999999999,46,1.493,1.403
180,T180,T180,Bob Estes,90,1.46,103.652,71,1.5,1.385
181,T180,T180,Will MacKenzie,62,1.46,83.221,57,1.483,1.405
182,T180,T180,Brett Rumford,72,1.46,81.736,56,1.483,1.395
183,T180,T180,Y.E. Yang,89,1.46,106.587,73,1.485,1.4269999999999998
184,185,185,Sergio Garcia,72,1.459,71.51100000000001,49,1.4809999999999999,1.419
185,186,186,Lee Janzen,89,1.4580000000000002,99.124,68,1.483,1.421
186,T187,T187,James Driscoll,85,1.4569999999999999,93.27600000000001,64,1.485,1.399
187,T187,T187,Retief Goosen,59,1.4569999999999999,53.897,37,1.4809999999999999,1.395
188,189,189,Michael Allen,91,1.455,103.279,71,1.5119999999999998,1.399
189,190,190,Bart Bryant,81,1.453,103.184,71,1.4869999999999999,1.393
190,T191,T191,Jason Allred,63,1.452,65.325,45,1.485,1.3969999999999998
191,T191,T191,John Senden,93,1.452,103.101,71,1.483,1.403
192,T193,T193,Mark Calcavecchia,67,1.4509999999999998,68.175,47,1.4809999999999999,1.364
193,T193,T193,Scott McCarron,63,1.4509999999999998,72.564,50,1.4869999999999999,1.409
194,195,195,Kevin Streelman,114,1.4480000000000002,127.413,88,1.508,1.391
195,T196,T196,Carlos Franco,73,1.4469999999999998,66.56,46,1.479,1.393
196,T196,T196,Brian Gay,102,1.4469999999999998,125.87700000000001,87,1.479,1.393
