,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
29,T30,T30,Jeff Maggert,86,2.611,283.749,108.69200000000001,78,3.2260000000000004
30,T30,T30,Heath Slocum,104,2.611,278.98900000000003,106.863,90,2.975
31,T32,T32,Matt Kuchar,88,2.61,279.135,106.95,64,2.967
32,T32,T32,Brenden Pappas,66,2.61,297.085,113.806,43,2.94
33,34,34,Steve Lowery,74,2.609,296.559,113.65100000000001,63,3.017
34,T35,T35,Robert Gamez,79,2.608,279.72,107.236,64,3.011
35,T35,T35,John Mallinger,95,2.608,280.91700000000003,107.73200000000001,78,2.948
36,T37,T37,Tim Herron,97,2.6060000000000003,291.959,112.038,78,3.012
37,T37,T37,Greg Kraft,63,2.6060000000000003,272.80400000000003,104.69200000000001,45,3.07
38,T37,T37,Vaughn Taylor,103,2.6060000000000003,284.913,109.329,87,2.989
39,40,40,J.P. Hayes,67,2.605,282.742,108.545,61,3.033
40,T41,T41,Gavin Coles,54,2.603,269.39,103.51100000000001,37,2.97
41,T41,T41,Corey Pavin,69,2.603,265.009,101.819,50,3.13
42,T43,T43,Tim Clark,90,2.6010000000000004,281.534,108.23100000000001,70,3.136
43,T43,T43,Robert Garrigus,90,2.6010000000000004,315.60400000000004,121.325,64,3.0180000000000002
44,T45,T45,Ben Crane,86,2.5989999999999998,284.247,109.354,75,3.07
45,T45,T45,Ryan Palmer,69,2.5989999999999998,297.059,114.29700000000001,45,2.957
46,T47,T47,Justin Leonard,101,2.5980000000000003,286.249,110.178,78,3.239
47,T47,T47,Jeff Quinney,87,2.5980000000000003,280.04200000000003,107.807,62,2.945
48,T47,T47,Patrick Sheehan,124,2.5980000000000003,285.64799999999997,109.95,95,2.949
49,T47,T47,D.J. Trahan,94,2.5980000000000003,296.882,114.265,72,3.055
50,T51,T51,Billy Mayfair,103,2.597,282.177,108.63600000000001,90,2.969
51,T51,T51,Jay Williamson,96,2.597,285.283,109.87200000000001,68,2.9389999999999996
52,T53,T53,Shigeki Maruyama,50,2.596,274.711,105.807,43,3.123
53,T53,T53,Nicholas Thompson,113,2.596,296.309,114.15899999999999,88,3.2230000000000003
54,T53,T53,Boo Weekley,86,2.596,299.79,115.49799999999999,69,3.3110000000000004
55,56,56,Tom Lehman,51,2.595,287.348,110.73100000000001,38,3.1260000000000003
56,57,57,Olin Browne,77,2.594,274.302,105.757,66,2.907
57,T58,T58,Kenny Perry,97,2.593,295.317,113.87299999999999,86,3.195
58,T58,T58,Scott Sterling,89,2.593,287.524,110.868,66,2.897
59,T58,T58,David Toms,70,2.593,281.37,108.522,54,2.865
60,61,61,Bo Van Pelt,101,2.591,296.131,114.29700000000001,81,2.9610000000000003
61,T62,T62,Ángel Cabrera,55,2.588,312.538,120.77799999999999,37,3.238
62,T62,T62,Kyle Thompson,70,2.588,286.77299999999997,110.8,56,3.056
63,64,64,Charley Hoffman,94,2.5869999999999997,306.21,118.365,87,3.218
64,65,65,Brian Gay,102,2.5860000000000003,270.319,104.546,87,2.966
65,T66,T66,Stuart Appleby,87,2.5839999999999996,292.66,113.27799999999999,62,3.128
66,T66,T66,Ben Curtis,80,2.5839999999999996,286.66700000000003,110.926,68,2.892
67,T66,T66,Jason Day,81,2.5839999999999996,299.598,115.925,74,2.951
68,T66,T66,Brad Elder,67,2.5839999999999996,289.767,112.15799999999999,50,2.8139999999999996
69,T66,T66,George McNeill,97,2.5839999999999996,304.591,117.89299999999999,86,3.134
70,T71,T71,Steve Allan,58,2.583,300.42900000000003,116.306,43,2.9130000000000003
71,T71,T71,Michael Letzig,88,2.583,293.93,113.809,68,2.9539999999999997
72,T71,T71,Tim Wilkinson,95,2.583,279.33299999999997,108.14,75,2.964
73,T74,T74,Brad Adamonis,87,2.582,295.865,114.59,71,2.943
74,T74,T74,Frank Lickliter II,107,2.582,287.39799999999997,111.306,92,3.0189999999999997
75,T76,T76,Briny Baird,113,2.58,287.547,111.459,85,3.0039999999999996
76,T76,T76,Mark Calcavecchia,67,2.58,292.754,113.45100000000001,47,3.208
77,T76,T76,Steve Elkington,84,2.58,281.661,109.16,62,3.105
78,T76,T76,Jerry Kelly,89,2.58,276.384,107.12100000000001,76,2.94
79,T76,T76,Cliff Kresge,84,2.58,280.993,108.904,70,3.1489999999999996
80,T81,T81,Jason Gore,94,2.5789999999999997,302.085,117.155,59,2.9330000000000003
81,T81,T81,J.B. Holmes,86,2.5789999999999997,322.829,125.15899999999999,44,2.861
82,T81,T81,Richard Johnson,60,2.5789999999999997,281.822,109.27,48,2.987
83,84,84,Kevin Sutherland,98,2.5780000000000003,291.062,112.92399999999999,86,2.94
84,85,85,Parker McLachlin,88,2.577,289.066,112.154,68,3.036
85,T86,T86,Todd Hamilton,92,2.576,291.677,113.211,46,3.0469999999999997
86,T86,T86,Peter Lonard,92,2.576,281.089,109.10700000000001,80,2.886
87,T88,T88,Brian Davis,108,2.575,275.75,107.072,100,3.096
88,T88,T88,Harrison Frazar,73,2.575,301.21299999999997,116.98200000000001,52,2.946
89,T88,T88,Anthony Kim,81,2.575,303.284,117.792,65,3.2060000000000004
90,T91,T91,Billy Andrade,71,2.574,289.789,112.596,50,3.0410000000000004
91,T91,T91,Kenneth Ferrie,72,2.574,282.297,109.685,55,2.9139999999999997
92,T91,T91,Omar Uresti,74,2.574,275.474,107.00399999999999,55,3.056
93,T94,T94,Mark Hensby,71,2.573,286.313,111.295,58,2.937
94,T94,T94,Dustin Johnson,92,2.573,315.927,122.802,68,3.0589999999999997
95,96,96,Kent Jones,68,2.572,280.95099999999996,109.21700000000001,49,3.035
96,T97,T97,Eric Axley,113,2.571,285.688,111.134,87,2.897
97,T97,T97,Rich Beem,90,2.571,288.48900000000003,112.194,73,2.891
98,T97,T97,Stewart Cink,87,2.571,298.665,116.163,57,3.012
99,T97,T97,Kevin Stadler,90,2.571,291.10200000000003,113.211,59,2.8369999999999997
100,T101,T101,Shane Bertsch,96,2.57,272.453,105.99799999999999,89,3.056
101,T101,T101,Chad Campbell,94,2.57,288.89599999999996,112.40700000000001,91,3.217
102,T103,T103,Fred Couples,60,2.569,302.71,117.82700000000001,34,3.013
103,T103,T103,Jin Park,85,2.569,274.345,106.788,65,3.049
104,T105,T105,Glen Day,64,2.568,275.058,107.12899999999999,47,3.049
105,T105,T105,Ryan Moore,72,2.568,289.926,112.895,56,2.873
106,T107,T107,Paul Casey,55,2.5669999999999997,306.087,119.24799999999999,31,2.9339999999999997
107,T107,T107,Todd Demsey,80,2.5669999999999997,292.189,113.807,66,2.9560000000000004
108,T107,T107,John Merrick,98,2.5669999999999997,294.03,114.551,70,2.9130000000000003
109,T107,T107,Rod Pampling,83,2.5669999999999997,287.469,111.96799999999999,62,2.945
110,T107,T107,Bob Tway,70,2.5669999999999997,280.969,109.43799999999999,49,2.779
111,T107,T107,Nick Watney,96,2.5669999999999997,310.267,120.887,73,3.182
112,T113,T113,Bob Estes,90,2.5660000000000003,286.71,111.73,71,2.884
113,T113,T113,Kevin Na,97,2.5660000000000003,282.199,109.993,81,2.9739999999999998
114,T115,T115,Sean O'Hair,81,2.565,296.224,115.469,64,2.9560000000000004
115,T115,T115,Geoff Ogilvy,65,2.565,293.752,114.52799999999999,47,2.89
116,117,117,Tommy Armour III,77,2.5639999999999996,281.205,109.656,65,2.9389999999999996
117,T118,T118,Cody Freeman,66,2.562,286.519,111.81700000000001,50,2.923
118,T118,T118,Pat Perez,93,2.562,300.744,117.40899999999999,72,2.925
119,T118,T118,Brett Quigley,80,2.562,289.241,112.883,62,2.958
120,121,121,Lucas Glover,91,2.5610000000000004,300.923,117.5,80,2.904
121,T122,T122,Woody Austin,109,2.56,292.803,114.391,92,3.225
122,T122,T122,Stephen Leaney,53,2.56,274.21299999999997,107.09700000000001,40,2.841
123,T122,T122,Camilo Villegas,79,2.56,293.251,114.539,59,2.912
124,T122,T122,Jimmy Walker,73,2.56,296.061,115.671,49,2.9360000000000004
125,126,126,Charlie Wi,97,2.559,286.32599999999996,111.90100000000001,88,2.96
126,T127,T127,Ernie Els,51,2.5580000000000003,292.89,114.49600000000001,38,3.2
127,T127,T127,Jeff Overton,103,2.5580000000000003,296.553,115.934,76,3.029
128,T127,T127,Ron Whittaker,54,2.5580000000000003,276.875,108.225,39,2.9530000000000003
129,T130,T130,Mathias Grönberg,87,2.557,290.024,113.40700000000001,66,2.859
130,T130,T130,Charles Warren,79,2.557,300.823,117.655,66,3.057
131,T132,T132,Dudley Hart,74,2.555,280.101,109.633,64,2.944
132,T132,T132,Johnson Wagner,83,2.555,289.106,113.166,65,2.9339999999999997
133,T134,T134,Aaron Baddeley,76,2.5540000000000003,297.198,116.366,56,3.168
134,T134,T134,John Huston,56,2.5540000000000003,290.379,113.68799999999999,45,2.895
135,T134,T134,John Rollins,94,2.5540000000000003,287.788,112.70100000000001,74,2.949
136,T134,T134,Andres Romero,69,2.5540000000000003,297.064,116.323,45,2.9819999999999998
137,T138,T138,Ken Duke,116,2.553,286.593,112.245,97,3.056
138,T138,T138,Trevor Immelman,70,2.553,293.863,115.095,50,2.9789999999999996
139,T138,T138,Richard Johnson,77,2.553,297.527,116.525,61,2.8810000000000002
140,T138,T138,Davis Love III,78,2.553,300.705,117.79299999999999,54,2.935
141,T138,T138,Tim Petrovic,97,2.553,286.094,112.07,75,2.852
142,143,143,David Lutterus,59,2.552,284.254,111.398,45,2.983
143,T144,T144,Nick Flanagan,89,2.5469999999999997,290.691,114.125,75,2.9130000000000003
144,T144,T144,Carl Pettersson,110,2.5469999999999997,285.743,112.20299999999999,96,3.07
145,T146,T146,Stephen Ames,83,2.546,287.845,113.051,73,3.216
146,T146,T146,Alejandro Cañizares,52,2.546,280.673,110.241,41,2.884
147,T146,T146,Alex Cejka,75,2.546,281.057,110.404,52,2.964
148,T146,T146,Rocco Mediate,87,2.546,280.79900000000004,110.28,69,2.969
149,150,150,Ted Purdy,68,2.542,289.264,113.787,45,2.861
150,T151,T151,Robert Allenby,108,2.541,290.63599999999997,114.399,81,2.952
151,T151,T151,Phil Mickelson,80,2.541,298.139,117.323,53,2.862
152,T153,T153,Marco Dawson,64,2.539,285.562,112.48899999999999,46,2.887
153,T153,T153,Jon Mills,95,2.539,296.257,116.70299999999999,55,2.98
154,T155,T155,Bart Bryant,81,2.5380000000000003,278.32,109.65799999999999,71,2.965
155,T155,T155,Tommy Gainey,60,2.5380000000000003,294.61400000000003,116.06700000000001,40,2.85
156,T155,T155,Freddie Jacobson,78,2.5380000000000003,280.478,110.53,63,3.0589999999999997
157,158,158,Tom Scherrer,56,2.537,283.437,111.70299999999999,38,2.802
158,T159,T159,Michael Allen,91,2.536,289.47,114.146,71,2.93
159,T159,T159,Jesper Parnevik,88,2.536,283.617,111.852,72,2.9160000000000004
160,161,161,Dean Wilson,109,2.5340000000000003,276.056,108.931,86,2.9730000000000003
161,162,162,Chris Stroud,81,2.533,285.212,112.58200000000001,63,2.948
162,163,163,Chris Riley,51,2.532,277.085,109.412,32,2.793
163,164,164,Tag Ridings,88,2.53,306.08799999999997,120.964,70,3.008
164,165,165,Brett Rumford,72,2.529,286.145,113.166,56,2.886
165,T166,T166,J.J. Henry,108,2.528,290.35200000000003,114.85600000000001,94,2.9960000000000004
166,T166,T166,Matt Jones,95,2.528,293.808,116.223,74,3.034
167,T168,T168,Troy Matteson,94,2.525,296.875,117.564,86,2.92
168,T168,T168,John Riegger,73,2.525,284.203,112.54899999999999,56,2.9160000000000004
169,170,170,Bubba Watson,97,2.524,312.665,123.89200000000001,67,3.048
170,171,171,Jonathan Byrd,88,2.522,288.569,114.428,78,3.225
171,T172,T172,Scott McCarron,63,2.52,285.907,113.46700000000001,50,2.802
172,T172,T172,Bob Sowards,61,2.52,285.578,113.344,43,2.847
173,174,174,Chris DiMarco,87,2.519,276.25,109.675,72,2.855
174,T175,T175,Charles Howell III,101,2.5180000000000002,298.779,118.65899999999999,83,3.1189999999999998
175,T175,T175,Marc Turnesa,87,2.5180000000000002,283.853,112.725,70,2.7939999999999996
176,T177,T177,Paul Claxton,63,2.5140000000000002,268.95,106.975,46,2.862
177,T177,T177,Travis Perkins,53,2.5140000000000002,304.283,121.02,25,3.0060000000000002
178,T179,T179,Ryuji Imada,80,2.513,278.868,110.97399999999999,67,3.0039999999999996
179,T179,T179,Martin Laird,98,2.513,295.009,117.389,75,2.824
180,181,181,Will MacKenzie,62,2.512,287.115,114.29,57,2.8939999999999997
181,182,182,Joe Durant,92,2.51,284.811,113.462,77,2.908
182,T183,T183,Nathan Green,95,2.509,288.968,115.169,71,2.977
183,T183,T183,Kevin Streelman,114,2.509,295.54900000000004,117.79299999999999,88,3.108
184,T183,T183,Y.E. Yang,89,2.509,286.89599999999996,114.36200000000001,73,2.847
185,186,186,Chad Collins,72,2.505,277.488,110.758,61,2.966
186,187,187,Bill Haas,99,2.503,297.392,118.80799999999999,87,2.9419999999999997
187,188,188,Retief Goosen,59,2.495,286.407,114.803,37,3.028
188,189,189,Jason Allred,63,2.492,300.388,120.53399999999999,45,2.792
189,190,190,Sergio Garcia,72,2.485,298.715,120.22399999999999,49,3.033
190,191,191,James Driscoll,85,2.476,296.586,119.801,64,2.787
191,192,192,Lee Janzen,89,2.475,280.596,113.376,68,2.9410000000000003
192,193,193,John Senden,93,2.472,292.61,118.35600000000001,71,2.765
193,194,194,David Duval,51,2.465,288.949,117.209,31,2.785
194,195,195,Brandt Jobe,52,2.463,291.805,118.465,40,2.7960000000000003
195,196,196,Padraig Harrington,52,2.457,295.78700000000003,120.385,25,2.825
196,197,197,Carlos Franco,73,2.417,285.655,118.193,46,2.7689999999999997
