,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
134,T135,T135,Ken Duke,116,257,153,104
135,T135,T135,J.B. Holmes,86,257,105,152
136,T135,T135,Mike Weir,88,257,148,109
137,138,138,Jason Allred,63,265,110,155
138,139,139,Dean Wilson,109,266,189,77
139,140,140,Paul Goydos,78,267,116,151
140,141,141,Lee Janzen,89,269,155,114
141,142,142,Padraig Harrington,52,270,84,186
142,143,143,Ángel Cabrera,55,272,116,156
143,144,144,Alejandro Cañizares,52,275,114,161
144,145,145,Cliff Kresge,84,276,178,98
145,146,146,Bob Sowards,61,277,138,139
146,147,147,Alex Cejka,75,281,135,146
147,148,148,John Mallinger,95,282,97,185
148,149,149,Mark Hensby,71,285,164,121
149,150,150,Travis Perkins,53,287,110,177
150,T151,T151,David Lutterus,59,290,129,161
151,T151,T151,Tom Pernice Jr.,104,290,170,120
152,153,153,Jin Park,85,291,138,153
153,154,154,Steve Flesch,95,294,185,109
154,T155,T155,Tim Clark,90,296,165,131
155,T155,T155,Craig Kanada,65,296,138,158
156,T157,T157,Jerry Kelly,89,297,157,140
157,T157,T157,Jimmy Walker,73,297,150,147
158,T159,T159,Matt Kuchar,88,298,172,126
159,T159,T159,Kyle Thompson,70,298,138,160
160,161,161,Carl Pettersson,110,305,171,134
161,162,162,Aaron Baddeley,76,310,144,166
162,163,163,Geoff Ogilvy,65,311,142,169
163,164,164,Chris Riley,51,313,144,169
164,165,165,Andres Romero,69,315,121,194
165,166,166,Matt Jones,95,319,155,164
166,167,167,Steve Stricker,75,320,193,127
167,T168,T168,Billy Andrade,71,322,187,135
168,T168,T168,Tom Lehman,51,322,157,165
169,T170,T170,Chris DiMarco,87,323,181,142
170,T170,T170,J.P. Hayes,67,323,142,181
171,T172,T172,Stuart Appleby,87,328,160,168
172,T172,T172,Richard Johnson,77,328,133,195
173,T172,T172,Brandt Snedeker,85,328,188,140
174,T175,T175,Stephen Leaney,53,331,165,166
175,T175,T175,Rocco Mediate,87,331,174,157
176,177,177,Jesper Parnevik,88,334,150,184
177,T178,T178,Greg Kraft,63,335,144,191
178,T178,T178,Parker McLachlin,88,335,176,159
179,180,180,Ernie Els,51,340,162,178
180,181,181,Corey Pavin,69,345,149,196
181,182,182,Marco Dawson,64,351,169,182
182,T183,T183,Daniel Chopra,84,352,163,189
183,T183,T183,Johnson Wagner,83,352,178,174
184,185,185,Cody Freeman,66,354,175,179
185,186,186,Freddie Jacobson,78,356,185,171
186,187,187,Eric Axley,113,357,177,180
187,188,188,Steve Lowery,74,361,168,193
188,189,189,Jeff Quinney,87,364,192,172
189,T190,T190,Retief Goosen,59,370,178,192
190,T190,T190,Ryuji Imada,80,370,194,176
191,T190,T190,Brett Rumford,72,370,195,175
192,193,193,Nathan Green,95,372,184,188
193,194,194,Ian Poulter,51,373,183,190
194,195,195,Chad Collins,72,379,196,183
195,196,196,Shigeki Maruyama,50,384,197,187
196,197,197,David Duval,51,388,191,197
