,Consecutive_Cuts_RANK THIS WEEK,Consecutive_Cuts_RANK LAST WEEK,Consecutive_Cuts_PLAYER NAME,Consecutive_Cuts_TOTAL,Consecutive_Cuts_START TOURNAMENT ID
135,T101,T101,Michael Letzig,2,2008470
136,T101,T101,Jarrod Lyle,2,2007480
137,T101,T101,Jeff Maggert,2,2008480
138,T101,T101,Prayad Marksaeng,2,2008350
139,T101,T101,Pablo Martin Benavides,2,2008120
140,T101,T101,Troy Matteson,2,2008480
141,T101,T101,Len Mattiace,2,2008340
142,T101,T101,Mac McLendon,2,1980430
143,T101,T101,Spike McRoy,2,2008340
144,T101,T101,Jack Newton,2,1982420
145,T101,T101,Geoff Ogilvy,2,2008390
146,T101,T101,Craig Parry,2,2008320
147,T101,T101,Tim Petrovic,2,2008480
148,T101,T101,Alvaro Quiros,2,2008080
149,T101,T101,John Rollins,2,2008480
150,T101,T101,Andrew Ruthkoski,2,2007270
151,T101,T101,John Schroeder,2,1995300
152,T101,T101,Adam Scott,2,2008390
153,T101,T101,Bob Smith,2,1985280
154,T101,T101,Kevin Stadler,2,2008480
155,T101,T101,Vaughn Taylor,2,2008480
156,T101,T101,David Toms,2,2008410
157,T101,T101,D.A. Weibring,2,2003160
158,T101,T101,Brett Wetterich,2,2008230
159,T101,T101,Steve Wheatcroft,2,2007465
160,T101,T101,Garrett Willis,2,2008370
161,T101,T101,Casey Wittenberg,2,2008410
