,Total_Money_Official_and_Unofficial_RANK THIS WEEK,Total_Money_Official_and_Unofficial_RANK LAST WEEK,Total_Money_Official_and_Unofficial_PLAYER NAME,Total_Money_Official_and_Unofficial_EVENTS,Total_Money_Official_and_Unofficial_MONEY
46,47,47,Charl Schwartzel,18,"$1,997,482"
47,48,48,Charley Hoffman,25,"$1,977,296"
48,49,49,Matt Jones,25,"$1,928,154"
49,50,50,Ian Poulter,20,"$1,901,693"
50,51,51,Henrik Stenson,16,"$1,894,235"
51,52,52,Ángel Cabrera,23,"$1,868,559"
52,53,53,Erik Compton,29,"$1,856,976"
53,54,54,Will MacKenzie,27,"$1,853,822"
54,55,55,Brian Stuard,29,"$1,852,531"
55,56,56,Chris Stroud,25,"$1,826,399"
56,57,57,Geoff Ogilvy,26,"$1,809,632"
57,58,58,Ernie Els,24,"$1,799,569"
58,59,59,K.J. Choi,24,"$1,777,848"
59,60,60,Victor Dubuisson,12,"$1,742,986"
60,61,61,Steven Bowditch,30,"$1,734,693"
61,62,62,Chesson Hadley,29,"$1,703,316"
62,63,63,Brandt Snedeker,25,"$1,652,380"
63,64,64,Ryo Ishikawa,25,"$1,650,579"
64,65,65,Camilo Villegas,29,"$1,642,124"
65,66,66,Morgan Hoffmann,32,"$1,595,922"
66,67,67,Jason Bohn,25,"$1,585,189"
67,68,68,Jonas Blixt,24,"$1,551,698"
68,69,69,Justin Hicks,30,"$1,544,061"
69,70,70,Ben Crane,25,"$1,534,634"
70,71,71,Jerry Kelly,24,"$1,531,059"
71,72,72,Russell Knox,26,"$1,513,630"
72,73,73,Daniel Summerhays,27,"$1,509,543"
73,74,74,Steve Stricker,14,"$1,491,747"
74,75,75,Ben Martin,26,"$1,482,836"
75,76,76,Stuart Appleby,29,"$1,477,971"
76,77,77,Lee Westwood,21,"$1,473,604"
77,78,78,Luke Donald,17,"$1,451,440"
78,79,79,Scott Brown,30,"$1,441,725"
79,80,80,Thomas Bjørn,11,"$1,389,950"
80,81,81,Scott Stallings,28,"$1,385,689"
81,82,82,Shawn Stefani,17,"$1,369,259"
82,83,83,Brendan Steele,26,"$1,359,890"
83,84,84,Carl Pettersson,28,"$1,348,393"
84,85,85,Kevin Chappell,28,"$1,343,412"
85,86,86,David Hearn,29,"$1,335,824"
86,87,87,Jamie Donaldson,13,"$1,329,823"
87,88,88,Brendon de Jonge,32,"$1,316,395"
88,89,89,Pat Perez,25,"$1,315,080"
89,90,90,Francesco Molinari,13,"$1,314,074"
90,91,91,Robert Streb,21,"$1,300,075"
91,92,92,William McGirt,29,"$1,275,738"
92,93,93,Jason Kokrak,19,"$1,200,381"
93,94,94,Andrew Svoboda,24,"$1,168,073"
94,95,95,Scott Langley,29,"$1,151,496"
95,96,96,Billy Hurley III,26,"$1,145,299"
96,97,97,Bo Van Pelt,26,"$1,132,218"
97,98,98,Jeff Overton,24,"$1,115,467"
98,99,99,Rory Sabbatini,27,"$1,114,736"
99,100,100,Robert Garrigus,25,"$1,095,474"
100,101,101,Retief Goosen,27,"$1,068,573"
101,102,102,Vijay Singh,26,"$1,045,028"
102,103,103,Brooks Koepka,16,"$1,043,115"
103,104,104,Martin Flores,26,"$1,035,447"
104,105,105,John Huh,28,"$974,043"
105,106,106,Kevin Kisner,26,"$954,497"
106,107,107,Louis Oosthuizen,16,"$946,134"
107,108,108,Aaron Baddeley,24,"$942,559"
108,109,109,Mike Weir,26,"$934,413"
109,110,110,Michael Thompson,22,"$932,300"
110,111,111,Stewart Cink,25,"$929,166"
111,112,112,Gonzalo Fernandez-Castaño,25,"$926,493"
112,113,113,Nick Watney,25,"$913,398"
113,114,114,Boo Weekley,25,"$909,340"
114,115,115,Justin Leonard,23,"$892,949"
115,116,116,Troy Merritt,20,"$882,864"
116,117,117,Paul Casey,16,"$877,968"
117,118,118,Tim Wilkinson,26,"$856,679"
118,119,119,Kiradech Aphibarnrat,10,"$854,428"
119,120,120,Brian Davis,28,"$842,539"
120,121,121,Luke Guthrie,26,"$840,555"
121,122,122,Bryce Molder,25,"$828,605"
122,123,123,Michael Putnam,30,"$818,799"
123,124,124,David Toms,20,"$801,355"
124,125,125,Andres Romero,26,"$782,184"
125,126,126,Danny Lee,28,"$781,295"
126,127,127,Jim Renner,25,"$763,978"
127,128,128,Miguel Angel Jiménez,9,"$757,000"
128,129,129,Jhonattan Vegas,23,"$751,763"
129,130,130,Sangmoon Bae,25,"$746,111"
130,131,131,James Hahn,27,"$735,259"
131,132,132,Nicholas Thompson,30,"$713,377"
132,133,133,Charlie Beljan,26,"$712,652"
133,134,134,Ricky Barnes,27,"$706,855"
134,135,135,David Lingmerth,26,"$676,661"
135,136,136,Richard Sterne,7,"$654,232"
136,137,137,Martin Laird,21,"$651,663"
137,138,138,Bud Cauley,19,"$647,886"
138,139,139,Jason Allred,9,"$626,734"
139,140,140,Ben Curtis,24,"$625,515"
140,141,141,Brad Fritsch,19,"$624,391"
141,142,142,Richard Lee,27,"$618,443"
142,143,143,Brice Garnett,28,"$617,805"
143,144,144,Jonathan Byrd,24,"$617,014"
144,145,145,Briny Baird,17,"$616,316"
145,146,146,Roberto Castro,27,"$615,933"
146,147,147,Brian Gay,26,"$605,368"
147,148,148,Stephen Gallacher,14,"$601,751"
148,149,149,Willy Wilcox,16,"$586,159"
149,150,150,Matteo Manassero,11,"$581,318"
150,151,151,Greg Chalmers,27,"$578,979"
151,152,152,Heath Slocum,23,"$566,167"
152,153,153,Andrew Loupe,22,"$563,121"
153,154,154,J.J. Henry,28,"$554,615"
154,155,155,Robert Karlsson,7,"$545,695"
155,156,156,Chad Campbell,19,"$543,298"
156,157,157,John Merrick,25,"$516,148"
157,158,158,Robert Allenby,29,"$514,288"
158,159,159,Hudson Swafford,26,"$513,883"
159,160,160,Sean O'Hair,26,"$508,793"
160,161,161,Tiger Woods,8,"$508,275"
161,162,162,George Coetzee,7,"$496,239"
162,163,163,Tommy Gainey,26,"$490,590"
163,164,164,Thongchai Jaidee,9,"$475,211"
164,165,165,Kyle Stanley,28,"$473,581"
165,166,166,Peter Hanson,14,"$461,031"
166,167,167,Ken Duke,25,"$455,589"
167,168,168,Tyrone Van Aswegen,25,"$454,856"
168,169,169,Wes Roach,22,"$453,616"
169,170,170,Trevor Immelman,28,"$447,516"
170,171,171,Mikko Ilonen,5,"$429,475"
171,172,172,Scott Piercy,12,"$411,635"
172,173,173,Chad Collins,28,"$408,434"
173,174,174,Branden Grace,12,"$402,368"
174,175,175,Johnson Wagner,24,"$393,729"
175,176,176,Thorbjørn Olesen,15,"$391,222"
176,177,177,Troy Matteson,23,"$387,796"
177,178,178,"Ted Potter, Jr.",24,"$386,341"
178,179,179,Charlie Wi,25,"$384,796"
179,180,180,James Driscoll,25,"$371,404"
180,181,181,Joe Durant,15,"$369,268"
181,182,182,Padraig Harrington,17,"$369,175"
182,183,183,Joost Luiten,9,"$368,250"
183,184,184,Josh Teater,28,"$366,241"
184,185,185,D.A. Points,27,"$364,653"
185,186,186,Jeff Maggert,19,"$360,157"
186,187,187,Hideto Tanihara,4,"$359,000"
187,188,188,Bernhard Langer,2,"$324,000"
188,189,189,Bernd Wiesberger,5,"$320,889"
189,190,190,Kenny Perry,7,"$320,588"
190,191,191,Jamie Lovemark,20,"$305,944"
191,192,192,Derek Ernst,28,"$305,654"
192,193,193,Steve Marino,13,"$294,565"
193,194,194,Woody Austin,22,"$292,824"
194,195,195,John Rollins,28,"$289,757"
195,196,196,Edoardo Molinari,2,"$288,911"
196,197,197,Davis Love III,22,"$284,800"
197,198,198,Spencer Levin,20,"$277,780"
198,199,199,Jason Gore,7,"$273,857"
199,200,200,Peter Malnati,18,"$271,326"
200,201,201,Y.E. Yang,28,"$254,525"
201,202,202,Shane Lowry,4,"$253,367"
202,203,203,Dicky Pride,13,"$243,592"
203,204,204,John Peterson,25,"$238,230"
204,205,205,Tim Herron,15,"$212,771"
205,206,206,Lucas Glover,26,"$210,166"
206,207,207,John Mallinger,14,"$209,958"
207,208,208,Scott Gardiner,18,"$209,270"
208,209,209,David Howell,3,"$208,943"
209,210,210,Chris Wood,4,"$207,751"
210,211,211,David Lynn,11,"$207,414"
211,212,212,Grégory Bourdy,3,"$202,458"
212,213,213,Marcel Siem,4,"$202,179"
213,214,214,Stuart Manley,1,"$197,500"
214,215,215,Max Homa,8,"$195,924"
215,216,216,Scott Hend,3,"$193,767"
216,217,217,Shiv Kapur,2,"$191,968"
217,218,218,Jim Herman,21,"$187,337"
218,219,219,Eric Axley,10,"$180,734"
219,220,220,Nicolas Colsaerts,13,"$179,367"
220,221,221,Justin Thomas,7,"$170,237"
221,222,222,Kevin Tway,23,"$167,278"
222,223,223,Marc Warren,2,"$164,142"
223,224,224,Miguel Angel Carballo,15,"$161,491"
224,225,225,Bronson La'Cassie,18,"$160,632"
225,226,226,Bob Estes,2,"$156,000"
226,227,227,Mark Wilson,25,"$155,313"
227,228,228,Rod Pampling,7,"$154,051"
228,229,229,Maximilian Kieffer,2,"$145,000"
229,230,230,Stephen Ames,18,"$141,143"
230,231,231,Mark Calcavecchia,9,"$141,108"
231,232,232,D.H. Lee,20,"$138,642"
232,233,233,Danny Willett,4,"$138,328"
233,234,234,Jin Jeong,3,"$135,250"
234,235,235,Darren Clarke,15,"$128,293"
235,236,236,Mark Anderson,8,"$122,598"
236,237,237,Fred Funk,9,"$122,417"
237,238,238,Peter Uihlein,7,"$122,250"
238,239,239,Chris DiMarco,8,"$121,370"
239,240,240,WC Liang,3,"$118,000"
240,241,241,Tim Petrovic,10,"$109,299"
241,242,242,Alexander Levy,2,"$108,500"
242,243,243,Darren Fichardt,2,"$107,750"
243,244,244,Gaganjeet Bhullar,3,"$103,925"
244,245,245,Austin Cook,1,"$102,467"
245,246,246,Fred Couples,3,"$101,160"
246,247,247,Scott Verplank,13,"$100,696"
247,248,248,Fabrizio Zanotti,2,"$100,575"
248,T249,T249,Peter Jacobsen,2,"$100,000"
249,T249,T249,Roope Kakko,1,"$100,000"
250,T249,T249,Ricardo Santos,1,"$100,000"
251,252,252,Cody Gribble,1,"$98,598"
252,253,253,Blake Adams,8,"$98,439"
253,254,254,Ryuji Imada,9,"$98,186"
254,255,255,Matt Bettencourt,14,"$96,825"
255,256,256,Greg Owen,8,"$95,117"
256,257,257,David Duval,15,"$94,709"
257,258,258,Hyung-Sung Kim,6,"$92,982"
258,259,259,Pablo Larrazabal,5,"$92,250"
259,260,260,Alex Prugh,16,"$90,606"
260,261,261,Anirban Lahiri,4,"$90,510"
261,262,262,Mike Hendry,2,"$89,500"
262,263,263,Kevin Foley,15,"$87,738"
263,264,264,Tommy Fleetwood,3,"$87,000"
264,265,265,Rafa Cabrera Bello,6,"$86,950"
265,266,266,Brett Rumford,3,"$86,000"
266,267,267,Doug LaBelle II,12,"$84,209"
267,T268,T268,Jay McLuen,2,"$84,171"
268,T268,T268,Alvaro Quiros,2,"$84,171"
269,270,270,Ashun Wu,3,"$82,875"
270,271,271,Oscar Fraustro,2,"$82,660"
271,272,272,Greg Norman,1,"$80,000"
272,273,273,Siddikur Rahman,2,"$77,933"
273,274,274,John Daly,15,"$76,635"
274,275,275,Patrick Cantlay,5,"$76,131"
275,276,276,Patrick Rodgers,7,"$75,104"
276,277,277,Jaco Van Zyl,1,"$75,100"
277,278,278,Andres Gonzales,2,"$75,000"
278,279,279,Fabián Gómez,5,"$73,116"
279,280,280,Cameron Beckman,12,"$72,835"
280,281,281,Koumei Oda,2,"$69,753"
281,282,282,Lee Williams,13,"$66,075"
282,283,283,Byeong Hun An,1,"$65,350"
283,T284,T284,Mark Brown,1,"$64,000"
284,T284,T284,Wenyi Huang,1,"$64,000"
285,286,286,Lee Janzen,8,"$63,946"
286,287,287,Brady Watt,4,"$61,288"
287,T288,T288,Billy Andrade,2,"$60,833"
288,T288,T288,Brad Faxon,1,"$60,833"
289,290,290,Daniel Berger,1,"$59,588"
290,291,291,HaoTong Li,1,"$58,000"
291,292,292,José Coceres,6,"$57,620"
292,293,293,Alex Cejka,6,"$57,059"
293,294,294,Will Claxton,8,"$56,886"
294,295,295,Lexi Thompson,1,"$55,000"
295,296,296,Seuk-hyun Baek,2,"$54,700"
296,297,297,Emiliano Grillo,2,"$53,806"
297,298,298,Tom Watson,5,"$53,727"
298,299,299,Tag Ridings,12,"$53,647"
299,300,300,Kristoffer Broberg,1,"$52,964"
300,301,301,Prayad Marksaeng,2,"$52,600"
301,302,302,Joe Ogilvie,13,"$52,035"
302,T303,T303,Hiroyuki Fujita,1,"$49,000"
303,T303,T303,Masahiro Kawamura,2,"$49,000"
304,305,305,José María Olazábal,1,"$48,600"
305,306,306,Harrison Frazar,15,"$47,247"
306,307,307,Steve Flesch,5,"$46,352"
307,308,308,Dawie van der Walt,2,"$46,000"
308,309,309,Mark Tullo,1,"$45,500"
309,310,310,Paul Goydos,19,"$43,441"
310,311,311,Daisuke Maruyama,1,"$43,000"
311,312,312,Daniel Popovic,1,"$42,875"
312,313,313,Yoshitaka Takeya,1,"$42,625"
313,314,314,Tano Goya,1,"$42,000"
314,315,315,Raphael Jacquelin,1,"$41,250"
315,316,316,Mu Hu,1,"$40,750"
316,317,317,Robert-Jan Derksen,1,"$40,500"
317,318,318,Mingjie Huang,1,"$40,250"
318,319,319,Dudley Hart,4,"$40,217"
319,320,320,Jon Curran,1,"$37,952"
320,T321,T321,Lucas Bjerregaard,1,"$37,754"
321,T321,T321,Zac Blair,1,"$37,754"
322,T321,T321,Garth Mulroy,1,"$37,754"
323,T324,T324,Adilson da Silva,1,"$37,500"
324,T324,T324,Tim Sluiter,1,"$37,500"
325,326,326,Oliver Goss,7,"$37,160"
326,327,327,Alexandre Rocha,1,"$35,500"
327,328,328,Chris Smith,7,"$33,620"
328,T329,T329,Mikko Korhonen,1,"$32,500"
329,T329,T329,Angelo Que,1,"$32,500"
330,331,331,Billy Mayfair,4,"$32,118"
331,332,332,Marc Turnesa,6,"$30,959"
332,T333,T333,Glen Day,5,"$30,628"
333,T333,T333,Steven Ihm,1,"$30,628"
334,335,335,Edward Loar,19,"$29,958"
335,336,336,Antonio Lascuna,1,"$29,500"
336,337,337,Justin Bolli,6,"$29,327"
337,338,338,Sandy Lyle,2,"$27,972"
338,339,339,Jose-Filipe Lima,1,"$26,000"
339,340,340,Felipe Aguilar,1,"$23,000"
340,T341,T341,Jamie McLeary,1,"$22,808"
341,T341,T341,Chris Rodgers,1,"$22,808"
342,343,343,Scott McCarron,12,"$22,794"
343,344,344,Larry Mize,1,"$22,680"
344,T345,T345,Nicholas Lindheim,1,"$22,649"
345,T345,T345,Fran Quinn,1,"$22,649"
346,347,347,Alex Aragon,18,"$21,526"
347,T348,T348,Rafael Campos,1,"$21,306"
348,T348,T348,David Skinns,1,"$21,306"
349,350,350,Espen Kofstad,1,"$21,000"
350,351,351,Rhein Gibson,1,"$20,844"
351,T352,T352,Daniel Chopra,16,"$20,775"
352,T352,T352,Clayton Rask,1,"$20,775"
353,354,354,Len Mattiace,4,"$20,660"
354,355,355,Vaughn Taylor,3,"$20,451"
355,356,356,Bobby Wyatt,5,"$20,405"
356,357,357,Toru Taniguchi,1,"$19,980"
357,358,358,Kevin Penner,1,"$19,800"
358,359,359,Sam Saunders,1,"$18,476"
359,360,360,Berry Henson,1,"$18,223"
360,361,361,Colin Montgomerie,1,"$18,033"
361,362,362,Kris Blanks,8,"$17,327"
362,363,363,Kent Jones,2,"$15,480"
363,364,364,Nicholas Fung,1,"$14,980"
364,365,365,Ben Kohles,3,"$14,784"
365,366,366,Chris Thompson,2,"$14,559"
366,367,367,Wade Ormsby,1,"$14,070"
367,368,368,Josh Broadaway,1,"$13,671"
368,369,369,Jeff Curl,2,"$13,440"
369,370,370,Derek Fathauer,1,"$13,320"
370,371,371,Benjamín Alvarado,6,"$13,241"
371,372,372,Rashid Ismail,1,"$13,230"
372,373,373,Harold Varner III,2,"$13,199"
373,374,374,Chris Williams,4,"$13,176"
374,T375,T375,Joel Dahmen,1,"$13,034"
375,T375,T375,Nathan Green,4,"$13,034"
376,T375,T375,Adam Hadwin,1,"$13,034"
377,378,378,D.J. Trahan,5,"$12,900"
378,379,379,Carlos Ortiz,1,"$12,834"
379,380,380,Kyle Reifers,2,"$12,300"
380,381,381,Bubba Dickerson,2,"$12,224"
381,382,382,Chez Reavie,2,"$11,767"
382,383,383,Thomas Aiken,3,"$11,286"
383,384,384,Ryan Sullivan,1,"$11,223"
384,385,385,Derek Tolan,1,"$11,144"
385,386,386,Bobby Gates,14,"$10,919"
386,387,387,Michael Block,2,"$10,736"
387,388,388,Toshinori Muto,1,"$10,696"
388,389,389,Todd Hamilton,4,"$10,387"
389,390,390,Eric Dugas,1,"$10,304"
390,391,391,Brett Quigley,1,"$10,260"
391,392,392,Mark Hubbard,1,"$10,100"
392,393,393,Kevin Lucas,1,"$7,810"
393,T394,T394,Marco Dawson,1,"$7,245"
394,T394,T394,Jesper Parnevik,3,"$7,245"
395,396,396,Arjun Atwal,4,"$6,980"
396,397,397,Paul Stankowski,3,"$6,720"
