,Hit_Fairway_Percentage_RANK THIS WEEK,Hit_Fairway_Percentage_RANK LAST WEEK,Hit_Fairway_Percentage_PLAYER NAME,Hit_Fairway_Percentage_ROUNDS,Hit_Fairway_Percentage_%,Hit_Fairway_Percentage_FAIRWAYS HIT,Hit_Fairway_Percentage_POSSIBLE FAIRWAYS,Hit_Fairway_Percentage_RELATIVE TO PAR
30,T30,,Kevin Streelman,90,65.56,712,1086,-0.12
31,32,,Richy Werenski,81,65.53,557,850,-0.16
32,33,,Tim Wilkinson,64,65.41,416,636,-0.11
33,34,,Rickie Fowler,78,65.37,536,820,-0.24
34,T35,,Brian Gay,82,65.35,628,961,-0.17
35,T35,,D.A. Points,68,65.35,530,811,-0.09
36,37,,Emiliano Grillo,90,65.32,584,894,-0.14
37,38,,Roberto Castro,70,65.24,473,725,-0.07
38,39,,Lucas Glover,93,65.07,760,1168,-0.21
39,40,,J.J. Spaun,92,64.93,648,998,-0.11
40,41,,Chris Stroud,67,64.82,433,668,-0.15
41,42,,Kyle Reifers,96,64.81,665,1026,-0.14
42,43,,Sam Saunders,76,64.78,550,849,-0.14
43,44,,Rick Lamb,54,64.65,342,529,-0.13
44,45,,Martin Laird,83,64.41,608,944,-0.19
45,46,,Jason Dufner,89,63.77,623,977,-0.19
46,47,,Rory Sabbatini,71,63.72,469,736,-0.17
47,48,,Graham DeLaet,82,63.65,627,985,-0.18
48,49,,Russell Henley,99,63.6,725,1140,-0.22
49,50,,Scott Brown,95,63.57,691,1087,-0.12
50,51,,C.T. Pan,88,63.53,655,1031,-0.11
51,T52,,Ben Martin,86,63.51,616,970,-0.16
52,T52,,Johnson Wagner,71,63.51,503,792,-0.14
53,54,,James Hahn,96,63.31,716,1131,-0.14
54,55,,Paul Casey,94,63.25,592,936,-0.21
55,56,,John Huh,92,63.23,669,1058,-0.14
56,57,,Peter Malnati,91,63.18,640,1013,-0.12
57,58,,Hunter Mahan,73,62.96,515,818,-0.14
58,59,,Brendan Steele,89,62.71,587,936,-0.22
59,60,,Adam Hadwin,98,62.58,649,1037,-0.17
60,61,,Danny Lee,93,62.42,656,1051,-0.16
61,62,,Jason Bohn,75,62.41,538,862,-0.07
62,63,,Geoff Ogilvy,80,62.37,580,930,-0.1
63,64,,Brandt Snedeker,53,62.31,334,536,-0.15
64,65,,Ian Poulter,72,62.07,473,762,-0.2
65,66,,Fabián Gómez,61,62.04,443,714,-0.15
66,67,,Kevin Na,86,61.95,534,862,-0.19
67,68,,Jonathan Randolph,68,61.93,405,654,-0.1
68,69,,David Lingmerth,79,61.89,557,900,-0.14
69,70,,Daniel Summerhays,100,61.82,672,1087,-0.14
70,71,,Chris Kirk,89,61.77,601,973,-0.15
71,72,,Bubba Watson,71,61.64,437,709,-0.19
72,73,,Julián Etulain,68,61.6,438,711,-0.11
73,74,,Pat Perez,93,61.59,611,992,-0.2
74,75,,Brett Stegmaier,78,61.55,493,801,-0.07
75,76,,Brian Harman,104,61.49,701,1140,-0.19
76,77,,J.J. Henry,92,61.48,640,1041,-0.14
77,78,,Miguel Angel Carballo,63,61.31,366,597,-0.1
78,T79,,Blayne Barber,77,61.22,570,931,-0.16
79,T79,,Patrick Cantlay,52,61.22,390,637,-0.16
80,81,,Nick Taylor,97,61.2,705,1152,-0.15
81,T82,,Bud Cauley,92,61.13,673,1101,-0.18
82,T82,,Louis Oosthuizen,69,61.13,401,656,-0.2
83,84,,Robert Garrigus,78,60.8,501,824,-0.18
84,85,,Sergio Garcia,65,60.79,355,584,-0.17
85,86,,Jordan Spieth,85,60.69,542,893,-0.29
86,87,,Sean O'Hair,84,60.66,572,943,-0.17
87,88,,Mark Hubbard,81,60.57,510,842,-0.15
88,89,,Troy Merritt,82,60.49,571,944,-0.16
89,90,,Daniel Berger,91,60.32,564,935,-0.21
90,T91,,Billy Hurley III,80,60.31,579,960,-0.17
91,T91,,Michael Kim,94,60.31,702,1164,-0.19
92,T91,,Tyrone Van Aswegen,105,60.31,670,1111,-0.14
93,94,,Billy Horschel,88,60.3,653,1083,-0.15
94,95,,Gary Woodland,94,60.23,533,885,-0.22
95,96,,Rod Pampling,71,60.11,553,920,-0.1
96,97,,Hudson Swafford,94,60.1,631,1050,-0.16
97,98,,Morgan Hoffmann,92,60.09,682,1135,-0.17
98,99,,Brian Campbell,55,60.07,343,571,-0.13
99,100,,Ryan Blaum,100,60.05,684,1139,-0.18
100,101,,Justin Rose,66,60.03,425,708,-0.21
101,102,,Chad Collins,66,59.97,448,747,-0.16
102,103,,Jason Kokrak,95,59.91,653,1090,-0.14
103,104,,Rafa Cabrera Bello,63,59.73,350,586,-0.1
104,T105,,Jonas Blixt,74,59.66,485,813,-0.16
105,T105,,Kelly Kraft,75,59.66,534,895,-0.12
106,107,,Mackenzie Hughes,106,59.64,798,1338,-0.17
107,108,,Branden Grace,70,59.63,356,597,-0.13
108,109,,Greg Chalmers,75,59.62,564,946,-0.12
109,110,,Bryson DeChambeau,91,59.49,580,975,-0.18
110,111,,Byeong Hun An,77,59.47,452,760,-0.17
111,112,,Bill Haas,92,59.45,560,942,-0.15
112,113,,Harold Varner III,101,59.43,706,1188,-0.16
113,114,,Jon Rahm,90,59.39,528,889,-0.21
114,115,,Shawn Stefani,72,59.28,495,835,-0.2
115,116,,Michael Thompson,60,59.25,362,611,-0.13
116,117,,Brett Drewitt,57,59.06,352,596,-0.11
117,118,,Wesley Bryan,95,59.03,611,1035,-0.15
118,119,,Cameron Percy,71,58.95,451,765,-0.17
119,120,,Xander Schauffele,96,58.87,574,975,-0.21
120,121,,Tony Finau,106,58.67,741,1263,-0.22
121,122,,Anirban Lahiri,72,58.61,480,819,-0.18
122,123,,Mark Anderson,54,58.29,341,585,-0.13
123,124,,Charley Hoffman,112,58.16,720,1238,-0.22
124,125,,Dustin Johnson,77,57.97,458,790,-0.27
125,126,,Patrick Reed,107,57.95,645,1113,-0.19
126,127,,Luke Donald,50,57.87,342,591,-0.18
127,128,,Robert Streb,98,57.84,671,1160,-0.15
128,129,,Sung Kang,104,57.82,658,1138,-0.2
129,130,,Marc Leishman,94,57.72,553,958,-0.25
130,131,,Retief Goosen,52,57.65,324,562,-0.15
131,132,,Kevin Chappell,95,57.39,540,941,-0.2
132,133,,Hideki Matsuyama,83,57.35,441,769,-0.26
133,134,,Tag Ridings,67,57.33,399,696,-0.16
134,135,,J.T. Poston,95,57.27,563,983,-0.19
135,136,,Jimmy Walker,68,57.16,379,663,-0.23
136,137,,Scott Piercy,70,57.12,373,653,-0.2
137,138,,Cameron Smith,86,56.66,557,983,-0.22
138,T139,,Scott Stallings,81,56.6,532,940,-0.2
139,T139,,Cameron Tringale,89,56.6,506,894,-0.14
140,141,,Jamie Lovemark,98,56.58,593,1048,-0.22
141,142,,Dominic Bozzelli,69,56.56,427,755,-0.13
142,143,,Ernie Els,52,56.48,257,455,-0.12
143,144,,Tom Hoge,54,56.42,303,537,-0.12
144,145,,Jhonattan Vegas,95,56.28,542,963,-0.18
145,146,,Grayson Murray,94,56.27,664,1180,-0.21
146,147,,Ryan Palmer,61,56.24,365,649,-0.13
147,148,,Matt Jones,64,56.07,397,708,-0.19
148,149,,Rory McIlroy,51,56.05,264,471,-0.21
149,150,,Luke List,102,55.95,663,1185,-0.18
150,151,,Si Woo Kim,80,55.78,434,778,-0.16
151,152,,Bryce Molder,74,55.76,494,886,-0.1
152,153,,Nick Watney,75,55.67,491,882,-0.16
153,154,,Sebastián Muñoz,51,55.62,297,534,-0.18
154,155,,Brooks Koepka,88,55.61,481,865,-0.23
155,156,,Phil Mickelson,85,55.57,529,952,-0.28
156,157,,Camilo Villegas,76,55.33,472,853,-0.18
157,158,,Jason Day,71,55.28,403,729,-0.26
158,T159,,Andres Gonzales,73,55.19,436,790,-0.23
159,T159,,Nicholas Lindheim,58,55.19,335,607,-0.11
160,161,,Brad Fritsch,56,55.08,320,581,-0.11
161,162,,Adam Scott,58,54.93,301,548,-0.16
162,163,,Justin Thomas,86,54.76,460,840,-0.27
163,164,,Derek Fathauer,81,54.44,484,889,-0.17
164,165,,Smylie Kaufman,76,54.24,473,872,-0.21
165,166,,Aaron Baddeley,61,54.06,346,640,-0.15
166,167,,Charl Schwartzel,63,53.87,341,633,-0.19
167,168,,Cody Gribble,79,53.82,521,968,-0.15
168,T169,,Stewart Cink,93,53.67,571,1064,-0.23
169,T169,,Charles Howell III,86,53.67,504,939,-0.24
170,171,,Seung-Yul Noh,91,53.65,551,1027,-0.18
171,172,,Brandon Hagy,85,53.48,507,948,-0.2
172,173,,Trey Mullinax,88,53.47,486,909,-0.19
173,174,,Gonzalo Fernandez-Castaño,63,52.97,321,606,-0.17
174,175,,Ricky Barnes,100,52.95,565,1067,-0.16
175,176,,Whee Kim,74,52.82,421,797,-0.15
176,177,,Patton Kizzire,84,52.78,522,989,-0.16
177,178,,Patrick Rodgers,76,52.74,481,912,-0.11
178,179,,Martin Flores,88,52.39,482,920,-0.17
179,180,,Seamus Power,86,52.18,491,941,-0.19
180,181,,Ollie Schniederjans,92,52.15,583,1118,-0.27
181,T182,,Carl Pettersson,63,51.97,370,712,-0.15
182,T182,,Kevin Tway,96,51.97,528,1016,-0.28
183,184,,J.B. Holmes,83,50.9,396,778,-0.23
184,185,,Ryan Brehm,83,50.78,425,837,-0.19
185,186,,Harris English,84,50.59,469,927,-0.16
186,187,,Matt Every,76,50.49,414,820,-0.15
187,188,,Ryo Ishikawa,56,49.15,288,586,-0.15
188,189,,Andrew Loupe,55,48.03,304,633,-0.14
189,190,,Steven Bowditch,59,46.32,277,598,-0.05
