,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
142,143,,Tom Hoge,54,-0.293,-0.35200000000000004,0.235,-0.17600000000000002,39
143,144,,Brian Stuard,93,-0.29600000000000004,-0.312,0.22399999999999998,-0.20800000000000002,67
144,145,,Mark Anderson,54,-0.309,-0.149,-0.24100000000000002,0.08199999999999999,42
145,146,,Mackenzie Hughes,106,-0.32,0.021,-0.40399999999999997,0.063,96
146,147,,Scott Brown,95,-0.344,0.14300000000000002,-0.225,-0.262,78
147,148,,Harris English,84,-0.355,-0.7120000000000001,0.177,0.18,68
148,149,,Julián Etulain,68,-0.385,-0.035,-0.292,-0.057999999999999996,51
149,150,,Jonathan Randolph,68,-0.386,0.039,-0.213,-0.212,47
150,151,,Blayne Barber,77,-0.389,0.040999999999999995,-0.12300000000000001,-0.306,67
151,152,,Fabián Gómez,61,-0.402,0.022000000000000002,-0.429,0.006,51
152,153,,Rafa Cabrera Bello,63,-0.414,-0.196,-0.239,0.021,42
153,154,,Dominic Bozzelli,69,-0.41700000000000004,0.051,-0.342,-0.125,55
154,155,,Spencer Levin,89,-0.43,-0.161,-0.195,-0.073,67
155,156,,Ken Duke,77,-0.435,-0.179,-0.256,0.0,60
156,157,,K.J. Choi,72,-0.439,-0.141,-0.511,0.213,54
157,158,,Johnson Wagner,71,-0.456,-0.081,-0.08800000000000001,-0.287,57
158,159,,Patton Kizzire,84,-0.475,-0.7440000000000001,0.29,-0.021,72
159,160,,Mark Hubbard,81,-0.502,-0.539,0.10099999999999999,-0.064,61
160,161,,Kelly Kraft,75,-0.524,-0.205,0.159,-0.479,65
161,162,,Chad Collins,66,-0.5329999999999999,-0.573,-0.254,0.294,54
162,163,,Gonzalo Fernandez-Castaño,63,-0.5670000000000001,-0.375,-0.312,0.12,44
163,164,,Rick Lamb,54,-0.57,0.6859999999999999,-0.578,-0.6779999999999999,38
164,165,,Brett Drewitt,57,-0.578,-0.209,-0.314,-0.054000000000000006,43
165,166,,Peter Malnati,91,-0.635,-0.262,-0.563,0.19,73
166,167,,Steve Wheatcroft,51,-0.6409999999999999,0.259,-0.953,0.054000000000000006,40
167,168,,Patrick Rodgers,76,-0.65,-0.044000000000000004,-0.529,-0.077,66
168,169,,Søren Kjeldsen,58,-0.655,-0.424,-0.09,-0.142,34
169,170,,Luke Donald,50,-0.657,-1.001,-0.078,0.42200000000000004,43
170,171,,Whee Kim,74,-0.688,-0.6609999999999999,-0.18100000000000002,0.154,58
171,172,,Derek Fathauer,81,-0.74,-0.456,-0.136,-0.149,64
172,173,,Brett Stegmaier,78,-0.7509999999999999,-0.141,-0.11699999999999999,-0.493,58
173,174,,Si Woo Kim,80,-0.78,-0.275,-0.6,0.095,56
174,175,,Brian Campbell,55,-0.812,0.063,-0.75,-0.126,41
175,176,,Hunter Mahan,73,-0.8370000000000001,0.376,-0.8859999999999999,-0.326,59
176,177,,Greg Chalmers,75,-0.85,-0.496,-0.529,0.175,68
177,178,,Jonas Blixt,74,-0.877,-0.3,-0.614,0.037000000000000005,59
178,179,,Ryo Ishikawa,56,-0.9279999999999999,-0.58,-0.32799999999999996,-0.021,43
179,180,,Cody Gribble,79,-0.985,-0.33799999999999997,-0.586,-0.061,70
180,181,,Jason Bohn,75,-1.0070000000000001,-0.685,-0.24600000000000002,-0.076,62
181,182,,Michael Thompson,60,-1.013,-0.431,-0.373,-0.20800000000000002,44
182,183,,Ernie Els,52,-1.036,-0.522,-0.512,-0.001,33
183,184,,Miguel Angel Carballo,63,-1.038,0.139,-1.035,-0.142,43
184,185,,Andrew Loupe,55,-1.175,-0.348,-0.424,-0.40299999999999997,47
185,186,,Matt Every,76,-1.182,-0.7340000000000001,-0.141,-0.306,61
186,187,,Bryce Molder,74,-1.229,-1.0979999999999999,-0.431,0.301,64
187,188,,Carl Pettersson,63,-1.456,-1.123,-0.385,0.052000000000000005,52
188,189,,Nicholas Lindheim,58,-1.621,-0.733,-0.578,-0.311,44
189,190,,Steven Bowditch,59,-2.739,-1.7169999999999999,-1.26,0.23800000000000002,45
