,Longest_Drives_RANK THIS WEEK,Longest_Drives_RANK LAST WEEK,Longest_Drives_PLAYER NAME,Longest_Drives_ROUNDS,Longest_Drives_DISTANCE,Longest_Drives_TOURNAMENT,Longest_Drives_ROUND,Longest_Drives_HOLE,Longest_Drives_COURSE
123,T119,,Marc Leishman,94,369,Byron Nelson,1,3,19
124,T119,,Alex Noren,41,369,WGC-Bridgestone,2,8,36
125,T119,,Ryan Palmer,61,369,Travelers Champ,1,7,503
126,T119,,Pat Perez,93,369,T of C,1,12,656
127,T119,,Vijay Singh,48,369,Sony Open,4,12,6
128,T119,,Hideto Tanihara,41,369,WGC-Bridgestone,2,16,36
129,T130,,Si Woo Kim,80,368,WGC-Bridgestone,2,3,36
130,T130,,Tag Ridings,67,368,Byron Nelson,1,1,19
131,T130,,Sam Saunders,76,368,Quicken Loans,2,2,237
132,T133,,Chad Campbell,97,367,Travelers Champ,2,18,503
133,T133,,K.J. Choi,72,367,Canadian Open,4,16,32
134,T133,,Harris English,84,367,Travelers Champ,2,7,503
135,T133,,Derek Ernst,6,367,Wells Fargo,1,6,235
136,T133,,Ryan Fox,6,367,The Open,1,2,541
137,T133,,Mark Hubbard,81,367,Phoenix Open,3,15,510
138,T133,,Zach Johnson,81,367,WGC-Bridgestone,4,16,36
139,T133,,Matt Kuchar,95,367,WGC-Bridgestone,1,16,36
140,T133,,Curtis Luck,37,367,the Memorial,4,13,23
141,T133,,Geoff Ogilvy,80,367,Wyndham Champ,2,5,752
142,T133,,Seamus Power,86,367,Sony Open,3,14,6
143,T133,,Shawn Stefani,72,367,Quicken Loans,2,2,237
144,T133,,Vaughn Taylor,90,367,T of C,4,7,656
145,T133,,Bernd Wiesberger,37,367,WGC-Bridgestone,1,16,36
146,T147,,Joel Dahmen,46,366,Byron Nelson,4,6,19
147,T147,,Padraig Harrington,30,366,the Memorial,4,1,23
148,T147,,Jim Herman,77,366,T of C,4,17,656
149,T147,,Troy Merritt,82,366,Wyndham Champ,4,18,752
150,T147,,Kyle Stanley,104,366,WGC-Bridgestone,1,8,36
151,T147,,Fabrizio Zanotti,17,366,WGC-Bridgestone,1,16,36
152,T153,,Retief Goosen,52,365,Phoenix Open,1,8,510
153,T153,,Adam Hadwin,98,365,WGC-Bridgestone,2,8,36
154,T153,,Beau Hossler,25,365,Byron Nelson,1,3,19
155,T153,,Satoshi Kodaira,16,365,WGC-Bridgestone,1,8,36
156,T153,,David Lingmerth,79,365,the Memorial,2,2,23
157,T153,,Keith Mitchell,4,365,Valspar Champ,3,10,665
158,T153,,Henrik Stenson,46,365,WGC-Bridgestone,4,16,36
159,T160,,Paul Casey,94,364,NORTHERN TRUST,4,12,238
160,T160,,Alex Cejka,85,364,THE PLAYERS,1,5,11
161,T160,,Gonzalo Fernandez-Castaño,63,364,Wyndham Champ,2,5,752
162,T163,,Keegan Bradley,104,363,Valspar Champ,2,10,665
163,T163,,Rafa Cabrera Bello,63,363,WGC-Bridgestone,1,8,36
164,T163,,Andres Gonzales,73,363,Sony Open,4,1,6
165,T163,,Chesson Hadley,23,363,John Deere,4,2,669
166,T163,,Robby Shelton,26,363,Texas Open,4,4,770
167,T163,,Steve Wheatcroft,51,363,Canadian Open,4,18,32
168,T169,,Ryo Ishikawa,56,362,Texas Open,3,10,770
169,T169,,Cameron Percy,71,362,Byron Nelson,1,3,19
170,T169,,Robert Streb,98,362,St. Jude,4,17,513
171,T169,,Tyrone Van Aswegen,105,362,Byron Nelson,1,1,19
172,T173,,Morgan Hoffmann,92,361,DEAN & DELUCA,2,1,21
173,T173,,Charles Howell III,86,361,NORTHERN TRUST,4,9,238
174,T175,,Rick Lamb,54,360,John Deere,4,2,669
175,T175,,Seung-Yul Noh,91,360,Quicken Loans,1,2,237
176,T175,,Ryan Ruffels,20,360,the Memorial,1,17,23
177,T178,,Blayne Barber,77,359,Canadian Open,4,10,32
178,T178,,Lucas Glover,93,359,Shriners Hosp.,4,9,538
179,T178,,Kramer Hickok,6,359,Canadian Open,4,18,32
180,T178,,Matt Jones,64,359,Quicken Loans,1,2,237
181,T178,,Sean Kelly,2,359,Byron Nelson,1,7,19
182,T178,,Michael Kim,94,359,Travelers Champ,2,18,503
183,T178,,Louis Oosthuizen,69,359,WGC-Bridgestone,4,16,36
184,T185,,Ryan Blaum,100,358,Canadian Open,2,17,32
185,T185,,Chris Kirk,89,358,Quicken Loans,2,2,237
186,T185,,Nicholas Lindheim,58,358,John Deere,1,14,669
187,T185,,Steve Marino,39,358,Shriners Hosp.,2,13,538
188,T185,,John Senden,40,358,Texas Open,2,18,770
189,T185,,Webb Simpson,102,358,Travelers Champ,2,18,503
190,T185,,Richy Werenski,81,358,Sony Open,4,1,6
191,T192,,Matt Every,76,357,Wyndham Champ,4,18,752
192,T192,,Fabián Gómez,61,357,T of C,3,1,656
193,T192,,J.J. Henry,92,357,Byron Nelson,1,7,19
194,T192,,Billy Hurley III,80,357,T of C,4,1,656
195,T192,,Camilo Villegas,76,357,Texas Open,3,4,770
196,T192,,Chris Wood,31,357,WGC-Mexico,4,12,240
197,T198,,Shane Bertsch,22,356,Byron Nelson,1,3,19
198,T198,,Bud Cauley,92,356,BMW Champ,2,13,789
199,T198,,Greg Chalmers,75,356,T of C,4,1,656
200,T198,,Ben Crane,86,356,John Deere,2,14,669
201,T198,,Cameron Smith,86,356,Sony Open,4,12,6
202,T198,,Brett Stegmaier,78,356,THE PLAYERS,1,1,11
203,T198,,Steve Stricker,48,356,Phoenix Open,2,15,510
204,T198,,Zack Sucher,36,356,Byron Nelson,1,1,19
205,T198,,Nick Taylor,97,356,Sony Open,2,12,6
206,T207,,Sam Burns,4,355,Barbasol Champ,4,18,819
207,T207,,Brian Harman,104,355,WGC-Bridgestone,4,8,36
208,T207,,Tom Hoge,54,355,Byron Nelson,1,7,19
209,T207,,Thongchai Jaidee,17,355,WGC-Bridgestone,1,18,36
210,T207,,Joost Luiten,17,355,WGC-Mexico,3,11,240
211,T207,,Greg Owen,47,355,Byron Nelson,2,3,19
212,T207,,Ben Polland,2,355,Byron Nelson,2,3,19
213,T207,,Willy Wilcox,36,355,Byron Nelson,1,7,19
214,T215,,Ángel Cabrera,39,354,Byron Nelson,1,1,19
215,T215,,Brad Fritsch,56,354,Travelers Champ,2,18,503
216,T215,,David Hearn,93,354,Puerto Rico,2,2,742
217,T215,,Søren Kjeldsen,58,354,the Memorial,4,2,23
218,T215,,John Merrick,26,354,Byron Nelson,1,1,19
219,T215,,Chase Seiffert,11,354,Travelers Champ,2,18,503
220,T215,,Michael Thompson,60,354,Byron Nelson,1,3,19
221,T222,,Chad Collins,66,353,Byron Nelson,1,3,19
222,T222,,Roberto Díaz,8,353,WGC-Mexico,4,2,240
223,T222,,Ernie Els,52,353,Byron Nelson,1,3,19
224,T222,,Brent Grant,2,353,Sony Open,1,12,6
225,T222,,Gavin Kyle Green,8,353,Quicken Loans,2,2,237
226,T222,,Ben Martin,86,353,the Memorial,4,1,23
227,T222,,Chris Stroud,67,353,Byron Nelson,1,7,19
228,T222,,Cameron Tringale,89,353,Byron Nelson,1,7,19
229,T222,,Bobby Wyatt,49,353,Travelers Champ,2,9,503
230,T231,,Scott Brown,95,352,Byron Nelson,1,3,19
231,T231,,Luca Cianchetti,2,352,The Open,1,2,541
232,T231,,John Huh,92,352,Texas Open,3,10,770
233,T234,,Jonas Blixt,74,351,Phoenix Open,1,11,510
234,T234,,Brian Campbell,55,351,Byron Nelson,1,1,19
235,T234,,Andrew Johnston,42,351,Texas Open,3,10,770
236,T234,,Pablo Larrazabal,8,351,WGC-Mexico,4,2,240
237,T234,,HaoTong Li,16,351,The Open,4,2,541
238,T234,,Savio Nazareth,4,351,Wells Fargo,1,12,235
239,T234,,D.J. Trahan,15,351,Barbasol Champ,4,14,819
240,T234,,Tim Wilkinson,64,351,Wyndham Champ,2,18,752
241,T242,,Andrew Dodt,4,350,The Open,4,2,541
242,T242,,Kevin Dougherty,6,350,Genesis Open,2,12,500
243,T242,,Tadd Fujikawa,2,350,Sony Open,1,5,6
244,T242,,Freddie Jacobson,24,350,THE PLAYERS,2,1,11
245,T242,,Carter Jenkins,2,350,Wells Fargo,1,3,235
246,T242,,Chez Reavie,98,350,Travelers Champ,2,18,503
247,T248,,Matthew Griffin,10,349,WGC-Mexico,4,11,240
248,T248,,Nick Hardy,4,349,John Deere,4,15,669
249,T248,,Kurt Kitayama,6,349,Shriners Hosp.,1,13,538
250,T248,,Carl Pettersson,63,349,Texas Open,3,10,770
251,T252,,Steven Alker,69,348,Shriners Hosp.,2,4,538
252,T252,,Jamie Broce,2,348,PGA Championshi,1,11,241
253,T252,,Jason Gore,12,348,Quicken Loans,2,2,237
254,T252,,Hiroshi Iwata,25,348,Shriners Hosp.,1,13,538
255,T252,,K.T. Kim,19,348,WGC-Mexico,1,4,240
256,T252,,Matt Lee,2,348,John Deere,2,4,669
257,T252,,Alexander Levy,10,348,The Open,1,2,541
258,T252,,Alex Moon,4,348,Byron Nelson,1,3,19
259,T252,,Jonathan Randolph,68,348,Quicken Loans,3,2,237
260,T252,,Rory Sabbatini,71,348,Travelers Champ,2,9,503
261,T252,,Y.E. Yang,26,348,Sony Open,4,1,6
262,T263,,John Chin,2,347,Sony Open,2,5,6
263,T263,,Lee McCoy,12,347,Canadian Open,1,11,32
264,T265,,Hugo Bernard,2,346,Canadian Open,2,11,32
265,T265,,Wesley Bryan,95,346,WGC-Bridgestone,1,9,36
266,T265,,Bob Estes,37,346,Shriners Hosp.,2,4,538
267,T265,,Tim Herron,20,346,John Deere,2,14,669
268,T265,,Daniel Summerhays,100,346,Canadian Open,4,8,32
269,T265,,Miguel Tabuena,12,346,Sony Open,1,10,6
270,T265,,Boo Weekley,75,346,Shriners Hosp.,1,2,538
271,T272,,Bobby Gates,11,345,Byron Nelson,2,1,19
272,T272,,Daniel Kim,2,345,Canadian Open,2,17,32
273,T272,,Kevin Na,86,345,Sony Open,4,18,6
274,T272,,Ian Poulter,72,345,Canadian Open,4,18,32
275,T272,,Brett Wetterich,2,345,Barbasol Champ,2,2,819
276,T277,,Jonathan Byrd,31,344,The Greenbrier,4,6,771
277,T277,,Spencer Levin,89,344,Wyndham Champ,4,18,752
278,T277,,Bryce Molder,74,344,Sony Open,4,1,6
279,T277,,Henrik Norlander,18,344,Sony Open,3,9,6
280,T277,,John Rollins,14,344,John Deere,2,14,669
281,T277,,Braden Thornberry,6,344,St. Jude,4,3,513
282,T283,,Ryan Armour,63,343,Travelers Champ,2,7,503
283,T283,,Neil Johnson,4,343,Travelers Champ,2,18,503
284,T283,,Michael Johnson,6,343,Sanderson Farms,1,5,746
285,T283,,Dru Love,11,343,Wyndham Champ,3,18,752
286,T283,,George McNeill,17,343,John Deere,2,18,669
287,T283,,Martin Piller,2,343,DEAN & DELUCA,2,1,21
288,T283,,Aaron Wise,20,343,Shriners Hosp.,1,13,538
289,T290,,Tyler Aldridge,37,342,Byron Nelson,2,3,19
290,T290,,Stuart Appleby,39,342,John Deere,2,14,669
291,T290,,Joseph Dean,4,342,The Open,3,2,541
292,T290,,Bill Lunde,20,342,John Deere,1,14,669
293,T290,,Will MacKenzie,49,342,St. Jude,3,9,513
294,T290,,Daniel Obremski,4,342,The Greenbrier,4,7,771
295,T290,,Michael Schoolcraft,2,342,Phoenix Open,1,15,510
296,T290,,Riley Wheeldon,2,342,Canadian Open,1,11,32
297,T290,,Zach Zaback,2,342,Travelers Champ,2,7,503
298,T299,,Whee Kim,74,341,Canadian Open,1,11,32
299,T299,,David Lawrence,2,341,John Deere,2,2,669
300,T299,,Austin Smotherman,2,341,Byron Nelson,2,7,19
301,T299,,Johnson Wagner,71,341,Quicken Loans,2,2,237
302,T303,,Ken Duke,77,340,Texas Open,3,10,770
303,T303,,Blake Kennedy,2,340,Wells Fargo,2,6,235
304,T303,,Hugo León,6,340,Barbasol Champ,1,5,819
305,T303,,Davis Love III,39,340,Shriners Hosp.,1,4,538
306,T303,,Graeme McDowell,56,340,Arnold Palmer,4,16,9
307,T303,,Collin Morikawa,2,340,Safeway Open,1,1,552
308,T303,,Jordan L Smith,4,340,PGA Championshi,3,16,241
309,T303,,Young-han Song,14,340,The Open,1,2,541
310,T311,,Stuart Deane,4,339,Byron Nelson,1,3,19
311,T311,,David Lipsky,6,339,WGC-Mexico,4,2,240
312,T311,,Troy Matteson,10,339,John Deere,4,4,669
313,T311,,Jared Sawada,4,339,Sony Open,1,12,6
314,T315,,Matt Atkins,4,338,Sanderson Farms,2,5,746
315,T315,,"Rich Berberian, Jr.",18,338,Barbasol Champ,3,5,819
316,T315,,Trace Crowe,2,338,Barbasol Champ,1,14,819
317,T315,,Grant Leaver,4,338,Barbasol Champ,3,5,819
318,T319,,Arjun Atwal,18,337,Quicken Loans,3,2,237
319,T319,,Joaquin Niemann,6,337,The Greenbrier,4,17,771
320,T319,,John Peterson,42,337,Byron Nelson,1,1,19
321,T319,,Dicky Pride,24,337,Barbasol Champ,2,2,819
322,T319,,Josh Teater,6,337,The RSM Classic,3,18,776
323,T319,,JJ Wood,2,337,PGA Championshi,1,11,241
324,T325,,Kent Bulle,4,336,The Open,2,1,541
325,T325,,Laurie Canter,4,336,The Open,1,2,541
326,T325,,Peter Malnati,91,336,Canadian Open,4,16,32
327,T325,,Brad Miller,2,336,Wyndham Champ,2,5,752
328,T329,,Zac Blair,105,335,Byron Nelson,2,3,19
329,T329,,Rafael Campos,14,335,Texas Open,1,9,770
330,T329,,Charlie Danielson,10,335,Valspar Champ,1,10,665
331,T329,,Brendon de Jonge,32,335,John Deere,2,2,669
332,T329,,Martin Kaymer,39,335,The Open,1,2,541
333,T329,,Cliff Kresge,2,335,John Deere,2,14,669
334,T329,,Matthieu Pavon,2,335,The Open,1,2,541
335,T329,,D.A. Points,68,335,Wells Fargo,3,18,235
336,T329,,Richard Sterne,12,335,WGC-Mexico,1,15,240
337,T329,,Ben Willman,2,335,Shell Houston,2,17,729
338,T339,,Alex Beach,2,334,PGA Championshi,1,16,241
339,T339,,Austin James,2,334,Canadian Open,2,5,32
340,T339,,Troy Kelly,5,334,Wyndham Champ,2,18,752
341,T339,,"Ted Potter, Jr.",6,334,The Greenbrier,4,16,771
342,T339,,Richie Ramsay,6,334,The Open,4,2,541
343,T339,,Callum Shinkwin,2,334,The Open,1,2,541
344,T345,,David Duval,9,333,Sanderson Farms,2,18,746
345,T345,,Dylan Frittelli,6,333,The Open,1,2,541
346,T345,,Carlos Ortiz,4,333,Mayakoba,4,5,733
347,T345,,Kenny Pigman,6,333,PGA Championshi,1,1,241
348,T349,,Richard Bland,8,332,The Open,1,2,541
349,T349,,Zach Cabra,2,332,Texas Open,2,18,770
350,T349,,Brett Drewitt,57,332,John Deere,2,15,669
351,T349,,Frank Lickliter II,4,332,Barbasol Champ,1,5,819
352,T349,,Charlie Wi,20,332,St. Jude,2,3,513
353,T349,,Mark Wilson,39,332,Sanderson Farms,4,16,746
354,T355,,Robert Allenby,12,331,Barbasol Champ,3,14,819
355,T355,,Eric Axley,10,331,John Deere,2,2,669
356,T355,,Christian Brand,2,331,The Greenbrier,2,6,771
357,T355,,Nicolas Colsaerts,2,331,PGA Championshi,2,10,241
358,T355,,Matt Dobyns,2,331,PGA Championshi,2,1,241
359,T355,,Tommy Gainey,20,331,Barbasol Champ,2,5,819
360,T355,,Adam Hodkinson,2,331,The Open,1,2,541
361,T355,,Alex Kim,2,331,Phoenix Open,1,5,510
362,T355,,Yusaku Miyazato,8,331,Sony Open,2,5,6
363,T355,,Jordan Niebrugge,6,331,Texas Open,2,8,770
364,T355,,Jordan Russell,2,331,St. Jude,2,9,513
365,T355,,Richie Schembechler II,2,331,St. Jude,2,13,513
366,T355,,Gunner Wiebe,2,331,Safeway Open,2,5,552
367,T355,,Zach Wright,4,331,Valspar Champ,1,11,665
368,T369,,Marty Jertson,2,330,Shriners Hosp.,1,16,538
369,T369,,Alan Morin,4,330,Puerto Rico,2,2,742
370,T369,,Ted Purdy,12,330,Barbasol Champ,1,14,819
371,T369,,Kurt Slattery,2,330,John Deere,1,14,669
372,T373,,Riley Arp,2,329,Shell Houston,1,11,729
373,T373,,Alfie Plant,4,329,The Open,1,2,541
374,T375,,John Daly,8,328,The Open,1,2,541
375,T375,,Mike Hendry,6,328,WGC-Mexico,2,14,240
376,T375,,Scott Langley,10,328,AT&T Pebble,3,13,205
377,T375,,John Oda,4,328,Sony Open,2,12,6
378,T375,,Johnny Ruiz,2,328,Canadian Open,1,3,32
379,T375,,Jimmy Stanger,2,328,Valspar Champ,1,10,665
380,T381,,Jason Bohn,75,327,Shriners Hosp.,1,1,538
381,T381,,Erik Compton,2,327,Sanderson Farms,1,5,746
382,T381,,Luke Donald,50,327,PGA Championshi,2,1,241
383,T381,,Dylan Meyer,2,327,John Deere,2,15,669
384,T385,,Marcus Fraser,12,326,WGC-Mexico,4,11,240
385,T385,,Rikard Karlberg,4,326,WGC-HSBC Champ.,2,18,766
386,T385,,Maverick McNealy,12,326,John Deere,2,2,669
387,T385,,Drew Nesbitt,2,326,Canadian Open,1,11,32
388,T385,,Matthias Schwab,2,326,Arnold Palmer,1,16,9
389,T385,,Chris Smith,5,326,Barbasol Champ,3,14,819
390,T385,,Jason Widener,2,326,Wyndham Champ,2,5,752
391,T392,,Cyril Bouniol,3,325,Puerto Rico,2,2,742
392,T392,,Paul Broadhurst,2,325,The Open,1,2,541
393,T392,,Hyung-Sung Kim,3,325,Sony Open,1,6,6
394,T392,,Jbe' Kruger,2,325,The Open,1,2,541
395,T392,,Colin Monagle,2,325,Puerto Rico,2,2,742
396,T392,,Derek Rende,2,325,Barbasol Champ,2,18,819
397,T392,,Matthew Southgate,4,325,The Open,1,2,541
398,T392,,Ryan Williams,2,325,Canadian Open,1,11,32
399,T400,,Anders Albertson,3,324,The RSM Classic,3,16,776
400,T400,,Josh Brock,2,324,Texas Open,2,5,770
401,T400,,Dean Burmester,4,324,WGC-HSBC Champ.,3,14,766
402,T400,,Jim Furyk,54,324,Travelers Champ,2,4,503
403,T400,,Ryan McCarthy,2,324,The Open,1,2,541
404,T405,,Matt Bettencourt,4,323,Barbasol Champ,2,16,819
405,T405,,Will Cannon,4,323,Barbasol Champ,2,5,819
406,T405,,Kevin Hall,2,323,Genesis Open,2,12,500
407,T405,,Kevin Hayashi,2,323,Sony Open,2,12,6
408,T405,,Trevor Immelman,6,323,Arnold Palmer,1,9,9
409,T405,,Sihwan Kim,2,323,Shriners Hosp.,2,18,538
410,T405,,Prayad Marksaeng,2,323,The Open,1,2,541
411,T405,,Parker McLachlin,2,323,Sony Open,1,5,6
412,T405,,Rob Oppenheim,12,323,Arnold Palmer,2,16,9
413,T414,,Joseph Bramlett,4,322,Safeway Open,3,1,552
414,T414,,Jon Curran,35,322,Shriners Hosp.,1,13,538
415,T414,,Harry Ellis,2,322,The Open,1,2,541
416,T414,,Matt Gilchrest,4,322,Barbasol Champ,4,14,819
417,T414,,David Toms,8,322,Sony Open,2,10,6
418,T414,,Tiger Woods,2,322,Farmers Ins.,2,18,104
419,T420,,Jared du Toit,2,321,Canadian Open,1,11,32
420,T420,,Paul Earnest,2,321,Byron Nelson,2,7,19
421,T420,,Darin Fisher,2,321,John Deere,2,2,669
422,T420,,Brice Garnett,4,321,Sanderson Farms,2,9,746
423,T420,,Stephan Jaeger,6,321,Sanderson Farms,2,18,746
424,T420,,Garrett Osborn,4,321,St. Jude,2,3,513
425,T420,,Oliver Peacock,2,321,St. Jude,2,7,513
