,Left_Rough_Tendency_RTP_Score_RANK THIS WEEK,Left_Rough_Tendency_RTP_Score_RANK LAST WEEK,Left_Rough_Tendency_RTP_Score_PLAYER NAME,Left_Rough_Tendency_RTP_Score_ROUNDS,Left_Rough_Tendency_RTP_Score_RTP SCORE
135,T136,,Ryan Armour,63,+.114
136,T136,,Ian Poulter,72,+.114
137,138,,Ollie Schniederjans,92,+.115
138,139,,Steve Wheatcroft,51,+.116
139,T140,,Keegan Bradley,104,+.117
140,T140,,Brett Drewitt,57,+.117
141,T140,,Sergio Garcia,65,+.117
142,T140,,Si Woo Kim,80,+.117
143,144,,Hunter Mahan,73,+.118
144,145,,Kevin Tway,96,+.124
145,T146,,Mackenzie Hughes,106,+.127
146,T146,,Carl Pettersson,63,+.127
147,T146,,Jonathan Randolph,68,+.127
148,T149,,Cameron Percy,71,+.130
149,T149,,Nick Taylor,97,+.130
150,T151,,Adam Hadwin,98,+.132
151,T151,,Zach Johnson,81,+.132
152,153,,Jonas Blixt,74,+.134
153,154,,Jim Furyk,54,+.136
154,T155,,Alex Cejka,85,+.137
155,T155,,Luke Donald,50,+.137
156,T157,,Matt Every,76,+.138
157,T157,,Brian Stuard,93,+.138
158,159,,D.A. Points,68,+.140
159,T160,,Kelly Kraft,75,+.142
160,T160,,Pat Perez,93,+.142
161,T160,,Brett Stegmaier,78,+.142
162,T163,,Bryson DeChambeau,91,+.144
163,T163,,Chez Reavie,98,+.144
164,165,,Scott Piercy,70,+.145
165,166,,Daniel Summerhays,100,+.147
166,T167,,Derek Fathauer,81,+.148
167,T167,,Russell Knox,75,+.148
168,T167,,William McGirt,89,+.148
169,170,,Michael Thompson,60,+.149
170,171,,Fabián Gómez,61,+.152
171,172,,Greg Chalmers,75,+.154
172,173,,Blayne Barber,77,+.156
173,T174,,Brian Harman,104,+.157
174,T174,,Andrew Loupe,55,+.157
175,T176,,Jason Bohn,75,+.158
176,T176,,Russell Henley,99,+.158
177,178,,Francesco Molinari,75,+.165
178,179,,Billy Horschel,88,+.169
179,180,,Spencer Levin,89,+.174
180,181,,Søren Kjeldsen,58,+.175
181,182,,Brad Fritsch,56,+.177
182,183,,Shawn Stefani,72,+.179
183,184,,Steven Bowditch,59,+.180
184,185,,Dominic Bozzelli,69,+.181
185,186,,Ben Martin,86,+.186
186,187,,Ryan Palmer,61,+.195
187,T188,,Miguel Angel Carballo,63,+.208
188,T188,,Richy Werenski,81,+.208
189,190,,Graeme McDowell,56,+.289
