,Carry_Distance_RANK THIS WEEK,Carry_Distance_RANK LAST WEEK,Carry_Distance_PLAYER NAME,Carry_Distance_ROUNDS,Carry_Distance_AVG.,Carry_Distance_TOTAL DIST. TO IMPACT,Carry_Distance_TOTAL ATTEMPTS,Carry_Distance_LONGEST CARRY DISTANCE,Carry_Distance_SHORTEST CARRY DISTANCE
32,T32,,Nick Watney,75,290.8,15412.4,53,325.2,260.4
33,34,,Shane Lowry,52,290.7,6105.2,21,316.6,270.4
34,35,,Sung Kang,104,289.3,17357.3,60,314.7,208.2
35,T36,,Seamus Power,86,289.1,12431.3,43,314.7,254.3
36,T36,,Harold Varner III,101,289.1,19368.6,67,317.9,232.1
37,38,,Marc Leishman,94,288.8,15593.9,54,313.0,256.8
38,39,,Justin Rose,66,288.5,11251.8,39,321.5,256.5
39,T40,,Matt Jones,64,288.2,11817.7,41,313.9,256.8
40,T40,,Scott Stallings,81,288.2,14411.6,50,320.8,251.4
41,42,,Hideki Matsuyama,83,288.1,12388.7,43,318.7,252.1
42,43,,Cody Gribble,79,288.0,14400.8,50,314.9,253.5
43,44,,Bubba Watson,71,287.9,10076.2,35,315.8,257.5
44,45,,Jimmy Walker,68,287.2,9476.8,33,323.2,226.7
45,46,,Rick Lamb,54,286.9,9469.2,33,312.7,250.5
46,47,,Phil Mickelson,85,286.7,15193.5,53,327.4,263.6
47,T48,,Bryson DeChambeau,91,286.4,15749.4,55,332.4,242.4
48,T48,,Matt Every,76,286.4,14035.3,49,315.9,262.0
49,50,,Byeong Hun An,77,286.3,12596.2,44,316.7,199.6
50,T51,,Dominic Bozzelli,69,285.7,12857.9,45,323.8,248.1
51,T51,,Martin Flores,88,285.7,16285.2,57,320.6,257.9
52,T51,,Rickie Fowler,78,285.7,14287.4,50,312.9,230.3
53,T54,,Daniel Berger,91,285.5,14273.5,50,317.2,247.4
54,T54,,Sean O'Hair,84,285.5,13420.2,47,311.1,257.8
55,56,,Brendan Steele,89,285.4,15410.4,54,323.6,247.0
56,T57,,Martin Laird,83,285.1,12830.6,45,314.1,242.3
57,T57,,Hunter Mahan,73,285.1,14254.8,50,308.0,251.3
58,59,,Ollie Schniederjans,92,285.0,11685.1,41,331.6,215.6
59,60,,Brian Campbell,55,284.7,10249.1,36,305.0,254.1
60,T61,,Charley Hoffman,112,284.4,19336.7,68,332.3,247.1
61,T61,,Anirban Lahiri,72,284.4,10805.5,38,318.1,240.0
62,63,,Patrick Cantlay,52,283.9,8802.0,31,304.1,262.7
63,64,,Sebastián Muñoz,51,283.8,9366.5,33,310.0,248.5
64,65,,Graham DeLaet,82,283.7,15318.4,54,311.6,232.2
65,T66,,James Hahn,96,283.3,17846.1,63,311.5,245.0
66,T66,,Louis Oosthuizen,69,283.3,9632.1,34,317.7,246.8
67,T66,,Charl Schwartzel,63,283.3,9347.6,33,315.8,258.8
68,69,,Scott Piercy,70,283.1,11890.7,42,317.6,242.3
69,T70,,J.J. Henry,92,283.0,17826.3,63,306.0,246.2
70,T70,,Patrick Reed,107,283.0,16415.3,58,314.4,257.3
71,T72,,Billy Horschel,88,282.6,16956.1,60,316.2,238.3
72,T72,,Danny Lee,93,282.6,16109.7,57,307.4,246.3
73,74,,J.J. Spaun,92,282.2,16083.9,57,315.4,248.8
74,75,,Paul Casey,94,282.1,13260.3,47,303.6,255.6
75,76,,Retief Goosen,52,281.7,9579.0,34,302.0,239.3
76,77,,Sam Saunders,76,281.3,15471.4,55,311.1,251.1
77,T78,,Bud Cauley,92,281.2,17716.9,63,308.3,238.0
78,T78,,Pat Perez,93,281.2,14057.5,50,309.1,258.0
79,80,,Derek Fathauer,81,281.1,13211.3,47,302.9,252.9
80,81,,Stewart Cink,93,280.9,18820.8,67,310.3,238.2
81,82,,Mackenzie Hughes,106,280.8,22748.4,81,314.0,248.9
82,83,,Brett Stegmaier,78,280.7,14034.3,50,302.2,262.1
83,84,,Andres Gonzales,73,280.6,12626.6,45,308.5,243.8
84,85,,Morgan Hoffmann,92,280.5,19633.2,70,306.6,247.3
85,86,,Bill Haas,92,280.4,14863.2,53,313.2,259.0
86,87,,Steven Bowditch,59,280.3,10371.0,37,320.0,253.8
87,T88,,Whee Kim,74,279.9,13155.6,47,304.0,253.7
88,T88,,Patton Kizzire,84,279.9,17633.6,63,305.2,249.1
89,T88,,Kyle Stanley,104,279.9,22113.0,79,308.7,239.2
90,91,,Jordan Spieth,85,279.5,15091.9,54,309.2,248.8
91,92,,Adam Hadwin,98,279.3,17877.2,64,317.7,230.2
92,93,,Richy Werenski,81,279.2,14516.6,52,294.7,256.5
93,94,,Shawn Stefani,72,279.1,14790.6,53,309.7,229.8
94,T95,,Julián Etulain,68,279.0,12831.9,46,309.7,246.3
95,T95,,Kevin Streelman,90,279.0,18693.5,67,307.5,242.1
96,T97,,Si Woo Kim,80,278.4,13362.1,48,307.9,215.4
97,T97,,Tyrone Van Aswegen,105,278.4,14477.0,52,301.7,238.5
98,T99,,Troy Merritt,82,278.3,17256.4,62,297.7,238.5
99,T99,,Cameron Smith,86,278.3,16695.3,60,311.8,234.1
100,101,,Cameron Percy,71,278.2,12519.3,45,306.2,233.3
101,102,,Rory Sabbatini,71,278.0,11675.7,42,308.4,241.9
102,103,,J.T. Poston,95,277.9,15839.5,57,309.1,235.5
103,T104,,Lucas Glover,93,277.8,15834.6,57,311.0,235.7
104,T104,,David Lingmerth,79,277.8,15001.2,54,302.9,247.5
105,106,,Tom Hoge,54,277.7,10831.3,39,294.6,247.4
106,107,,Blayne Barber,77,277.6,16378.2,59,302.9,239.7
107,T108,,Aaron Baddeley,61,277.2,10258.1,37,312.6,242.8
108,T108,,Nick Taylor,97,277.2,18021.0,65,307.7,233.4
109,110,,Brad Fritsch,56,277.0,9693.4,35,310.4,234.6
110,111,,Jason Dufner,89,276.4,16305.9,59,313.6,241.0
111,112,,Brett Drewitt,57,276.3,8289.1,30,304.1,248.7
112,T113,,Ryo Ishikawa,56,276.2,9944.9,36,307.5,239.0
113,T113,,Michael Kim,94,276.2,19056.5,69,302.4,251.7
114,T113,,Francesco Molinari,75,276.2,12427.9,45,306.8,234.9
115,116,,Kevin Kisner,105,276.0,15734.3,57,303.1,252.4
116,T117,,Jonas Blixt,74,275.9,13520.9,49,310.6,246.2
117,T117,,Robert Streb,98,275.9,17108.3,62,316.3,236.0
118,T119,,Charles Howell III,86,275.7,13786.5,50,298.1,246.8
119,T119,,Kelly Kraft,75,275.7,13232.7,48,316.9,235.0
120,121,,Jim Herman,77,275.3,14038.4,51,319.5,249.9
121,122,,Miguel Angel Carballo,63,274.8,9618.6,35,304.1,254.9
122,T123,,Emiliano Grillo,90,274.7,15110.9,55,305.5,223.6
123,T123,,Johnson Wagner,71,274.7,12363.3,45,295.0,246.4
124,125,,Chris Stroud,67,274.6,9610.7,35,293.5,248.2
125,126,,C.T. Pan,88,274.3,17552.9,64,304.8,237.4
126,127,,Scott Brown,95,274.1,16446.9,60,300.1,249.7
127,128,,Ryan Blaum,100,274.0,17810.2,65,292.7,243.2
128,129,,Geoff Ogilvy,80,273.5,15863.2,58,299.0,224.6
129,130,,Luke Donald,50,273.3,6832.0,25,291.0,259.0
130,131,,Russell Henley,99,273.2,18031.5,66,301.0,241.2
131,T132,,Roberto Castro,70,273.1,12290.9,45,297.2,228.2
132,T132,,Brandt Snedeker,53,273.1,8738.9,32,300.2,252.6
133,134,,Branden Grace,70,272.7,8453.2,31,307.8,241.5
134,T135,,Mark Anderson,54,272.6,10085.6,37,293.4,242.6
135,T135,,Gonzalo Fernandez-Castaño,63,272.6,8452.0,31,298.7,226.9
136,137,,Boo Weekley,75,272.2,11705.9,43,304.3,249.4
137,138,,Ben Martin,86,272.1,16051.8,59,300.8,232.0
138,139,,Rafa Cabrera Bello,63,271.6,8418.9,31,301.9,243.0
139,140,,Nicholas Lindheim,58,271.3,8408.8,31,298.5,217.2
140,141,,Brian Harman,104,271.2,15728.0,58,294.6,241.8
141,142,,Cameron Tringale,89,271.0,14093.2,52,301.0,237.1
142,143,,David Hearn,93,270.9,15439.1,57,292.6,244.1
143,144,,Alex Cejka,85,270.6,13800.8,51,285.8,241.8
144,145,,Chad Campbell,97,270.5,17855.2,66,300.2,231.9
145,146,,Kyle Reifers,96,270.4,17572.8,65,303.1,229.5
146,147,,Ernie Els,52,270.3,6758.4,25,294.0,227.6
147,148,,Steve Wheatcroft,51,270.1,8102.0,30,293.7,250.7
148,149,,John Huh,92,269.8,18888.8,70,290.0,236.9
149,150,,Fabián Gómez,61,269.7,11056.0,41,290.8,244.3
150,151,,William McGirt,89,269.5,17246.6,64,297.5,240.1
151,T152,,Mark Hubbard,81,269.1,13993.6,52,292.9,238.1
152,T152,,Webb Simpson,102,269.1,17758.8,66,293.2,244.7
153,154,,Michael Thompson,60,268.9,10216.7,38,284.8,228.8
154,155,,Zach Johnson,81,268.8,14245.6,53,289.4,240.2
155,156,,Matt Kuchar,95,268.4,15033.1,56,296.7,233.3
156,157,,Chad Collins,66,267.9,11789.6,44,285.8,232.0
157,158,,Daniel Summerhays,100,267.8,17407.8,65,286.9,227.1
158,159,,Vaughn Taylor,90,267.5,17651.9,66,294.4,247.5
159,T160,,Russell Knox,75,267.3,10691.0,40,292.9,242.1
160,T160,,D.A. Points,68,267.3,11760.1,44,292.1,239.5
161,T162,,Chris Kirk,89,267.2,15496.6,58,299.8,231.6
162,T162,,Kevin Na,86,267.2,13093.2,49,302.6,235.3
163,164,,Jonathan Randolph,68,266.6,11730.8,44,287.5,224.0
164,T165,,Peter Malnati,91,266.0,17553.9,66,288.0,241.3
165,T165,,Camilo Villegas,76,266.0,12234.9,46,295.0,165.2
166,T167,,Ricky Barnes,100,265.2,11405.5,43,294.8,236.8
167,T167,,Ryan Moore,82,265.2,14321.9,54,298.3,203.1
168,169,,Billy Hurley III,80,264.6,15875.4,60,308.5,232.7
169,170,,Ryan Armour,63,263.8,10550.5,40,283.3,230.2
170,171,,K.J. Choi,72,263.5,13701.8,52,285.6,227.5
171,172,,Chez Reavie,98,263.2,16581.9,63,283.8,229.3
172,T173,,Ben Crane,86,262.5,16537.0,63,286.3,213.0
173,T173,,Ian Poulter,72,262.5,11549.4,44,280.3,233.7
174,175,,Steven Alker,69,261.6,9417.5,36,284.0,243.1
175,176,,Graeme McDowell,56,261.2,8618.7,33,293.6,214.5
176,177,,Carl Pettersson,63,261.1,9400.6,36,288.3,230.9
177,178,,Brian Gay,82,261.0,16445.5,63,281.6,229.9
178,179,,Zac Blair,105,260.8,18253.7,70,297.5,237.9
179,180,,Wesley Bryan,95,259.4,13488.1,52,281.9,229.1
180,181,,Greg Chalmers,75,259.0,14504.2,56,283.1,222.6
181,182,,Rod Pampling,71,258.5,11117.4,43,291.5,223.3
182,183,,Bryce Molder,74,257.8,14955.0,58,284.8,220.7
183,184,,Tim Wilkinson,64,257.6,10303.7,40,290.2,240.5
184,185,,Brian Stuard,93,256.6,14624.5,57,281.4,227.3
185,186,,Søren Kjeldsen,58,255.9,6910.4,27,288.8,234.5
186,187,,Spencer Levin,89,255.8,15345.4,60,279.9,225.1
187,188,,Jason Bohn,75,255.7,13296.1,52,279.7,233.7
188,189,,Jim Furyk,54,254.1,8893.8,35,286.4,226.6
189,190,,Ken Duke,77,250.9,10036.1,40,270.2,205.6
