,Total_Driving_RANK THIS WEEK,Total_Driving_RANK LAST WEEK,Total_Driving_PLAYER NAME,Total_Driving_EVENTS,Total_Driving_TOTAL,Total_Driving_DISTANCE RANK,Total_Driving_ACCURACY RANK
112,T111,,Brian Stuard,31,192,189,3
113,114,,Scott Stallings,27,193,56,137
114,T115,,Ben Crane,26,194,178,16
115,T115,,Jim Furyk,18,194,190,4
116,T115,,Kelly Kraft,27,194,99,95
117,T115,,Andrew Loupe,21,194,5,189
118,T119,,Zac Blair,32,196,188,8
119,T119,,Søren Kjeldsen,17,196,187,9
120,T121,,Roberto Castro,25,198,170,28
121,T121,,Ken Duke,26,198,186,12
122,T121,,Andres Gonzales,24,198,45,153
123,T121,,Troy Merritt,28,198,114,84
124,T125,,Rafa Cabrera Bello,19,200,109,91
125,T125,,Jonathan Randolph,22,200,133,67
126,127,,J.B. Holmes,23,201,14,187
127,128,,Steven Alker,23,202,183,19
128,129,,Daniel Summerhays,29,205,139,66
129,130,,Tim Wilkinson,22,206,173,33
130,131,,Geoff Ogilvy,25,210,142,68
131,132,,D.A. Points,22,211,180,31
132,133,,Brian Gay,25,212,177,35
133,T134,,Jonas Blixt,25,214,120,94
134,T134,,Rod Pampling,22,214,131,83
135,T134,,Patrick Reed,29,214,72,142
136,T134,,Robert Streb,30,214,81,133
137,138,,Martin Flores,27,215,38,177
138,139,,Harris English,27,217,31,186
139,140,,Cody Gribble,28,218,58,160
140,T141,,Dominic Bozzelli,24,220,80,140
141,T141,,Bill Haas,25,220,97,123
142,T141,,Ollie Schniederjans,28,220,36,184
143,T141,,Charl Schwartzel,18,220,49,171
144,145,,Michael Kim,28,221,116,105
145,146,,Jimmy Walker,21,222,71,151
146,T147,,Fabián Gómez,21,223,148,75
147,T147,,Charles Howell III,23,223,62,161
148,T147,,Seung-Yul Noh,31,223,48,175
149,T147,,Seamus Power,25,223,51,172
150,151,,Peter Malnati,29,224,162,62
151,152,,Retief Goosen,19,227,101,126
152,153,,Michael Thompson,21,228,152,76
153,T154,,Brett Drewitt,19,229,144,85
154,T154,,Ian Poulter,20,229,159,70
155,156,,Sebastián Muñoz,17,230,67,163
156,157,,Branden Grace,20,231,111,120
157,T158,,Ryan Blaum,29,237,155,82
158,T158,,Jason Bohn,28,237,185,52
159,T158,,Stewart Cink,26,237,70,167
160,T158,,Tyrone Van Aswegen,32,237,133,104
161,162,,Cameron Smith,26,239,93,146
162,163,,Brandt Snedeker,15,242,168,74
163,164,,Matt Every,30,243,55,188
164,165,,Kevin Na,26,245,157,88
165,166,,Phil Mickelson,22,246,89,157
166,167,,Mark Hubbard,27,249,160,89
167,168,,Mark Anderson,20,254,156,98
168,T169,,Billy Hurley III,25,269,183,86
169,T169,,Patton Kizzire,28,269,91,178
170,T171,,Gonzalo Fernandez-Castaño,22,271,98,173
171,T171,,Brad Fritsch,18,271,126,145
172,173,,Aaron Baddeley,20,274,93,181
173,174,,Si Woo Kim,30,277,125,152
174,175,,Chad Collins,26,278,165,113
175,176,,Nicholas Lindheim,21,282,135,147
176,T177,,Greg Chalmers,28,283,181,102
177,T177,,Whee Kim,27,283,118,165
178,179,,Camilo Villegas,25,286,122,164
179,180,,Cameron Tringale,28,289,167,122
180,T181,,Wesley Bryan,28,297,172,125
181,T181,,Tom Hoge,17,297,148,149
182,183,,Derek Fathauer,27,298,142,156
183,184,,Ryo Ishikawa,20,303,120,183
184,185,,Bryce Molder,26,314,182,132
185,186,,Ricky Barnes,31,316,151,165
186,187,,Ernie Els,20,319,157,162
187,188,,Luke Donald,18,321,178,143
188,189,,Steven Bowditch,27,322,132,190
189,190,,Carl Pettersson,27,352,170,182
