,Driving_Distance_-_All_Drives_RANK THIS WEEK,Driving_Distance_-_All_Drives_RANK LAST WEEK,Driving_Distance_-_All_Drives_PLAYER NAME,Driving_Distance_-_All_Drives_ROUNDS,Driving_Distance_-_All_Drives_ALL DRIVES,Driving_Distance_-_All_Drives_TOTAL DISTANCE,Driving_Distance_-_All_Drives_# OF DRIVES
174,175,,Spencer Levin,89,273.6,256095,936
175,176,,D.A. Points,68,273.1,221755,812
176,T177,,Ben Crane,86,272.9,262498,962
177,T177,,Tim Wilkinson,64,272.9,174645,640
178,T179,,Ken Duke,77,272.5,228317,838
179,T179,,Graeme McDowell,56,272.5,182051,668
180,T181,,Steven Alker,69,272.4,194486,714
181,T181,,Jason Bohn,75,272.4,235857,866
182,183,,Luke Donald,50,271.9,163120,600
183,184,,Ryan Armour,63,271.8,186486,686
184,185,,Wesley Bryan,95,271.4,283907,1046
185,186,,Brian Stuard,93,270.9,254132,938
186,187,,Zac Blair,105,270.8,306593,1132
187,T188,,Søren Kjeldsen,58,270.0,127423,472
188,T188,,Bryce Molder,74,270.0,241409,894
189,190,,Jim Furyk,54,267.0,148454,556
