,Percentage_of_Yardage_covered_by_Tee_Shots_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_TOTAL DISTANCE
27,28,,Rick Lamb,54,64.16,154241.7,240413
28,29,,Jhonattan Vegas,95,64.1,284745.4,444236
29,30,,Hideki Matsuyama,83,64.08,228977.2,357334
30,31,,Patrick Rodgers,76,64.04,269108.1,420232
31,32,,Charley Hoffman,112,63.95,366015.3,572305
32,33,,Matt Jones,64,63.87,208012.7,325701
33,34,,Anirban Lahiri,72,63.84,238878.7,374167
34,35,,Adam Scott,58,63.83,165430.9,259164
35,36,,Robert Garrigus,78,63.79,242816.4,380654
36,37,,Bryson DeChambeau,91,63.77,287348.9,450612
37,T38,,Sean O'Hair,84,63.76,277049.3,434493
38,T38,,Ollie Schniederjans,92,63.76,328559.2,515326
39,40,,Scott Stallings,81,63.72,274085.3,430107
40,41,,Justin Rose,66,63.7,209330.8,328619
41,42,,Brendan Steele,89,63.68,274690.7,431329
42,43,,Hudson Swafford,94,63.61,307872.9,483986
43,44,,Marc Leishman,94,63.52,279783.2,440471
44,45,,Byeong Hun An,77,63.51,224677.2,353740
45,46,,Harold Varner III,101,63.5,348743.2,549239
46,47,,Andres Gonzales,73,63.49,229837.0,361989
47,48,,Sebastián Muñoz,51,63.48,158118.0,249072
48,49,,Patrick Reed,107,63.44,325868.8,513670
49,50,,Billy Horschel,88,63.43,315417.5,497247
50,51,,Matt Every,76,63.42,245577.2,387194
51,52,,Charles Howell III,86,63.39,274227.3,432633
52,53,,Scott Piercy,70,63.38,188781.7,297839
53,54,,Sung Kang,104,63.35,330393.2,521532
54,55,,Nick Watney,75,63.32,256723.8,405460
55,56,,Charl Schwartzel,63,63.27,186815.4,295267
56,T57,,Daniel Berger,91,63.23,272161.6,430426
57,T57,,Brian Campbell,55,63.23,165161.6,261206
58,59,,Louis Oosthuizen,69,63.19,191323.9,302753
59,60,,Patrick Cantlay,52,63.15,185911.6,294390
60,61,,Cameron Percy,71,63.1,220908.4,350073
61,T62,,Cody Gribble,79,63.07,282097.4,447271
62,T62,,Seamus Power,86,63.07,271839.4,431013
63,64,,Lucas Glover,93,63.06,337608.6,535386
64,T65,,Graham DeLaet,82,63.05,285639.8,453017
65,T65,,Hunter Mahan,73,63.05,236617.8,375302
66,67,,Stewart Cink,93,63.04,309357.7,490706
67,68,,Dominic Bozzelli,69,63.03,219309.1,347957
68,69,,Morgan Hoffmann,92,63.02,328116.5,520626
69,70,,Harris English,84,63.01,271788.1,431314
70,71,,Rickie Fowler,78,63.0,239650.4,380427
71,72,,Branden Grace,70,62.98,174946.7,277781
72,73,,Keegan Bradley,104,62.96,348758.9,553957
73,74,,Jason Dufner,89,62.95,281609.4,447326
74,75,,Seung-Yul Noh,91,62.9,300518.2,477776
75,76,,Phil Mickelson,85,62.88,279317.7,444181
76,77,,J.T. Poston,95,62.87,283480.6,450884
77,78,,Rory Sabbatini,71,62.86,211393.2,336314
78,79,,Bud Cauley,92,62.83,318836.6,507472
79,80,,Jimmy Walker,68,62.82,194656.5,309859
80,81,,Shane Lowry,52,62.81,138075.1,219842
81,82,,Si Woo Kim,80,62.8,226529.5,360716
82,83,,Robert Streb,98,62.79,334893.7,533333
83,84,,Mackenzie Hughes,106,62.77,386511.7,615713
84,T85,,Miguel Angel Carballo,63,62.68,171593.9,273744
85,T85,,Julián Etulain,68,62.68,203535.7,324732
86,T85,,Russell Henley,99,62.68,327254.3,522108
87,88,,Gonzalo Fernandez-Castaño,63,62.65,175466.5,280073
88,89,,Kyle Stanley,104,62.58,374540.0,598472
89,90,,Russell Knox,75,62.54,207720.4,332127
90,91,,Tom Hoge,54,62.51,154943.4,247854
91,92,,Shawn Stefani,72,62.5,238557.9,381713
92,93,,Brett Stegmaier,78,62.46,229070.3,366735
93,T94,,J.J. Henry,92,62.41,297376.0,476501
94,T94,,Boo Weekley,75,62.41,241349.9,386729
95,T96,,Kevin Streelman,90,62.39,309719.4,496396
96,T96,,Nick Taylor,97,62.39,329617.6,528344
97,98,,J.J. Spaun,92,62.38,285691.9,457966
98,99,,Paul Casey,94,62.35,267684.7,429341
99,100,,Retief Goosen,52,62.34,162998.9,261457
100,101,,Martin Laird,83,62.21,270642.1,435014
101,102,,Brian Harman,104,62.2,325831.3,523869
102,T103,,Jim Herman,77,62.17,262879.6,422823
103,T103,,Cameron Smith,86,62.17,282225.7,453969
104,T105,,James Hahn,96,62.14,322513.8,519035
105,T105,,Brandt Snedeker,53,62.14,150201.1,241700
106,T107,,David Lingmerth,79,62.11,257386.8,414385
107,T107,,Francesco Molinari,75,62.11,227609.9,366436
108,109,,Sam Saunders,76,62.1,240792.1,387742
109,T110,,Emiliano Grillo,90,62.08,254625.4,410163
110,T110,,William McGirt,89,62.08,269297.5,433773
111,112,,Fabián Gómez,61,62.05,201972.8,325483
112,T113,,Danny Lee,93,62.04,299797.5,483267
113,T113,,Richy Werenski,81,62.04,240710.4,387990
114,115,,Michael Kim,94,62.01,330307.9,532676
115,T116,,Brett Drewitt,57,61.99,169363.8,273225
116,T116,,Whee Kim,74,61.99,227968.0,367766
117,118,,Patton Kizzire,84,61.97,283179.2,456990
118,119,,Ben Martin,86,61.96,276507.4,446264
119,T120,,Jonas Blixt,74,61.95,231747.2,374109
120,T120,,Daniel Summerhays,100,61.95,307474.0,496343
121,122,,Kevin Kisner,105,61.92,288177.8,465412
122,123,,Troy Merritt,82,61.91,268047.4,432935
123,T124,,Kelly Kraft,75,61.9,255852.6,413321
124,T124,,Rod Pampling,71,61.9,260626.1,421022
125,126,,Bill Haas,92,61.84,267456.7,432510
126,127,,Adam Hadwin,98,61.83,296121.5,478958
127,128,,Ryo Ishikawa,56,61.8,169669.4,274562
128,129,,Scott Brown,95,61.79,307659.3,497901
129,T130,,Blayne Barber,77,61.78,263155.0,425974
130,T130,,Matt Kuchar,95,61.78,288963.8,467731
131,T130,,C.T. Pan,88,61.78,290431.4,470125
132,133,,Rafa Cabrera Bello,63,61.73,166526.3,269771
133,134,,Pat Perez,93,61.7,282716.6,458177
134,135,,Derek Fathauer,81,61.67,250471.0,406127
135,136,,Jonathan Randolph,68,61.65,185012.8,300120
136,137,,Mark Anderson,54,61.63,165130.0,267948
137,138,,Brad Fritsch,56,61.6,164680.9,267332
138,139,,Ernie Els,52,61.57,129079.9,209660
139,140,,Geoff Ogilvy,80,61.55,261918.6,425561
140,141,,Chris Stroud,67,61.46,188118.7,306087
141,T142,,Zach Johnson,81,61.42,252192.7,410614
142,T142,,Vaughn Taylor,90,61.42,297777.0,484857
143,144,,Webb Simpson,102,61.39,311436.4,507294
144,145,,Tyrone Van Aswegen,105,61.38,312437.7,509037
145,146,,Johnson Wagner,71,61.25,221469.0,361556
146,147,,Mark Hubbard,81,61.22,236226.9,385894
147,148,,Peter Malnati,91,61.21,283078.1,462483
148,149,,Chad Campbell,97,61.18,329560.4,538676
149,150,,Chris Kirk,89,61.16,273690.4,447493
150,T151,,Ryan Blaum,100,61.14,318321.3,520664
151,T151,,Nicholas Lindheim,58,61.14,170625.2,279095
152,153,,Steven Bowditch,59,61.13,174739.3,285858
153,154,,Aaron Baddeley,61,61.11,180594.5,295510
154,155,,Alex Cejka,85,61.09,240685.9,393991
155,156,,Camilo Villegas,76,61.06,242602.7,397327
156,157,,Kyle Reifers,96,61.05,287682.2,471230
157,158,,Chez Reavie,98,61.03,306112.3,501540
158,159,,Ricky Barnes,100,60.96,297830.5,488583
159,160,,Michael Thompson,60,60.92,169826.7,278756
160,161,,Brian Gay,82,60.89,265859.3,436626
161,162,,Kevin Na,86,60.87,239483.3,393434
162,163,,Steve Wheatcroft,51,60.85,154821.1,254430
163,164,,K.J. Choi,72,60.83,208863.4,343374
164,165,,Ian Poulter,72,60.76,212314.9,349449
165,166,,Ryan Moore,82,60.71,253381.3,417397
166,167,,John Huh,92,60.62,292483.8,482464
167,168,,Roberto Castro,70,60.59,201715.9,332931
168,169,,Carl Pettersson,63,60.5,200220.7,330946
169,170,,Greg Chalmers,75,60.47,262365.9,433867
170,171,,Cameron Tringale,89,60.43,249763.9,413343
171,172,,David Hearn,93,60.42,271335.3,449103
172,173,,Billy Hurley III,80,60.34,265428.9,439898
173,174,,Spencer Levin,89,60.27,256062.5,424826
174,175,,Chad Collins,66,60.2,207270.8,344319
175,176,,Tim Wilkinson,64,60.18,174627.3,290172
176,177,,Jason Bohn,75,60.09,235850.7,392513
177,178,,Steven Alker,69,60.06,194485.7,323826
178,179,,Ben Crane,86,59.93,262480.1,437994
179,180,,Ken Duke,77,59.89,228316.8,381239
180,181,,Luke Donald,50,59.79,163119.5,272826
181,182,,D.A. Points,68,59.74,221697.3,371086
182,183,,Ryan Armour,63,59.73,186466.0,312202
183,184,,Wesley Bryan,95,59.64,283894.8,475993
184,185,,Zac Blair,105,59.53,306545.0,514957
185,T186,,Graeme McDowell,56,59.52,182051.2,305867
186,T186,,Brian Stuard,93,59.52,254132.4,426973
187,188,,Bryce Molder,74,59.27,241408.6,407298
188,189,,Søren Kjeldsen,58,58.58,127422.5,217536
189,190,,Jim Furyk,54,58.4,148443.1,254194
