,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
154,155,,Bud Cauley,92,4.3,48,1116,E
155,156,,Adam Scott,58,4.29,24,560,+0.167
156,157,,Zach Johnson,81,4.24,38,896,-0.026
157,T158,,Keegan Bradley,104,4.2,51,1214,-0.078
158,T158,,Morgan Hoffmann,92,4.2,48,1144,+0.167
159,T158,,Matt Jones,64,4.2,30,714,+0.233
160,161,,Byeong Hun An,77,4.18,32,766,+0.156
161,162,,Cameron Percy,71,4.16,32,770,+0.156
162,163,,Charles Howell III,86,4.11,39,948,+0.179
163,164,,Sung Kang,104,4.1,47,1146,+0.149
164,165,,Nick Taylor,97,4.06,47,1158,+0.213
165,166,,Kevin Tway,96,4.05,42,1036,+0.429
166,167,,Jhonattan Vegas,95,4.02,39,970,E
167,T168,,Tony Finau,106,4.0,51,1274,+0.137
168,T168,,Anirban Lahiri,72,4.0,33,826,+0.242
169,170,,Brooks Koepka,88,3.85,34,882,+0.118
170,T171,,Shane Lowry,52,3.78,18,476,+0.222
171,T171,,Justin Rose,66,3.78,27,714,-0.185
172,T173,,Jason Day,71,3.75,28,746,-0.071
173,T173,,Hideki Matsuyama,83,3.75,29,774,-0.207
174,175,,Patrick Reed,107,3.66,41,1120,+0.195
175,176,,Ryan Palmer,61,3.65,24,658,+0.208
176,177,,Bubba Watson,71,3.63,26,716,+0.231
177,178,,Charley Hoffman,112,3.61,45,1248,-0.089
178,179,,Phil Mickelson,85,3.52,34,966,E
179,180,,Jon Rahm,90,3.35,30,896,-0.233
180,181,,Miguel Angel Carballo,63,3.32,20,602,+0.200
181,182,,Luke List,102,3.25,39,1200,+0.154
182,183,,Jordan Spieth,85,3.22,29,900,-0.310
183,184,,Brian Campbell,55,3.14,18,574,+0.444
184,185,,Grayson Murray,94,2.95,35,1188,+0.086
185,186,,Kevin Chappell,95,2.94,28,952,+0.250
186,187,,Sebastián Muñoz,51,2.93,16,546,+0.063
187,188,,Rory McIlroy,51,2.73,13,476,E
188,189,,J.B. Holmes,83,2.26,18,798,-0.056
189,190,,Dustin Johnson,77,1.87,15,802,-0.067
