,Club_Head_Speed_RANK THIS WEEK,Club_Head_Speed_RANK LAST WEEK,Club_Head_Speed_PLAYER NAME,Club_Head_Speed_ROUNDS,Club_Head_Speed_AVG.,Club_Head_Speed_TOTAL CLUB HEAD SPEED,Club_Head_Speed_TOTAL ATTEMPTS,Club_Head_Speed_FASTEST SPEED,Club_Head_Speed_SLOWEST SPEED
63,64,,Stewart Cink,93,115.88,8111.25,70,122.54,112.2
64,T65,,Aaron Baddeley,61,115.8,5095.18,44,121.3,113.38
65,T65,,Gonzalo Fernandez-Castaño,63,115.8,4052.94,35,121.51,109.86
66,67,,Rick Lamb,54,115.79,4168.32,36,119.34,112.49
67,68,,Mackenzie Hughes,106,115.69,10412.2,90,120.96,112.34
68,69,,Keegan Bradley,104,115.67,8328.05,72,121.71,109.74
69,70,,Branden Grace,70,115.63,3931.47,34,121.21,112.37
70,71,,Hunter Mahan,73,115.58,6588.07,57,119.79,111.76
71,72,,J.T. Poston,95,115.53,7856.24,68,119.09,110.43
72,73,,Martin Laird,83,115.46,6003.68,52,120.38,112.52
73,T74,,Byeong Hun An,77,115.41,5539.77,48,119.95,112.23
74,T74,,Mark Hubbard,81,115.41,6578.31,57,121.38,109.79
75,76,,Sung Kang,104,115.33,7265.75,63,120.79,111.33
76,77,,J.J. Spaun,92,115.3,6918.13,60,119.01,110.16
77,78,,Pat Perez,93,115.15,6448.48,56,121.81,111.04
78,79,,Rickie Fowler,78,115.12,6101.58,53,120.1,112.04
79,80,,Sean O'Hair,84,115.09,6329.82,55,119.85,111.84
80,81,,Adam Hadwin,98,114.97,8047.67,70,118.95,111.82
81,82,,Scott Stallings,81,114.96,6437.62,56,120.35,111.23
82,83,,Dominic Bozzelli,69,114.66,5733.25,50,119.97,111.52
83,84,,Shane Lowry,52,114.6,2406.54,21,118.52,111.91
84,85,,Jimmy Walker,68,114.44,4463.26,39,117.53,111.06
85,86,,Emiliano Grillo,90,114.39,6863.18,60,119.96,111.14
86,87,,Brett Drewitt,57,114.35,4116.6,36,117.77,111.02
87,88,,Bill Haas,92,114.33,6402.67,56,117.96,110.24
88,89,,Shawn Stefani,72,114.32,6173.53,54,120.36,110.06
89,90,,Cameron Smith,86,114.27,7313.37,64,118.54,111.19
90,91,,Phil Mickelson,85,114.24,6511.92,57,121.57,110.78
91,92,,Louis Oosthuizen,69,114.23,4112.33,36,118.66,110.39
92,93,,Si Woo Kim,80,114.2,5824.45,51,120.08,108.99
93,94,,J.J. Henry,92,114.17,7877.49,69,119.88,109.25
94,95,,Kevin Streelman,90,114.04,8211.06,72,118.48,109.67
95,96,,Jonathan Randolph,68,114.02,5244.83,46,117.82,108.18
96,97,,Patrick Cantlay,52,113.94,4101.93,36,115.35,112.04
97,98,,Julián Etulain,68,113.9,5581.05,49,119.0,108.38
98,99,,Luke Donald,50,113.54,3292.6,29,118.28,109.14
99,100,,Patton Kizzire,84,113.48,7943.27,70,118.87,109.8
100,101,,James Hahn,96,113.38,7823.1,69,118.94,109.44
101,102,,Russell Henley,99,113.37,8276.33,73,118.21,109.75
102,103,,Anirban Lahiri,72,113.25,5096.07,45,119.08,110.08
103,T104,,Jason Dufner,89,113.2,7244.6,64,118.45,110.02
104,T104,,Rod Pampling,71,113.2,5546.88,49,118.14,108.86
105,106,,Ben Martin,86,113.16,7468.85,66,119.09,109.21
106,107,,Fabián Gómez,61,113.15,5317.94,47,116.72,108.27
107,108,,Jordan Spieth,85,113.11,6560.62,58,116.62,107.89
108,109,,Tyrone Van Aswegen,105,113.07,6897.44,61,117.19,110.6
109,110,,Boo Weekley,75,113.02,5877.1,52,118.16,108.5
110,111,,Whee Kim,74,112.95,5760.56,51,118.03,108.64
111,112,,Mark Anderson,54,112.85,4739.67,42,116.83,109.47
112,113,,Danny Lee,93,112.81,6994.36,62,117.52,109.74
113,T114,,Roberto Castro,70,112.8,5414.29,48,118.47,108.43
114,T114,,Retief Goosen,52,112.8,3947.98,35,117.73,107.06
115,116,,Scott Brown,95,112.78,7217.91,64,117.53,108.06
116,117,,Bud Cauley,92,112.76,7667.91,68,115.78,109.38
117,118,,Scott Piercy,70,112.75,4961.17,44,118.42,108.72
118,119,,Kyle Stanley,104,112.69,9353.6,83,118.19,108.8
119,120,,Sam Saunders,76,112.48,6411.33,57,117.37,108.08
120,121,,Tom Hoge,54,112.35,4494.05,40,118.11,108.72
121,122,,Brandt Snedeker,53,112.3,3818.14,34,116.05,107.51
122,T123,,Kevin Kisner,105,112.22,7406.67,66,116.48,109.39
123,T123,,Francesco Molinari,75,112.22,5274.17,47,118.91,108.48
124,125,,Morgan Hoffmann,92,112.21,8527.64,76,116.43,108.27
125,126,,Michael Thompson,60,111.99,4479.73,40,116.71,109.23
126,127,,Geoff Ogilvy,80,111.97,7166.01,64,117.18,108.31
127,T128,,David Lingmerth,79,111.77,6706.35,60,115.69,108.9
128,T128,,Kevin Na,86,111.77,5700.36,51,118.0,108.21
129,130,,Chris Stroud,67,111.75,4134.6,37,117.37,108.1
130,131,,Chad Campbell,97,111.71,8042.91,72,118.07,107.8
131,132,,Troy Merritt,82,111.64,7368.23,66,115.17,108.32
132,133,,Kelly Kraft,75,111.6,6361.36,57,115.01,107.77
133,134,,Russell Knox,75,111.53,5130.59,46,115.69,107.5
134,135,,Miguel Angel Carballo,63,111.49,4236.57,38,114.53,109.24
135,136,,Steve Wheatcroft,51,111.43,3454.43,31,114.47,106.61
136,137,,Jonas Blixt,74,111.31,5899.61,53,116.07,108.1
137,138,,Blayne Barber,77,111.27,7121.34,64,114.67,107.77
138,139,,Nicholas Lindheim,58,111.22,4337.57,39,116.1,108.19
139,140,,Rafa Cabrera Bello,63,111.17,3891.07,35,113.82,108.89
140,T141,,Michael Kim,94,111.1,8332.81,75,116.61,107.22
141,T141,,Daniel Summerhays,100,111.1,7776.68,70,116.09,107.64
142,143,,Rory Sabbatini,71,111.07,5220.23,47,115.9,105.6
143,144,,Cameron Tringale,89,110.85,6540.23,59,116.69,105.88
144,145,,Cameron Percy,71,110.84,5652.73,51,115.47,105.2
145,146,,Richy Werenski,81,110.78,5982.21,54,113.9,107.86
146,147,,Ian Poulter,72,110.76,5537.93,50,116.63,107.83
147,148,,Brett Stegmaier,78,110.74,5869.1,53,114.29,107.82
148,149,,William McGirt,89,110.73,7197.37,65,118.37,107.36
149,150,,Derek Fathauer,81,110.68,5644.71,51,117.07,106.9
150,151,,Johnson Wagner,71,110.66,5422.37,49,116.51,107.27
151,152,,Chris Kirk,89,110.27,7167.67,65,113.33,106.23
152,153,,Nick Taylor,97,110.1,8147.15,74,114.63,106.74
153,154,,Camilo Villegas,76,110.09,5724.42,52,113.5,107.23
154,155,,Chad Collins,66,110.04,5171.65,47,116.16,106.19
155,156,,Webb Simpson,102,109.97,7698.02,70,114.07,106.5
156,157,,Bryce Molder,74,109.93,6705.91,61,112.98,106.54
157,158,,Ryan Armour,63,109.89,4725.35,43,112.74,104.55
158,T159,,David Hearn,93,109.85,6700.9,61,115.8,106.12
159,T159,,C.T. Pan,88,109.85,7140.06,65,114.37,105.3
160,161,,Graeme McDowell,56,109.61,4055.58,37,112.98,106.55
161,162,,Wesley Bryan,95,109.52,6352.42,58,114.69,105.46
162,163,,Søren Kjeldsen,58,109.39,2953.66,27,113.61,106.54
163,164,,Brian Harman,104,109.35,7217.25,66,114.2,105.49
164,165,,Ernie Els,52,109.18,2947.95,27,114.91,105.62
165,166,,Ryan Blaum,100,109.09,7854.82,72,113.22,105.93
166,167,,Kyle Reifers,96,109.07,7416.7,68,114.49,105.41
167,168,,John Huh,92,108.97,7954.45,73,114.13,105.17
168,169,,Chez Reavie,98,108.88,7730.63,71,114.71,105.0
169,170,,Billy Hurley III,80,108.71,7283.4,67,112.8,104.64
170,171,,Matt Kuchar,95,108.57,7056.94,65,113.13,105.52
171,172,,Zach Johnson,81,108.36,6068.24,56,112.58,104.64
172,173,,Ryan Moore,82,108.33,6499.75,60,111.67,105.5
173,174,,Greg Chalmers,75,108.27,6821.13,63,112.74,104.53
174,175,,D.A. Points,68,108.26,5629.48,52,113.21,102.76
175,176,,Carl Pettersson,63,108.24,4221.22,39,113.89,104.83
176,177,,Peter Malnati,91,108.21,8007.81,74,113.15,103.7
177,178,,Spencer Levin,89,107.86,6795.29,63,113.47,103.76
178,179,,Alex Cejka,85,107.59,5702.31,53,110.59,104.23
179,180,,Ben Crane,86,107.37,6979.09,65,112.75,104.19
180,181,,Jim Furyk,54,107.33,3971.3,37,110.93,103.72
181,182,,K.J. Choi,72,107.24,5683.51,53,111.69,100.46
182,183,,Vaughn Taylor,90,106.95,7807.29,73,111.74,103.93
183,184,,Steven Alker,69,106.69,4587.49,43,110.49,103.68
184,185,,Brian Gay,82,106.62,7037.16,66,112.37,103.52
185,186,,Ken Duke,77,106.45,4790.11,45,113.16,102.94
186,T187,,Zac Blair,105,105.85,8044.38,76,111.64,102.56
187,T187,,Tim Wilkinson,64,105.85,4551.49,43,109.36,101.75
188,189,,Brian Stuard,93,105.75,6767.75,64,108.71,101.86
189,190,,Jason Bohn,75,105.66,6234.23,59,108.75,102.49
