,Driving_Pct.__240_Measured_RANK THIS WEEK,Driving_Pct.__240_Measured_RANK LAST WEEK,Driving_Pct.__240_Measured_PLAYER NAME,Driving_Pct.__240_Measured_ROUNDS,Driving_Pct.__240_Measured_%,Driving_Pct.__240_Measured_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_Measured_TOTAL DRVS - OVERALL,Driving_Pct.__240_Measured_RELATIVE TO PAR
135,136,,Scott Brown,95,0.55,1.0,182,E
136,137,,Keegan Bradley,104,0.53,1.0,188,+1.00
137,138,,Ryan Blaum,100,0.52,1.0,192,E
138,T139,,Luke List,102,0.51,1.0,196,+2.00
139,T139,,Kyle Stanley,104,0.51,1.0,196,+1.00
140,T141,,Byeong Hun An,77,0.0,,112,E
141,T141,,Blayne Barber,77,0.0,,142,E
142,T141,,Ryan Brehm,83,0.0,,146,E
143,T141,,Patrick Cantlay,52,0.0,,96,E
144,T141,,Paul Casey,94,0.0,,140,E
145,T141,,Jason Day,71,0.0,,112,E
146,T141,,Graham DeLaet,82,0.0,,152,E
147,T141,,Matt Every,76,0.0,,140,E
148,T141,,Gonzalo Fernandez-Castaño,63,0.0,,112,E
149,T141,,Tony Finau,106,0.0,,192,E
150,T141,,Martin Flores,88,0.0,,162,E
151,T141,,Rickie Fowler,78,0.0,,120,E
152,T141,,Sergio Garcia,65,0.0,,84,E
153,T141,,Emiliano Grillo,90,0.0,,142,E
154,T141,,Adam Hadwin,98,0.0,,168,E
155,T141,,Brandon Hagy,85,0.0,,154,E
156,T141,,Russell Henley,99,0.0,,170,E
157,T141,,Jim Herman,77,0.0,,142,E
158,T141,,Billy Horschel,88,0.0,,164,E
159,T141,,John Huh,92,0.0,,168,E
160,T141,,Ryo Ishikawa,56,0.0,,104,E
161,T141,,Zach Johnson,81,0.0,,134,E
162,T141,,Dustin Johnson,77,0.0,,120,E
163,T141,,Michael Kim,94,0.0,,180,E
164,T141,,Brooks Koepka,88,0.0,,128,E
165,T141,,Anirban Lahiri,72,0.0,,132,E
166,T141,,Danny Lee,93,0.0,,170,E
167,T141,,Marc Leishman,94,0.0,,148,E
168,T141,,David Lingmerth,79,0.0,,134,E
169,T141,,Jamie Lovemark,98,0.0,,168,E
170,T141,,Shane Lowry,52,0.0,,74,E
171,T141,,Hideki Matsuyama,83,0.0,,112,E
172,T141,,Rory McIlroy,51,0.0,,68,E
173,T141,,Francesco Molinari,75,0.0,,120,E
174,T141,,Grayson Murray,94,0.0,,180,E
175,T141,,Seung-Yul Noh,91,0.0,,174,E
176,T141,,Ryan Palmer,61,0.0,,102,E
177,T141,,Cameron Percy,71,0.0,,130,E
178,T141,,Jonathan Randolph,68,0.0,,118,E
179,T141,,Patrick Reed,107,0.0,,168,E
180,T141,,Rory Sabbatini,71,0.0,,130,E
181,T141,,Xander Schauffele,96,0.0,,168,E
182,T141,,Charl Schwartzel,63,0.0,,92,E
183,T141,,Adam Scott,58,0.0,,80,E
184,T141,,Daniel Summerhays,100,0.0,,164,E
185,T141,,Hudson Swafford,94,0.0,,168,E
186,T141,,Justin Thomas,86,0.0,,122,E
187,T141,,Kevin Tway,96,0.0,,176,E
188,T141,,Jhonattan Vegas,95,0.0,,152,E
189,T141,,Bubba Watson,71,0.0,,102,E
