,Driving_Accuracy_Percentage_RANK THIS WEEK,Driving_Accuracy_Percentage_RANK LAST WEEK,Driving_Accuracy_Percentage_PLAYER NAME,Driving_Accuracy_Percentage_ROUNDS,Driving_Accuracy_Percentage_%,Driving_Accuracy_Percentage_FAIRWAYS HIT,Driving_Accuracy_Percentage_POSSIBLE FAIRWAYS
54,55,,Paul Casey,94,63.46,764,1204
55,56,,Hunter Mahan,73,63.4,627,989
56,57,,Julián Etulain,68,63.34,558,881
57,58,,Jason Dufner,89,63.3,709,1120
58,59,,Rickie Fowler,78,63.29,638,1008
59,60,,Johnson Wagner,71,63.18,556,880
60,61,,James Hahn,96,63.14,848,1343
61,62,,Peter Malnati,91,63.1,749,1187
62,63,,Adam Hadwin,98,62.85,824,1311
63,64,,Russell Henley,99,62.79,815,1298
64,65,,Danny Lee,93,62.72,779,1242
65,66,,Daniel Summerhays,100,62.69,788,1257
66,67,,Jonathan Randolph,68,62.67,517,825
67,68,,Geoff Ogilvy,80,62.59,629,1005
68,69,,J.J. Henry,92,62.58,751,1200
69,70,,Ian Poulter,72,62.55,593,948
70,71,,Brendan Steele,89,62.28,700,1124
71,72,,David Lingmerth,79,62.12,615,990
72,73,,Brian Harman,104,62.07,833,1342
73,74,,Brandt Snedeker,53,61.98,401,647
74,75,,Fabián Gómez,61,61.81,513,830
75,76,,Michael Thompson,60,61.72,482,781
76,77,,Nick Taylor,97,61.66,817,1325
77,78,,Blayne Barber,77,61.62,610,990
78,79,,Patrick Cantlay,52,61.47,410,667
79,80,,Pat Perez,93,61.46,759,1235
80,81,,Sergio Garcia,65,61.08,496,812
81,82,,Ryan Blaum,100,60.94,816,1339
82,83,,Rod Pampling,71,60.83,604,993
83,84,,Troy Merritt,82,60.79,628,1033
84,85,,Brett Drewitt,57,60.73,450,741
85,86,,Billy Hurley III,80,60.57,679,1121
86,87,,Shawn Stefani,72,60.53,575,950
87,88,,Kevin Na,86,60.46,659,1090
88,89,,Mark Hubbard,81,60.41,624,1033
89,90,,Morgan Hoffmann,92,60.39,741,1227
90,91,,Rafa Cabrera Bello,63,60.33,473,784
91,92,,Hudson Swafford,94,60.27,757,1256
92,93,,Cameron Percy,71,60.18,547,909
93,94,,Jonas Blixt,74,60.1,586,975
94,95,,Kelly Kraft,75,60.06,594,989
95,96,,Daniel Berger,91,60.02,707,1178
96,97,,Louis Oosthuizen,69,59.98,487,812
97,98,,Mark Anderson,54,59.97,436,727
98,99,,Sean O'Hair,84,59.91,686,1145
99,100,,Bud Cauley,92,59.83,718,1200
100,101,,Anirban Lahiri,72,59.82,603,1008
101,T102,,Greg Chalmers,75,59.8,595,995
102,T102,,Billy Horschel,88,59.8,702,1174
103,104,,Tyrone Van Aswegen,105,59.79,809,1353
104,105,,Michael Kim,94,59.71,750,1256
105,106,,Sung Kang,104,59.65,850,1425
106,107,,Mackenzie Hughes,106,59.63,870,1459
107,108,,Harold Varner III,101,59.61,825,1384
108,109,,Bubba Watson,71,59.58,510,856
109,110,,Robert Garrigus,78,59.52,597,1003
110,111,,Jordan Spieth,85,59.48,618,1039
111,112,,Scott Piercy,70,59.32,538,907
112,113,,Chad Collins,66,59.31,513,865
113,114,,Jason Kokrak,95,59.26,752,1269
114,115,,J.T. Poston,95,59.24,702,1185
115,116,,Gary Woodland,94,58.9,698,1185
116,117,,Jon Rahm,90,58.61,664,1133
117,118,,Justin Rose,66,58.48,507,867
118,119,,Brian Campbell,55,58.2,415,713
119,120,,Branden Grace,70,58.19,483,830
120,121,,Tag Ridings,67,58.18,480,825
121,122,,Cameron Tringale,89,58.15,674,1159
122,123,,Bill Haas,92,58.05,656,1130
123,124,,Bryson DeChambeau,91,58.04,704,1213
124,125,,Wesley Bryan,95,57.89,719,1242
125,126,,Retief Goosen,52,57.79,371,642
126,127,,Charley Hoffman,112,57.72,841,1457
127,128,,Xander Schauffele,96,57.68,710,1231
128,129,,Marc Leishman,94,57.64,694,1204
129,T130,,Kevin Chappell,95,57.61,693,1203
130,T130,,Hideki Matsuyama,83,57.61,583,1012
131,132,,Bryce Molder,74,57.6,595,1033
132,133,,Robert Streb,98,57.58,756,1313
133,134,,Tony Finau,106,57.53,837,1455
134,135,,Jhonattan Vegas,95,57.28,708,1236
135,136,,Matt Jones,64,57.09,447,783
136,137,,Scott Stallings,81,57.04,612,1073
137,138,,Ryan Palmer,61,56.94,406,713
138,139,,Byeong Hun An,77,56.76,554,976
139,140,,Dominic Bozzelli,69,56.57,512,905
140,141,,Jamie Lovemark,98,56.54,726,1284
141,142,,Patrick Reed,107,56.52,759,1343
142,143,,Luke Donald,50,56.5,378,669
143,144,,Dustin Johnson,77,56.44,539,955
144,145,,Brad Fritsch,56,56.4,410,727
145,146,,Cameron Smith,86,56.26,643,1143
146,147,,Nicholas Lindheim,58,56.19,440,783
147,148,,Grayson Murray,94,56.01,704,1257
148,T149,,Tom Hoge,54,55.99,360,643
149,T149,,Adam Scott,58,55.99,439,784
150,151,,Jimmy Walker,68,55.97,464,829
151,152,,Si Woo Kim,80,55.92,557,996
152,153,,Andres Gonzales,73,55.75,538,965
153,154,,Nick Watney,75,55.67,535,961
154,155,,Luke List,102,55.63,761,1368
155,156,,Derek Fathauer,81,55.49,581,1047
156,157,,Phil Mickelson,85,55.05,616,1119
157,158,,Rory McIlroy,51,54.97,354,644
158,159,,Smylie Kaufman,76,54.79,543,991
159,160,,Cody Gribble,79,54.77,591,1079
160,161,,Charles Howell III,86,54.72,626,1144
161,162,,Ernie Els,52,54.48,365,670
162,163,,Sebastián Muñoz,51,54.45,373,685
163,164,,Camilo Villegas,76,54.37,548,1008
164,T165,,Ricky Barnes,100,54.32,698,1285
165,T165,,Whee Kim,74,54.32,516,950
166,167,,Stewart Cink,93,54.15,672,1241
167,168,,Brooks Koepka,88,54.14,576,1064
168,169,,Justin Thomas,86,54.09,569,1052
169,170,,Jason Day,71,53.73,483,899
170,171,,Charl Schwartzel,63,53.59,433,808
171,172,,Seamus Power,86,53.27,594,1115
172,T173,,Gonzalo Fernandez-Castaño,63,53.26,417,783
173,T173,,Trey Mullinax,88,53.26,580,1089
174,175,,Seung-Yul Noh,91,53.09,645,1215
175,176,,Patrick Rodgers,76,52.9,547,1034
176,177,,Martin Flores,88,52.79,597,1131
177,178,,Patton Kizzire,84,52.54,558,1062
178,179,,Kevin Tway,96,52.48,646,1231
179,180,,Brandon Hagy,85,52.46,565,1077
180,181,,Aaron Baddeley,61,52.25,418,800
181,182,,Carl Pettersson,63,51.94,428,824
182,183,,Ryo Ishikawa,56,51.92,405,780
183,184,,Ollie Schniederjans,92,51.89,631,1216
184,185,,Ryan Brehm,83,51.13,522,1021
185,186,,Harris English,84,49.8,500,1004
186,187,,J.B. Holmes,83,49.75,501,1007
187,188,,Matt Every,76,48.41,473,977
188,189,,Andrew Loupe,55,45.93,333,725
189,190,,Steven Bowditch,59,45.37,348,767
