,Total_Distance_Efficiency_RANK THIS WEEK,Total_Distance_Efficiency_RANK LAST WEEK,Total_Distance_Efficiency_PLAYER NAME,Total_Distance_Efficiency_ROUNDS,Total_Distance_Efficiency_AVG.,Total_Distance_Efficiency_AVERAGE DISTANCE (YARDS),Total_Distance_Efficiency_AVERAGE CLUB HEAD SPEED,Total_Distance_Efficiency_TOTAL ATTEMPTS,Total_Distance_Efficiency_HIGHEST DIST. EFFICIENCY
25,T26,,Smylie Kaufman,76,2.635,309.073,117.277,58,2.9739999999999998
26,T26,,Sean O'Hair,84,2.635,303.258,115.088,55,2.9560000000000004
27,28,,Dominic Bozzelli,69,2.634,302.032,114.665,50,3.2
28,29,,Sung Kang,104,2.633,303.695,115.329,63,3.1860000000000004
29,T30,,Zach Johnson,81,2.6319999999999997,285.20099999999996,108.36200000000001,56,2.935
30,T30,,Ryan Palmer,61,2.6319999999999997,306.86400000000003,116.594,43,3.097
31,T30,,Sam Saunders,76,2.6319999999999997,296.004,112.479,57,3.3
32,33,,Anirban Lahiri,72,2.6310000000000002,297.975,113.24600000000001,45,3.2039999999999997
33,34,,Kyle Stanley,104,2.63,296.329,112.694,83,3.108
34,35,,Xander Schauffele,96,2.628,310.943,118.336,47,2.929
35,T36,,Patrick Cantlay,52,2.627,299.311,113.943,36,2.904
36,T36,,James Hahn,96,2.627,297.835,113.37799999999999,69,3.16
37,T36,,Brian Harman,104,2.627,287.22900000000004,109.352,66,3.057
38,T36,,Ryan Moore,82,2.627,284.547,108.329,60,2.987
39,T36,,Jon Rahm,90,2.627,306.517,116.677,54,2.928
40,41,,Scott Stallings,81,2.6260000000000003,301.906,114.95700000000001,56,3.0060000000000002
41,42,,Keegan Bradley,104,2.625,303.60200000000003,115.667,72,3.0439999999999996
42,43,,Chris Kirk,89,2.623,289.223,110.272,65,3.221
43,44,,Peter Malnati,91,2.622,283.714,108.214,74,2.89
44,T45,,Blayne Barber,77,2.6210000000000004,291.654,111.271,64,2.957
45,T45,,D.A. Points,68,2.6210000000000004,283.714,108.259,52,3.0669999999999997
46,T47,,Russell Henley,99,2.62,296.997,113.374,73,3.042
47,T47,,Johnson Wagner,71,2.62,289.914,110.661,49,3.074
48,49,,Bud Cauley,92,2.6189999999999998,295.363,112.76299999999999,68,3.053
49,T50,,Whee Kim,74,2.6180000000000003,295.716,112.95200000000001,51,2.966
50,T50,,Matt Kuchar,95,2.6180000000000003,284.274,108.568,65,2.966
51,T50,,Seung-Yul Noh,91,2.6180000000000003,305.325,116.616,71,3.1519999999999997
52,T53,,Jonas Blixt,74,2.617,291.298,111.31299999999999,53,2.91
53,T53,,Michael Kim,94,2.617,290.751,111.104,75,3.159
54,T53,,Cameron Percy,71,2.617,290.035,110.838,51,3.0580000000000003
55,56,,Greg Chalmers,75,2.616,283.24,108.272,63,3.036
56,T57,,Rick Lamb,54,2.615,302.81,115.787,36,2.8939999999999997
57,T57,,Danny Lee,93,2.615,294.97,112.81200000000001,62,3.1310000000000002
58,59,,Matt Jones,64,2.612,309.008,118.29299999999999,46,2.987
59,T60,,Ryan Blaum,100,2.611,284.818,109.095,72,3.0780000000000003
60,T60,,Robert Garrigus,78,2.611,306.067,117.236,55,3.0060000000000002
61,T62,,Graham DeLaet,82,2.609,304.45599999999996,116.694,61,2.972
62,T62,,J.J. Henry,92,2.609,297.824,114.167,69,2.948
63,64,,David Lingmerth,79,2.6060000000000003,291.26,111.772,60,2.925
64,65,,Tag Ridings,67,2.605,303.285,116.43,42,2.9019999999999997
65,T66,,Billy Horschel,88,2.603,302.228,116.117,64,3.1460000000000004
66,T66,,Nicholas Lindheim,58,2.603,289.452,111.22,39,2.9389999999999996
67,T66,,Jordan Spieth,85,2.603,294.469,113.11399999999999,58,3.0069999999999997
68,69,,Luke List,102,2.602,314.105,120.715,69,2.978
69,70,,Spencer Levin,89,2.6010000000000004,280.589,107.86200000000001,63,3.0660000000000003
70,71,,Rafa Cabrera Bello,63,2.6,289.058,111.17399999999999,35,2.926
71,T72,,Harris English,84,2.5989999999999998,306.279,117.825,61,3.057
72,T72,,Daniel Summerhays,100,2.5989999999999998,288.735,111.095,70,3.011
73,74,,Phil Mickelson,85,2.5980000000000003,296.848,114.244,57,3.013
74,T75,,Byeong Hun An,77,2.597,299.753,115.412,48,3.092
75,T75,,Tyrone Van Aswegen,105,2.597,293.653,113.073,61,3.016
76,T77,,Zac Blair,105,2.596,274.814,105.84700000000001,76,3.04
77,T77,,Julián Etulain,68,2.596,295.688,113.899,49,2.927
78,T79,,Steven Alker,69,2.595,276.9,106.686,43,3.012
79,T79,,Ben Crane,86,2.595,278.579,107.37100000000001,65,3.048
80,T79,,Geoff Ogilvy,80,2.595,290.60900000000004,111.969,64,3.113
81,T79,,Chez Reavie,98,2.595,282.584,108.882,71,2.9610000000000003
82,T79,,Shawn Stefani,72,2.595,296.715,114.325,54,3.1510000000000002
83,84,,Retief Goosen,52,2.594,292.55,112.79899999999999,35,2.9760000000000004
84,T85,,Miguel Angel Carballo,63,2.593,289.12,111.48899999999999,38,2.852
85,T85,,Jason Kokrak,95,2.593,310.001,119.537,69,3.137
86,T85,,Jamie Lovemark,98,2.593,307.363,118.536,57,2.949
87,T88,,Martin Laird,83,2.59,298.986,115.455,52,3.221
88,T88,,Justin Rose,66,2.59,302.596,116.844,42,3.0189999999999997
89,T90,,Francesco Molinari,75,2.589,290.509,112.21600000000001,47,3.02
90,T90,,Brendan Steele,89,2.589,303.937,117.374,59,3.1830000000000003
91,T90,,Kevin Streelman,90,2.589,295.236,114.042,72,3.1189999999999998
92,T90,,Cameron Tringale,89,2.589,286.992,110.851,59,3.057
93,T90,,Camilo Villegas,76,2.589,285.009,110.085,52,2.97
94,T95,,Chad Collins,66,2.588,284.811,110.035,47,2.91
95,T95,,Cody Gribble,79,2.588,301.242,116.39399999999999,53,3.1910000000000003
96,T95,,Harold Varner III,101,2.588,307.55400000000003,118.818,76,3.0060000000000002
97,98,,Chris Stroud,67,2.5869999999999997,289.13,111.74600000000001,37,2.9730000000000003
98,99,,Boo Weekley,75,2.5860000000000003,292.246,113.021,52,2.9019999999999997
99,T100,,Grayson Murray,94,2.585,311.486,120.48100000000001,64,3.09
100,T100,,Cameron Smith,86,2.585,295.35900000000004,114.271,64,2.9960000000000004
101,T102,,Lucas Glover,93,2.5839999999999996,300.67400000000004,116.34899999999999,65,2.897
102,T102,,Louis Oosthuizen,69,2.5839999999999996,295.125,114.23100000000001,36,2.9789999999999996
103,T102,,Brian Stuard,93,2.5839999999999996,273.258,105.74600000000001,64,2.907
104,T105,,Chad Campbell,97,2.583,288.536,111.70700000000001,72,2.927
105,T105,,Ken Duke,77,2.583,274.993,106.447,45,2.8710000000000004
106,T105,,Kevin Na,86,2.583,288.694,111.772,51,2.991
107,108,,Andres Gonzales,73,2.5810000000000004,300.204,116.29799999999999,50,2.812
108,T109,,Kelly Kraft,75,2.5780000000000003,287.742,111.603,57,3.1460000000000004
109,T109,,Ben Martin,86,2.5780000000000003,291.757,113.164,66,2.967
110,T111,,Jason Dufner,89,2.577,291.711,113.197,64,2.944
111,T111,,David Hearn,93,2.577,283.047,109.851,61,2.9930000000000003
112,T113,,Russell Knox,75,2.575,287.165,111.53399999999999,46,3.174
113,T113,,Marc Leishman,94,2.575,305.17400000000004,118.53299999999999,59,3.04
114,115,,William McGirt,89,2.574,285.007,110.729,65,2.965
115,116,,Stewart Cink,93,2.572,298.032,115.875,70,3.055
116,117,,Kevin Kisner,105,2.571,288.531,112.22200000000001,66,3.08
117,T118,,Mark Anderson,54,2.57,290.026,112.84899999999999,42,2.852
118,T118,,Seamus Power,86,2.57,303.079,117.928,48,2.821
119,120,,Patton Kizzire,84,2.568,291.431,113.475,70,2.8810000000000002
120,121,,Carl Pettersson,63,2.565,277.627,108.236,39,2.891
121,T122,,Adam Hadwin,98,2.563,294.606,114.96700000000001,70,2.9760000000000004
122,T122,,Brandt Snedeker,53,2.563,287.806,112.29799999999999,34,3.003
123,124,,Steve Wheatcroft,51,2.562,285.442,111.43299999999999,31,2.761
124,125,,Bill Haas,92,2.5610000000000004,292.843,114.333,56,2.875
125,126,,Aaron Baddeley,61,2.56,296.459,115.8,44,3.335
126,127,,Adam Scott,58,2.559,303.374,118.553,30,2.8289999999999997
127,T128,,Bryson DeChambeau,91,2.5580000000000003,301.183,117.743,63,3.2030000000000003
128,T128,,Mackenzie Hughes,106,2.5580000000000003,295.97900000000004,115.691,90,3.073
129,T128,,Hideki Matsuyama,83,2.5580000000000003,302.202,118.131,47,2.951
130,T131,,Charles Howell III,86,2.557,296.73400000000004,116.053,59,2.9530000000000003
131,T131,,J.J. Spaun,92,2.557,294.807,115.302,60,3.0189999999999997
132,T133,,Scott Brown,95,2.556,288.29900000000004,112.78,64,2.9730000000000003
133,T133,,Jason Day,71,2.556,305.357,119.47,46,3.0460000000000003
134,T133,,Tom Hoge,54,2.556,287.147,112.351,40,2.8480000000000003
135,136,,Nick Watney,75,2.555,305.0,119.35799999999999,57,3.16
136,T137,,Paul Casey,94,2.553,296.802,116.271,51,3.0060000000000002
137,T137,,Emiliano Grillo,90,2.553,292.059,114.38600000000001,60,2.9339999999999997
138,T137,,Sebastián Muñoz,51,2.553,301.561,118.111,35,3.0610000000000004
139,140,,Wesley Bryan,95,2.552,279.467,109.525,58,2.99
140,T141,,Matt Every,76,2.551,298.862,117.14399999999999,54,3.0589999999999997
141,T141,,Billy Hurley III,80,2.551,277.344,108.70700000000001,67,2.9939999999999998
142,T141,,Dustin Johnson,77,2.551,309.139,121.16799999999999,44,3.003
143,144,,Jim Furyk,54,2.55,273.72900000000004,107.33200000000001,37,2.918
144,145,,Ryan Armour,63,2.549,280.11,109.89200000000001,43,2.8760000000000003
145,146,,Pat Perez,93,2.543,292.849,115.15100000000001,56,2.9419999999999997
146,147,,Jonathan Randolph,68,2.542,289.828,114.01799999999999,46,3.015
147,148,,Si Woo Kim,80,2.541,290.228,114.205,51,3.053
148,149,,Brian Campbell,55,2.539,297.877,117.306,38,2.8360000000000003
149,150,,Branden Grace,70,2.537,293.342,115.632,34,2.8739999999999997
150,151,,J.T. Poston,95,2.536,293.01099999999997,115.53299999999999,68,2.967
151,T152,,Kevin Chappell,95,2.535,304.033,119.949,55,2.912
152,T152,,Sergio Garcia,65,2.535,303.586,119.762,34,2.967
153,T152,,Ian Poulter,72,2.535,280.793,110.759,50,2.845
154,T155,,Tony Finau,106,2.5340000000000003,311.978,123.11399999999999,78,3.11
155,T155,,Martin Flores,88,2.5340000000000003,298.60900000000004,117.851,64,3.069
156,T155,,Hunter Mahan,73,2.5340000000000003,292.897,115.58,57,2.984
157,T155,,Kevin Tway,96,2.5340000000000003,310.605,122.565,53,3.095
158,T159,,Roberto Castro,70,2.531,285.436,112.79799999999999,48,2.736
159,T159,,Patrick Rodgers,76,2.531,307.651,121.551,47,2.965
160,T161,,Daniel Berger,91,2.529,300.379,118.779,52,2.9739999999999998
161,T161,,Brett Drewitt,57,2.529,289.231,114.35,36,2.766
162,163,,Robert Streb,98,2.528,293.324,116.042,71,3.0589999999999997
163,T164,,Fabián Gómez,61,2.5269999999999997,285.941,113.148,47,2.927
164,T164,,Charley Hoffman,112,2.5269999999999997,296.235,117.226,74,3.093
165,T164,,Gary Woodland,94,2.5269999999999997,309.992,122.67399999999999,51,2.85
166,167,,Rod Pampling,71,2.525,285.809,113.20200000000001,49,3.175
167,T168,,J.B. Holmes,83,2.524,307.188,121.684,41,3.1239999999999997
168,T168,,Michael Thompson,60,2.524,282.621,111.993,40,2.875
169,170,,Brooks Koepka,88,2.523,313.57,124.281,47,3.009
170,171,,Bryce Molder,74,2.522,277.216,109.93299999999999,61,2.909
171,T172,,Jim Herman,77,2.521,292.744,116.11200000000001,55,2.952
172,T172,,Patrick Reed,107,2.521,294.644,116.863,66,2.864
173,174,,Graeme McDowell,56,2.515,275.665,109.61,37,2.897
174,175,,Andrew Loupe,55,2.513,313.263,124.633,42,2.892
175,T176,,Brandon Hagy,85,2.51,317.538,126.491,57,2.927
176,T176,,Søren Kjeldsen,58,2.51,274.582,109.395,27,2.759
177,T176,,Hudson Swafford,94,2.51,307.945,122.667,60,2.924
178,179,,Gonzalo Fernandez-Castaño,63,2.509,290.528,115.79799999999999,35,2.843
179,180,,Bubba Watson,71,2.495,302.985,121.458,42,2.897
180,T181,,Ricky Barnes,100,2.494,289.231,115.954,50,3.035
181,T181,,Luke Donald,50,2.494,283.139,113.538,29,2.8539999999999996
182,T183,,Steven Bowditch,59,2.483,289.42400000000004,116.555,43,2.866
183,T183,,Brad Fritsch,56,2.483,288.08099999999996,116.03200000000001,39,2.9010000000000002
184,185,,Ryan Brehm,83,2.481,318.073,128.179,31,2.8280000000000003
185,186,,Mark Hubbard,81,2.477,285.88,115.40899999999999,57,2.781
186,187,,Jhonattan Vegas,95,2.476,304.922,123.165,49,2.822
187,188,,Ryo Ishikawa,56,2.464,287.584,116.705,40,2.867
188,189,,Ollie Schniederjans,92,2.451,302.279,123.34100000000001,59,3.1069999999999998
189,190,,Charl Schwartzel,63,2.45,292.414,119.353,37,2.7760000000000002
