,Distance_to_Apex_RANK THIS WEEK,Distance_to_Apex_RANK LAST WEEK,Distance_to_Apex_PLAYER NAME,Distance_to_Apex_ROUNDS,Distance_to_Apex_AVG.,Distance_to_Apex_TOTAL APEX RANGE,Distance_to_Apex_TOTAL ATTEMPTS,Distance_to_Apex_LONGEST DIST. TO APEX,Distance_to_Apex_SHORTEST DIST. TO APEX
120,T121,,Gonzalo Fernandez-Castaño,63,180.9,6152.0,34,197.7,160.5
121,T121,,Mark Hubbard,81,180.9,10130.1,56,193.5,163.8
122,T123,,Scott Brown,95,180.5,11553.4,64,196.3,158.4
123,T123,,Kevin Kisner,105,180.5,11734.6,65,201.1,165.2
124,T123,,Chris Stroud,67,180.5,6677.5,37,194.1,163.0
125,126,,William McGirt,89,180.4,11727.9,65,201.6,160.2
126,127,,Blayne Barber,77,180.3,11361.4,63,198.3,159.2
127,T128,,Kelly Kraft,75,180.1,10266.4,57,194.5,156.4
128,T128,,Nick Taylor,97,180.1,13325.0,74,193.1,154.7
129,130,,Francesco Molinari,75,179.8,8450.7,47,202.2,152.3
130,T131,,Whee Kim,74,179.7,9164.5,51,195.4,154.2
131,T131,,Russell Knox,75,179.7,8265.3,46,197.4,156.0
132,T131,,Brett Stegmaier,78,179.7,9523.9,53,194.7,160.3
133,134,,Ricky Barnes,100,179.6,8981.2,50,197.3,145.7
134,135,,Morgan Hoffmann,92,179.4,13636.3,76,194.2,155.4
135,136,,Ben Martin,86,179.2,11829.7,66,192.6,159.8
136,T137,,Jonas Blixt,74,178.8,9477.6,53,192.2,156.2
137,T137,,Geoff Ogilvy,80,178.8,11266.2,63,195.8,154.3
138,T139,,C.T. Pan,88,178.4,11414.8,64,192.7,153.8
139,T139,,Johnson Wagner,71,178.4,8740.3,49,192.0,163.6
140,T141,,Ryan Blaum,100,178.1,12822.6,72,188.8,167.5
141,T141,,Fabián Gómez,61,178.1,8194.2,46,189.0,154.1
142,T141,,Cameron Tringale,89,178.1,10331.7,58,194.2,149.5
143,T144,,Michael Kim,94,178.0,13346.7,75,190.4,158.7
144,T144,,Cameron Percy,71,178.0,9079.7,51,197.6,156.2
145,T144,,Daniel Summerhays,100,178.0,12460.0,70,195.3,160.2
146,147,,Kevin Na,86,177.6,9056.9,51,202.2,159.5
147,T148,,Matt Kuchar,95,177.2,11163.7,63,192.1,155.5
148,T148,,Michael Thompson,60,177.2,7087.0,40,193.4,143.7
149,150,,Ryan Armour,63,177.1,7438.3,42,192.8,153.3
150,151,,Jonathan Randolph,68,177.0,8143.6,46,189.6,160.6
151,152,,Chad Campbell,97,176.1,12682.6,72,196.3,146.4
152,153,,Chris Kirk,89,176.0,11442.5,65,188.9,153.6
153,154,,David Hearn,93,175.7,10716.9,61,195.0,166.3
154,155,,Ian Poulter,72,175.4,8593.6,49,186.5,154.7
155,156,,Steve Wheatcroft,51,175.2,5430.1,31,188.5,157.5
156,157,,Søren Kjeldsen,58,175.0,4725.0,27,195.6,164.9
157,158,,Webb Simpson,102,174.5,12217.1,70,189.9,153.1
158,159,,Chad Collins,66,174.4,8197.2,47,187.0,138.0
159,160,,Kyle Reifers,96,174.2,11842.4,68,187.6,156.8
160,161,,Brian Harman,104,174.0,11133.8,64,191.0,156.5
161,162,,Alex Cejka,85,173.8,9211.0,53,183.2,157.4
162,163,,Camilo Villegas,76,173.3,8839.6,51,190.8,119.3
163,164,,Zach Johnson,81,173.0,9515.4,55,193.1,147.3
164,T165,,Billy Hurley III,80,172.7,11569.8,67,187.0,159.6
165,T165,,Ryan Moore,82,172.7,10362.9,60,193.8,128.1
166,167,,Peter Malnati,91,172.3,12580.1,73,185.8,139.7
167,168,,Graeme McDowell,56,172.2,6371.9,37,183.2,153.5
168,T169,,Ben Crane,86,172.0,11181.1,65,186.4,154.5
169,T169,,D.A. Points,68,172.0,8602.1,50,188.4,151.2
170,171,,Ernie Els,52,171.9,4641.2,27,190.2,145.2
171,172,,John Huh,92,171.7,12532.3,73,185.6,152.5
172,173,,Wesley Bryan,95,171.5,9775.5,57,186.3,145.4
173,T174,,Bryce Molder,74,170.7,10240.6,60,188.1,142.4
174,T174,,Vaughn Taylor,90,170.7,12289.5,72,183.8,149.2
175,T176,,Rod Pampling,71,170.4,8347.9,49,193.9,112.1
176,T176,,Chez Reavie,98,170.4,11757.5,69,185.9,151.0
177,178,,Nicholas Lindheim,58,169.8,6624.0,39,193.0,120.7
178,179,,Steven Alker,69,169.3,7278.3,43,177.2,159.1
179,180,,Jim Furyk,54,169.2,6261.0,37,197.4,149.8
180,181,,Greg Chalmers,75,169.1,10655.4,63,186.7,141.6
181,T182,,Carl Pettersson,63,169.0,6589.8,39,184.6,143.9
182,T182,,Brian Stuard,93,169.0,10309.3,61,181.8,148.9
183,184,,Brian Gay,82,168.3,11109.0,66,179.6,143.0
184,185,,K.J. Choi,72,168.2,8914.4,53,179.8,140.7
185,186,,Zac Blair,105,167.7,12580.3,75,185.3,149.6
186,187,,Spencer Levin,89,165.9,10449.5,63,189.8,138.7
187,188,,Tim Wilkinson,64,165.3,7105.9,43,182.2,151.3
188,189,,Ken Duke,77,164.0,7218.0,44,176.7,144.4
189,190,,Jason Bohn,75,163.3,9471.7,58,182.0,124.5
