,Good_Drive_Percentage_RANK THIS WEEK,Good_Drive_Percentage_RANK LAST WEEK,Good_Drive_Percentage_PLAYER NAME,Good_Drive_Percentage_ROUNDS,Good_Drive_Percentage_%,Good_Drive_Percentage_# HIT,Good_Drive_Percentage_TOTAL ATTEMPTS
58,59,,Chez Reavie,98,82.19,1089,1325
59,60,,David Hearn,93,82.03,972,1185
60,61,,Harold Varner III,101,81.94,1134,1384
61,62,,William McGirt,89,81.89,954,1165
62,63,,Roberto Castro,70,81.81,778,951
63,64,,Martin Flores,88,81.79,925,1131
64,65,,Ryan Blaum,100,81.78,1095,1339
65,66,,Keegan Bradley,104,81.6,1162,1424
66,67,,Mark Hubbard,81,81.51,842,1033
67,68,,Nick Watney,75,81.48,783,961
68,69,,Russell Knox,75,81.47,800,982
69,70,,Andres Gonzales,73,81.45,786,965
70,71,,Brett Stegmaier,78,81.43,864,1061
71,T72,,Brett Drewitt,57,81.38,603,741
72,T72,,Dustin Johnson,77,81.38,800,983
73,74,,Scott Stallings,81,81.27,872,1073
74,75,,Sung Kang,104,81.19,1157,1425
75,76,,Retief Goosen,52,81.15,521,642
76,77,,Jon Rahm,90,81.14,942,1161
77,78,,Anirban Lahiri,72,81.05,817,1008
78,T79,,Bud Cauley,92,81.03,995,1228
79,T79,,Emiliano Grillo,90,81.03,987,1218
80,81,,Jason Dufner,89,81.01,930,1148
81,82,,Billy Horschel,88,80.95,973,1202
82,83,,Mark Anderson,54,80.88,588,727
83,84,,Paul Casey,94,80.87,1019,1260
84,85,,Tyrone Van Aswegen,105,80.86,1094,1353
85,86,,Tag Ridings,67,80.85,667,825
86,87,,Mackenzie Hughes,106,80.81,1179,1459
87,88,,Justin Rose,66,80.78,723,895
88,89,,J.T. Poston,95,80.71,979,1213
89,90,,Robert Streb,98,80.65,1059,1313
90,T91,,Charles Howell III,86,80.59,922,1144
91,T91,,Matt Jones,64,80.59,631,783
92,93,,Michael Kim,94,80.57,1012,1256
93,94,,Sean O'Hair,84,80.56,945,1173
94,95,,Brian Campbell,55,80.5,574,713
95,96,,Rod Pampling,71,80.46,799,993
96,97,,Webb Simpson,102,80.38,1110,1381
97,98,,Cameron Tringale,89,80.33,931,1159
98,99,,Pat Perez,93,80.29,1014,1263
99,100,,Jason Bohn,75,80.22,795,991
100,101,,Daniel Berger,91,80.18,967,1206
101,102,,Billy Hurley III,80,80.11,898,1121
102,T103,,Jonas Blixt,74,80.1,781,975
103,T103,,Adam Hadwin,98,80.1,1095,1367
104,105,,Kevin Kisner,105,80.01,1097,1371
105,106,,Graeme McDowell,56,80.0,624,780
106,107,,Smylie Kaufman,76,79.82,791,991
107,T108,,Greg Chalmers,75,79.8,794,995
108,T108,,Adam Scott,58,79.8,648,812
109,110,,Martin Laird,83,79.72,924,1159
110,111,,Ollie Schniederjans,92,79.69,969,1216
111,112,,Chad Collins,66,79.65,689,865
112,113,,Seamus Power,86,79.64,888,1115
113,114,,Russell Henley,99,79.62,1078,1354
114,115,,Scott Piercy,70,79.57,744,935
115,116,,Jordan Spieth,85,79.54,871,1095
116,117,,Brendan Steele,89,79.49,938,1180
117,118,,Tom Hoge,54,79.47,511,643
118,119,,Troy Merritt,82,79.45,843,1061
119,120,,Charley Hoffman,112,79.31,1200,1513
120,T121,,Kelly Kraft,75,79.27,784,989
121,T121,,Cameron Smith,86,79.27,906,1143
122,123,,Bryson DeChambeau,91,79.13,982,1241
123,T124,,Brandon Hagy,85,79.11,852,1077
124,T124,,Matt Kuchar,95,79.11,1015,1283
125,T126,,Branden Grace,70,79.01,700,886
126,T126,,Patrick Rodgers,76,79.01,817,1034
127,128,,Nicholas Lindheim,58,78.93,618,783
128,129,,Grayson Murray,94,78.84,991,1257
129,130,,Bryce Molder,74,78.8,814,1033
130,131,,David Lingmerth,79,78.78,824,1046
131,132,,Rickie Fowler,78,78.67,837,1064
132,133,,Seung-Yul Noh,91,78.6,955,1215
133,134,,Jhonattan Vegas,95,78.56,993,1264
134,135,,Kevin Na,86,78.53,900,1146
135,136,,Ricky Barnes,100,78.52,1009,1285
136,137,,Daniel Summerhays,100,78.45,1030,1313
137,138,,Brad Fritsch,56,78.4,570,727
138,139,,Gary Woodland,94,78.32,972,1241
139,140,,Zach Johnson,81,78.29,844,1078
140,141,,Louis Oosthuizen,69,78.23,679,868
141,142,,Bill Haas,92,78.16,927,1186
142,143,,Cody Gribble,79,78.13,843,1079
143,T144,,Sergio Garcia,65,78.11,678,868
144,T144,,Jason Kokrak,95,78.11,1035,1325
145,146,,Kevin Tway,96,78.07,961,1231
146,147,,Byeong Hun An,77,77.99,783,1004
147,148,,Stewart Cink,93,77.95,1011,1297
148,149,,Jamie Lovemark,98,77.84,1043,1340
149,150,,Rory McIlroy,51,77.83,523,672
150,151,,Dominic Bozzelli,69,77.79,704,905
151,152,,Ryo Ishikawa,56,77.69,606,780
152,153,,Sebastián Muñoz,51,77.66,532,685
153,154,,Aaron Baddeley,61,77.63,621,800
154,155,,Justin Thomas,86,77.62,860,1108
155,156,,Xander Schauffele,96,77.54,998,1287
156,157,,Gonzalo Fernandez-Castaño,63,77.52,607,783
157,158,,Hideki Matsuyama,83,77.34,826,1068
158,159,,Patton Kizzire,84,77.31,821,1062
159,160,,Bubba Watson,71,77.26,683,884
160,161,,Shane Lowry,52,77.23,529,685
161,162,,Phil Mickelson,85,77.21,864,1119
162,163,,Ryan Palmer,61,77.19,572,741
163,164,,Derek Fathauer,81,77.08,807,1047
164,165,,Jim Furyk,54,77.01,546,709
165,T166,,Luke Donald,50,76.98,515,669
166,T166,,Camilo Villegas,76,76.98,776,1008
167,168,,Kevin Chappell,95,76.81,967,1259
168,169,,Brian Harman,104,76.47,1069,1398
169,170,,Wesley Bryan,95,76.46,971,1270
170,171,,Ryan Brehm,83,76.42,823,1077
171,T172,,Trey Mullinax,88,76.16,872,1145
172,T172,,Jonathan Randolph,68,76.16,671,881
173,174,,Jason Day,71,76.05,705,927
174,175,,Marc Leishman,94,75.95,957,1260
175,176,,Charl Schwartzel,63,75.84,634,836
176,177,,Brandt Snedeker,53,75.25,529,703
177,178,,Patrick Reed,107,75.05,1050,1399
178,179,,Rafa Cabrera Bello,63,75.0,630,840
179,180,,Matt Every,76,74.41,727,977
180,181,,Harris English,84,74.06,785,1060
181,182,,Carl Pettersson,63,73.79,608,824
182,183,,Brooks Koepka,88,73.66,825,1120
183,184,,Whee Kim,74,73.46,739,1006
184,185,,Si Woo Kim,80,73.29,771,1052
185,186,,Andrew Loupe,55,73.24,531,725
186,187,,Jimmy Walker,68,71.74,655,913
187,188,,J.B. Holmes,83,70.93,754,1063
188,189,,Ernie Els,52,69.7,506,726
189,190,,Steven Bowditch,59,68.84,528,767
