,Ball_Striking_RANK THIS WEEK,Ball_Striking_RANK LAST WEEK,Ball_Striking_PLAYER NAME,Ball_Striking_ROUNDS,Ball_Striking_VALUE,Ball_Striking_TOTAL DRV RANK,Ball_Striking_GIR RANK
126,127,,Seamus Power,86,245,147,98
127,128,,Seung-Yul Noh,91,248,147,101
128,129,,Graeme McDowell,56,253,86,167
129,130,,Brian Stuard,93,254,111,143
130,T131,,Brian Harman,104,256,105,151
131,T131,,David Lingmerth,79,256,95,161
132,133,,Roberto Castro,70,257,121,136
133,T134,,Ken Duke,77,261,121,140
134,T134,,Tom Hoge,54,261,181,80
135,136,,K.J. Choi,72,262,105,157
136,137,,Tim Wilkinson,64,263,130,133
137,138,,Ryan Blaum,100,264,158,106
138,139,,Rod Pampling,71,266,134,132
139,T140,,Kelly Kraft,75,267,115,152
140,T140,,Steve Wheatcroft,51,267,86,181
141,142,,Mark Anderson,54,268,168,100
142,143,,Kevin Na,86,269,165,104
143,144,,Fabián Gómez,61,270,147,123
144,145,,Brett Drewitt,57,271,154,117
145,146,,Mark Hubbard,81,272,167,105
146,147,,Nicholas Lindheim,58,273,176,97
147,T148,,Harris English,84,278,139,139
148,T148,,Brian Gay,82,278,133,145
149,150,,Ian Poulter,72,281,154,127
150,151,,Jimmy Walker,68,284,146,138
151,152,,Daniel Summerhays,100,287,129,158
152,T153,,Retief Goosen,52,288,152,136
153,T153,,Jonathan Randolph,68,288,125,163
154,155,,Rafa Cabrera Bello,63,290,125,165
155,T156,,Søren Kjeldsen,58,293,119,174
156,T156,,Michael Thompson,60,293,153,140
157,158,,J.B. Holmes,83,298,127,171
158,T159,,Brad Fritsch,56,301,171,130
159,T159,,Andrew Loupe,55,301,115,186
160,161,,Cody Gribble,79,304,140,164
161,162,,Patrick Reed,107,306,134,172
162,T163,,Sebastián Muñoz,51,308,156,152
163,T163,,Cameron Tringale,89,308,180,128
164,165,,Jason Bohn,75,310,158,152
165,166,,Billy Hurley III,80,311,169,142
166,167,,Jonas Blixt,74,314,134,180
167,T168,,Dominic Bozzelli,69,316,141,175
168,T168,,Patton Kizzire,84,316,169,147
169,170,,Cameron Smith,86,317,162,155
170,171,,Peter Malnati,91,319,151,168
171,172,,Charl Schwartzel,63,320,141,179
172,173,,Phil Mickelson,85,326,166,160
173,174,,Ricky Barnes,100,331,186,145
174,175,,Ryo Ishikawa,56,333,184,149
175,176,,Aaron Baddeley,61,339,173,166
176,177,,Gonzalo Fernandez-Castaño,63,341,171,170
177,178,,Derek Fathauer,81,345,183,162
178,179,,Matt Every,76,348,164,184
179,180,,Whee Kim,74,349,177,172
180,181,,Camilo Villegas,76,356,179,177
181,182,,Chad Collins,66,357,175,182
182,183,,Si Woo Kim,80,361,174,187
183,184,,Greg Chalmers,75,362,177,185
184,185,,Bryce Molder,74,363,185,178
185,T186,,Wesley Bryan,95,364,181,183
186,T186,,Luke Donald,50,364,188,176
187,188,,Ernie Els,52,376,187,189
188,189,,Carl Pettersson,63,378,190,188
189,190,,Steven Bowditch,59,379,189,190
