,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
67,68,68,Brian Gay,96,47.62,90,189,-0.18
68,69,69,Kirk Triplett,88,47.59,69,145,-0.13
69,70,70,Chris Smith,105,47.47,75,158,-0.03
70,71,71,Ted Purdy,114,47.45,93,196,-0.08
71,72,72,Bo Van Pelt,107,47.43,83,175,-0.13
72,73,73,Notah Begay III,71,47.37,63,133,E
73,74,74,Daniel Chopra,108,47.34,80,169,-0.09
74,75,75,Arjun Atwal,85,47.06,72,153,-0.08
75,76,76,Mark Hensby,97,46.95,77,164,-0.16
76,77,77,Shigeki Maruyama,93,46.9,106,226,-0.19
77,78,78,Russ Cochran,61,46.83,59,126,-0.12
78,79,79,Spike McRoy,93,46.82,81,173,-0.01
79,80,80,Mathias Grönberg,91,46.71,71,152,-0.11
80,81,81,Dicky Pride,66,46.62,62,133,-0.03
81,82,82,Dennis Paulson,71,46.61,55,118,-0.09
82,83,83,Heath Slocum,92,46.56,88,189,-0.08
83,84,84,Rory Sabbatini,89,46.48,66,142,-0.02
84,T85,T85,Steve Flesch,109,46.43,91,196,-0.14
85,T85,T85,Adam Scott,55,46.43,39,84,-0.31
86,T87,T87,D.J. Brigman,79,46.32,63,136,-0.02
87,T87,T87,Dudley Hart,60,46.32,44,95,-0.11
88,89,89,José Coceres,68,46.26,68,147,-0.07
89,90,90,Todd Fischer,104,46.19,91,197,-0.01
90,91,91,J.J. Henry,103,46.07,82,178,-0.04
91,92,92,Rod Pampling,98,46.0,69,150,-0.07
92,93,93,Kent Jones,99,45.99,86,187,-0.06
93,94,94,Billy Mayfair,109,45.96,91,198,+0.02
94,95,95,Scott McCarron,88,45.95,68,148,-0.07
95,96,96,Harrison Frazar,86,45.93,62,135,-0.08
96,97,97,Tommy Tolles,67,45.87,50,109,-0.12
97,T98,T98,Darren Clarke,54,45.83,33,72,-0.06
98,T98,T98,Scott Simpson,55,45.83,55,120,-0.05
99,100,100,Rich Beem,81,45.76,54,118,E
100,101,101,K.J. Choi,83,45.75,70,153,-0.07
101,102,102,Justin Leonard,90,45.74,59,129,+0.02
102,103,103,Jonathan Byrd,85,45.52,66,145,-0.12
103,104,104,Stephen Ames,97,45.45,80,176,-0.11
104,T105,T105,Stephen Leaney,84,45.39,69,152,-0.09
105,T105,T105,Steve Lowery,91,45.39,69,152,-0.06
106,107,107,Brian Bateman,84,45.38,59,130,-0.08
107,108,108,Gene Sauers,83,45.25,81,179,-0.06
108,109,109,Hunter Mahan,94,45.07,64,142,-0.13
109,110,110,Charles Howell III,104,45.03,77,171,-0.05
110,111,111,Brian Kortan,65,45.0,45,100,-0.07
111,112,112,Brett Quigley,102,44.9,88,196,-0.05
112,113,113,J.P. Hayes,79,44.76,64,143,-0.02
113,T114,T114,Guy Boros,64,44.72,55,123,-0.11
114,T114,T114,Craig Bowden,83,44.72,89,199,-0.03
115,116,116,Roger Tambellini,81,44.53,61,137,-0.20
116,T117,T117,Niclas Fasth,61,44.44,52,117,-0.02
117,T117,T117,Tim Herron,84,44.44,56,126,-0.18
118,119,119,Cliff Kresge,89,44.32,78,176,-0.04
119,120,120,Jesper Parnevik,86,44.31,74,167,-0.04
120,121,121,Dan Forsman,79,44.29,62,140,-0.08
121,122,122,Jason Dufner,79,44.23,69,156,-0.12
122,123,123,Ben Curtis,56,44.21,42,95,E
123,124,124,Mike Weir,75,44.09,56,127,-0.16
124,125,125,David Peoples,82,44.03,70,159,-0.14
125,126,126,Bernhard Langer,59,43.93,47,107,+0.02
126,127,127,John Daly,79,43.75,56,128,-0.05
127,128,128,John Senden,99,43.64,72,165,-0.04
128,129,129,Joe Ogilvie,104,43.48,70,161,-0.07
129,130,130,Tom Pernice Jr.,103,43.41,79,182,-0.08
130,T131,T131,Stuart Appleby,84,43.33,52,120,-0.12
131,T131,T131,Mike Heinen,53,43.33,39,90,-0.08
132,133,133,Robert Damron,92,43.27,90,208,-0.03
133,134,134,Craig Perks,75,43.26,61,141,-0.02
134,135,135,Jay Delsing,76,43.2,54,125,-0.15
135,136,136,Hank Kuehne,91,43.11,72,167,+0.04
136,137,137,Ken Duke,89,43.04,68,158,-0.09
137,138,138,Craig Parry,52,43.0,43,100,-0.09
138,139,139,Pat Perez,102,42.95,67,156,+0.01
139,140,140,Aaron Baddeley,87,42.94,76,177,-0.11
140,141,141,Skip Kendall,99,42.7,79,185,-0.01
141,142,142,Cameron Beckman,99,42.68,70,164,-0.07
142,143,143,Dan Olsen,75,42.52,54,127,-0.11
143,144,144,John Cook,57,42.31,44,104,-0.09
144,145,145,Tom Carter,113,42.08,77,183,-0.05
145,146,146,John Riegger,53,42.06,45,107,-0.07
146,147,147,Billy Andrade,104,42.05,82,195,-0.15
147,148,148,Scott Hend,81,42.03,58,138,-0.02
148,149,149,Richard Johnson,102,41.95,86,205,-0.10
149,150,150,Alex Cejka,76,41.94,52,124,-0.06
150,151,151,Tommy Armour III,87,41.89,62,148,-0.15
151,152,152,Peter Lonard,68,41.88,49,117,-0.10
152,153,153,Greg Chalmers,70,41.86,54,129,-0.15
153,T154,T154,Corey Pavin,83,41.84,82,196,-0.07
154,T154,T154,Grant Waite,79,41.84,59,141,-0.15
155,156,156,Davis Love III,85,41.74,48,115,-0.15
156,157,157,Fred Couples,54,41.57,37,89,-0.05
157,158,158,Deane Pappas,72,41.38,48,116,-0.08
158,159,159,David Frost,78,41.36,79,191,-0.10
159,160,160,Bob Tway,90,40.85,58,142,-0.10
160,161,161,Dean Wilson,99,40.8,82,201,E
161,162,162,José María Olazábal,56,40.74,44,108,-0.09
162,163,163,Danny Ellis,81,40.69,59,145,-0.12
163,164,164,Steve Elkington,64,40.38,42,104,-0.10
164,165,165,Tom Byrum,83,40.35,69,171,-0.10
165,166,166,Chris Riley,78,40.27,60,149,-0.15
166,167,167,Blaine McCallister,68,40.15,55,137,-0.13
167,168,168,Brenden Pappas,111,40.11,75,187,-0.08
168,T169,T169,David Branshaw,84,40.0,52,130,-0.08
169,T169,T169,Freddie Jacobson,83,40.0,54,135,-0.09
170,171,171,Glen Day,101,39.88,69,173,-0.04
171,172,172,Mark Brooks,72,39.86,57,143,-0.12
172,173,173,Len Mattiace,75,39.66,71,179,-0.11
173,174,174,Steve Pate,71,39.44,56,142,-0.07
174,175,175,Ben Crane,92,39.31,68,173,-0.12
175,176,176,Steve Stricker,81,39.11,70,179,-0.10
176,177,177,Kris Cox,73,39.0,39,100,-0.10
177,T178,T178,Michael Allen,87,38.46,65,169,-0.09
178,T178,T178,Todd Hamilton,92,38.46,65,169,-0.09
179,180,180,Brad Faxon,94,38.14,74,194,-0.14
180,181,181,Omar Uresti,85,38.12,69,181,+0.06
181,182,182,Matt Gogel,86,38.1,56,147,-0.09
182,183,183,Hirofumi Miyase,65,37.98,49,129,E
183,184,184,Bob Estes,73,37.96,41,108,-0.10
184,185,185,Carl Pettersson,100,37.86,53,140,-0.13
185,186,186,John Rollins,90,37.76,54,143,-0.13
186,187,187,Bob Burns,88,37.7,69,183,-0.13
187,188,188,Tripp Isenhour,55,37.62,38,101,-0.16
188,189,189,Mark O'Meara,58,37.17,42,113,-0.05
189,190,190,Chris Couch,55,36.9,31,84,-0.13
190,191,191,David Morland IV,73,36.62,52,142,+0.06
191,192,192,Tim Petrovic,111,36.19,76,210,-0.11
192,193,193,Paul Azinger,75,36.05,53,147,-0.13
193,194,194,Esteban Toledo,92,33.85,65,192,-0.03
194,195,195,Kevin Muncrief,50,33.67,33,98,-0.15
195,196,196,David Gossett,57,25.56,34,133,+0.03
