,Longest_Hole_Outs_in_yards_RANK THIS WEEK,Longest_Hole_Outs_in_yards_RANK LAST WEEK,Longest_Hole_Outs_in_yards_PLAYER NAME,Longest_Hole_Outs_in_yards_ROUNDS,Longest_Hole_Outs_in_yards_DISTANCE,Longest_Hole_Outs_in_yards_TOURNAMENT,Longest_Hole_Outs_in_yards_ROUND- COURSE,Longest_Hole_Outs_in_yards_HOLE
59,T60,48,Dean Wilson,99,143,Cialis Western Open,1,17
60,T60,61,Steve Pate,71,143,Deutsche Bank Championship,3,10
61,T60,62,Tim Herron,84,143,FBR Open,3,1
62,T60,63,Tjaart van der Walt,35,143,HP Classic of New Orleans,2,11
63,T64,4,John Daly,79,142,Buick Open,4,2
64,T64,65,Russ Cochran,61,142,Shell Houston Open,2,2
65,T64,66,Heath Slocum,92,142,Deutsche Bank Championship,2,10
66,T64,67,Jay Delsing,76,142,John Deere Classic,1,13
67,68,58,Ryan Palmer,103,141,Chrysler Classic of Tucson,2,6
68,69,69,Grant Waite,79,140,The Honda Classic,2,4
69,70,70,Rocco Mediate,53,137,Reno-Tahoe Open,2,3
70,71,71,Phil Mickelson,83,136,THE TOUR Championship presented by Coca-Cola,2,1
71,72,72,Kevin Na,100,135,Buick Open,2,4
72,73,73,Stephen Ames,97,133,Shell Houston Open,3,14
73,T74,74,Casey Wittenberg,26,132,Deutsche Bank Championship,2,1
74,T74,75,Bob Burns,88,132,Buick Open,1,6
75,T76,76,Glen Day,101,131,EDS Byron Nelson Championship,1,1
76,T76,77,Ken Duke,89,131,Buick Invitational,1,10
77,T78,9,Mathias Grönberg,91,130,Wachovia Championship,4,3
78,T78,79,Brett Quigley,102,130,Wachovia Championship,1,15
79,T80,80,John Senden,99,129,Southern Farm Bureau Classic,1,10
80,T80,7,Brian Gay,96,129,Cialis Western Open,1,17
81,82,82,Dudley Hart,60,128,Bell Canadian Open,4,4
82,83,19,Brad Faxon,94,127,the Memorial Tournament,1,14
83,T84,66,Heath Slocum,92,126,Sony Open in Hawaii,4,12
84,T84,48,Dean Wilson,99,126,Buick Invitational,1,13
85,T84,86,Woody Austin,94,126,the Memorial Tournament,4,1
86,87,87,Sergio Garcia,65,124,THE PLAYERS Championship,2,9
87,T88,88,Tom Carter,113,123,Chrysler Classic of Greensboro,1,7
88,T88,90,Neal Lancaster,106,123,Southern Farm Bureau Classic,1,13
89,T88,89,Matt Kuchar,83,123,John Deere Classic,4,11
90,T91,91,Corey Pavin,83,121,Buick Championship,1,2
91,T91,6,Lucas Glover,95,121,Chrysler Classic of Tucson,2,16
92,T91,93,David Frost,78,121,FUNAI Classic at the WALT DISNEY WORLD Resort,3,2
93,T91,94,Esteban Toledo,92,121,FUNAI Classic at the WALT DISNEY WORLD Resort,3,18
94,T95,95,Craig Barlow,80,119,Southern Farm Bureau Classic,1,3
95,T95,96,Todd Hamilton,92,119,AT&T Pebble Beach National Pro-Am,2,11
96,97,97,Steve Lowery,91,118,BellSouth Classic,3,3
97,98,98,Guy Boros,64,117,HP Classic of New Orleans,3,9
98,T99,2,Justin Rose,77,116,Deutsche Bank Championship,3,1
99,T99,100,Tommy Tolles,67,116,Ford Championship at Doral,2,10
100,101,101,Bobby Cochran,2,114,FedEx St. Jude Classic,1,6
101,102,15,Scott Hoch,52,113,Cialis Western Open,4,8
102,T103,73,Stephen Ames,97,112,Bay Hill Invitational Presented by MasterCard,2,13
103,T103,54,Freddie Jacobson,83,112,Buick Classic,2,2
104,T105,105,Billy Andrade,104,111,Buick Invitational,1,2
105,T105,106,Daniel Chopra,108,111,Buick Classic,3,15
106,T105,107,Kelly Mitchum,8,111,Wachovia Championship,2,10
107,T108,108,Harrison Frazar,86,110,Southern Farm Bureau Classic,2,13
108,T108,31,Darren Clarke,54,110,World Golf Championships-American Express Championship,4,1
109,T110,16,Ben Curtis,56,109,MCI Heritage,2,1
110,T110,89,Matt Kuchar,83,109,BellSouth Classic,2,6
111,112,112,Omar Uresti,85,108,Buick Championship,1,2
112,T113,106,Daniel Chopra,108,106,Buick Invitational,2,18
113,T113,35,David Peoples,82,106,THE PLAYERS Championship,1,4
114,T113,115,Geoff Ogilvy,91,106,Bob Hope Chrysler Classic,2,14
115,T116,116,Craig Bowden,83,104,Bank of America Colonial,2,17
116,T116,117,Arjun Atwal,85,104,Buick Invitational,4,18
117,T118,118,D.J. Brigman,79,98,Deutsche Bank Championship,2,18
118,T118,119,Danny Briggs,85,98,Buick Open,1,1
119,T120,120,David Morland IV,73,96,John Deere Classic,3,6
120,T120,17,Jay Williamson,100,96,THE PLAYERS Championship,1,12
121,T122,122,Chris Couch,55,94,BellSouth Classic,3,18
122,T122,88,Tom Carter,113,94,Ford Championship at Doral,3,16
123,T122,124,Jeff Roth,4,94,Buick Open,1,7
124,125,23,Bernhard Langer,59,92,World Golf Championships-NEC Invitational,2,9
125,T126,122,Chris Couch,55,91,FedEx St. Jude Classic,1,11
126,T126,76,Glen Day,101,91,Buick Classic,3,7
127,T126,128,Vijay Singh,112,91,Deutsche Bank Championship,2,1
128,T129,129,Padraig Harrington,46,90,BellSouth Classic,4,6
129,T129,130,Davis Love III,85,90,Bay Hill Invitational Presented by MasterCard,2,8
130,131,27,Ted Purdy,114,89,B.C. Open,1,18
131,T132,132,Chad Campbell,100,88,Bank of America Colonial,1,6
132,T132,133,Tom Lehman,70,88,FUNAI Classic at the WALT DISNEY WORLD Resort,3,13
133,T132,76,Glen Day,101,88,Booz Allen Classic,2,6
134,T135,135,Glen Hnatiuk,26,86,BellSouth Classic,3,6
135,T135,136,Michael Bradley,22,86,Ford Championship at Doral,1,5
136,137,62,Tim Herron,84,84,Booz Allen Classic,4,14
137,T138,66,Heath Slocum,92,83,Wachovia Championship,3,14
138,T138,139,Hunter Mahan,94,83,Booz Allen Classic,2,14
139,T140,122,Chris Couch,55,80,Sony Open in Hawaii,2,18
140,T140,66,Heath Slocum,92,80,Valero Texas Open,3,7
141,T142,142,Olin Browne,92,79,Valero Texas Open,2,1
142,T142,62,Tim Herron,84,79,FedEx St. Jude Classic,2,15
143,T144,144,Scott Verplank,92,76,Buick Open,4,14
144,T144,139,Hunter Mahan,94,76,Reno-Tahoe Open,3,18
145,146,146,Fulton Allem,27,74,Nissan Open,1,10
146,147,147,Kirk Triplett,88,73,FBR Open,1,17
147,148,27,Ted Purdy,114,71,Valero Texas Open,1,8
148,T149,149,Bob Estes,73,70,FBR Open,2,15
149,T149,150,Fred Couples,54,70,the Memorial Tournament,3,17
150,T151,120,David Morland IV,73,69,Buick Classic,3,10
151,T151,152,Mark Wilson,62,69,Reno-Tahoe Open,3,13
152,153,32,José María Olazábal,56,68,Buick Open,1,16
153,T154,154,Scott Gutschewski,3,67,AT&T Pebble Beach National Pro-Am,3,14
154,T154,155,Scott Hend,81,67,Buick Open,1,6
155,T156,147,Kirk Triplett,88,66,Wachovia Championship,1,15
156,T156,43,Mike Weir,75,66,Bank of America Colonial,1,5
157,158,158,Ken Green,37,65,FedEx St. Jude Classic,2,12
158,159,159,Scott Simpson,55,63,EDS Byron Nelson Championship,4,8
159,160,23,Bernhard Langer,59,62,Nissan Open,1,11
160,161,161,John Riegger,53,61,Bank of America Colonial,1,11
161,162,162,Paul Casey,32,60,World Golf Championships-NEC Invitational,4,11
162,163,76,Glen Day,101,59,84 LUMBER Classic,4,2
163,164,164,Bob Tway,90,57,THE PLAYERS Championship,4,12
164,165,49,Shaun Micheel,93,55,Sony Open in Hawaii,2,10
165,T166,166,Danny Ellis,81,54,Reno-Tahoe Open,4,1
166,T166,94,Esteban Toledo,92,54,HP Classic of New Orleans,2,2
167,T168,133,Tom Lehman,70,53,FBR Open,4,17
168,T168,169,J.L. Lewis,106,53,John Deere Classic,3,10
169,170,10,Blaine McCallister,68,51,BellSouth Classic,2,13
170,T171,119,Danny Briggs,85,50,Shell Houston Open,3,12
171,T171,172,Tommy Armour III,87,50,Ford Championship at Doral,3,17
172,T173,61,Steve Pate,71,48,Reno-Tahoe Open,2,9
173,T173,174,John Morgan,37,48,Buick Open,1,14
174,T173,146,Fulton Allem,27,48,Buick Open,2,1
175,T173,176,Per-Ulrik Johansson,36,48,The Honda Classic,2,17
176,T173,93,David Frost,78,48,Southern Farm Bureau Classic,1,7
177,178,178,Brandt Jobe,30,47,Buick Invitational,1,1
178,T179,69,Grant Waite,79,46,Bob Hope Chrysler Classic,3,8
179,T179,180,Hirofumi Miyase,65,46,FedEx St. Jude Classic,1,5
180,T181,10,Blaine McCallister,68,45,Reno-Tahoe Open,2,15
181,T181,166,Danny Ellis,81,45,Chrysler Classic of Greensboro,2,6
182,T181,158,Ken Green,37,45,Shell Houston Open,1,14
183,T184,184,Stewart Cink,103,43,World Golf Championships-NEC Invitational,2,10
184,T184,185,Fred Funk,97,43,Buick Championship,1,15
185,T186,12,Mark Hensby,97,42,Bell Canadian Open,1,5
186,T186,55,Scott McCarron,88,42,FUNAI Classic at the WALT DISNEY WORLD Resort,3,10
187,T188,164,Bob Tway,90,41,World Golf Championships-NEC Invitational,4,4
188,T188,24,Robert Damron,92,41,The Honda Classic,2,12
189,T190,178,Brandt Jobe,30,40,Buick Invitational,1,4
190,T190,184,Stewart Cink,103,40,FBR Open,3,17
191,T190,24,Robert Damron,92,40,Deutsche Bank Championship,3,15
192,T190,76,Glen Day,101,40,84 LUMBER Classic,1,16
193,T190,30,Carl Pettersson,100,40,Buick Open,3,16
194,T195,7,Brian Gay,96,39,Chrysler Classic of Tucson,3,2
195,T195,196,Bill Haas,38,39,Reno-Tahoe Open,3,17
196,T195,172,Tommy Armour III,87,39,Mercedes Championships,2,14
197,T195,198,Zach Johnson,109,39,Chrysler Classic of Greensboro,1,13
198,T195,16,Ben Curtis,56,39,MCI Heritage,2,3
199,200,86,Woody Austin,94,38,Chrysler Championship,2,1
