,Approaches_from_inside_100_yards_Rgh_RANK THIS WEEK,Approaches_from_inside_100_yards_Rgh_RANK LAST WEEK,Approaches_from_inside_100_yards_Rgh_PLAYER NAME,Approaches_from_inside_100_yards_Rgh_ROUNDS,Approaches_from_inside_100_yards_Rgh_AVG,Approaches_from_inside_100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_Rgh_# OF ATTEMPTS,Approaches_from_inside_100_yards_Rgh_RELATIVE TO PAR
38,T38,T38,Stewart Cink,103,"22' 6""",584.8330000000001,26,+7
39,T38,T38,Stephen Leaney,84,"22' 6""",539.5,24,+5
40,T38,T38,Dennis Paulson,71,"22' 6""",696.5830000000001,31,+2
41,T42,T42,Jeff Maggert,60,"22' 7""",383.417,17,+4
42,T42,T42,Steve Stricker,81,"22' 7""",676.75,30,-3
43,44,44,Fred Couples,54,"22' 8""",748.8330000000001,33,+7
44,T45,T45,Stephen Ames,97,"22' 10""",433.083,19,E
45,T45,T45,Greg Chalmers,70,"22' 10""",776.6669999999999,34,+17
46,47,47,Craig Parry,52,"23' 0""",483.167,21,E
47,48,48,Tim Clark,84,"23' 2""",740.0,32,+3
48,49,49,Mark O'Meara,58,"23' 3""",512.25,22,+10
49,T50,T50,Stuart Appleby,84,"23' 4""",606.3330000000001,26,E
50,T50,T50,Glen Day,101,"23' 4""",863.5,37,-3
51,T50,T50,Cliff Kresge,89,"23' 4""",536.9169999999999,23,+4
52,T50,T50,Adam Scott,55,"23' 4""",326.75,14,E
53,54,54,John Riegger,53,"23' 5""",421.333,18,+5
54,55,55,Freddie Jacobson,83,"23' 6""",657.6669999999999,28,+3
55,56,56,Rocco Mediate,53,"23' 7""",377.417,16,+2
56,T57,T57,Brian Bateman,84,"23' 8""",615.6669999999999,26,+6
57,T57,T57,Blaine McCallister,68,"23' 8""",780.0,33,+9
58,T57,T57,Heath Slocum,92,"23' 8""",685.6669999999999,29,+10
59,T60,T60,J.L. Lewis,106,"23' 11""",931.25,39,+8
60,T60,T60,Ryan Palmer,103,"23' 11""",979.9169999999999,41,+6
61,T62,T62,Tom Carter,113,"24' 1""",1059.167,44,+6
62,T62,T62,Ken Duke,89,"24' 1""",1300.25,54,+6
63,T62,T62,Carlos Franco,99,"24' 1""",1203.583,50,-2
64,T62,T62,Jerry Kelly,113,"24' 1""",867.0830000000001,36,E
65,T62,T62,Dean Wilson,99,"24' 1""",723.5830000000001,30,+4
66,T67,T67,Hunter Mahan,94,"24' 3""",1286.167,53,+11
67,T67,T67,David Toms,80,"24' 3""",727.4169999999999,30,+6
68,69,69,Joey Sindelar,100,"24' 4""",753.5830000000001,31,+2
69,T70,T70,Rich Beem,81,"24' 5""",561.1669999999999,23,+4
70,T70,T70,Jonathan Byrd,85,"24' 5""",928.8330000000001,38,+6
71,T70,T70,Vijay Singh,112,"24' 5""",1049.833,43,+4
72,73,73,Retief Goosen,56,"24' 6""",415.917,17,+3
73,T74,T74,Skip Kendall,99,"24' 7""",884.0,36,+1
74,T74,T74,Carl Pettersson,100,"24' 7""",809.9169999999999,33,+6
75,T76,T76,John Cook,57,"24' 8""",419.417,17,+4
76,T76,T76,Brad Faxon,94,"24' 8""",913.6669999999999,37,+4
77,T76,T76,Dicky Pride,66,"24' 8""",592.0,24,+10
78,T76,T76,Mike Weir,75,"24' 8""",617.0830000000001,25,+8
79,80,80,Gene Sauers,83,"24' 9""",766.5830000000001,31,+5
80,T81,T81,Woody Austin,94,"24' 10""",944.5,38,+8
81,T81,T81,Aaron Baddeley,87,"24' 10""",993.75,40,+5
82,T81,T81,Chris Smith,105,"24' 10""",1141.5,46,+11
83,T81,T81,Bob Tway,90,"24' 10""",596.6669999999999,24,+3
84,T85,T85,D.J. Brigman,79,"24' 11""",748.6669999999999,30,+5
85,T85,T85,Deane Pappas,72,"24' 11""",895.8330000000001,36,+9
86,87,87,Loren Roberts,81,"25' 0""",625.9169999999999,25,+8
87,88,88,Steve Pate,71,"25' 1""",577.3330000000001,23,+6
88,T89,T89,Arjun Atwal,85,"25' 4""",784.8330000000001,31,+12
89,T89,T89,Jesper Parnevik,86,"25' 4""",964.0830000000001,38,+7
90,T91,T91,Kris Cox,73,"25' 5""",585.1669999999999,23,+1
91,T91,T91,Tim Petrovic,111,"25' 5""",1094.417,43,+9
92,T91,T91,Vaughn Taylor,84,"25' 5""",837.4169999999999,33,+13
93,T94,T94,Ben Crane,92,"25' 6""",993.75,39,+7
94,T94,T94,Jonathan Kaye,79,"25' 6""",712.9169999999999,28,+7
95,T96,T96,Rich Barcelo,67,"25' 7""",1048.833,41,+3
96,T96,T96,Russ Cochran,61,"25' 7""",742.0,29,+6
97,T96,T96,Spike McRoy,93,"25' 7""",895.8330000000001,35,+5
98,T99,T99,David Peoples,82,"25' 8""",796.0830000000001,31,+10
99,T99,T99,Jeff Sluman,98,"25' 8""",796.5,31,+4
100,T101,T101,Briny Baird,100,"25' 9""",669.1669999999999,26,+1
101,T101,T101,Alex Cejka,76,"25' 9""",438.417,17,+7
102,T101,T101,Neal Lancaster,106,"25' 9""",1080.25,42,+13
103,T104,T104,Todd Fischer,104,"25' 10""",1341.75,52,-2
104,T104,T104,Dan Olsen,75,"25' 10""",1264.0,49,+1
105,T104,T104,Jay Williamson,100,"25' 10""",903.4169999999999,35,+10
106,107,107,Geoff Ogilvy,91,"25' 11""",907.8330000000001,35,+2
107,108,108,Jason Dufner,79,"26' 4""",815.3330000000001,31,+5
108,109,109,Billy Mayfair,109,"26' 6""",875.3330000000001,33,+10
109,T110,T110,John Rollins,90,"26' 7""",1011.6669999999999,38,+2
110,T110,T110,Grant Waite,79,"26' 7""",1117.917,42,+16
111,T112,T112,Niclas Fasth,61,"26' 8""",507.167,19,+6
112,T112,T112,Patrick Sheehan,113,"26' 8""",880.75,33,+6
113,114,114,Shaun Micheel,93,"26' 9""",857.0830000000001,32,+3
114,115,115,Zach Johnson,109,"26' 10""",1208.417,45,-1
115,116,116,J.P. Hayes,79,"26' 11""",1076.5,40,+6
116,117,117,Andre Stolz,53,"27' 0""",917.8330000000001,34,+16
117,118,118,Steve Elkington,64,"27' 1""",460.75,17,+4
118,119,119,Brian Gay,96,"27' 2""",896.9169999999999,33,+9
119,T120,T120,Mark Calcavecchia,79,"27' 3""",952.5,35,+17
120,T120,T120,Matt Kuchar,83,"27' 3""",735.9169999999999,27,+7
121,122,122,Tommy Tolles,67,"27' 4""",1091.667,40,+8
122,T123,T123,Robert Damron,92,"27' 5""",931.3330000000001,34,+5
123,T123,T123,Brett Quigley,102,"27' 5""",1179.333,43,+10
124,T125,T125,Robert Allenby,93,"27' 6""",715.5830000000001,26,+8
125,T125,T125,Billy Andrade,104,"27' 6""",1017.25,37,+7
126,T127,T127,Chris DiMarco,105,"27' 7""",1212.667,44,+16
127,T127,T127,Luke Donald,72,"27' 7""",551.3330000000001,20,+6
128,T127,T127,Steve Flesch,109,"27' 7""",882.5,32,+8
129,T130,T130,Craig Barlow,80,"27' 8""",830.9169999999999,30,+6
130,T130,T130,Brenden Pappas,111,"27' 8""",1492.4170000000001,54,+12
131,T132,T132,Mathias Grönberg,91,"27' 10""",1057.75,38,+7
132,T132,T132,Rod Pampling,98,"27' 10""",1028.917,37,+9
133,T132,T132,Bo Van Pelt,107,"27' 10""",862.9169999999999,31,+7
134,135,135,Mark Brooks,72,"27' 11""",837.6669999999999,30,+11
135,T136,T136,Richard Johnson,102,"28' 1""",1067.667,38,+8
136,T136,T136,Nick Price,51,"28' 1""",224.75,8,+1
137,138,138,José María Olazábal,56,"28' 2""",705.0,25,+1
138,139,139,Mark Hensby,97,"28' 3""",933.5,33,+13
139,T140,T140,Chad Campbell,100,"28' 4""",368.75,13,+3
140,T140,T140,David Frost,78,"28' 4""",1133.75,40,+9
141,T140,T140,Brian Kortan,65,"28' 4""",737.5,26,+3
142,T140,T140,Len Mattiace,75,"28' 4""",765.25,27,+11
143,144,144,Scott Verplank,92,"28' 5""",852.3330000000001,30,+3
144,145,145,Michael Allen,87,"28' 8""",1088.75,38,+15
145,146,146,J.J. Henry,103,"28' 9""",1293.917,45,+5
146,T147,T147,Hank Kuehne,91,"28' 11""",1793.4170000000001,62,+12
147,T147,T147,Tom Pernice Jr.,103,"28' 11""",1155.833,40,+8
148,T149,T149,Lucas Glover,95,"29' 4""",1379.6670000000001,47,+8
149,T149,T149,Scott Hoch,52,"29' 4""",793.0,27,+9
150,151,151,Ted Purdy,114,"29' 5""",1176.25,40,+3
151,152,152,Scott McCarron,88,"29' 7""",769.9169999999999,26,+9
152,T153,T153,Guy Boros,64,"29' 8""",979.3330000000001,33,+5
153,T153,T153,Olin Browne,92,"29' 8""",831.4169999999999,28,+12
154,T153,T153,Hirofumi Miyase,65,"29' 8""",860.25,29,+18
155,T156,T156,Tommy Armour III,87,"29' 9""",1220.333,41,+17
156,T156,T156,Daniel Chopra,108,"29' 9""",1399.1670000000001,47,+10
157,T156,T156,Joe Ogilvie,104,"29' 9""",1546.0,52,+9
158,159,159,David Morland IV,73,"29' 10""",1075.0,36,+11
159,160,160,Duffy Waldorf,79,"30' 0""",749.1669999999999,25,+11
160,161,161,Tom Lehman,70,"30' 2""",663.8330000000001,22,+3
161,T162,T162,Bart Bryant,73,"30' 3""",665.0830000000001,22,+5
162,T162,T162,Peter Lonard,68,"30' 3""",574.4169999999999,19,+4
163,T164,T164,Chris Couch,55,"30' 4""",728.75,24,+8
164,T164,T164,Tiger Woods,78,"30' 4""",515.0,17,-4
165,166,166,Roland Thatcher,66,"30' 5""",973.9169999999999,32,+10
166,T167,T167,Tom Byrum,83,"30' 6""",609.75,20,+11
167,T167,T167,John Daly,79,"30' 6""",1219.167,40,+15
168,T167,T167,Tim Herron,84,"30' 6""",915.4169999999999,30,+5
169,T167,T167,John Senden,99,"30' 6""",1309.917,43,+16
170,171,171,Mark Wilson,62,"30' 7""",550.6669999999999,18,+4
171,172,172,Tripp Isenhour,55,"30' 8""",951.3330000000001,31,+4
172,173,173,Charles Howell III,104,"30' 10""",646.75,21,+7
173,174,174,Danny Ellis,81,"30' 11""",1268.25,41,+11
174,175,175,Kevin Muncrief,50,"31' 0""",712.25,23,+17
175,T176,T176,Matt Gogel,86,"31' 1""",1244.583,40,+12
176,T176,T176,David Gossett,57,"31' 1""",1025.833,33,+21
177,178,178,Scott Simpson,55,"31' 2""",934.5,30,+4
178,179,179,Notah Begay III,71,"31' 3""",813.0830000000001,26,+6
179,180,180,Scott Hend,81,"31' 4""",1877.6670000000001,60,+17
180,181,181,Jeff Brehaut,106,"31' 5""",1037.167,33,+5
181,182,182,Todd Hamilton,92,"31' 11""",893.75,28,+6
182,183,183,Steve Allan,102,"32' 0""",1406.75,44,+14
183,184,184,Roger Tambellini,81,"32' 6""",878.3330000000001,27,+4
184,185,185,Craig Perks,75,"32' 10""",1018.6669999999999,31,+5
185,186,186,David Branshaw,84,"33' 0""",726.5,22,+7
186,187,187,Jay Delsing,76,"33' 8""",606.4169999999999,18,+10
187,188,188,Davis Love III,85,"33' 9""",708.0,21,+9
188,189,189,Kevin Sutherland,86,"33' 11""",916.8330000000001,27,+6
189,190,190,Frank Lickliter II,89,"34' 10""",1324.5,38,+12
190,191,191,Dudley Hart,60,"35' 7""",320.41700000000003,9,+4
191,T192,T192,Jason Bohn,98,"36' 0""",1582.9170000000001,44,+14
192,T192,T192,Dan Forsman,79,"36' 0""",1043.667,29,+10
193,T192,T192,Mike Heinen,53,"36' 0""",864.4169999999999,24,+4
194,195,195,Darren Clarke,54,"36' 7""",402.25,11,+1
195,196,196,Tag Ridings,53,"38' 3""",1147.083,30,+16
