,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
54,T54,T54,David Gossett,57,"42' 8""",100,4269.5,+30.00
55,T54,T54,Freddie Jacobson,83,"42' 8""",126,5372.8330000000005,+2.00
56,T54,T54,Tiger Woods,78,"42' 8""",125,5333.1669999999995,-10.00
57,T58,T58,Fred Funk,97,"42' 9""",69,2948.333,+10.00
58,T58,T58,Vijay Singh,112,"42' 9""",157,6714.8330000000005,+9.00
59,T60,T60,Brian Bateman,84,"42' 10""",98,4201.333,+18.00
60,T60,T60,Blaine McCallister,68,"42' 10""",119,5093.667,+35.00
61,62,62,Tom Lehman,70,"42' 11""",107,4589.083,+17.00
62,T63,T63,Mark Hensby,97,"43' 0""",122,5244.4169999999995,+23.00
63,T63,T63,Gene Sauers,83,"43' 0""",95,4086.583,+7.00
64,T65,T65,Carlos Franco,99,"43' 2""",162,6990.8330000000005,+14.00
65,T65,T65,Joey Sindelar,100,"43' 2""",138,5957.3330000000005,+16.00
66,T67,T67,Chris DiMarco,105,"43' 3""",110,4756.0,+14.00
67,T67,T67,Pat Perez,102,"43' 3""",140,6053.0830000000005,+22.00
68,T67,T67,Jay Williamson,100,"43' 3""",134,5799.25,+15.00
69,70,70,Joe Ogilvie,104,"43' 5""",180,7814.3330000000005,+17.00
70,T71,T71,Tripp Isenhour,55,"43' 6""",68,2956.5,+11.00
71,T71,T71,Hunter Mahan,94,"43' 6""",154,6698.0,+28.00
72,T73,T73,David Peoples,82,"43' 7""",112,4885.0,+23.00
73,T73,T73,Jeff Sluman,98,"43' 7""",117,5098.417,+13.00
74,T73,T73,Dean Wilson,99,"43' 7""",134,5845.4169999999995,+28.00
75,76,76,Tommy Armour III,87,"43' 8""",136,5937.6669999999995,+28.00
76,T77,T77,Steve Elkington,64,"43' 9""",76,3324.25,+1.00
77,T77,T77,Todd Fischer,104,"43' 9""",158,6914.0830000000005,+19.00
78,T77,T77,Tag Ridings,53,"43' 9""",92,4025.417,+9.00
79,T80,T80,Ryan Palmer,103,"43' 10""",177,7757.25,+26.00
80,T80,T80,Patrick Sheehan,113,"43' 10""",160,7011.75,+16.00
81,T82,T82,Daniel Chopra,108,"43' 11""",191,8389.333,+27.00
82,T82,T82,Retief Goosen,56,"43' 11""",81,3555.5,+4.00
83,T82,T82,Kent Jones,99,"43' 11""",126,5533.1669999999995,+22.00
84,T82,T82,Bernhard Langer,59,"43' 11""",59,2592.083,+11.00
85,T82,T82,Rocco Mediate,53,"43' 11""",52,2285.583,+13.00
86,T87,T87,Brian Gay,96,"44' 0""",131,5761.25,+23.00
87,T87,T87,J.J. Henry,103,"44' 0""",129,5678.9169999999995,+16.00
88,T87,T87,Neal Lancaster,106,"44' 0""",170,7486.75,+18.00
89,T87,T87,Esteban Toledo,92,"44' 0""",126,5538.8330000000005,+31.00
90,T91,T91,Craig Barlow,80,"44' 1""",96,4230.917,+13.00
91,T91,T91,Mike Heinen,53,"44' 1""",94,4141.583,+20.00
92,T91,T91,David Morland IV,73,"44' 1""",110,4851.167,+25.00
93,T94,T94,Ernie Els,62,"44' 2""",95,4192.333,+1.00
94,T94,T94,Dennis Paulson,71,"44' 2""",131,5781.1669999999995,+13.00
95,96,96,Steve Lowery,91,"44' 3""",161,7122.3330000000005,+13.00
96,97,97,Mark O'Meara,58,"44' 5""",53,2354.917,+15.00
97,98,98,Rory Sabbatini,89,"44' 6""",119,5297.0830000000005,+9.00
98,T99,T99,Olin Browne,92,"44' 7""",94,4190.0,+17.00
99,T99,T99,Russ Cochran,61,"44' 7""",84,3743.75,+17.00
100,T99,T99,Robert Gamez,103,"44' 7""",133,5925.4169999999995,+28.00
101,T102,T102,Jeff Maggert,60,"44' 8""",64,2856.083,+6.00
102,T102,T102,Kevin Na,100,"44' 8""",130,5809.3330000000005,+18.00
103,T104,T104,Guy Boros,64,"44' 9""",103,4606.583,+16.00
104,T104,T104,Scott Verplank,92,"44' 9""",83,3711.5,+6.00
105,T106,T106,Michael Allen,87,"44' 10""",160,7179.9169999999995,+18.00
106,T106,T106,Robert Allenby,93,"44' 10""",124,5559.25,+24.00
107,T108,T108,Todd Hamilton,92,"45' 0""",148,6657.9169999999995,+36.00
108,T108,T108,Tim Herron,84,"45' 0""",114,5131.0,+25.00
109,T108,T108,Zach Johnson,109,"45' 0""",131,5894.0,+19.00
110,T111,T111,J.P. Hayes,79,"45' 2""",105,4745.833,+26.00
111,T111,T111,Ted Purdy,114,"45' 2""",154,6952.0830000000005,+16.00
112,T113,T113,Woody Austin,94,"45' 3""",161,7291.0830000000005,+10.00
113,T113,T113,Craig Bowden,83,"45' 3""",103,4659.167,+22.00
114,115,115,John Senden,99,"45' 4""",144,6528.75,+36.00
115,T116,T116,José Coceres,68,"45' 5""",83,3770.25,+12.00
116,T116,T116,Jay Delsing,76,"45' 5""",127,5764.0,+19.00
117,T116,T116,Craig Parry,52,"45' 5""",84,3816.417,+10.00
118,119,119,Rod Pampling,98,"45' 6""",142,6458.4169999999995,E
119,120,120,Carl Pettersson,100,"45' 7""",139,6338.6669999999995,-4.00
120,T121,T121,Stephen Ames,97,"45' 8""",148,6764.4169999999995,+20.00
121,T121,T121,Cameron Beckman,99,"45' 8""",149,6804.8330000000005,+15.00
122,T121,T121,Shigeki Maruyama,93,"45' 8""",118,5388.75,+6.00
123,T124,T124,Bart Bryant,73,"45' 10""",83,3805.167,+7.00
124,T124,T124,John Daly,79,"45' 10""",154,7064.25,+18.00
125,T126,T126,David Frost,78,"46' 0""",107,4926.333,+22.00
126,T126,T126,Scott Hoch,52,"46' 0""",75,3449.083,+20.00
127,128,128,Chris Riley,78,"46' 1""",116,5349.0,+16.00
128,T129,T129,Hirofumi Miyase,65,"46' 2""",74,3416.25,+20.00
129,T129,T129,Tommy Tolles,67,"46' 2""",129,5954.9169999999995,+21.00
130,131,131,John Huston,62,"46' 3""",65,3006.167,+18.00
131,T132,T132,Pat Bates,99,"46' 4""",129,5976.5830000000005,+28.00
132,T132,T132,Davis Love III,85,"46' 4""",116,5373.6669999999995,+10.00
133,T132,T132,Bob Tway,90,"46' 4""",105,4862.667,+18.00
134,135,135,Steve Pate,71,"46' 5""",103,4781.25,+22.00
135,T136,T136,Rich Barcelo,67,"46' 6""",112,5209.167,+17.00
136,T136,T136,Tim Petrovic,111,"46' 6""",158,7348.4169999999995,+15.00
137,T136,T136,Adam Scott,55,"46' 6""",77,3583.5,+21.00
138,T139,T139,Steve Flesch,109,"46' 7""",123,5732.1669999999995,+13.00
139,T139,T139,Len Mattiace,75,"46' 7""",100,4654.833,+22.00
140,T141,T141,Matt Gogel,86,"46' 8""",121,5650.5,+26.00
141,T141,T141,Jerry Kelly,113,"46' 8""",110,5130.5,+18.00
142,T141,T141,Tom Pernice Jr.,103,"46' 8""",144,6714.25,+14.00
143,144,144,Bob Estes,73,"46' 9""",100,4677.5,+11.00
144,145,145,Dan Forsman,79,"46' 10""",97,4541.5,+16.00
145,146,146,José María Olazábal,56,"47' 0""",84,3951.333,+8.00
146,T147,T147,Ben Crane,92,"47' 1""",142,6691.6669999999995,+15.00
147,T147,T147,Vaughn Taylor,84,"47' 1""",132,6216.9169999999995,+21.00
148,T149,T149,Paul Azinger,75,"47' 2""",151,7119.25,+36.00
149,T149,T149,Kris Cox,73,"47' 2""",102,4813.25,+15.00
150,T151,T151,Aaron Baddeley,87,"47' 3""",172,8126.5830000000005,+31.00
151,T151,T151,Chad Campbell,100,"47' 3""",111,5242.0,+20.00
152,T151,T151,Shaun Micheel,93,"47' 3""",116,5482.4169999999995,+20.00
153,T151,T151,Dicky Pride,66,"47' 3""",113,5342.0830000000005,+22.00
154,T155,T155,Jason Bohn,98,"47' 4""",130,6152.25,+20.00
155,T155,T155,Mark Brooks,72,"47' 4""",87,4116.583,+27.00
156,T155,T155,Brad Faxon,94,"47' 4""",146,6906.25,+18.00
157,T155,T155,Lucas Glover,95,"47' 4""",128,6057.0,+19.00
158,159,159,Kevin Sutherland,86,"47' 5""",98,4647.417,+13.00
159,T160,T160,Jeff Brehaut,106,"47' 6""",149,7077.1669999999995,+26.00
160,T160,T160,Stephen Leaney,84,"47' 6""",69,3280.0,+15.00
161,162,162,Chris Smith,105,"47' 7""",172,8178.6669999999995,+28.00
162,T163,T163,Craig Perks,75,"47' 8""",123,5859.3330000000005,+32.00
163,T163,T163,Mike Weir,75,"47' 8""",71,3381.417,+5.00
164,165,165,Glen Day,101,"47' 9""",115,5491.5,+13.00
165,T166,T166,Charles Howell III,104,"47' 10""",141,6740.25,+23.00
166,T166,T166,Scott McCarron,88,"47' 10""",145,6937.75,+14.00
167,T168,T168,Danny Ellis,81,"47' 11""",94,4504.75,+14.00
168,T168,T168,Cliff Kresge,89,"47' 11""",100,4795.667,+12.00
169,170,170,Steve Stricker,81,"48' 0""",142,6817.3330000000005,+21.00
170,171,171,Brett Quigley,102,"48' 1""",156,7497.4169999999995,+24.00
171,172,172,Matt Kuchar,83,"48' 2""",129,6217.5,+31.00
172,173,173,Skip Kendall,99,"48' 3""",127,6124.5,+23.00
173,174,174,Tom Byrum,83,"48' 4""",95,4590.0,+20.00
174,175,175,Robert Damron,92,"48' 8""",103,5015.417,+27.00
175,176,176,Kenny Perry,79,"48' 9""",81,3950.083,+14.00
176,177,177,Jesper Parnevik,86,"48' 10""",141,6888.8330000000005,+9.00
177,178,178,Harrison Frazar,86,"49' 0""",125,6130.1669999999995,+3.00
178,179,179,Stewart Cink,103,"49' 3""",171,8423.917,+4.00
179,180,180,Ben Curtis,56,"49' 6""",65,3217.0,+4.00
180,T181,T181,Chris Couch,55,"49' 8""",89,4422.0,+23.00
181,T181,T181,Richard Johnson,102,"49' 8""",118,5856.8330000000005,+7.00
182,T181,T181,Billy Mayfair,109,"49' 8""",136,6758.0830000000005,+31.00
183,T181,T181,Nick Price,51,"49' 8""",52,2583.25,+5.00
184,185,185,Bo Van Pelt,107,"49' 9""",145,7212.9169999999995,+22.00
185,186,186,Spike McRoy,93,"49' 10""",122,6081.0830000000005,+22.00
186,187,187,Brian Kortan,65,"50' 3""",94,4720.0,+21.00
187,188,188,Andre Stolz,53,"50' 4""",98,4934.25,+18.00
188,189,189,Loren Roberts,81,"50' 6""",125,6310.8330000000005,+26.00
189,190,190,Jonathan Kaye,79,"50' 7""",100,5061.333,+26.00
190,191,191,Roger Tambellini,81,"51' 0""",148,7551.5830000000005,+23.00
191,192,192,David Branshaw,84,"51' 9""",111,5741.5,+26.00
192,193,193,Corey Pavin,83,"53' 0""",99,5250.3330000000005,+23.00
193,T194,T194,Notah Begay III,71,"53' 4""",105,5601.0830000000005,+25.00
194,T194,T194,Darren Clarke,54,"53' 4""",60,3198.75,+1.00
195,196,196,Scott Simpson,55,"54' 10""",76,4166.083,+11.00
